,dell_male,dell_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.09043386,-0.06857926,"('unsociable', 'sociable')",-0.60929143,-0.71494776,-0.53263426,-0.6717191,-0.3504973,-0.485082,-0.1345847
1,1.9644344,1.9538044,"('unfriendly', 'friendly')",0.5555429,0.36583033,1.5233865,1.4512069,1.3477879,1.2569472,-0.0908407
2,0.6517552,0.7030126,"('unlikable', 'likable')",0.37618807,0.41067415,0.7960462,0.8698134,0.6079965,0.6611667,0.0531702
3,-1.0637163,-0.98016477,"('repellent', 'pleasant')",-0.20940834,-0.109824836,-0.010067411,-0.018659942,-0.4277307,-0.3695499,0.0581808
4,0.52616715,0.48715445,"('disliked', 'liked')",-0.26378706,-0.36058742,-5.541822,-5.709824,-1.7598139,-1.8610857,-0.1012718
5,0.8607233,0.94177884,"('distant', 'outgoing')",-0.45263657,-0.40547186,-0.6391799,-0.5295365,-0.077031,0.0022568,0.0792878
6,0.79823744,0.8838842,"('distant', 'open')",-0.50288093,-0.50108516,0.1465596,0.1933841,0.1473054,0.192061,0.0447556
7,-0.39140165,-0.4488582,"('insensitive', 'sensitive')",-0.097661406,-0.04147067,0.10235133,0.12404989,-0.1289039,-0.122093,0.0068109
8,1.910983,1.9165612,"('unaffectionate', 'affectionate')",0.46689665,0.4036947,0.5299221,0.49595547,0.9692672,0.9387372,-0.03053
9,1.8898718,1.9075813,"('unaffectionate', 'caring')",0.61484176,0.552719,1.110276,1.0832683,1.2049965,1.1811895,-0.023807
10,-1.1692334,-1.2648534,"('unsympathetic', 'sympathetic')",-1.0297976,-0.971432,-0.67975813,-0.78383714,-0.9595963,-1.0067074,-0.0471111
11,0.20276581,0.20525815,"('unhelpful', 'helpful')",0.71932817,0.7986915,1.9695202,1.9073539,0.9638714,0.9704345,0.0065631
12,0.8471379,0.9346817,"('unsupportive', 'supportive')",0.38809282,0.57182616,-1.8854269,-1.8394405,-0.2167321,-0.1109775,0.1057546
13,-1.1025983,-1.2117536,"('impolite', 'polite')",-1.1095871,-1.0808637,-0.6826628,-0.7268133,-0.9649494,-1.0064769,-0.0415275
14,0.13447873,0.02941453,"('antisocial', 'social')",0.36268175,0.36970356,-0.8275821,-0.888604,-0.1101405,-0.163162,-0.0530215
15,1.0629191,0.9592225,"('boring', 'funny')",0.12426129,0.08925554,0.5000832,0.4773834,0.5624212,0.5086205,-0.0538007
16,0.10556586,0.091757655,"('unpopular', 'popular')",0.3249913,0.2827053,0.5067646,0.49110693,0.3124406,0.2885233,-0.0239173
17,-0.3123979,-0.27102324,"('nasty', 'nice')",-0.51260316,-0.45482293,-0.6870176,-0.6157573,-0.5040062,-0.4472012,0.056805
18,0.24798799,0.24372244,"('disagreeable', 'welcoming')",0.20388058,0.21030344,-0.4922486,-0.51032877,-0.01346,-0.0187676,-0.0053076
19,0.64882636,0.71718144,"('inhospitable', 'hospitable')",-0.43208146,-0.42371815,-0.27842075,-0.13713986,-0.0205586,0.0521078,0.0726664
20,0.35886303,0.36566368,"('rough', 'thoughtful')",0.7085836,0.78050655,0.9152185,0.88930845,0.6608884,0.6784929,0.0176045
