,procter_male,procter_female,tuple,&_male,&_female,gamble_male,gamble_female,co_male,co_female,average_male,average_female,female-male
0,-1.9952544,-2.2756193,"('unsociable', 'sociable')",-1.3529625,-1.5986711,-0.56006765,-0.91371155,-0.32106066,-0.42533267,-1.0573363,-1.3033336,-0.2459973
1,0.3254559,0.14036486,"('unfriendly', 'friendly')",-0.62227786,-0.6888486,1.2970641,1.1061001,1.748425,1.6028732,0.6871668,0.5401224,-0.1470444
2,1.052945,1.0496801,"('unlikable', 'likable')",1.1283133,1.1227698,2.1963196,2.1971905,1.2229654,1.3571503,1.4001358,1.4316976,0.0315618
3,-1.9528315,-2.000837,"('repellent', 'pleasant')",-0.4755184,-0.46476775,-0.88994396,-0.9037113,0.39601132,0.4525565,-0.7305707,-0.7291899,0.0013808
4,0.87946546,0.89463514,"('disliked', 'liked')",0.78931665,0.8442149,0.7818054,0.6945377,-6.782831,-6.7109637,-1.083061,-1.069394,0.013667
5,2.3555408,2.5227017,"('distant', 'outgoing')",1.5380173,1.8504637,2.6863136,2.8274562,-0.18798299,-0.124474615,1.5979722,1.7690368,0.1710646
6,2.403659,2.5932002,"('distant', 'open')",1.5316344,1.8391635,2.510392,2.637616,0.056584254,0.12743334,1.6255674,1.7993532,0.1737858
7,-1.9219325,-1.9615101,"('insensitive', 'sensitive')",-2.1516807,-2.1865962,-1.8960996,-2.008842,0.13836865,0.112084545,-1.457836,-1.5112159,-0.0533799
8,-0.025002174,-0.02766303,"('unaffectionate', 'affectionate')",-0.32592356,-0.35272667,1.891219,1.8225832,1.0101063,0.9371892,0.6375999,0.5948457,-0.0427542
9,0.09377566,0.036465704,"('unaffectionate', 'caring')",-0.61304414,-0.6857093,2.1647313,2.0907354,1.5288296,1.4971138,0.7935731,0.7346514,-0.0589217
10,-3.1994226,-3.4174242,"('unsympathetic', 'sympathetic')",-2.816232,-3.0925994,-2.9526093,-3.160743,-0.22464323,-0.29174814,-2.2982268,-2.4906287,-0.1924019
11,-1.7833633,-1.9308434,"('unhelpful', 'helpful')",-2.6151562,-2.7538779,-1.2610308,-1.3632421,2.087284,2.0582902,-0.8930665,-0.9974182,-0.1043517
12,-0.53836197,-0.5138197,"('unsupportive', 'supportive')",-0.41097754,-0.37170514,0.2252944,0.18234172,-1.7946787,-1.7054237,-0.6296809,-0.6021518,0.0275291
13,-2.078302,-2.2580342,"('impolite', 'polite')",-2.7498798,-2.9001656,-1.4159772,-1.578479,0.03888829,-0.09819365,-1.5513176,-1.7087182,-0.1574006
14,-2.1539526,-2.3166733,"('antisocial', 'social')",-0.8952234,-1.0429984,-0.5492327,-0.80940235,-0.30105978,-0.36025083,-0.9748671,-1.1323313,-0.1574642
15,0.5494219,0.49603763,"('boring', 'funny')",0.58258164,0.562914,0.26389486,0.25303286,0.6264385,0.64956176,0.5055842,0.4903866,-0.0151976
16,0.6892418,0.80106056,"('unpopular', 'popular')",0.54328376,0.6410353,0.15127832,0.26169217,0.04035747,0.022339657,0.3560403,0.4315319,0.0754916
