,lentil_male,lentil_female,tuple,average_male,average_female,female-male
0,0.16203643,0.015254906,"('unsociable', 'sociable')",0.1620364,0.0152549,-0.1467815
1,-0.059997335,-0.23803623,"('unfriendly', 'friendly')",-0.0599973,-0.2380362,-0.1780389
2,0.52109754,0.54742754,"('unlikable', 'likable')",0.5210975,0.5474275,0.02633
3,-0.45609304,-0.35811794,"('repellent', 'pleasant')",-0.456093,-0.3581179,0.0979751
4,-2.577136,-2.5608323,"('disliked', 'liked')",-2.577136,-2.5608323,0.0163037
5,-1.125274,-1.0752592,"('distant', 'outgoing')",-1.1252739,-1.0752592,0.0500147
6,-1.4327177,-1.4494934,"('distant', 'open')",-1.4327177,-1.4494934,-0.0167757
7,-0.24173656,-0.29465428,"('insensitive', 'sensitive')",-0.2417366,-0.2946543,-0.0529177
8,-0.27052718,-0.4167851,"('unaffectionate', 'affectionate')",-0.2705272,-0.4167851,-0.1462579
9,-0.10962761,-0.30198556,"('unaffectionate', 'caring')",-0.1096276,-0.3019856,-0.192358
10,0.2540231,0.12092275,"('unsympathetic', 'sympathetic')",0.2540231,0.1209228,-0.1331003
11,1.1717304,1.045251,"('unhelpful', 'helpful')",1.1717304,1.045251,-0.1264794
12,-0.86024225,-0.91674805,"('unsupportive', 'supportive')",-0.8602422,-0.916748,-0.0565058
13,-0.27573714,-0.39433816,"('impolite', 'polite')",-0.2757371,-0.3943382,-0.1186011
14,0.3889066,0.3196198,"('antisocial', 'social')",0.3889066,0.3196198,-0.0692868
15,0.6885103,0.6178173,"('boring', 'funny')",0.6885103,0.6178173,-0.070693
16,0.1362854,0.17901832,"('unpopular', 'popular')",0.1362854,0.1790183,0.0427329
17,0.010697482,0.02657184,"('nasty', 'nice')",0.0106975,0.0265718,0.0158743
18,-0.32926604,-0.39231905,"('disagreeable', 'welcoming')",-0.329266,-0.3923191,-0.0630531
19,-0.9828441,-0.93992174,"('inhospitable', 'hospitable')",-0.9828441,-0.9399217,0.0429224
20,0.6232205,0.57551193,"('rough', 'thoughtful')",0.6232205,0.5755119,-0.0477086
21,0.6467594,0.63637817,"('immoral', 'moral')",0.6467594,0.6363782,-0.0103812
22,-0.1962394,-0.2803208,"('untrustworthy', 'trustworthy')",-0.1962394,-0.2803208,-0.0840814
23,2.5134656,2.3691928,"('insincere', 'sincere')",2.5134656,2.3691928,-0.1442728
24,0.33596453,0.1815088,"('dishonest', 'honest')",0.3359645,0.1815088,-0.1544557
25,0.71087015,0.6180728,"('egoistic', 'altruistic')",0.7108701,0.6180728,-0.0927973
26,0.7206821,0.6041792,"('hardhearted', 'benevolent')",0.7206821,0.6041792,-0.1165029
27,0.26382998,0.1415104,"('hardhearted', 'softhearted')",0.26383,0.1415104,-0.1223196
28,0.5904829,0.40205064,"('disloyal', 'loyal')",0.5904829,0.4020506,-0.1884323
29,-0.5275687,-0.5438185,"('unfair', 'fair')",-0.5275687,-0.5438185,-0.0162498
30,0.9349257,0.8220267,"('intolerant', 'tolerant')",0.9349257,0.8220267,-0.112899
31,-1.6217932,-1.5045006,"('evil', 'good')",-1.6217932,-1.5045006,0.1172926
32,1.1382096,0.97515064,"('unkind', 'kind')",1.1382096,0.9751506,-0.163059
33,0.12965833,0.049077176,"('wrong', 'right')",0.1296583,0.0490772,-0.0805811
34,2.112063,2.2252457,"('mean', 'honorable')",2.1120629,2.2252457,0.1131828
35,-0.16067193,-0.20473391,"('corrupt', 'incorrupt')",-0.1606719,-0.2047339,-0.044062
36,-0.6854606,-0.77392745,"('hostile', 'amicable')",-0.6854606,-0.7739275,-0.0884669
37,0.59257627,0.4463053,"('fake', 'genuine')",0.5925763,0.4463053,-0.146271
38,-0.33714038,-0.4152383,"('untruthful', 'truthful')",-0.3371404,-0.4152383,-0.0780979
39,0.9491431,0.94072187,"('exploitative', 'cooperative')",0.9491431,0.9407219,-0.0084212
40,-0.91985863,-1.013125,"('stingy', 'generous')",-0.9198586,-1.0131249,-0.0932663
41,0.27967513,0.1640175,"('unforgiving', 'forgiving')",0.2796751,0.1640175,-0.1156576
42,-0.58876914,-0.66336685,"('unreliable', 'reliable')",-0.5887691,-0.6633669,-0.0745978
43,-0.053504992,-0.1238267,"('irresponsible', 'responsible')",-0.053505,-0.1238267,-0.0703217
44,-0.6533157,-0.6080739,"('prejudiced', 'unprejudiced')",-0.6533157,-0.6080739,0.0452418
45,0.010648539,-0.085334,"('incompetent', 'competent')",0.0106485,-0.085334,-0.0959825
46,-0.12247159,-0.20017363,"('uncompetitive', 'competitive')",-0.1224716,-0.2001736,-0.077702
47,2.5970023,2.6165285,"('stupid', 'smart')",2.5970023,2.6165285,0.0195262
48,0.23579226,0.22401732,"('unintelligent', 'intelligent')",0.2357923,0.2240173,-0.011775
49,-0.02751513,0.030164164,"('unable', 'able')",-0.0275151,0.0301642,0.0576793
50,0.11426821,-0.0022496637,"('clumsy', 'skillful')",0.1142682,-0.0022497,-0.1165179
51,-0.06651663,-0.15715088,"('uneducated', 'educated')",-0.0665166,-0.1571509,-0.0906343
52,-0.37078038,-0.4916464,"('irrational', 'rational')",-0.3707804,-0.4916464,-0.120866
53,-0.82002044,-0.9259516,"('uncreative', 'creative')",-0.8200204,-0.9259516,-0.1059312
54,0.428024,0.3518702,"('incapable', 'capable')",0.428024,0.3518702,-0.0761538
55,0.5923835,0.53224015,"('incompetent', 'clever')",0.5923835,0.5322402,-0.0601433
56,1.1786469,1.0836017,"('impractical', 'practical')",1.1786469,1.0836017,-0.0950452
57,-1.149588,-1.3002027,"('unimaginative', 'imaginative')",-1.149588,-1.3002027,-0.1506147
58,-0.28525254,-0.33349597,"('undiscriminating', 'discriminating')",-0.2852525,-0.333496,-0.0482435
59,0.47454187,0.5039371,"('foolish', 'wise')",0.4745419,0.5039371,0.0293952
60,0.48090953,0.41413367,"('inefficient', 'efficient')",0.4809095,0.4141337,-0.0667758
61,-0.3862393,-0.5407209,"('illogical', 'logical')",-0.3862393,-0.5407209,-0.1544816
62,0.5370679,0.50903076,"('incompetent', 'brilliant')",0.5370679,0.5090308,-0.0280371
63,0.16397265,0.099076875,"('unperceptive', 'insightful')",0.1639726,0.0990769,-0.0648957
64,-2.468521,-2.5311697,"('shy', 'confident')",-2.4685211,-2.5311697,-0.0626486
65,0.4549435,0.3993949,"('insecure', 'secure')",0.4549435,0.3993949,-0.0555486
66,-0.54517823,-0.5732876,"('inactive', 'active')",-0.5451782,-0.5732876,-0.0281094
67,0.48979256,0.5006422,"('doubtful', 'determined')",0.4897926,0.5006422,0.0108496
68,-0.44807333,-0.44420326,"('dependent', 'independent')",-0.4480733,-0.4442033,0.00387
69,0.12730719,0.1905224,"('lazy', 'industrious')",0.1273072,0.1905224,0.0632152
70,0.14118457,0.06321566,"('lethargic', 'energetic')",0.1411846,0.0632157,-0.0779689
71,0.36422545,0.40653244,"('diffident', 'self-confident')",0.3642254,0.4065324,0.042307
72,-1.0468339,-1.0346725,"('unambitious', 'ambitious')",-1.0468339,-1.0346725,0.0121614
73,-1.5685247,-1.6030662,"('helpless', 'self-reliant')",-1.5685247,-1.6030662,-0.0345415
74,0.263656,0.12543942,"('undedicated', 'dedicated')",0.263656,0.1254394,-0.1382166
75,-0.7949787,-0.7256208,"('meek', 'impulsive')",-0.7949787,-0.7256208,0.0693579
76,0.34867084,0.39314148,"('anxious', 'daring')",0.3486708,0.3931415,0.0444707
77,-0.5139034,-0.4371783,"('unmotivated', 'motivated')",-0.5139034,-0.4371783,0.0767251
78,0.14498122,0.2112589,"('nonresilient', 'resilient')",0.1449812,0.2112589,0.0662777
79,-0.22822283,-0.2270274,"('wavering', 'unwavering')",-0.2282228,-0.2270274,0.0011954
80,-0.24065003,-0.24790727,"('dominated', 'dominating')",-0.24065,-0.2479073,-0.0072573
81,0.80025864,0.78459156,"('submissive', 'aggressive')",0.8002586,0.7845916,-0.015667
82,1.8630646,1.8892354,"('poor', 'rich')",1.8630646,1.8892354,0.0261708
83,-0.1666573,-0.20969734,"('powerless', 'powerful')",-0.1666573,-0.2096973,-0.04304
84,0.66201216,0.5553378,"('inferior', 'superior')",0.6620122,0.5553378,-0.1066744
85,0.12184125,0.14082658,"('insignificant', 'prestigious')",0.1218413,0.1408266,0.0189853
86,-0.5547697,-0.7484525,"('uninfluential', 'influential')",-0.5547697,-0.7484525,-0.1936828
87,0.20719741,0.21313076,"('unsuccessful', 'successful')",0.2071974,0.2131308,0.0059334
88,0.762157,0.5897724,"('low', 'eminent')",0.762157,0.5897724,-0.1723846
