,general_male,general_female,tuple,dynamics_male,dynamics_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.6454754,-1.672533,"('unsociable', 'sociable')",-0.7848563,-0.83855706,-0.5385111,-0.54939944,-0.9896142,-1.0201631,-0.0305489
1,-0.03089774,-0.2378802,"('unfriendly', 'friendly')",2.0912457,1.9744997,1.7277483,1.4765981,1.2626987,1.0710726,-0.1916261
2,0.6097065,0.80981886,"('unlikable', 'likable')",0.94785005,0.98769385,0.6986883,0.69401586,0.7520816,0.8305095,0.0784279
3,-1.0694561,-1.0793152,"('repellent', 'pleasant')",-1.1705825,-1.1402524,0.8619306,0.9082724,-0.4593693,-0.4370984,0.0222709
4,-0.48273614,-0.6580291,"('disliked', 'liked')",0.08304416,-0.06905184,-7.470003,-7.849134,-2.6232317,-2.8587383,-0.2355066
5,-0.06089156,-0.08219415,"('distant', 'outgoing')",1.4450932,1.3902946,-0.40203008,-0.55775607,0.3273905,0.2501148,-0.0772757
6,-0.5533684,-0.6123229,"('distant', 'open')",0.9428556,0.8585989,0.08951357,-0.066360615,0.1596669,0.0599718,-0.0996951
7,-0.65662,-0.6658519,"('insensitive', 'sensitive')",-0.51570165,-0.500057,0.07521417,0.13614738,-0.3657025,-0.3432538,0.0224487
8,-0.34789395,-0.4006131,"('unaffectionate', 'affectionate')",1.072396,1.0313562,0.8782832,0.7745529,0.5342618,0.468432,-0.0658298
9,0.21504194,0.14294197,"('unaffectionate', 'caring')",1.4414641,1.4240816,1.4633911,1.4454277,1.0399657,1.0041504,-0.0358153
10,-1.7668774,-1.8392413,"('unsympathetic', 'sympathetic')",-1.2517817,-1.3046942,-0.56646913,-0.41004914,-1.1950428,-1.1846615,0.0103813
11,-0.42101115,-0.3997905,"('unhelpful', 'helpful')",-0.07674421,-0.0022851005,1.2736604,1.420077,0.258635,0.3393338,0.0806988
12,0.14644971,0.21112876,"('unsupportive', 'supportive')",0.67796814,0.7089989,-2.2609336,-2.2945457,-0.4788386,-0.4581393,0.0206993
13,-1.263766,-1.1854607,"('impolite', 'polite')",-1.4522359,-1.4046017,-0.9272675,-0.74083877,-1.2144232,-1.1103004,0.1041228
14,-1.1334459,-1.0302052,"('antisocial', 'social')",-0.7220362,-0.77443236,-0.5179989,-0.5354413,-0.7911603,-0.7800263,0.011134
15,0.07550747,-0.05526629,"('boring', 'funny')",0.58744645,0.47159132,-0.0923222,-0.16867073,0.1902106,0.0825514,-0.1076592
