,dte_male,dte_female,tuple,energy_male,energy_female,co_male,co_female,average_male,average_female,female-male
0,-0.85903955,-1.0140496,"('unsociable', 'sociable')",0.08586234,-0.01959059,0.03979242,-0.11284989,-0.2444616,-0.3821634,-0.1377018
1,-2.2559187,-2.3762817,"('unfriendly', 'friendly')",0.3433274,0.15100166,0.7994198,0.64992744,-0.3710572,-0.5251176,-0.1540604
2,0.7079849,0.6538582,"('unlikable', 'likable')",1.3564581,1.3173013,1.1460531,1.337902,1.0701654,1.1030205,0.0328551
3,-0.27329123,-0.20043534,"('repellent', 'pleasant')",-0.37071508,-0.2532235,0.55370927,0.54911816,-0.030099,0.0318198,0.0619188
4,-0.0011538425,-0.09695345,"('disliked', 'liked')",0.6996801,0.5618251,-6.29928,-6.160092,-1.8669179,-1.8984067,-0.0314888
5,-1.4368169,-1.5142912,"('distant', 'outgoing')",0.062408462,-0.012786649,-1.3284031,-1.27385,-0.9009372,-0.9336425,-0.0327053
6,-1.8904382,-1.9755677,"('distant', 'open')",-0.5271675,-0.6691331,-1.306778,-1.2965246,-1.2414612,-1.3137418,-0.0722806
7,-0.031120967,0.0344102,"('insensitive', 'sensitive')",0.64244163,0.75705206,0.031177519,0.013804216,0.2141661,0.2684221,0.054256
8,-1.7368591,-1.7977958,"('unaffectionate', 'affectionate')",-0.5475812,-0.6868911,-0.1222616,-0.19509111,-0.8022339,-0.8932593,-0.0910254
9,-1.8312691,-1.9128152,"('unaffectionate', 'caring')",0.3878057,0.28175217,0.40262458,0.33248836,-0.3469463,-0.4328582,-0.0859119
10,-1.2596202,-1.3254646,"('unsympathetic', 'sympathetic')",-0.42792457,-0.36402643,-0.26875684,-0.3376659,-0.6521006,-0.6757189,-0.0236183
11,0.015817098,0.08928257,"('unhelpful', 'helpful')",0.6670525,0.7536007,2.3247275,2.2874265,1.0025324,1.0434366,0.0409042
12,-0.03983506,-0.070985384,"('unsupportive', 'supportive')",0.9517828,0.9918965,-1.7830478,-1.7436887,-0.2903667,-0.2742592,0.0161075
13,-0.11479285,-0.10624358,"('impolite', 'polite')",0.12003732,0.23589332,-0.023700863,0.024755888,-0.0061521,0.0514685,0.0576206
14,0.32317114,0.34092104,"('antisocial', 'social')",1.1043837,1.128824,0.16218102,0.11843832,0.529912,0.5293945,-0.0005175
15,1.0197837,0.8887648,"('boring', 'funny')",0.5257367,0.35517135,0.80840087,0.80513376,0.7846405,0.6830233,-0.1016172
16,0.03656035,-0.08521163,"('unpopular', 'popular')",-0.16835386,-0.32913908,0.3124348,0.18829748,0.0602138,-0.0753511,-0.1355649
17,-0.43754673,-0.43149805,"('nasty', 'nice')",-0.8780625,-0.83205676,-0.117813416,-0.1708576,-0.4778076,-0.4781375,-0.0003299
18,-1.2282149,-1.2629757,"('disagreeable', 'welcoming')",-0.97583026,-1.0189945,-1.0284666,-1.0267974,-1.0775038,-1.1029224,-0.0254186
19,-0.6678701,-0.79275656,"('inhospitable', 'hospitable')",-0.8831467,-0.99506605,-0.55673707,-0.55976456,-0.7025846,-0.782529,-0.0799444
20,-0.653669,-0.6370748,"('rough', 'thoughtful')",-0.36972868,-0.31589323,0.36315924,0.30957785,-0.2200795,-0.2144634,0.0056161
21,0.1855486,0.19943805,"('immoral', 'moral')",1.1090438,1.1579975,-0.4497826,-0.32089671,0.2816033,0.3455129,0.0639096
22,-0.32698205,-0.3153444,"('untrustworthy', 'trustworthy')",-0.9259424,-0.9106956,-0.43648827,-0.37700713,-0.5631376,-0.534349,0.0287886
23,-0.6477555,-0.7018435,"('insincere', 'sincere')",0.064606294,0.09464328,5.6750016,5.4025683,1.6972841,1.5984561,-0.098828
