,time_male,time_female,tuple,warner_male,warner_female,cable_male,cable_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1131562,-1.2485092,"('unsociable', 'sociable')",-0.8420389,-1.021127,-0.054027803,-0.092503265,-0.3485037,-0.631681,-0.5894316,-0.7484551,-0.1590235
1,-0.3791844,-0.47258827,"('unfriendly', 'friendly')",0.924818,0.83778304,1.2163929,1.1133776,1.4411429,1.2196883,0.8007923,0.6745652,-0.1262271
2,0.9302406,0.9486796,"('unlikable', 'likable')",0.71992975,0.81440926,0.9405318,1.0139327,1.0556241,1.1636537,0.9115815,0.9851688,0.0735873
3,-1.0079093,-0.9025841,"('repellent', 'pleasant')",-1.5295497,-1.4506376,-0.34507382,-0.22214723,0.31144837,0.35733184,-0.6427711,-0.5545093,0.0882618
4,-0.12409927,-0.2230111,"('disliked', 'liked')",0.375677,0.3543114,0.0018361416,-0.040059667,-5.201496,-5.264492,-1.2370206,-1.2933129,-0.0562923
5,-0.3466972,-0.33147463,"('distant', 'outgoing')",0.19526707,0.26445547,0.37309366,0.33201143,-0.2918515,-0.23323444,-0.017547,0.0079395,0.0254865
6,-0.44650868,-0.42427468,"('distant', 'open')",0.33750415,0.44818023,0.33730677,0.3147159,0.16547135,0.22738779,0.0984434,0.1415023,0.0430589
7,0.5047373,0.4867955,"('insensitive', 'sensitive')",-0.5566015,-0.5765659,0.33678398,0.448472,0.3372103,0.25255764,0.1555325,0.1528148,-0.0027177
8,0.008099318,-0.016161188,"('unaffectionate', 'affectionate')",0.704409,0.7477659,0.39788738,0.3200361,-0.24943683,-0.28348255,0.2152397,0.1920395,-0.0232002
9,0.6207997,0.5847337,"('unaffectionate', 'caring')",0.7742821,0.7788446,1.5215756,1.4705126,0.6125573,0.560511,0.8823037,0.8486505,-0.0336532
10,-1.3214093,-1.3455735,"('unsympathetic', 'sympathetic')",-1.3674977,-1.4150093,-0.89563775,-0.78733575,-0.5494782,-0.6995747,-1.0335058,-1.0618734,-0.0283676
11,-0.35817194,-0.3235571,"('unhelpful', 'helpful')",-1.1185473,-1.0572912,0.030821562,0.1502154,1.8917525,1.8776029,0.1114637,0.1617425,0.0502788
12,-0.2840246,-0.24793844,"('unsupportive', 'supportive')",0.4497647,0.58215296,0.5098643,0.64564544,-1.724569,-1.7193869,-0.2622412,-0.1848817,0.0773595
13,0.114488184,0.049021527,"('impolite', 'polite')",-1.230523,-1.3962644,-0.33504143,-0.30131137,-0.21708834,-0.3214287,-0.4170411,-0.4924957,-0.0754546
14,0.81232613,0.7318202,"('antisocial', 'social')",-0.6431286,-0.7314317,0.80623233,0.8685239,-0.55042696,-0.61874974,0.1062507,0.0625407,-0.04371
15,1.6687888,1.5860268,"('boring', 'funny')",1.5146152,1.3592021,1.729282,1.6623275,0.3066563,0.2913724,1.3048356,1.2247322,-0.0801034
16,-0.14575413,-0.23893408,"('unpopular', 'popular')",-0.157946,-0.13006869,0.10039917,0.12342398,0.6489754,0.65012115,0.1114186,0.1011356,-0.010283
