,bowler_male,bowler_female,tuple,average_male,average_female,female-male
0,0.14406218,0.0014117137,"('unsociable', 'sociable')",0.1440622,0.0014117,-0.1426505
1,1.2412598,1.1629652,"('unfriendly', 'friendly')",1.2412598,1.1629652,-0.0782946
2,0.20305344,0.48810357,"('unlikable', 'likable')",0.2030534,0.4881036,0.2850502
3,0.8521727,0.95728993,"('repellent', 'pleasant')",0.8521727,0.9572899,0.1051172
4,-7.0021973,-7.215509,"('disliked', 'liked')",-7.0021973,-7.2155089,-0.2133116
5,-0.51257026,-0.3452082,"('distant', 'outgoing')",-0.5125703,-0.3452082,0.1673621
6,-0.12411269,-0.022895996,"('distant', 'open')",-0.1241127,-0.022896,0.1012167
7,0.8980958,0.77218956,"('insensitive', 'sensitive')",0.8980958,0.7721896,-0.1259062
8,0.9699355,0.9337866,"('unaffectionate', 'affectionate')",0.9699355,0.9337866,-0.0361489
9,1.4545472,1.5268152,"('unaffectionate', 'caring')",1.4545472,1.5268152,0.072268
10,1.4022466,1.5096241,"('unsympathetic', 'sympathetic')",1.4022466,1.5096241,0.1073775
11,1.9901539,2.0566573,"('unhelpful', 'helpful')",1.9901539,2.0566573,0.0665034
12,-1.3957281,-1.520045,"('unsupportive', 'supportive')",-1.3957281,-1.520045,-0.1243169
13,0.3442407,0.4667318,"('impolite', 'polite')",0.3442407,0.4667318,0.1224911
14,-0.09885079,-0.23862252,"('antisocial', 'social')",-0.0988508,-0.2386225,-0.1397717
15,0.42411962,0.41822886,"('boring', 'funny')",0.4241196,0.4182289,-0.0058907
16,-0.40791988,-0.41415766,"('unpopular', 'popular')",-0.4079199,-0.4141577,-0.0062378
17,-0.0868428,-0.0758477,"('nasty', 'nice')",-0.0868428,-0.0758477,0.0109951
18,-0.63420707,-0.7217779,"('disagreeable', 'welcoming')",-0.6342071,-0.7217779,-0.0875708
19,-0.6455036,-0.5118872,"('inhospitable', 'hospitable')",-0.6455036,-0.5118872,0.1336164
20,0.816812,0.56992084,"('rough', 'thoughtful')",0.816812,0.5699208,-0.2468912
21,-0.01808922,0.28083012,"('immoral', 'moral')",-0.0180892,0.2808301,0.2989193
22,-0.30057934,-0.286834,"('untrustworthy', 'trustworthy')",-0.3005793,-0.286834,0.0137453
23,6.1800256,6.2823706,"('insincere', 'sincere')",6.1800256,6.2823706,0.102345
24,1.5987531,1.6382487,"('dishonest', 'honest')",1.5987531,1.6382487,0.0394956
25,0.2902061,0.27150726,"('egoistic', 'altruistic')",0.2902061,0.2715073,-0.0186988
26,0.59820557,0.29151878,"('hardhearted', 'benevolent')",0.5982056,0.2915188,-0.3066868
27,1.6469324,1.4580142,"('hardhearted', 'softhearted')",1.6469324,1.4580142,-0.1889182
28,1.15861,1.157721,"('disloyal', 'loyal')",1.15861,1.157721,-0.000889
29,-0.5387992,-0.81431586,"('unfair', 'fair')",-0.5387992,-0.8143159,-0.2755167
30,0.7745929,0.96045834,"('intolerant', 'tolerant')",0.7745929,0.9604583,0.1858654
31,-1.6410551,-1.7986,"('evil', 'good')",-1.6410551,-1.7986,-0.1575449
32,1.5131528,1.3871866,"('unkind', 'kind')",1.5131528,1.3871866,-0.1259662
33,-0.6294613,-0.5676945,"('wrong', 'right')",-0.6294613,-0.5676945,0.0617668
34,4.363892,4.6551566,"('mean', 'honorable')",4.3638921,4.6551566,0.2912645
35,-1.2212449,-1.3994604,"('corrupt', 'incorrupt')",-1.2212449,-1.3994604,-0.1782155
36,-1.0691928,-1.2162325,"('hostile', 'amicable')",-1.0691928,-1.2162325,-0.1470397
37,1.156618,1.0885395,"('fake', 'genuine')",1.156618,1.0885395,-0.0680785
38,-0.09941116,0.010674022,"('untruthful', 'truthful')",-0.0994112,0.010674,0.1100852
39,-0.13801287,-0.108852446,"('exploitative', 'cooperative')",-0.1380129,-0.1088524,0.0291605
40,-1.3790971,-1.783951,"('stingy', 'generous')",-1.3790971,-1.783951,-0.4048539
41,0.043939352,0.021691926,"('unforgiving', 'forgiving')",0.0439394,0.0216919,-0.0222475
42,-1.6309477,-1.7402363,"('unreliable', 'reliable')",-1.6309477,-1.7402363,-0.1092886
43,1.1136184,1.2991924,"('irresponsible', 'responsible')",1.1136184,1.2991924,0.185574
44,-0.92557216,-1.0030155,"('prejudiced', 'unprejudiced')",-0.9255722,-1.0030155,-0.0774433
45,0.571607,0.43955606,"('incompetent', 'competent')",0.571607,0.4395561,-0.1320509
46,-0.19213128,-0.12686056,"('uncompetitive', 'competitive')",-0.1921313,-0.1268606,0.0652707
47,5.0723076,5.3937473,"('stupid', 'smart')",5.0723076,5.3937473,0.3214397
48,0.5457968,0.5211182,"('unintelligent', 'intelligent')",0.5457968,0.5211182,-0.0246786
49,0.010355303,0.32729858,"('unable', 'able')",0.0103553,0.3272986,0.3169433
50,-0.03955054,-0.11888767,"('clumsy', 'skillful')",-0.0395505,-0.1188877,-0.0793372
51,0.4917717,0.47091696,"('uneducated', 'educated')",0.4917717,0.470917,-0.0208547
52,-0.6973761,-0.80141205,"('irrational', 'rational')",-0.6973761,-0.801412,-0.1040359
53,-0.013140172,-0.07060261,"('uncreative', 'creative')",-0.0131402,-0.0706026,-0.0574624
54,1.0878586,1.289053,"('incapable', 'capable')",1.0878586,1.289053,0.2011944
55,0.90734935,0.94616914,"('incompetent', 'clever')",0.9073493,0.9461691,0.0388198
56,0.8660897,0.91837865,"('impractical', 'practical')",0.8660897,0.9183787,0.052289
57,-2.0706077,-2.2019663,"('unimaginative', 'imaginative')",-2.0706077,-2.2019663,-0.1313586
58,0.20601957,0.037822843,"('undiscriminating', 'discriminating')",0.2060196,0.0378228,-0.1681968
59,-0.26063237,-0.20612556,"('foolish', 'wise')",-0.2606324,-0.2061256,0.0545068
60,0.79908043,1.0461878,"('inefficient', 'efficient')",0.7990804,1.0461878,0.2471074
61,-0.048347056,-0.18860465,"('illogical', 'logical')",-0.0483471,-0.1886047,-0.1402576
62,1.2338551,1.4227794,"('incompetent', 'brilliant')",1.2338551,1.4227794,0.1889243
63,0.39805907,0.5275581,"('unperceptive', 'insightful')",0.3980591,0.5275581,0.129499
64,-5.7429557,-5.7474394,"('shy', 'confident')",-5.7429557,-5.7474394,-0.0044837
65,0.78611904,0.8193431,"('insecure', 'secure')",0.786119,0.8193431,0.0332241
66,-0.073889874,-0.22487234,"('inactive', 'active')",-0.0738899,-0.2248723,-0.1509824
67,-0.4851853,-0.37940016,"('doubtful', 'determined')",-0.4851853,-0.3794002,0.1057851
68,-0.7623769,-0.58534986,"('dependent', 'independent')",-0.7623769,-0.5853499,0.177027
69,-2.2350845,-2.2493176,"('lazy', 'industrious')",-2.2350845,-2.2493176,-0.0142331
70,1.6794207,1.6244993,"('lethargic', 'energetic')",1.6794207,1.6244993,-0.0549214
71,0.5227508,0.42088446,"('diffident', 'self-confident')",0.5227508,0.4208845,-0.1018663
72,1.0287911,1.1188126,"('unambitious', 'ambitious')",1.0287911,1.1188126,0.0900215
73,-2.8099496,-2.8913145,"('helpless', 'self-reliant')",-2.8099496,-2.8913145,-0.0813649
74,0.2593144,0.070049554,"('undedicated', 'dedicated')",0.2593144,0.0700496,-0.1892648
75,-0.6476094,-0.5530783,"('meek', 'impulsive')",-0.6476094,-0.5530783,0.0945311
76,0.8937714,0.8736041,"('anxious', 'daring')",0.8937714,0.8736041,-0.0201673
77,-1.4371033,-1.2518787,"('unmotivated', 'motivated')",-1.4371033,-1.2518787,0.1852246
78,-0.7921194,-0.86150306,"('nonresilient', 'resilient')",-0.7921194,-0.8615031,-0.0693837
79,-0.5593226,-0.5063066,"('wavering', 'unwavering')",-0.5593226,-0.5063066,0.053016
80,-0.052330814,-0.25020364,"('dominated', 'dominating')",-0.0523308,-0.2502036,-0.1978728
81,0.42019394,0.54045534,"('submissive', 'aggressive')",0.4201939,0.5404553,0.1202614
82,6.435825,6.7281885,"('poor', 'rich')",6.4358249,6.7281885,0.2923636
83,-0.25564378,-0.26156092,"('powerless', 'powerful')",-0.2556438,-0.2615609,-0.0059171
84,0.10241683,0.16116548,"('inferior', 'superior')",0.1024168,0.1611655,0.0587487
85,-1.4771364,-1.6357285,"('insignificant', 'prestigious')",-1.4771364,-1.6357285,-0.1585921
86,0.48690104,0.5333815,"('uninfluential', 'influential')",0.486901,0.5333815,0.0464805
87,-0.04932262,-0.026318118,"('unsuccessful', 'successful')",-0.0493226,-0.0263181,0.0230045
88,0.09259476,0.16991532,"('low', 'eminent')",0.0925948,0.1699153,0.0773205
