,median_male,median_female,tuple,average_male,average_female,female-male
0,0.017999701,0.046454716,"('unsociable', 'sociable')",0.0179997,0.0464547,0.028455
1,1.8809793,1.8270336,"('unfriendly', 'friendly')",1.8809793,1.8270336,-0.0539457
2,0.26456985,0.43201193,"('unlikable', 'likable')",0.2645698,0.4320119,0.1674421
3,1.076848,1.1408517,"('repellent', 'pleasant')",1.076848,1.1408517,0.0640037
4,-6.8831806,-6.908297,"('disliked', 'liked')",-6.8831806,-6.9082971,-0.0251165
5,0.34952572,0.41193643,"('distant', 'outgoing')",0.3495257,0.4119364,0.0624107
6,0.779937,0.75748754,"('distant', 'open')",0.779937,0.7574875,-0.0224495
7,1.3261478,1.4836565,"('insensitive', 'sensitive')",1.3261478,1.4836565,0.1575087
8,1.3641673,1.2528712,"('unaffectionate', 'affectionate')",1.3641673,1.2528712,-0.1112961
9,1.884199,1.9191278,"('unaffectionate', 'caring')",1.884199,1.9191278,0.0349288
10,0.76574844,0.95112157,"('unsympathetic', 'sympathetic')",0.7657484,0.9511216,0.1853732
11,1.7622578,1.9424309,"('unhelpful', 'helpful')",1.7622578,1.9424309,0.1801731
12,-1.2884998,-1.0309753,"('unsupportive', 'supportive')",-1.2884998,-1.0309753,0.2575245
13,-0.27190584,-0.22220586,"('impolite', 'polite')",-0.2719058,-0.2222059,0.0496999
14,-0.4284961,-0.38822603,"('antisocial', 'social')",-0.4284961,-0.388226,0.0402701
15,0.4862265,0.54712796,"('boring', 'funny')",0.4862265,0.547128,0.0609015
16,-0.3315123,-0.30783653,"('unpopular', 'popular')",-0.3315123,-0.3078365,0.0236758
17,-0.13936576,-0.09938398,"('nasty', 'nice')",-0.1393658,-0.099384,0.0399818
18,0.03626949,0.053454667,"('disagreeable', 'welcoming')",0.0362695,0.0534547,0.0171852
19,0.2043394,0.35631093,"('inhospitable', 'hospitable')",0.2043394,0.3563109,0.1519715
20,0.40461028,0.28987586,"('rough', 'thoughtful')",0.4046103,0.2898759,-0.1147344
21,-0.15179676,0.14534359,"('immoral', 'moral')",-0.1517968,0.1453436,0.2971404
22,-0.27829468,-0.08889218,"('untrustworthy', 'trustworthy')",-0.2782947,-0.0888922,0.1894025
23,6.841292,6.9784822,"('insincere', 'sincere')",6.8412919,6.9784822,0.1371903
24,2.058116,2.2190237,"('dishonest', 'honest')",2.058116,2.2190237,0.1609077
25,1.131823,0.89915025,"('egoistic', 'altruistic')",1.1318229,0.8991503,-0.2326726
26,0.42213246,0.3090568,"('hardhearted', 'benevolent')",0.4221325,0.3090568,-0.1130757
27,1.815992,1.5577832,"('hardhearted', 'softhearted')",1.815992,1.5577832,-0.2582088
28,1.2493652,1.2709644,"('disloyal', 'loyal')",1.2493652,1.2709644,0.0215992
29,-0.42185038,-0.46743482,"('unfair', 'fair')",-0.4218504,-0.4674348,-0.0455844
30,0.8176764,0.9240794,"('intolerant', 'tolerant')",0.8176764,0.9240794,0.106403
31,-0.76197237,-0.84502655,"('evil', 'good')",-0.7619724,-0.8450266,-0.0830542
32,1.2126468,1.1597211,"('unkind', 'kind')",1.2126468,1.1597211,-0.0529257
33,0.0075745676,0.026477551,"('wrong', 'right')",0.0075746,0.0264776,0.018903
34,4.8365955,5.085428,"('mean', 'honorable')",4.8365955,5.0854282,0.2488327
35,-0.52494407,-0.74602896,"('corrupt', 'incorrupt')",-0.5249441,-0.746029,-0.2210849
36,-0.6978668,-0.882511,"('hostile', 'amicable')",-0.6978668,-0.882511,-0.1846442
37,1.2105018,1.1411895,"('fake', 'genuine')",1.2105018,1.1411895,-0.0693123
38,0.3285842,0.42311218,"('untruthful', 'truthful')",0.3285842,0.4231122,0.094528
39,-0.007081598,0.09091439,"('exploitative', 'cooperative')",-0.0070816,0.0909144,0.097996
40,-0.6213119,-0.7812046,"('stingy', 'generous')",-0.6213119,-0.7812046,-0.1598927
41,-0.25378135,-0.27216697,"('unforgiving', 'forgiving')",-0.2537813,-0.272167,-0.0183857
42,-2.2105005,-2.0870633,"('unreliable', 'reliable')",-2.2105005,-2.0870633,0.1234372
43,0.969155,1.173584,"('irresponsible', 'responsible')",0.969155,1.173584,0.204429
44,-1.9398825,-2.1750712,"('prejudiced', 'unprejudiced')",-1.9398825,-2.1750712,-0.2351887
45,0.1610095,0.258541,"('incompetent', 'competent')",0.1610095,0.258541,0.0975315
46,-0.8719427,-0.6733554,"('uncompetitive', 'competitive')",-0.8719427,-0.6733554,0.1985873
47,4.7777877,4.8865695,"('stupid', 'smart')",4.7777877,4.8865695,0.1087818
48,0.53213423,0.59184873,"('unintelligent', 'intelligent')",0.5321342,0.5918487,0.0597145
49,0.3852346,0.5549806,"('unable', 'able')",0.3852346,0.5549806,0.169746
50,0.044488072,0.10859129,"('clumsy', 'skillful')",0.0444881,0.1085913,0.0641032
51,0.8557485,0.9789797,"('uneducated', 'educated')",0.8557485,0.9789797,0.1232312
52,0.19343528,0.12393254,"('irrational', 'rational')",0.1934353,0.1239325,-0.0695028
53,0.16548026,0.19005539,"('uncreative', 'creative')",0.1654803,0.1900554,0.0245751
54,1.3972414,1.7089761,"('incapable', 'capable')",1.3972414,1.7089761,0.3117347
55,0.96686345,1.1005403,"('incompetent', 'clever')",0.9668635,1.1005403,0.1336768
56,0.41666105,0.5980042,"('impractical', 'practical')",0.4166611,0.5980042,0.1813431
57,-2.5965195,-2.4725258,"('unimaginative', 'imaginative')",-2.5965195,-2.4725258,0.1239937
58,0.25296938,0.25481778,"('undiscriminating', 'discriminating')",0.2529694,0.2548178,0.0018484
59,0.3552605,0.44617286,"('foolish', 'wise')",0.3552605,0.4461729,0.0909124
60,0.06877077,0.21324453,"('inefficient', 'efficient')",0.0687708,0.2132445,0.1444737
61,0.57882303,0.5145783,"('illogical', 'logical')",0.578823,0.5145783,-0.0642447
62,1.1352092,1.4189687,"('incompetent', 'brilliant')",1.1352092,1.4189687,0.2837595
63,0.63345164,0.9070132,"('unperceptive', 'insightful')",0.6334516,0.9070132,0.2735616
64,-6.502241,-6.1753774,"('shy', 'confident')",-6.5022411,-6.1753774,0.3268637
65,0.26555854,0.51734763,"('insecure', 'secure')",0.2655585,0.5173476,0.2517891
66,-0.25803313,-0.18454245,"('inactive', 'active')",-0.2580331,-0.1845424,0.0734907
67,-1.1620396,-1.1425159,"('doubtful', 'determined')",-1.1620396,-1.1425159,0.0195237
68,-0.1946306,-0.100745514,"('dependent', 'independent')",-0.1946306,-0.1007455,0.0938851
69,-1.7768285,-1.8110294,"('lazy', 'industrious')",-1.7768285,-1.8110294,-0.0342009
70,1.3316405,1.511613,"('lethargic', 'energetic')",1.3316405,1.511613,0.1799725
71,0.5052674,0.6839136,"('diffident', 'self-confident')",0.5052674,0.6839136,0.1786462
72,0.90427023,1.0566063,"('unambitious', 'ambitious')",0.9042702,1.0566063,0.1523361
73,-2.208272,-2.1731458,"('helpless', 'self-reliant')",-2.208272,-2.1731458,0.0351262
74,0.33586827,0.2905897,"('undedicated', 'dedicated')",0.3358683,0.2905897,-0.0452786
75,-0.9247577,-0.8272309,"('meek', 'impulsive')",-0.9247577,-0.8272309,0.0975268
76,0.15766494,0.22645251,"('anxious', 'daring')",0.1576649,0.2264525,0.0687876
77,-1.7700888,-1.5346651,"('unmotivated', 'motivated')",-1.7700888,-1.5346651,0.2354237
78,-0.7744597,-0.6717986,"('nonresilient', 'resilient')",-0.7744597,-0.6717986,0.1026611
79,0.10303907,0.13819243,"('wavering', 'unwavering')",0.1030391,0.1381924,0.0351533
80,-0.26267546,-0.1866327,"('dominated', 'dominating')",-0.2626755,-0.1866327,0.0760428
81,-0.5718001,-0.37480494,"('submissive', 'aggressive')",-0.5718001,-0.3748049,0.1969952
82,6.4743557,6.6615252,"('poor', 'rich')",6.4743557,6.6615252,0.1871695
83,-0.35388947,-0.26262933,"('powerless', 'powerful')",-0.3538895,-0.2626293,0.0912602
84,0.0976822,0.077482834,"('inferior', 'superior')",0.0976822,0.0774828,-0.0201994
85,-0.692149,-0.8899622,"('insignificant', 'prestigious')",-0.692149,-0.8899622,-0.1978132
86,0.7200419,0.83153504,"('uninfluential', 'influential')",0.7200419,0.831535,0.1114931
87,0.44553757,0.7608547,"('unsuccessful', 'successful')",0.4455376,0.7608547,0.3153171
88,0.12092465,0.25195274,"('low', 'eminent')",0.1209247,0.2519527,0.131028
