,filth_male,filth_female,tuple,average_male,average_female,female-male
0,-0.6318389,-0.64044744,"('unsociable', 'sociable')",-0.6318389,-0.6404474,-0.0086085
1,-1.6573102,-1.7562392,"('unfriendly', 'friendly')",-1.6573102,-1.7562392,-0.098929
2,-1.298484,-1.176709,"('unlikable', 'likable')",-1.298484,-1.1767091,0.1217749
3,-0.9151465,-0.74446005,"('repellent', 'pleasant')",-0.9151465,-0.74446,0.1706865
4,-1.595524,-1.6614072,"('disliked', 'liked')",-1.595524,-1.6614072,-0.0658832
5,-1.2820048,-1.4495012,"('distant', 'outgoing')",-1.2820048,-1.4495012,-0.1674964
6,-1.7618665,-1.9135832,"('distant', 'open')",-1.7618665,-1.9135832,-0.1517167
7,-0.7022914,-0.64274156,"('insensitive', 'sensitive')",-0.7022914,-0.6427416,0.0595498
8,-1.8136137,-1.884277,"('unaffectionate', 'affectionate')",-1.8136137,-1.884277,-0.0706633
9,-1.0688626,-1.0777789,"('unaffectionate', 'caring')",-1.0688626,-1.0777789,-0.0089163
10,-1.3356026,-1.198781,"('unsympathetic', 'sympathetic')",-1.3356026,-1.198781,0.1368216
11,0.6046337,0.74488795,"('unhelpful', 'helpful')",0.6046337,0.7448879,0.1402542
12,-1.1307541,-1.0641358,"('unsupportive', 'supportive')",-1.1307541,-1.0641358,0.0666183
13,-0.19228527,-0.12210597,"('impolite', 'polite')",-0.1922853,-0.122106,0.0701793
14,-0.020954378,0.03774352,"('antisocial', 'social')",-0.0209544,0.0377435,0.0586979
15,-0.24751511,-0.32050893,"('boring', 'funny')",-0.2475151,-0.3205089,-0.0729938
16,-1.2350855,-1.189127,"('unpopular', 'popular')",-1.2350855,-1.189127,0.0459585
17,-0.99219656,-0.96125966,"('nasty', 'nice')",-0.9921966,-0.9612597,0.0309369
18,-1.6751603,-1.6851562,"('disagreeable', 'welcoming')",-1.6751603,-1.6851562,-0.0099959
19,-1.5395525,-1.5718216,"('inhospitable', 'hospitable')",-1.5395525,-1.5718216,-0.0322691
