,xerox_male,xerox_female,tuple,holdings_male,holdings_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.9537603,-2.087649,"('unsociable', 'sociable')",-0.07344492,-0.31997573,-0.27810282,-0.3895558,-0.768436,-0.9323936,-0.1639576
1,0.26736882,-0.015117612,"('unfriendly', 'friendly')",-0.23804587,-0.43518153,0.8633325,0.7275567,0.2975518,0.0924192,-0.2051326
2,0.33222783,0.29062495,"('unlikable', 'likable')",1.5844573,1.7191757,0.4803707,0.47812495,0.7990186,0.8293085,0.0302899
3,-1.744541,-1.7717505,"('repellent', 'pleasant')",0.21405944,0.20418541,0.84677297,0.84630877,-0.2279029,-0.2404188,-0.0125159
4,-0.13389058,-0.26554215,"('disliked', 'liked')",0.23884082,0.1557307,-6.930578,-7.2174067,-2.2752093,-2.442406,-0.1671967
5,0.5815655,0.54904395,"('distant', 'outgoing')",-0.54140794,-0.46296096,-0.749284,-0.77275836,-0.2363755,-0.2288918,0.0074837
6,1.1918437,1.0573643,"('distant', 'open')",-0.53689027,-0.50518966,-0.32638893,-0.37422723,0.1095215,0.0593158,-0.0502057
7,-1.3036706,-1.3888481,"('insensitive', 'sensitive')",-0.013345951,-0.14823131,0.24588883,0.20768648,-0.3570426,-0.443131,-0.0860884
8,0.530529,0.4315705,"('unaffectionate', 'affectionate')",-0.36370653,-0.4275853,0.342529,0.2719225,0.1697838,0.0919692,-0.0778146
9,-0.061968602,-0.25981325,"('unaffectionate', 'caring')",0.072871044,-0.06121439,0.9111179,0.8871085,0.3073401,0.1886936,-0.1186465
10,-3.0437305,-3.1486108,"('unsympathetic', 'sympathetic')",-0.65934,-0.85741746,-0.41623256,-0.41880053,-1.3731011,-1.4749428,-0.1018417
11,-1.649206,-1.6571814,"('unhelpful', 'helpful')",-1.189763,-1.2143847,1.479276,1.5264913,-0.453231,-0.4483583,0.0048727
12,-1.8449122,-1.9167378,"('unsupportive', 'supportive')",-0.043293104,0.0004913993,-2.1867204,-2.2603958,-1.3583085,-1.3922141,-0.0339056
13,-2.016934,-2.0336835,"('impolite', 'polite')",-0.33131543,-0.41724366,-0.8494536,-0.8512198,-1.065901,-1.1007156,-0.0348146
14,-1.9598969,-1.9652015,"('antisocial', 'social')",1.924,1.8358296,-0.09176312,-0.15401316,-0.0425533,-0.0944617,-0.0519084
15,0.74079156,0.7293406,"('boring', 'funny')",-0.87031746,-0.9203205,-0.12021879,-0.19388671,-0.0832482,-0.1282889,-0.0450407
16,0.5074856,0.38836282,"('unpopular', 'popular')",-1.0193816,-0.91461986,0.025160622,0.013745099,-0.1622451,-0.1708373,-0.0085922
17,0.117229246,0.10359742,"('nasty', 'nice')",-1.1723727,-1.0984598,-0.49781078,-0.45824718,-0.5176514,-0.4843699,0.0332815
18,0.3233595,0.2554115,"('disagreeable', 'welcoming')",-0.18020104,-0.19017015,-0.6959001,-0.78146464,-0.1842472,-0.2387411,-0.0544939
19,-0.2522518,-0.37590793,"('inhospitable', 'hospitable')",-0.7829132,-0.7720507,-0.8306087,-0.81405234,-0.6219246,-0.6540037,-0.0320791
20,-0.07411268,-0.09012444,"('rough', 'thoughtful')",0.43092406,0.525228,1.0067768,0.9986498,0.4545294,0.4779178,0.0233884
21,-2.4502718,-2.5201445,"('immoral', 'moral')",0.092151806,-0.03838012,-0.76670295,-0.72059613,-1.0416076,-1.0930402,-0.0514326
22,-1.8370368,-1.900107,"('untrustworthy', 'trustworthy')",-0.35774353,-0.45717835,-0.85502094,-0.9527551,-1.0166004,-1.1033468,-0.0867464
23,-1.7398045,-1.9088942,"('insincere', 'sincere')",-0.59578747,-0.7406126,5.687872,5.73436,1.1174266,1.0282845,-0.0891421
24,-1.2893981,-1.3145748,"('dishonest', 'honest')",-0.7537552,-0.8880052,0.2068059,0.08762352,-0.6121158,-0.7049855,-0.0928697
25,0.9460256,0.8599553,"('egoistic', 'altruistic')",0.5563762,0.477744,0.99463224,0.97103107,0.8323447,0.7695768,-0.0627679
26,0.47485495,0.38905978,"('hardhearted', 'benevolent')",1.7399942,1.7070723,1.7051393,1.5657749,1.3066627,1.2206357,-0.086027
27,-0.12900648,-0.16587585,"('hardhearted', 'softhearted')",-0.124696754,-0.18376023,1.0813259,0.977427,0.2758742,0.2092636,-0.0666106
