,hilton_male,hilton_female,tuple,worldwide_male,worldwide_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,1.4907986,1.39128,"('unsociable', 'sociable')",0.59972405,0.6090291,-0.2905154,-0.51083225,-0.21242547,-0.3283853,0.3968955,0.2902729,-0.1066226
1,1.6989554,1.7775766,"('unfriendly', 'friendly')",-0.06476438,-0.18393964,0.21020189,-0.0082275495,1.7297899,1.5633351,0.8935457,0.7871861,-0.1063596
2,1.9879705,2.0482197,"('unlikable', 'likable')",1.4659923,1.4243305,2.0726764,2.0599554,0.82473946,0.9180245,1.5878446,1.6126325,0.0247879
3,-0.9826541,-0.84296966,"('repellent', 'pleasant')",-0.30632678,-0.12183356,0.22055271,0.26609236,0.07262943,0.11657387,-0.2489497,-0.1455342,0.1034155
4,-0.4806973,-0.40513933,"('disliked', 'liked')",0.10561217,-0.011944113,0.2664482,0.24119148,-6.2164774,-6.2097497,-1.5812786,-1.5964104,-0.0151318
5,0.4833273,0.55332565,"('distant', 'outgoing')",0.20267135,0.11390729,0.135586,0.13944088,0.08337318,0.09690857,0.2262395,0.2258956,-0.0003439
6,0.23036103,0.37339333,"('distant', 'open')",-0.6749725,-0.7445923,-0.18037494,-0.18988964,0.7507353,0.7131063,0.0314372,0.0380044,0.0065672
7,0.5125098,0.5518848,"('insensitive', 'sensitive')",-0.30196175,-0.21655315,-0.17752227,-0.25484508,0.66170824,0.58074474,0.1736835,0.1653078,-0.0083757
8,1.387232,1.4122579,"('unaffectionate', 'affectionate')",-0.7701387,-0.87301767,-0.6206146,-0.7236022,0.5081999,0.4035506,0.1261696,0.0547972,-0.0713724
9,1.8298447,1.8653858,"('unaffectionate', 'caring')",-0.12819172,-0.16307451,0.042570688,-0.08664463,1.1189064,1.0523506,0.7157825,0.6670043,-0.0487782
10,0.37040997,0.36144897,"('unsympathetic', 'sympathetic')",-0.7339043,-0.5902194,-1.2842623,-1.3823766,0.10581384,-0.0029817913,-0.3854857,-0.4035322,-0.0180465
11,-1.2376667,-1.2724255,"('unhelpful', 'helpful')",-0.34819022,-0.29000145,-1.237348,-1.2903298,1.974733,1.9355637,-0.212118,-0.2292983,-0.0171803
12,2.1388319,2.2390828,"('unsupportive', 'supportive')",1.9924853,2.0644739,0.3786247,0.40133327,-1.3533732,-1.3703929,0.7891423,0.8336242,0.0444819
13,0.256747,0.1516018,"('impolite', 'polite')",-0.057370454,-0.047092453,-0.32657558,-0.38039628,0.36371252,0.31794798,0.0591284,0.0105153,-0.0486131
14,2.2508109,2.1920736,"('antisocial', 'social')",1.6098213,1.6639241,1.6679752,1.6154879,-0.5293708,-0.51920205,1.2498091,1.2380708,-0.0117383
15,-0.29995802,-0.36564404,"('boring', 'funny')",-1.1185094,-1.2033952,-1.2991647,-1.3328638,0.37865877,0.34363538,-0.5847433,-0.639567,-0.0548237
