,cleveland_male,cleveland_female,tuple,cliffs_male,cliffs_female,inc_male,inc_female,average_male,average_female,female-male
0,0.48052725,0.43490118,"('unsociable', 'sociable')",1.2233219,1.1842654,-0.17486998,-0.2815249,0.5096597,0.4458806,-0.0637791
1,0.6391474,0.61254764,"('unfriendly', 'friendly')",0.3171786,0.29452673,1.9879247,1.840523,0.9814169,0.9158657,-0.0655512
2,0.8152747,0.93852705,"('unlikable', 'likable')",1.4663701,1.5097822,0.6988581,0.8085284,0.9935009,1.0856125,0.0921116
3,0.13081177,0.24030602,"('repellent', 'pleasant')",0.8661405,0.9488054,0.317231,0.37006336,0.4380611,0.5197249,0.0816638
4,-0.74623656,-0.78772104,"('disliked', 'liked')",-1.8730937,-1.9420718,-6.10288,-6.092144,-2.9074033,-2.9406455,-0.0332422
5,-0.08517614,-0.03110042,"('distant', 'outgoing')",-2.0141184,-2.0156841,-0.4075268,-0.44931394,-0.8356071,-0.8320328,0.0035743
6,-0.3079344,-0.2169592,"('distant', 'open')",-2.3572874,-2.3449197,0.05505026,-0.04031219,-0.8700571,-0.8673971,0.00266
7,0.64675653,0.6101946,"('insensitive', 'sensitive')",1.9708848,2.0421886,0.8031499,0.8070868,1.1402638,1.1531568,0.012893
8,-0.50949943,-0.47239262,"('unaffectionate', 'affectionate')",-0.56127965,-0.59359515,0.6282526,0.49866405,-0.1475088,-0.1891079,-0.0415991
9,0.5770454,0.59508526,"('unaffectionate', 'caring')",0.2671715,0.2556443,1.010874,0.95189846,0.6183636,0.600876,-0.0174876
10,1.3345493,1.3450278,"('unsympathetic', 'sympathetic')",1.8557563,1.9079219,-0.18385522,-0.15121946,1.0021501,1.0339101,0.03176
11,0.52373546,0.52552134,"('unhelpful', 'helpful')",0.6348717,0.67961043,1.8750719,1.9389172,1.0112263,1.0480163,0.03679
12,0.97116834,1.0185944,"('unsupportive', 'supportive')",1.2900367,1.337111,-1.4168767,-1.3134203,0.2814428,0.3474283,0.0659855
13,0.5844587,0.5450192,"('impolite', 'polite')",1.9278574,1.9191656,-0.28677237,-0.33161354,0.741848,0.7108571,-0.0309909
14,1.6786739,1.6156613,"('antisocial', 'social')",2.6519384,2.7002892,-0.46321374,-0.43392363,1.2891328,1.2940089,0.0048761
15,-0.15749472,-0.16573206,"('boring', 'funny')",0.1905626,0.14177294,0.258822,0.25323936,0.0972966,0.0764267,-0.0208699
16,-1.4045318,-1.392889,"('unpopular', 'popular')",-0.40929505,-0.42788947,0.55876315,0.538054,-0.4183546,-0.4275748,-0.0092202
17,0.2827603,0.3155338,"('nasty', 'nice')",0.3491541,0.37902197,-0.016508438,0.03553114,0.2051353,0.2433623,0.038227
18,0.13206029,0.24913543,"('disagreeable', 'welcoming')",-0.34803307,-0.3356194,-0.54311514,-0.61505795,-0.2530293,-0.2338473,0.019182
19,-0.96965134,-0.85194683,"('inhospitable', 'hospitable')",-2.3927608,-2.3275585,-0.5736159,-0.5434962,-1.3120093,-1.2410005,0.0710088
20,0.32678843,0.34056437,"('rough', 'thoughtful')",0.32835746,0.38769543,1.4543478,1.4058263,0.7031646,0.711362,0.0081974
21,0.79310644,0.79700524,"('immoral', 'moral')",2.2176788,2.2424235,-0.30402303,-0.21068749,0.902254,0.9429138,0.0406598
22,1.2978302,1.2621832,"('untrustworthy', 'trustworthy')",1.6788237,1.6700104,-0.6360054,-0.67970973,0.7802162,0.750828,-0.0293882
23,0.6658683,0.6585236,"('insincere', 'sincere')",2.0063844,2.0484147,5.410628,5.290111,2.6942933,2.6656831,-0.0286102
24,1.9121017,1.8111461,"('dishonest', 'honest')",1.5124068,1.4771807,0.8500137,0.7512511,1.4248408,1.346526,-0.0783148
25,0.2166858,0.24129352,"('egoistic', 'altruistic')",-0.22270387,-0.26126885,1.7211365,1.6936256,0.5717061,0.5578834,-0.0138227
26,0.72340524,0.6707656,"('hardhearted', 'benevolent')",0.07580042,0.07031719,1.5371699,1.4615707,0.7787919,0.7342178,-0.0445741
27,0.9874229,1.0619485,"('hardhearted', 'softhearted')",-0.47135887,-0.43321547,1.6189209,1.5144975,0.7116617,0.7144101,0.0027484
28,-0.20218128,-0.37632927,"('disloyal', 'loyal')",-0.15751173,-0.27616125,0.7010027,0.53521997,0.1137699,-0.0390902,-0.1528601
29,0.32195437,0.27313647,"('unfair', 'fair')",-0.49370816,-0.5224668,-0.1384084,-0.2759319,-0.1033874,-0.1750874,-0.0717
30,1.0558991,1.0770341,"('intolerant', 'tolerant')",2.383764,2.4134076,1.1766759,1.1268786,1.5387797,1.5391068,0.0003271
31,-0.90193564,-0.8064822,"('evil', 'good')",-1.5090605,-1.4684871,-0.7793641,-0.8679431,-1.0634534,-1.0476375,0.0158159
32,0.79709935,0.72994906,"('unkind', 'kind')",1.1233618,1.1294333,0.8853911,0.8174367,0.9352841,0.892273,-0.0430111
33,0.20453718,0.17239952,"('wrong', 'right')",0.16356637,0.11370303,-0.41562885,-0.43885082,-0.0158418,-0.0509161,-0.0350743
34,-0.15126373,0.010244699,"('mean', 'honorable')",0.9947014,1.0715282,5.908833,5.88204,2.2507569,2.3212709,0.070514
35,-0.53054345,-0.60570776,"('corrupt', 'incorrupt')",-1.7584131,-1.8710412,-0.33439183,-0.52994686,-0.8744495,-1.0022319,-0.1277824
36,-1.308789,-1.2502335,"('hostile', 'amicable')",-1.9590087,-1.9554571,0.053246036,-0.1517989,-1.0715172,-1.1191632,-0.047646
37,1.3668292,1.366112,"('fake', 'genuine')",0.29035807,0.33922902,0.51523685,0.49179062,0.7241414,0.7323772,0.0082358
38,-0.06954196,-0.07565627,"('untruthful', 'truthful')",0.4252454,0.39844412,-0.020532878,-0.032606855,0.1117235,0.096727,-0.0149965
39,1.373845,1.3908406,"('exploitative', 'cooperative')",1.7654334,1.8109356,0.3323434,0.3870848,1.1572073,1.196287,0.0390797
40,1.3636988,1.3928901,"('stingy', 'generous')",0.16444463,0.18548727,-1.0183891,-1.0919777,0.1699181,0.1621332,-0.0077849
41,0.806136,0.88324857,"('unforgiving', 'forgiving')",0.73225135,0.71848613,-0.2144688,-0.29484865,0.4413062,0.4356287,-0.0056775
42,0.42576623,0.454466,"('unreliable', 'reliable')",0.14595844,0.20214331,-2.714495,-2.5984967,-0.7142568,-0.6472958,0.066961
