,procurement_male,procurement_female,tuple,average_male,average_female,female-male
28,1.0222765,0.9271544,"('disloyal', 'loyal')",1.0222765,0.9271544,-0.0951221
29,-0.41894892,-0.49300647,"('unfair', 'fair')",-0.4189489,-0.4930065,-0.0740576
30,1.5602056,1.5364653,"('intolerant', 'tolerant')",1.5602056,1.5364653,-0.0237403
31,-1.7637254,-1.6529454,"('evil', 'good')",-1.7637254,-1.6529454,0.11078
32,1.2846878,1.2126906,"('unkind', 'kind')",1.2846878,1.2126906,-0.0719972
33,-0.80833995,-0.8089971,"('wrong', 'right')",-0.80834,-0.8089971,-0.0006571
34,4.6436653,4.818625,"('mean', 'honorable')",4.6436653,4.818625,0.1749597
35,-1.4576317,-1.5298156,"('corrupt', 'incorrupt')",-1.4576317,-1.5298156,-0.0721839
36,-0.8793082,-1.014424,"('hostile', 'amicable')",-0.8793082,-1.014424,-0.1351158
37,0.40929598,0.4069524,"('fake', 'genuine')",0.409296,0.4069524,-0.0023436
38,-0.022557132,-0.017013915,"('untruthful', 'truthful')",-0.0225571,-0.0170139,0.0055432
39,-0.07165279,-0.09237403,"('exploitative', 'cooperative')",-0.0716528,-0.092374,-0.0207212
40,-1.6606045,-1.6154804,"('stingy', 'generous')",-1.6606045,-1.6154804,0.0451241
41,0.14525409,0.008048765,"('unforgiving', 'forgiving')",0.1452541,0.0080488,-0.1372053
42,-2.350707,-2.214085,"('unreliable', 'reliable')",-2.3507071,-2.2140851,0.136622
43,1.2946613,1.3155673,"('irresponsible', 'responsible')",1.2946613,1.3155673,0.020906
44,-1.2498881,-1.3712319,"('prejudiced', 'unprejudiced')",-1.2498881,-1.3712319,-0.1213438
45,0.34399322,0.30881074,"('incompetent', 'competent')",0.3439932,0.3088107,-0.0351825
46,-0.43739894,-0.39324903,"('uncompetitive', 'competitive')",-0.4373989,-0.393249,0.0441499
47,5.8522043,6.02849,"('stupid', 'smart')",5.8522043,6.0284901,0.1762858
48,0.81854904,0.8219845,"('unintelligent', 'intelligent')",0.818549,0.8219845,0.0034355
49,-0.12512013,-0.018927716,"('unable', 'able')",-0.1251201,-0.0189277,0.1061924
50,-0.5215242,-0.40235877,"('clumsy', 'skillful')",-0.5215242,-0.4023588,0.1191654
51,0.065474845,0.17649388,"('uneducated', 'educated')",0.0654748,0.1764939,0.1110191
52,-0.7408428,-0.78033644,"('irrational', 'rational')",-0.7408428,-0.7803364,-0.0394936
53,0.5259793,0.5388579,"('uncreative', 'creative')",0.5259793,0.5388579,0.0128786
54,1.090309,1.193292,"('incapable', 'capable')",1.090309,1.193292,0.102983
55,1.0126489,1.0618328,"('incompetent', 'clever')",1.0126489,1.0618328,0.0491839
56,0.6452301,0.6742919,"('impractical', 'practical')",0.6452301,0.6742919,0.0290618
57,-2.6650326,-2.6151962,"('unimaginative', 'imaginative')",-2.6650326,-2.6151962,0.0498364
58,0.079786055,0.047841556,"('undiscriminating', 'discriminating')",0.0797861,0.0478416,-0.0319445
59,-0.37059936,-0.22278357,"('foolish', 'wise')",-0.3705994,-0.2227836,0.1478158
60,0.9153429,0.9656029,"('inefficient', 'efficient')",0.9153429,0.9656029,0.05026
61,0.3989684,0.23271568,"('illogical', 'logical')",0.3989684,0.2327157,-0.1662527
62,1.0360026,1.2332141,"('incompetent', 'brilliant')",1.0360026,1.2332141,0.1972115
63,0.285963,0.4139947,"('unperceptive', 'insightful')",0.285963,0.4139947,0.1280317
64,-6.458726,-6.3532624,"('shy', 'confident')",-6.4587259,-6.3532624,0.1054635
65,0.6205129,0.77448046,"('insecure', 'secure')",0.6205129,0.7744805,0.1539676
66,-0.16608998,-0.21119907,"('inactive', 'active')",-0.16609,-0.2111991,-0.0451091
67,-0.58016115,-0.5672178,"('doubtful', 'determined')",-0.5801612,-0.5672178,0.0129434
68,-0.956591,-0.8185179,"('dependent', 'independent')",-0.956591,-0.8185179,0.1380731
69,-1.7493991,-1.7577728,"('lazy', 'industrious')",-1.7493991,-1.7577728,-0.0083737
70,1.3745345,1.4073342,"('lethargic', 'energetic')",1.3745345,1.4073342,0.0327997
71,0.10640403,0.18693769,"('diffident', 'self-confident')",0.106404,0.1869377,0.0805337
72,0.805948,0.96677315,"('unambitious', 'ambitious')",0.805948,0.9667732,0.1608252
73,-3.6104507,-3.4192429,"('helpless', 'self-reliant')",-3.6104507,-3.4192429,0.1912078
74,-0.15591753,-0.14581035,"('undedicated', 'dedicated')",-0.1559175,-0.1458104,0.0101071
75,-1.0435885,-0.88952756,"('meek', 'impulsive')",-1.0435885,-0.8895276,0.1540609
76,0.55041647,0.62402916,"('anxious', 'daring')",0.5504165,0.6240292,0.0736127
77,-0.91464156,-0.8783929,"('unmotivated', 'motivated')",-0.9146416,-0.8783929,0.0362487
78,-0.7513166,-0.737571,"('nonresilient', 'resilient')",-0.7513166,-0.737571,0.0137456
79,-0.4738004,-0.4451966,"('wavering', 'unwavering')",-0.4738004,-0.4451966,0.0286038
80,-0.13773432,-0.12864308,"('dominated', 'dominating')",-0.1377343,-0.1286431,0.0090912
81,0.09695587,0.22203606,"('submissive', 'aggressive')",0.0969559,0.2220361,0.1250802
82,6.6254926,6.8185587,"('poor', 'rich')",6.6254926,6.8185587,0.1930661
83,-0.71007353,-0.7290088,"('powerless', 'powerful')",-0.7100735,-0.7290088,-0.0189353
84,0.55700487,0.4935527,"('inferior', 'superior')",0.5570049,0.4935527,-0.0634522
85,-0.8448982,-1.0519544,"('insignificant', 'prestigious')",-0.8448982,-1.0519544,-0.2070562
86,0.32714018,0.35435063,"('uninfluential', 'influential')",0.3271402,0.3543506,0.0272104
87,-0.30350003,-0.10248873,"('unsuccessful', 'successful')",-0.3035,-0.1024887,0.2010113
88,0.05696951,0.069187135,"('low', 'eminent')",0.0569695,0.0691871,0.0122176
