,backdrop_male,backdrop_female,tuple,average_male,average_female,female-male
0,-0.042554967,-0.11403785,"('unsociable', 'sociable')",-0.042555,-0.1140378,-0.0714828
1,0.94325805,0.8761636,"('unfriendly', 'friendly')",0.943258,0.8761636,-0.0670944
2,0.3026037,0.50858974,"('unlikable', 'likable')",0.3026037,0.5085897,0.205986
3,0.8544369,0.88761145,"('repellent', 'pleasant')",0.8544369,0.8876114,0.0331745
4,-6.9559693,-7.1451073,"('disliked', 'liked')",-6.9559693,-7.1451073,-0.189138
5,-0.6780205,-0.6545333,"('distant', 'outgoing')",-0.6780205,-0.6545333,0.0234872
6,-0.24585572,-0.27780616,"('distant', 'open')",-0.2458557,-0.2778062,-0.0319505
7,0.9613275,0.9634532,"('insensitive', 'sensitive')",0.9613275,0.9634532,0.0021257
8,0.6849727,0.6379318,"('unaffectionate', 'affectionate')",0.6849727,0.6379318,-0.0470409
9,1.0983856,1.1502235,"('unaffectionate', 'caring')",1.0983856,1.1502235,0.0518379
10,1.1069531,1.1635829,"('unsympathetic', 'sympathetic')",1.1069531,1.1635829,0.0566298
11,1.402032,1.4193152,"('unhelpful', 'helpful')",1.402032,1.4193152,0.0172832
12,-1.6747948,-1.6876731,"('unsupportive', 'supportive')",-1.6747948,-1.6876731,-0.0128783
13,0.02946318,0.10944598,"('impolite', 'polite')",0.0294632,0.109446,0.0799828
14,-0.018717073,-0.14081852,"('antisocial', 'social')",-0.0187171,-0.1408185,-0.1221014
15,0.16351295,0.09903661,"('boring', 'funny')",0.1635129,0.0990366,-0.0644763
16,-0.16057765,-0.16228051,"('unpopular', 'popular')",-0.1605777,-0.1622805,-0.0017028
17,-0.08128673,-0.08522029,"('nasty', 'nice')",-0.0812867,-0.0852203,-0.0039336
18,-0.4493351,-0.5259435,"('disagreeable', 'welcoming')",-0.4493351,-0.5259435,-0.0766084
19,-1.0494721,-0.9904396,"('inhospitable', 'hospitable')",-1.0494721,-0.9904396,0.0590325
