,jacobs_male,jacobs_female,tuple,engineering_male,engineering_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.013127342,-0.15094781,"('unsociable', 'sociable')",-0.53382236,-0.6496084,0.3687132,0.26452252,-0.6389505,-0.74191374,-0.2042968,-0.3194869,-0.1151901
1,0.08667055,0.017193701,"('unfriendly', 'friendly')",0.40148446,0.21308276,-0.5008597,-0.58578265,1.792374,1.7450093,0.4449173,0.3473758,-0.0975415
2,0.49756336,0.58548266,"('unlikable', 'likable')",0.39161548,0.5218565,1.5361656,1.5926418,0.6345293,0.7644884,0.7649685,0.8661174,0.1011489
3,0.44874287,0.55656165,"('repellent', 'pleasant')",-0.30093363,-0.15989198,1.2023544,1.2218457,0.3892353,0.42596912,0.4348497,0.5111212,0.0762715
4,-1.1683893,-1.2928332,"('disliked', 'liked')",-0.30027688,-0.48560712,-0.22161674,-0.3693832,-6.7019076,-6.778844,-2.0980477,-2.2316668,-0.1336191
5,-0.84064287,-0.85387594,"('distant', 'outgoing')",0.18112734,0.13865033,-1.6787933,-1.6409438,-0.24578673,-0.16913271,-0.6460239,-0.6313255,0.0146984
6,-0.53494054,-0.4896079,"('distant', 'open')",-0.0069722906,-0.04233291,-1.945033,-1.862832,0.47484046,0.52040976,-0.5030264,-0.4685907,0.0344357
7,1.1879182,1.1927913,"('insensitive', 'sensitive')",0.3309839,0.46863484,-0.13232598,-0.08168833,0.8167738,0.8610958,0.5508375,0.6102084,0.0593709
8,-0.6594905,-0.61494535,"('unaffectionate', 'affectionate')",0.018528827,-0.03358946,-0.22189245,-0.21370408,0.90726125,0.87523156,0.0111018,0.0032482,-0.0078536
9,0.70392364,0.7027575,"('unaffectionate', 'caring')",0.33487853,0.25316665,-0.09110457,-0.10806126,1.3519875,1.375503,0.5749213,0.5558414,-0.0190799
10,1.306865,1.2793852,"('unsympathetic', 'sympathetic')",-0.6942358,-0.6711925,-0.13002843,-0.09459596,-0.27695584,-0.24471045,0.0514112,0.0672216,0.0158104
11,0.3454879,0.38754898,"('unhelpful', 'helpful')",-0.09132944,-0.018759675,-0.28445694,-0.28122652,1.6998929,1.7787985,0.4173986,0.4665903,0.0491917
12,1.9118116,1.9792506,"('unsupportive', 'supportive')",0.6983444,0.86906755,0.62273806,0.77857375,-1.6352485,-1.5986757,0.3994114,0.507054,0.1076426
13,0.4239357,0.40029514,"('impolite', 'polite')",0.2177056,0.33075166,0.49313715,0.4354869,-0.3591299,-0.3821046,0.1939121,0.1961073,0.0021952
14,0.48586905,0.43098146,"('antisocial', 'social')",0.3234475,0.3409441,1.3013188,1.2157452,-0.8202913,-0.8646225,0.322586,0.2807621,-0.0418239
15,-0.1700669,-0.29125583,"('boring', 'funny')",0.34036148,0.22825038,-1.3071389,-1.397211,0.34463796,0.32819223,-0.1980516,-0.283006,-0.0849544
16,-1.7826316,-1.782917,"('unpopular', 'popular')",-0.46420592,-0.58793986,-0.168091,-0.16960083,0.58521867,0.5647421,-0.4574275,-0.4939288,-0.0365013
17,-0.14113301,-0.09666874,"('nasty', 'nice')",-0.38361168,-0.33765718,-1.1178629,-1.1068622,-0.57239467,-0.5119832,-0.5537506,-0.5132928,0.0404578
18,-0.10418857,-0.071695566,"('disagreeable', 'welcoming')",-0.69552755,-0.6652653,-0.76008976,-0.64994967,-0.4019078,-0.4038137,-0.4904284,-0.4476811,0.0427473
19,-0.7548737,-0.6098498,"('inhospitable', 'hospitable')",-0.39992356,-0.37025338,-1.5696589,-1.5089471,-0.13406198,0.01871499,-0.7146296,-0.6175839,0.0970457
20,0.79213,0.8350785,"('rough', 'thoughtful')",0.09651164,0.22923408,1.1171429,1.1646898,1.2480755,1.1990051,0.813465,0.8570019,0.0435369
21,1.3469083,1.3362582,"('immoral', 'moral')",0.9222122,0.8739631,0.47070396,0.4822511,-1.0524831,-1.0217307,0.4218353,0.4176854,-0.0041499
22,0.43002972,0.37085998,"('untrustworthy', 'trustworthy')",-0.53112704,-0.5504359,1.0971673,1.0332612,-1.0016592,-1.0187193,-0.0013973,-0.0412585,-0.0398612
23,1.5425785,1.493245,"('insincere', 'sincere')",-0.030669786,0.030626096,0.11066334,0.07275914,5.761807,5.683492,1.8460947,1.8200306,-0.0260641
24,0.80376226,0.7248383,"('dishonest', 'honest')",0.26664788,0.28748113,-0.16690773,-0.1712035,0.6964386,0.6790422,0.3999853,0.3800395,-0.0199458
25,-0.12821215,-0.13503107,"('egoistic', 'altruistic')",0.7771879,0.790689,-0.34396833,-0.36641392,1.4360179,1.3800986,0.4352563,0.4173356,-0.0179207
26,0.6396918,0.54370934,"('hardhearted', 'benevolent')",1.1129338,1.0585878,0.659903,0.6318923,1.6655766,1.5688605,1.0195262,0.9507625,-0.0687637
27,0.92664325,1.0145457,"('hardhearted', 'softhearted')",-0.4109077,-0.22831517,-0.529669,-0.4168188,1.6046298,1.5219959,0.3976741,0.4728519,0.0751778
28,-0.5724983,-0.7078799,"('disloyal', 'loyal')",-0.14938557,-0.37011662,0.12134461,0.016340973,1.0731518,0.9699173,0.1181531,-0.0229346,-0.1410877
29,-0.3158015,-0.33456877,"('unfair', 'fair')",-0.4502246,-0.46154264,-0.49239936,-0.48995364,-0.44799727,-0.5426174,-0.4266057,-0.4571706,-0.0305649
30,1.3361942,1.2856966,"('intolerant', 'tolerant')",0.7689089,0.7153252,0.22654592,0.12102547,0.81705064,0.81054705,0.7871749,0.7331486,-0.0540263
31,-1.6672003,-1.5787443,"('evil', 'good')",-0.53188455,-0.66832286,-1.3261667,-1.266812,-0.802535,-0.85652226,-1.0819466,-1.0926003,-0.0106537
32,0.20232749,0.12140487,"('unkind', 'kind')",0.023947151,0.09973958,0.39181414,0.40229553,0.88288635,0.79294544,0.3752438,0.3540964,-0.0211474
33,0.19289476,0.15045805,"('wrong', 'right')",1.0797474,1.0454428,0.04350333,0.017639972,-0.15251628,-0.22761679,0.2909073,0.246481,-0.0444263
34,0.17962335,0.28373075,"('mean', 'honorable')",0.15639225,0.3237195,-0.47321507,-0.32267764,5.962319,6.098665,1.4562799,1.5958594,0.1395795
35,-0.78858864,-0.865626,"('corrupt', 'incorrupt')",0.08666833,-0.08727368,-1.1922414,-1.2281736,0.18798561,0.00058667175,-0.426544,-0.5451216,-0.1185776
36,-1.1438787,-1.1339319,"('hostile', 'amicable')",-0.24901235,-0.4791478,-1.293812,-1.3891331,0.52572775,0.38348824,-0.5402439,-0.6546811,-0.1144372
37,1.0241044,1.0505365,"('fake', 'genuine')",0.45722565,0.45793253,0.15341325,0.19000389,0.50363916,0.5465914,0.5345956,0.5612661,0.0266705
38,-0.1860114,-0.22591838,"('untruthful', 'truthful')",-0.16464704,-0.21535352,-1.0232581,-1.0472118,-0.20718129,-0.18550348,-0.3952745,-0.4184968,-0.0232223
39,2.1003408,2.1323924,"('exploitative', 'cooperative')",0.086632684,0.121902764,1.9735225,1.9395647,0.18580884,0.16751954,1.0865762,1.0903449,0.0037687
40,0.28503972,0.2119036,"('stingy', 'generous')",0.5711061,0.53623533,0.43577313,0.5284774,-1.5214894,-1.5639241,-0.0573926,-0.0718269,-0.0144343
41,0.39472795,0.35597166,"('unforgiving', 'forgiving')",-1.2164493,-1.2489063,0.45819148,0.45408478,0.33272323,0.28356868,-0.0077017,-0.0388203,-0.0311186
42,0.78497845,0.9068749,"('unreliable', 'reliable')",-0.3630917,-0.092495546,0.8274156,1.0193163,-3.0039725,-2.8745077,-0.4386675,-0.260203,0.1784645
43,1.5180777,1.5549965,"('irresponsible', 'responsible')",0.53788304,0.7856766,0.45540905,0.55446625,0.59279853,0.68145025,0.776042,0.8941474,0.1181054
