,mettler_male,mettler_female,tuple,toledo_male,toledo_female,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,0.0795404,0.16489919,"('unsociable', 'sociable')",0.45749968,0.34209335,0.28581026,0.15004373,-0.23484294,-0.3252115,0.1470018,0.0829562,-0.0640456
1,-2.0876744,-1.8692096,"('unfriendly', 'friendly')",1.5725347,1.6328602,0.13582996,0.06179656,2.1359968,1.9832494,0.4391718,0.4521741,0.0130023
2,0.91780853,0.9972867,"('unlikable', 'likable')",1.490835,1.4721373,1.7513602,1.8356289,0.7074158,0.8569844,1.2168548,1.2905092,0.0736544
3,-0.46858698,-0.27304202,"('repellent', 'pleasant')",0.090532705,0.23062015,0.31750843,0.37203172,0.3190169,0.42410257,0.0646178,0.1884281,0.1238103
4,-0.25946,-0.1513365,"('disliked', 'liked')",-1.1296118,-1.051863,-0.9472089,-0.9043234,-6.18422,-6.2968936,-2.130125,-2.1011043,0.0290207
5,-0.7251986,-0.5929993,"('distant', 'outgoing')",0.19130069,0.26455754,-0.34731603,-0.18041727,-0.26770586,-0.1637554,-0.28723,-0.1681536,0.1190764
6,-1.3440725,-1.1774932,"('distant', 'open')",0.844329,1.0022207,-0.16265497,-0.0022988282,0.5005736,0.5562888,-0.0404562,0.0946794,0.1351356
7,-0.31451032,-0.053237244,"('insensitive', 'sensitive')",1.238586,1.2788936,0.37165898,0.38300595,0.8386079,0.9283309,0.5335857,0.6342483,0.1006626
8,-1.8231834,-1.8255715,"('unaffectionate', 'affectionate')",0.56588936,0.6542866,-0.7080037,-0.74431723,0.6513581,0.5777213,-0.3284849,-0.3344702,-0.0059853
9,-1.4116664,-1.2750912,"('unaffectionate', 'caring')",1.4721144,1.5186771,0.16829066,0.19149582,1.1105074,1.109914,0.3348115,0.3862489,0.0514374
10,-0.69204855,-0.5339609,"('unsympathetic', 'sympathetic')",1.3775318,1.3838959,-0.4824443,-0.5380484,0.08418522,0.02004568,0.071806,0.0829831,0.0111771
11,0.0064335633,0.1244614,"('unhelpful', 'helpful')",0.5763262,0.5891066,0.44665512,0.47713986,1.7805274,1.8331578,0.7024856,0.7559664,0.0534808
12,0.15021689,0.51775324,"('unsupportive', 'supportive')",1.2126135,1.3897059,0.2453021,0.46554273,-1.4543762,-1.3669306,0.0384391,0.2515178,0.2130787
13,0.97194314,1.0838277,"('impolite', 'polite')",0.7902858,0.6568105,1.2049174,1.1578943,-0.097433776,-0.073575206,0.7174281,0.7062393,-0.0111888
14,0.3656148,0.4548054,"('antisocial', 'social')",-0.12944789,-0.1736789,0.8649118,0.8557283,-0.86525214,-0.79544413,0.0589567,0.0853527,0.026396
15,-0.2793118,-0.31110615,"('boring', 'funny')",0.084854305,-0.030662982,-0.026543807,-0.06935981,0.12984726,0.20896335,-0.0227885,-0.0505414,-0.0277529
16,0.21461812,0.28019744,"('unpopular', 'popular')",-1.5087938,-1.575677,0.035245355,-0.012617536,0.8170589,0.7219264,-0.1104679,-0.1465427,-0.0360748
17,0.09918508,0.27686626,"('nasty', 'nice')",-1.3684323,-1.2850271,-1.9247336,-1.8769444,-1.0936486,-1.0108603,-1.0719073,-0.9739914,0.0979159
18,-0.7665554,-0.54378146,"('disagreeable', 'welcoming')",0.7336206,0.92507076,0.5521781,0.64813596,-0.37231582,-0.3642562,0.0367319,0.1662923,0.1295604
19,-0.84889585,-0.6453145,"('inhospitable', 'hospitable')",0.049760006,0.17457521,-0.9659365,-0.8405204,-0.32241666,-0.2041716,-0.5218723,-0.3788579,0.1430144
20,0.33759204,0.39338207,"('rough', 'thoughtful')",0.49786144,0.5147874,0.1005147,0.05727104,1.2705519,1.1907512,0.55163,0.539048,-0.012582
21,0.20220652,0.34283903,"('immoral', 'moral')",0.50322074,0.37718832,0.55076325,0.53046757,-0.70553267,-0.64807355,0.1376645,0.1506054,0.0129409
22,0.17358127,0.24347398,"('untrustworthy', 'trustworthy')",1.0748631,1.0563657,0.42085534,0.38561973,-0.6904224,-0.64720005,0.2447193,0.2595649,0.0148456
23,0.30651522,0.4799582,"('insincere', 'sincere')",1.5783207,1.5700307,0.44332412,0.40184227,5.3261127,5.274309,1.9135683,1.9315351,0.0179668
24,-0.2503478,-0.16738892,"('dishonest', 'honest')",1.9357083,1.8929634,0.30907166,0.27659518,1.0618821,1.0189447,0.7640786,0.7552786,-0.0088
25,-0.5502049,-0.5489847,"('egoistic', 'altruistic')",0.84995705,0.8591285,0.36516044,0.31559712,1.8396786,1.7399063,0.6261478,0.5914118,-0.034736
26,-0.68458414,-0.6306444,"('hardhearted', 'benevolent')",1.4022126,1.354634,1.1754282,1.1734425,1.783338,1.6991756,0.9190986,0.8991519,-0.0199467
27,-0.35996738,-0.36374816,"('hardhearted', 'softhearted')",0.8685507,0.9122216,-0.1371206,-0.11359301,1.2384679,1.1872386,0.4024827,0.4055298,0.0030471
28,-1.6010478,-1.5595903,"('disloyal', 'loyal')",-0.27541435,-0.39883626,-0.5962274,-0.7762121,1.1739097,0.9451609,-0.324695,-0.4473695,-0.1226745
29,-0.2517116,-0.25014204,"('unfair', 'fair')",0.23806038,0.19335529,-0.4594665,-0.478687,-0.07527088,-0.13739625,-0.1370972,-0.1682175,-0.0311203
30,0.4805194,0.603579,"('intolerant', 'tolerant')",0.94801855,0.95186967,0.7018436,0.635924,0.94431776,1.0488204,0.7686749,0.8100482,0.0413733
31,-1.1356639,-0.97174275,"('evil', 'good')",-0.9285492,-0.7571984,-0.90961426,-0.83029884,-0.9097691,-0.92401004,-0.9708991,-0.8708125,0.1000866
32,0.12772445,0.2176649,"('unkind', 'kind')",1.2937795,1.218268,-0.05407852,-0.04712145,0.96684,0.91095114,0.5835664,0.5749407,-0.0086257
33,0.053325556,0.091510646,"('wrong', 'right')",0.9223296,0.86910194,0.62335,0.66542125,-0.27812123,-0.31404465,0.330221,0.3279973,-0.0022237
34,0.61374897,0.907253,"('mean', 'honorable')",-0.1007862,-0.026652597,0.72041845,0.7898379,5.6594853,5.814596,1.7232167,1.8712586,0.1480419
35,0.18630508,0.026835885,"('corrupt', 'incorrupt')",-1.2082351,-1.244061,-1.1534733,-1.1845912,-0.23484507,-0.3920115,-0.6025621,-0.6984569,-0.0958948
36,-0.7512107,-0.7409822,"('hostile', 'amicable')",-1.4165088,-1.3367101,-0.23843764,-0.32808602,0.20072088,0.09438191,-0.5513591,-0.5778491,-0.02649
37,0.60771996,0.7580856,"('fake', 'genuine')",0.86125946,0.9121595,-0.09199633,-0.08358331,0.79348767,0.78672373,0.5426177,0.5933464,0.0507287
38,0.04015451,0.2085941,"('untruthful', 'truthful')",0.7789848,0.8197544,-0.5246443,-0.44700813,-0.11773905,-0.13234195,0.044189,0.1122496,0.0680606
39,0.49332112,0.5676335,"('exploitative', 'cooperative')",0.5305208,0.5418399,1.1209803,1.1347662,0.102131255,0.13355526,0.5617384,0.5944487,0.0327103
40,-0.4546324,-0.37716624,"('stingy', 'generous')",1.6285654,1.6805036,-0.24947539,-0.24223034,-1.1048598,-1.2341776,-0.0451005,-0.0432676,0.0018329
41,0.16542056,0.31231433,"('unforgiving', 'forgiving')",0.52499455,0.67082024,-0.08023367,-0.11737522,-0.22197032,-0.19949569,0.0970528,0.1665659,0.0695131
42,0.5175645,0.7229323,"('unreliable', 'reliable')",-0.3524152,-0.1328263,-0.037259616,0.15492299,-2.7220798,-2.630019,-0.6485475,-0.4712475,0.1773
43,0.6492164,0.89465857,"('irresponsible', 'responsible')",1.4441911,1.5275413,0.97661054,1.0641903,0.8561944,0.945006,0.9815532,1.107849,0.1262958
44,0.66252685,0.5301603,"('prejudiced', 'unprejudiced')",-1.314109,-1.3033378,0.16858111,0.24954847,-1.4730482,-1.4189681,-0.4890123,-0.4856493,0.003363
45,0.2125967,0.5269388,"('incompetent', 'competent')",0.39401796,0.51341134,0.64578253,0.5586433,0.11784463,0.062982365,0.3425604,0.415494,0.0729336
46,0.13997161,0.28251138,"('uncompetitive', 'competitive')",1.2109785,1.1566226,1.3010741,1.27155,-0.11625116,-0.0913326,0.6339433,0.6548378,0.0208945
47,1.1222043,1.2655245,"('stupid', 'smart')",0.7902733,0.829814,0.49663746,0.50775546,4.9224496,5.0515285,1.8328912,1.9136556,0.0807644
48,-1.0675632,-0.99219465,"('unintelligent', 'intelligent')",0.7645531,0.7059572,-0.43782324,-0.6055725,0.3586846,0.29113322,-0.0955372,-0.1501692,-0.054632
49,-0.7383351,-0.5101391,"('unable', 'able')",-0.9189107,-0.844174,-0.8328271,-0.7702404,-0.8365572,-0.66813314,-0.8316575,-0.6981717,0.1334858
50,0.7068963,0.7461806,"('clumsy', 'skillful')",-0.40874398,-0.33380955,-0.18588112,-0.1647119,0.13835391,0.042301252,0.0626563,0.0724901,0.0098338
51,-0.29746926,-0.32801524,"('uneducated', 'educated')",0.747319,0.6084355,0.34254232,0.2892,0.049843878,-0.06250145,0.210559,0.1267797,-0.0837793
52,-0.45823994,-0.71985555,"('irrational', 'rational')",0.7752732,0.65371865,-0.6214799,-0.76430047,0.20879583,0.08125645,-0.0239127,-0.1872952,-0.1633825
53,-1.6485449,-1.4176995,"('uncreative', 'creative')",1.3179849,1.3822162,0.15767919,0.19143353,1.4643786,1.4249918,0.3228745,0.3952355,0.072361
54,-0.423966,-0.4020304,"('incapable', 'capable')",0.66127074,0.5316259,0.32370803,0.37548706,0.74871534,0.7815793,0.327432,0.3216655,-0.0057665
55,-0.18643746,-0.059229434,"('incompetent', 'clever')",0.87738323,0.84766555,-0.22709876,-0.36006397,0.37687004,0.3514378,0.2101793,0.1949525,-0.0152268
56,1.3869375,1.6104058,"('impractical', 'practical')",0.559752,0.6430868,1.3484259,1.3646482,-0.21562004,-0.14905494,0.7698739,0.8672714,0.0973975
57,-1.2636528,-1.1158223,"('unimaginative', 'imaginative')",0.92794174,0.9909714,-0.021683767,-0.02067285,-1.977517,-2.0233474,-0.583728,-0.5422178,0.0415102
58,0.2309162,0.330283,"('undiscriminating', 'discriminating')",0.5597906,0.58126897,0.46090198,0.42322618,0.15368308,0.12832397,0.351323,0.3657755,0.0144525
59,0.18712693,0.13220558,"('foolish', 'wise')",0.27209952,0.2504081,-0.22058894,-0.124287754,0.23248635,0.22497782,0.117781,0.1208259,0.0030449
60,0.954031,1.2174094,"('inefficient', 'efficient')",1.0325234,1.0840064,1.3458338,1.3015438,0.048964757,0.19062303,0.8453382,0.9483957,0.1030575
61,0.06978497,-0.004822094,"('illogical', 'logical')",0.5974737,0.44979334,0.27347192,0.12257791,0.5334929,0.47044414,0.3685559,0.2594983,-0.1090576
62,-0.26000512,-0.0340684,"('incompetent', 'brilliant')",0.44531906,0.49908304,0.6477823,0.65977955,-0.027558155,0.12596157,0.2013845,0.3126889,0.1113044
63,0.13029903,0.38422197,"('unperceptive', 'insightful')",2.0365083,2.1159644,1.1933334,1.348806,0.91801196,1.0593982,1.0695382,1.2270976,0.1575594
64,0.6664552,0.6388854,"('shy', 'confident')",-0.6003992,-0.666945,0.078789495,0.1359388,-6.250501,-6.2181983,-1.5264139,-1.5275798,-0.0011659
65,-0.04249633,-0.16036871,"('insecure', 'secure')",-0.09303571,-0.2698928,0.53665787,0.3772401,-0.27306592,-0.26123935,0.032015,-0.0785652,-0.1105802
66,-0.37048596,-0.445905,"('inactive', 'active')",0.7226511,0.69726235,0.9664185,1.0352658,1.0177763,1.0550995,0.58409,0.5854306,0.0013406
67,1.2418616,1.2755698,"('doubtful', 'determined')",0.58225447,0.4739232,0.88250786,0.93881595,-0.10502165,-0.05446366,0.6504005,0.6584613,0.0080608
68,0.0702391,-0.0003688559,"('dependent', 'independent')",0.44432646,0.33908364,0.0029601306,-0.060337387,-0.73928815,-0.7797785,-0.0554406,-0.1253503,-0.0699097
69,1.1800535,1.1884187,"('lazy', 'industrious')",-0.9327165,-0.86348724,1.3503857,1.4660208,-0.6072207,-0.54934275,0.2476255,0.3104024,0.0627769
70,0.0552319,0.17826545,"('lethargic', 'energetic')",0.78971875,0.868109,0.82994545,0.92523247,0.82430714,1.0004356,0.6248008,0.7430106,0.1182098
71,0.11155751,0.44800648,"('diffident', 'self-confident')",1.1381743,1.1156697,0.6108551,0.7057915,0.42093253,0.43561527,0.5703799,0.6762708,0.1058909
72,-1.092873,-1.0655662,"('unambitious', 'ambitious')",0.9301049,0.84588844,-0.21580574,-0.2198149,-0.7343054,-0.78118795,-0.2782198,-0.3051701,-0.0269503
73,0.84674203,0.85221195,"('helpless', 'self-reliant')",0.19813211,0.23046456,-0.13306949,-0.03185241,-3.0625522,-3.0315912,-0.5376869,-0.4951918,0.0424951
74,0.63067544,0.891829,"('undedicated', 'dedicated')",1.571796,1.7523639,1.1025939,1.229546,0.5556673,0.6462178,0.9651831,1.1299891,0.164806
