,gilead_male,gilead_female,tuple,sciences_male,sciences_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9991362,-1.0901599,"('unsociable', 'sociable')",0.13131665,0.04610913,-0.6355504,-0.77837884,-0.5011233,-0.6074766,-0.1063533
1,-1.1291751,-1.3729054,"('unfriendly', 'friendly')",-0.267905,-0.5175079,1.8063123,1.679117,0.1364108,-0.0704321,-0.2068429
2,0.46820801,0.4800287,"('unlikable', 'likable')",0.48398897,0.47264272,0.63324344,0.68210036,0.5284801,0.5449239,0.0164438
3,-0.9329332,-0.9317114,"('repellent', 'pleasant')",0.15168457,0.16446817,0.23465976,0.27411005,-0.1821963,-0.1643777,0.0178186
4,0.5315546,0.40076143,"('disliked', 'liked')",-0.2968064,-0.4068641,-5.476975,-5.605115,-1.7474089,-1.8704058,-0.1229969
5,-0.597495,-0.7024297,"('distant', 'outgoing')",-0.855554,-0.91050845,0.068650514,0.09461172,-0.4614662,-0.5061088,-0.0446426
6,-0.34763548,-0.4345222,"('distant', 'open')",-1.0970447,-1.200551,0.5181341,0.5102866,-0.3088487,-0.3749289,-0.0660802
7,-0.8879431,-0.79362327,"('insensitive', 'sensitive')",-0.22238204,-0.13660139,0.6430331,0.7028345,-0.155764,-0.0757967,0.0799673
8,-0.2566632,-0.352152,"('unaffectionate', 'affectionate')",0.07886991,-0.006597817,0.83669275,0.69525313,0.2196331,0.1121678,-0.1074653
9,-0.80944943,-0.89471376,"('unaffectionate', 'caring')",0.2711054,0.23267487,1.087692,1.0809673,0.183116,0.1396428,-0.0434732
10,-1.9853466,-1.9436798,"('unsympathetic', 'sympathetic')",-0.96140826,-0.9553566,-0.79666764,-0.76089203,-1.2478075,-1.2199761,0.0278314
11,-1.4595424,-1.4088769,"('unhelpful', 'helpful')",0.003449792,0.08124255,1.3466045,1.5126388,-0.036496,0.0616682,0.0981642
12,-0.23045604,-0.2261812,"('unsupportive', 'supportive')",0.066646755,0.13426378,-1.8065736,-1.778157,-0.6567943,-0.6233581,0.0334362
13,-1.658542,-1.64207,"('impolite', 'polite')",-1.062208,-1.1216401,-0.71675867,-0.7533829,-1.1458363,-1.1723643,-0.026528
14,-0.47208357,-0.37468636,"('antisocial', 'social')",0.78790516,0.8870975,-0.53557885,-0.588958,-0.0732524,-0.0255156,0.0477368
15,0.5511104,0.4558008,"('boring', 'funny')",-0.19731884,-0.2606188,0.8200978,0.78841376,0.3912965,0.3278652,-0.0634313
16,0.1642957,0.09202027,"('unpopular', 'popular')",0.14607874,0.08573306,0.8750245,0.9034277,0.395133,0.3603937,-0.0347393
17,-0.27527672,-0.30898955,"('nasty', 'nice')",-0.16270685,-0.15899906,-0.026937809,0.06219572,-0.1549738,-0.1352643,0.0197095
18,0.7182554,0.66973823,"('disagreeable', 'welcoming')",0.2665803,0.26610133,-0.1562097,-0.19758704,0.2762087,0.2460842,-0.0301245
19,-1.103708,-1.2080255,"('inhospitable', 'hospitable')",-0.90996325,-1.0078546,0.13861063,0.20129097,-0.6250203,-0.6715296,-0.0465093
20,0.43438286,0.48149532,"('rough', 'thoughtful')",1.7136008,1.7771705,0.8674783,0.8910316,1.005154,1.0498991,0.0447451
21,-0.45350915,-0.4363843,"('immoral', 'moral')",0.3775261,0.40319574,-0.8296371,-0.6841382,-0.3018734,-0.2391089,0.0627645
22,-0.5755286,-0.59216064,"('untrustworthy', 'trustworthy')",0.35813692,0.3013301,-0.93438303,-0.9392134,-0.3839249,-0.4100146,-0.0260897
23,-1.240059,-1.2653,"('insincere', 'sincere')",-0.38600394,-0.43670127,5.1542506,5.231501,1.1760626,1.1764999,0.0004373
24,-0.47019097,-0.4564594,"('dishonest', 'honest')",-0.9097794,-0.9283754,0.36905038,0.32484215,-0.3369733,-0.3533309,-0.0163576
25,0.31037527,0.27956504,"('egoistic', 'altruistic')",1.4556743,1.4589914,1.797018,1.7310139,1.1876892,1.1565234,-0.0311658
26,0.3769761,0.21246533,"('hardhearted', 'benevolent')",0.84640515,0.6950665,1.3435358,1.1152986,0.855639,0.6742768,-0.1813622
27,-0.5190683,-0.5407848,"('hardhearted', 'softhearted')",0.04852362,0.06370376,1.7991742,1.6333718,0.4428765,0.3854303,-0.0574462
28,-0.7095727,-0.75218093,"('disloyal', 'loyal')",0.43507367,0.3609708,0.6162078,0.5855363,0.1139029,0.0647754,-0.0491275
29,0.2649997,0.19054273,"('unfair', 'fair')",0.07562783,0.069828466,-0.09168488,-0.23304807,0.0829809,0.0091077,-0.0738732
30,-0.87429017,-0.8969937,"('intolerant', 'tolerant')",0.4883508,0.42689544,0.7532615,0.71461886,0.1224407,0.0815069,-0.0409338
31,-0.29579824,-0.4385121,"('evil', 'good')",-0.06856777,-0.19260249,-0.05876334,-0.19174604,-0.1410431,-0.2742869,-0.1332438
32,-1.3022939,-1.3389494,"('unkind', 'kind')",0.23848474,0.1941197,0.678497,0.5234722,-0.1284374,-0.2071192,-0.0786818
