,porthole_male,porthole_female,tuple,average_male,average_female,female-male
0,1.0890235,0.92614794,"('unsociable', 'sociable')",1.0890235,0.9261479,-0.1628756
1,0.20793751,-0.08615816,"('unfriendly', 'friendly')",0.2079375,-0.0861582,-0.2940957
2,0.4487386,0.30326098,"('unlikable', 'likable')",0.4487386,0.303261,-0.1454776
3,0.2770042,0.57217824,"('repellent', 'pleasant')",0.2770042,0.5721782,0.295174
4,-3.7106,-3.8778005,"('disliked', 'liked')",-3.7105999,-3.8778005,-0.1672006
5,-1.8938451,-1.9609796,"('distant', 'outgoing')",-1.8938451,-1.9609796,-0.0671345
6,-1.5603539,-1.6600814,"('distant', 'open')",-1.5603539,-1.6600814,-0.0997275
7,1.3185031,1.4958091,"('insensitive', 'sensitive')",1.3185031,1.4958091,0.177306
8,0.054357376,-0.1469504,"('unaffectionate', 'affectionate')",0.0543574,-0.1469504,-0.2013078
9,0.5334405,0.53449935,"('unaffectionate', 'caring')",0.5334405,0.5344993,0.0010588
10,0.9911703,1.0817926,"('unsympathetic', 'sympathetic')",0.9911703,1.0817926,0.0906223
11,1.7247447,1.8323582,"('unhelpful', 'helpful')",1.7247447,1.8323582,0.1076135
12,-0.45229962,-0.37433258,"('unsupportive', 'supportive')",-0.4522996,-0.3743326,0.077967
13,0.8131046,0.7786987,"('impolite', 'polite')",0.8131046,0.7786987,-0.0344059
14,1.7863185,1.792555,"('antisocial', 'social')",1.7863185,1.792555,0.0062365
15,0.6712285,0.35718995,"('boring', 'funny')",0.6712285,0.35719,-0.3140385
16,-0.7929537,-0.80333936,"('unpopular', 'popular')",-0.7929537,-0.8033394,-0.0103857
17,-0.16812636,-0.08674834,"('nasty', 'nice')",-0.1681264,-0.0867483,0.0813781
18,-0.36722463,-0.4149763,"('disagreeable', 'welcoming')",-0.3672246,-0.4149763,-0.0477517
19,-2.0064883,-2.0950694,"('inhospitable', 'hospitable')",-2.0064883,-2.0950694,-0.0885811
20,0.3310125,0.40335882,"('rough', 'thoughtful')",0.3310125,0.4033588,0.0723463
21,0.961093,1.0672982,"('immoral', 'moral')",0.961093,1.0672982,0.1062052
