,american_male,american_female,tuple,express_male,express_female,co_male,co_female,average_male,average_female,female-male
0,-1.1965666,-1.283777,"('unsociable', 'sociable')",0.15864731,0.122956954,-0.46883467,-0.6013488,-0.5022513,-0.5873896,-0.0851383
1,0.080030486,0.12490812,"('unfriendly', 'friendly')",0.3327284,0.37071767,1.448096,1.3966509,0.620285,0.6307589,0.0104739
2,0.8648152,0.9895867,"('unlikable', 'likable')",1.0787047,1.2507958,0.9633827,1.1485631,0.9689675,1.1296486,0.1606811
3,-1.0519154,-0.9235585,"('repellent', 'pleasant')",-0.8534701,-0.7557888,0.7464363,0.82370216,-0.3863164,-0.285215,0.1011014
4,-0.084494755,-0.07599041,"('disliked', 'liked')",-0.037780073,-0.026511893,-6.9184833,-6.8715987,-2.3469194,-2.3247004,0.022219
5,0.08382976,0.22034502,"('distant', 'outgoing')",-0.1924949,-0.09517643,-0.5533247,-0.46362442,-0.2206633,-0.1128186,0.1078447
6,-0.09091898,0.0964203,"('distant', 'open')",-0.44595426,-0.36253306,-0.3711462,-0.26483405,-0.3026731,-0.1769823,0.1256908
7,-0.1330968,-0.07314138,"('insensitive', 'sensitive')",-0.29321408,-0.19544323,-0.30733964,-0.22534925,-0.2445502,-0.1646446,0.0799056
8,-0.20812796,-0.12176196,"('unaffectionate', 'affectionate')",0.32814866,0.32992375,0.4366019,0.44527167,0.1855409,0.2178111,0.0322702
9,0.32915863,0.36812818,"('unaffectionate', 'caring')",0.36759642,0.3600374,0.8397033,0.8594224,0.5121528,0.529196,0.0170432
10,-0.17075433,-0.18646178,"('unsympathetic', 'sympathetic')",-0.6493144,-0.62655234,-0.40209696,-0.42652026,-0.4073886,-0.4131781,-0.0057895
11,0.017753676,-0.019103317,"('unhelpful', 'helpful')",-0.30629542,-0.26468492,2.113178,2.1263664,0.6082121,0.6141927,0.0059806
12,0.32851562,0.56485486,"('unsupportive', 'supportive')",-0.39281264,-0.16301452,-2.4647522,-2.2896225,-0.8430164,-0.6292607,0.2137557
13,-0.66473496,-0.79789567,"('impolite', 'polite')",0.2414758,0.14130053,-0.37642902,-0.4104343,-0.2665627,-0.3556765,-0.0891138
14,-0.468661,-0.512961,"('antisocial', 'social')",0.23935881,0.22736345,-0.28289804,-0.44652283,-0.1707334,-0.2440401,-0.0733067
15,0.2469699,0.09217543,"('boring', 'funny')",0.7179526,0.56366897,0.57863903,0.5611845,0.5145205,0.4056763,-0.1088442
16,-0.9652742,-0.91802907,"('unpopular', 'popular')",-0.47474432,-0.36677995,0.4307279,0.39171255,-0.3364302,-0.2976988,0.0387314
17,-0.37876865,-0.2797677,"('nasty', 'nice')",0.19615641,0.3730364,0.04190003,-0.03670127,-0.0469041,0.0188558,0.0657599
18,0.66186804,0.9121066,"('disagreeable', 'welcoming')",0.11073156,0.32652372,-0.8343501,-0.76461846,-0.0205835,0.1580039,0.1785874
19,0.18541914,0.3656699,"('inhospitable', 'hospitable')",-0.68528676,-0.6315915,-0.24055733,-0.1193295,-0.2468083,-0.128417,0.1183913
