,ca_male,ca_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.19058168,0.07123245,"('unsociable', 'sociable')",-0.5126881,-0.6432828,-0.6047626,-0.7519437,-0.3089563,-0.4413313,-0.132375
1,-0.36457044,-0.41298983,"('unfriendly', 'friendly')",0.16329083,0.004804641,1.6932675,1.5997332,0.4973293,0.3971827,-0.1001466
2,1.354576,1.449941,"('unlikable', 'likable')",0.3884328,0.48179334,0.38398215,0.48718527,0.708997,0.8063065,0.0973095
3,0.77176684,0.932069,"('repellent', 'pleasant')",0.22089511,0.35322273,0.24510717,0.26580748,0.4125897,0.5170331,0.1044434
4,-1.3160299,-1.3148868,"('disliked', 'liked')",-0.334677,-0.42738697,-6.222301,-6.386864,-2.6243359,-2.7097127,-0.0853768
5,-1.6602975,-1.6248093,"('distant', 'outgoing')",-0.456406,-0.41132295,-0.29460222,-0.21928814,-0.8037686,-0.7518068,0.0519618
6,-1.5010624,-1.4186566,"('distant', 'open')",-0.69337076,-0.64719737,0.43905863,0.5134855,-0.5851249,-0.5174562,0.0676687
7,0.794097,0.80451083,"('insensitive', 'sensitive')",0.2605536,0.34646332,0.70927405,0.7249285,0.5879749,0.6253009,0.037326
8,-0.32737327,-0.36634287,"('unaffectionate', 'affectionate')",-0.19716951,-0.23386711,0.9064535,0.9000474,0.1273036,0.0999458,-0.0273578
9,0.58832496,0.5599649,"('unaffectionate', 'caring')",0.08170775,0.034843918,1.2138448,1.2518247,0.6279592,0.6155445,-0.0124147
10,0.037093863,0.013930025,"('unsympathetic', 'sympathetic')",-0.709896,-0.6606214,-0.6705731,-0.6685194,-0.4477917,-0.4384036,0.0093881
11,0.8746831,0.92293096,"('unhelpful', 'helpful')",0.84818673,0.9453544,1.5333575,1.6540802,1.0854092,1.1741219,0.0887127
12,1.3777142,1.4999356,"('unsupportive', 'supportive')",0.5028681,0.6247278,-1.8378016,-1.8370095,0.0142603,0.0958846,0.0816243
13,0.5915833,0.5227541,"('impolite', 'polite')",-0.42562085,-0.36460108,-0.4689044,-0.48534495,-0.1009806,-0.109064,-0.0080834
14,0.82373965,0.8235559,"('antisocial', 'social')",0.6439,0.6324014,-0.6357695,-0.7083937,0.2772901,0.2491879,-0.0281022
15,0.57081467,0.44370034,"('boring', 'funny')",0.20490932,0.118441105,0.4717602,0.46499532,0.4158281,0.3423789,-0.0734492
16,-1.0148457,-1.0305821,"('unpopular', 'popular')",-0.3212676,-0.35217315,0.38919342,0.39622635,-0.31564,-0.328843,-0.013203
