,symptom_male,symptom_female,tuple,average_male,average_female,female-male
0,-0.83639044,-1.0765193,"('unsociable', 'sociable')",-0.8363904,-1.0765193,-0.2401289
1,-1.4837518,-1.6728992,"('unfriendly', 'friendly')",-1.4837518,-1.6728992,-0.1891474
2,-0.29348046,-0.37646794,"('unlikable', 'likable')",-0.2934805,-0.3764679,-0.0829874
3,-1.1240088,-1.1303138,"('repellent', 'pleasant')",-1.1240088,-1.1303138,-0.006305
4,-1.2448202,-1.1674371,"('disliked', 'liked')",-1.2448202,-1.1674371,0.0773831
5,-1.2461442,-1.2000512,"('distant', 'outgoing')",-1.2461442,-1.2000512,0.046093
6,-1.1694764,-1.1631575,"('distant', 'open')",-1.1694764,-1.1631575,0.0063189
7,-0.7964858,-0.94736373,"('insensitive', 'sensitive')",-0.7964858,-0.9473637,-0.1508779
8,-0.9448661,-1.1323129,"('unaffectionate', 'affectionate')",-0.9448661,-1.1323129,-0.1874468
9,-0.814005,-1.0000111,"('unaffectionate', 'caring')",-0.814005,-1.0000111,-0.1860061
10,-0.89935166,-1.1363957,"('unsympathetic', 'sympathetic')",-0.8993517,-1.1363957,-0.237044
11,0.10792804,-0.016691923,"('unhelpful', 'helpful')",0.107928,-0.0166919,-0.1246199
12,-0.2532105,-0.30042684,"('unsupportive', 'supportive')",-0.2532105,-0.3004268,-0.0472163
13,-0.60988665,-0.8083602,"('impolite', 'polite')",-0.6098866,-0.8083602,-0.1984736
14,-0.44350243,-0.63431525,"('antisocial', 'social')",-0.4435024,-0.6343153,-0.1908129
15,0.4895262,0.41609785,"('boring', 'funny')",0.4895262,0.4160978,-0.0734284
16,-0.5129941,-0.49856204,"('unpopular', 'popular')",-0.5129941,-0.498562,0.0144321
17,-0.41030163,-0.40591225,"('nasty', 'nice')",-0.4103016,-0.4059123,0.0043893
18,-0.45512676,-0.5300351,"('disagreeable', 'welcoming')",-0.4551268,-0.5300351,-0.0749083
19,-1.5584133,-1.5376419,"('inhospitable', 'hospitable')",-1.5584133,-1.5376419,0.0207714
20,0.4366454,0.2901069,"('rough', 'thoughtful')",0.4366454,0.2901069,-0.1465385
21,0.3377456,0.23308834,"('immoral', 'moral')",0.3377456,0.2330883,-0.1046573
22,0.06986553,-0.12443663,"('untrustworthy', 'trustworthy')",0.0698655,-0.1244366,-0.1943021
23,-0.52057785,-0.79515266,"('insincere', 'sincere')",-0.5205778,-0.7951527,-0.2745749
24,-1.2724243,-1.5047525,"('dishonest', 'honest')",-1.2724243,-1.5047525,-0.2323282
