,sherwin_male,sherwin_female,tuple,williams_male,williams_female,co_male,co_female,average_male,average_female,female-male
0,-2.4605365,-2.270632,"('unsociable', 'sociable')",-0.5654461,-0.75634307,-0.2299994,-0.24233258,-1.0853273,-1.0897692,-0.0044419
1,-0.09875569,-0.065853186,"('unfriendly', 'friendly')",1.026754,0.8991886,1.5081016,1.3895415,0.8120333,0.740959,-0.0710743
2,0.25066423,0.3250871,"('unlikable', 'likable')",0.69253814,0.6269516,0.5131726,0.64723694,0.4854583,0.5330919,0.0476336
3,-1.2783204,-1.0061611,"('repellent', 'pleasant')",-0.35047337,-0.2174283,0.34897736,0.38803256,-0.4266055,-0.278519,0.1480865
4,0.59327155,0.45751265,"('disliked', 'liked')",1.6562121,1.6101207,-6.6907144,-6.530712,-1.4804103,-1.4876928,-0.0072825
5,1.5131809,1.3100237,"('distant', 'outgoing')",1.5066408,1.4573473,-0.33540338,-0.31758666,0.8948061,0.8165948,-0.0782113
6,1.1108259,0.8741517,"('distant', 'open')",1.475926,1.4232616,-0.07643187,-0.08494392,0.8367734,0.7374898,-0.0992836
7,-1.0533293,-0.7647466,"('insensitive', 'sensitive')",-0.0038612783,0.10170611,0.5558444,0.59146774,-0.1671154,-0.0238576,0.1432578
8,-0.07139239,-0.3301122,"('unaffectionate', 'affectionate')",0.8683628,0.7223021,0.679817,0.5219122,0.4922624,0.3047007,-0.1875617
9,0.10982205,0.08807586,"('unaffectionate', 'caring')",1.6695589,1.5938308,1.4953811,1.4265705,1.0915874,1.036159,-0.0554284
10,-2.3374944,-1.933135,"('unsympathetic', 'sympathetic')",-0.54805166,-0.4216228,0.31095862,0.27216437,-0.8581958,-0.6941978,0.163998
11,-1.4569176,-1.3373564,"('unhelpful', 'helpful')",-0.8774112,-0.86273026,1.9469358,1.9596702,-0.129131,-0.0801388,0.0489922
12,-0.37210333,-0.19885936,"('unsupportive', 'supportive')",1.5835583,1.6637287,-1.3353059,-1.2567624,-0.0412836,0.069369,0.1106526
13,-1.4228733,-1.3668437,"('impolite', 'polite')",-0.9007426,-0.9414039,0.018857777,0.018786866,-0.7682527,-0.7631536,0.0050991
14,-2.0200408,-1.921466,"('antisocial', 'social')",-0.31204435,-0.31070986,-0.71864736,-0.6725597,-1.0169109,-0.9682452,0.0486657
15,1.0407207,1.085105,"('boring', 'funny')",0.8882633,0.87173486,0.62462044,0.6987477,0.8512015,0.8851958,0.0339943
16,0.6597055,0.54764634,"('unpopular', 'popular')",0.37961444,0.31456116,-0.25709808,-0.32859862,0.2607406,0.1778696,-0.082871
17,0.45381558,0.45296595,"('nasty', 'nice')",0.6549345,0.75786436,-0.13125193,-0.09154494,0.3258327,0.3730951,0.0472624
18,0.7713436,0.82505596,"('disagreeable', 'welcoming')",-0.26114118,-0.18476887,-1.1802405,-1.1449946,-0.223346,-0.1682358,0.0551102
19,1.1137693,1.0808202,"('inhospitable', 'hospitable')",0.9972132,0.91921854,0.07389946,0.0030573718,0.728294,0.6676987,-0.0605953
20,-0.11140412,0.0014492348,"('rough', 'thoughtful')",0.19475225,0.18509695,0.44228572,0.47952712,0.1752113,0.2220244,0.0468131
21,-1.6985273,-1.4704342,"('immoral', 'moral')",0.2572724,0.35100448,-0.44665623,-0.34500504,-0.6293037,-0.4881449,0.1411588
22,-0.84775025,-0.6954188,"('untrustworthy', 'trustworthy')",-0.37608534,-0.40294302,-0.41990906,-0.30108726,-0.5479149,-0.466483,0.0814319
23,-1.3928916,-1.1276063,"('insincere', 'sincere')",-1.01133,-1.0118985,5.5817003,5.404863,1.0591596,1.0884527,0.0292931
24,-0.7033192,-0.57880276,"('dishonest', 'honest')",-0.14020154,-0.16455647,1.07593,1.0759959,0.0774697,0.1108789,0.0334092
25,0.6065357,0.4810722,"('egoistic', 'altruistic')",0.9546174,0.8007253,0.9528013,0.9022612,0.8379848,0.7280196,-0.1099652
26,1.0932994,1.115205,"('hardhearted', 'benevolent')",0.70373523,0.5916073,1.3782029,1.2961314,1.0584126,1.0009813,-0.0574313
27,0.7804382,0.80284077,"('hardhearted', 'softhearted')",0.36825395,0.48109442,1.0446101,0.92183274,0.7311007,0.735256,0.0041553
28,-2.4025955,-2.3015778,"('disloyal', 'loyal')",-1.2744714,-1.4008025,0.44671905,0.33563784,-1.0767825,-1.1222475,-0.045465
29,0.50909954,0.47578362,"('unfair', 'fair')",-0.16732958,-0.15558127,-0.20123391,-0.22875388,0.0468454,0.0304828,-0.0163626
30,-1.3874191,-1.1513103,"('intolerant', 'tolerant')",-0.6029077,-0.59247226,0.58542156,0.6073389,-0.4683018,-0.3788145,0.0894873
31,1.4680196,1.3559954,"('evil', 'good')",1.0572944,1.0215529,-1.0025345,-1.0743573,0.5075931,0.434397,-0.0731961
32,-0.9314589,-0.92354286,"('unkind', 'kind')",-0.05312296,-0.17056815,1.2591385,1.123212,0.0915189,0.0097003,-0.0818186
33,1.9426949,1.8696386,"('wrong', 'right')",1.6773764,1.5762222,-0.062195987,-0.02365683,1.1859585,1.1407347,-0.0452238
34,-0.016525127,0.09701323,"('mean', 'honorable')",-0.043857038,0.042768084,4.940562,4.9528775,1.6267265,1.697553,0.0708265
35,2.0322132,1.7877103,"('corrupt', 'incorrupt')",0.83603996,0.7821338,-0.7490379,-0.80492336,0.7064051,0.588307,-0.1180981
36,1.3841898,1.277257,"('hostile', 'amicable')",1.5933219,1.534251,-0.032501005,-0.12168763,0.9816703,0.8966068,-0.0850635
37,0.16832207,0.3114044,"('fake', 'genuine')",0.33290908,0.3537192,0.22703251,0.28445187,0.2427545,0.3165251,0.0737706
38,-0.35420644,-0.34522128,"('untruthful', 'truthful')",0.12877953,0.11036866,0.22218093,0.25502715,-0.001082,0.0067248,0.0078068
39,-0.69096935,-0.5243591,"('exploitative', 'cooperative')",0.09081278,0.078375876,0.58532417,0.6895028,-0.0049441,0.0811732,0.0861173
40,-0.13558748,0.10559537,"('stingy', 'generous')",0.38088635,0.38632163,-2.1348414,-2.1510177,-0.6298475,-0.5530336,0.0768139
41,-0.90042084,-0.6559958,"('unforgiving', 'forgiving')",0.6776758,0.69719386,0.37595236,0.4159757,0.0510691,0.1523913,0.1013222
42,0.65131086,0.73818517,"('unreliable', 'reliable')",1.3617095,1.4658626,-1.9802179,-1.7780726,0.0109341,0.1419917,0.1310576
43,-1.7813786,-1.5607767,"('irresponsible', 'responsible')",-1.1615471,-1.0556788,0.6434363,0.71791255,-0.7664965,-0.6328477,0.1336488
44,-0.00070301816,0.0036567748,"('prejudiced', 'unprejudiced')",-1.01686,-0.9605378,-1.4673054,-1.3830985,-0.8282895,-0.7799932,0.0482963
45,-1.463079,-1.1540607,"('incompetent', 'competent')",-0.56947464,-0.5796838,-0.4592817,-0.49632126,-0.8306118,-0.7433553,0.0872565
46,-2.3818429,-2.0534074,"('uncompetitive', 'competitive')",-1.1508114,-1.0563084,-1.1910589,-1.1161014,-1.574571,-1.4086057,0.1659653
47,-1.1698561,-1.0560944,"('stupid', 'smart')",0.366201,0.38293684,4.9746265,4.9074984,1.3903238,1.4114469,0.0211231
48,-2.0528824,-1.8719285,"('unintelligent', 'intelligent')",-0.97835225,-0.9936821,0.052943245,0.0015783622,-0.9927638,-0.9546774,0.0380864
49,-0.5667564,-0.5621661,"('unable', 'able')",-0.8196927,-0.8013071,-0.48587647,-0.39870217,-0.6241085,-0.5873918,0.0367167
50,0.597948,0.5693423,"('clumsy', 'skillful')",0.22997934,0.10337207,-0.34200686,-0.4252251,0.1619735,0.0824964,-0.0794771
51,-0.4932591,-0.5260472,"('uneducated', 'educated')",0.07730986,-0.01951142,0.5202239,0.43928453,0.0347582,-0.0354247,-0.0701829
52,0.68816566,0.51304203,"('irrational', 'rational')",1.0514066,0.8815832,0.28018868,0.2727239,0.6732537,0.555783,-0.1174707
53,0.39002308,0.5911844,"('uncreative', 'creative')",1.5170485,1.5988235,0.9858868,1.0374963,0.9643195,1.0758348,0.1115153
54,0.68600816,0.6282098,"('incapable', 'capable')",0.9273704,0.8050359,1.1286242,1.1125357,0.9140009,0.8485938,-0.0654071
55,-2.1402574,-1.8539674,"('incompetent', 'clever')",-1.0970131,-1.0369581,0.0045989715,0.03510481,-1.0775572,-0.9519402,0.125617
56,-1.3273942,-1.1793531,"('impractical', 'practical')",0.1462375,0.1847888,0.11584543,0.25656286,-0.3551038,-0.2460005,0.1091033
57,-1.2500935,-0.8117604,"('unimaginative', 'imaginative')",0.8258341,1.0503554,-2.9710069,-2.8408134,-1.1317554,-0.8674061,0.2643493
58,0.42106128,0.7022396,"('undiscriminating', 'discriminating')",0.47146407,0.4597455,0.3001472,0.3614202,0.3975575,0.5078018,0.1102443
59,0.9524692,0.79241323,"('foolish', 'wise')",1.2744077,1.2177131,0.27867478,0.26865602,0.8351839,0.7595941,-0.0755898
60,-2.5815408,-2.3657484,"('inefficient', 'efficient')",-1.6470277,-1.6688513,-0.011995237,0.16731505,-1.4135213,-1.2890949,0.1244264
61,-0.6644228,-0.6724621,"('illogical', 'logical')",0.9374804,0.69702417,0.44750154,0.42656565,0.2401864,0.1503759,-0.0898105
62,-1.5734255,-1.3644677,"('incompetent', 'brilliant')",-0.6422533,-0.6233272,0.02483745,0.10538079,-0.7302804,-0.6274714,0.102809
63,-1.1229537,-0.9995593,"('unperceptive', 'insightful')",0.3420737,0.36179307,0.5437657,0.5673769,-0.0790381,-0.0234631,0.055575
64,0.026286991,-0.05121787,"('shy', 'confident')",-0.028947,-0.091741115,-5.1635623,-4.8784246,-1.722074,-1.6737946,0.0482794
65,-2.0161657,-1.826159,"('insecure', 'secure')",-1.751528,-1.6867645,0.17327726,0.2279229,-1.1981389,-1.0950002,0.1031387
66,1.2875338,1.2169298,"('inactive', 'active')",0.70942396,0.61307466,0.64706767,0.5282038,0.8813418,0.7860694,-0.0952724
67,0.55783576,0.4824895,"('doubtful', 'determined')",0.1291739,0.045123056,-0.005118044,0.02918212,0.2272972,0.1855982,-0.041699
