,schering_male,schering_female,tuple,plough_male,plough_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.943228,-1.0673943,"('unsociable', 'sociable')",-0.89782876,-1.0505663,-0.024313211,-0.1991361,-0.62179,-0.7723655,-0.1505755
1,-1.6261547,-1.7087575,"('unfriendly', 'friendly')",-1.4479502,-1.5151452,1.628811,1.4578197,-0.4817646,-0.5886943,-0.1069297
2,-0.14229885,-0.10501297,"('unlikable', 'likable')",-0.35695022,-0.31428832,0.5104432,0.5689049,0.0037314,0.0498679,0.0461365
3,-1.7081221,-1.6812468,"('repellent', 'pleasant')",-1.3806895,-1.2208397,0.46993977,0.46047333,-0.8729573,-0.8138711,0.0590862
4,-0.061781712,-0.15158501,"('disliked', 'liked')",0.6133987,0.5849644,-7.093409,-7.1816745,-2.1805973,-2.2494318,-0.0688345
5,0.039022297,0.011039412,"('distant', 'outgoing')",0.21409242,0.21893166,-0.111679025,-0.09316003,0.0471452,0.0456037,-0.0015415
6,-0.1894995,-0.19590761,"('distant', 'open')",-0.14262672,-0.05551856,-0.09985555,-0.099366955,-0.1439939,-0.116931,0.0270629
7,-0.68570167,-0.67561746,"('insensitive', 'sensitive')",-0.8832417,-0.83908355,0.15518317,0.15175158,-0.4712534,-0.4543165,0.0169369
8,-0.396752,-0.5265926,"('unaffectionate', 'affectionate')",-0.34897953,-0.4227847,1.0375886,0.96859723,0.0972857,0.0064066,-0.0908791
9,-0.45687988,-0.5646103,"('unaffectionate', 'caring')",-0.68152374,-0.7338651,1.5209674,1.5042837,0.1275212,0.0686028,-0.0589184
10,-1.7919886,-1.8857406,"('unsympathetic', 'sympathetic')",-2.4022486,-2.4108021,-0.56610525,-0.5856193,-1.5867809,-1.6273874,-0.0406065
11,-0.9677707,-0.95679253,"('unhelpful', 'helpful')",-1.2756019,-1.2643142,1.7280005,1.8712739,-0.1717906,-0.116611,0.0551796
12,-0.7232653,-0.68647903,"('unsupportive', 'supportive')",-0.7656921,-0.60437065,-2.223185,-2.234437,-1.2373808,-1.1750956,0.0622852
13,-0.1490725,-0.1897244,"('impolite', 'polite')",0.01885673,-0.07059825,-0.6310304,-0.6107141,-0.2537487,-0.2903456,-0.0365969
14,-0.41586187,-0.38309216,"('antisocial', 'social')",-0.78580654,-0.74386716,-0.34877223,-0.46844593,-0.5168135,-0.5318017,-0.0149882
15,0.57331645,0.49755627,"('boring', 'funny')",0.7399119,0.57381415,0.014346249,0.020020487,0.4425249,0.3637969,-0.078728
16,-0.5012875,-0.55292344,"('unpopular', 'popular')",-0.5943401,-0.5895181,0.6890939,0.5642843,-0.1355112,-0.1927191,-0.0572079
17,-1.198225,-1.0845816,"('nasty', 'nice')",-0.2268833,-0.17078632,-0.34732208,-0.34876144,-0.5908101,-0.5347098,0.0561003
18,-0.7803935,-0.7308645,"('disagreeable', 'welcoming')",-1.1691647,-0.9570228,-0.8119192,-0.8756529,-0.9204925,-0.8545134,0.0659791
19,-0.44534406,-0.44341853,"('inhospitable', 'hospitable')",-0.41741228,-0.3957347,-0.44186428,-0.36538374,-0.4348735,-0.4015123,0.0333612
20,-0.0591081,0.018275054,"('rough', 'thoughtful')",-0.38105294,-0.26080614,0.85593784,0.8934374,0.1385923,0.2169688,0.0783765
21,-0.70958745,-0.67198783,"('immoral', 'moral')",-1.0180568,-1.0138812,-0.7395858,-0.718223,-0.82241,-0.8013639,0.0210461
22,-0.7691514,-0.7360331,"('untrustworthy', 'trustworthy')",-0.9668696,-0.882092,-0.91679454,-0.95528215,-0.8842719,-0.8578024,0.0264695
23,-1.100162,-1.2225811,"('insincere', 'sincere')",-1.250973,-1.2942564,5.9439244,5.936856,1.1975965,1.1400061,-0.0575904
24,-0.5818726,-0.5851696,"('dishonest', 'honest')",-0.8219246,-0.77255535,0.60556346,0.64437264,-0.2660779,-0.2377841,0.0282938
25,-0.054897953,-0.10886888,"('egoistic', 'altruistic')",0.66558,0.5585206,1.2562608,1.1870127,0.6223143,0.5455548,-0.0767595
26,-0.11947921,-0.1954473,"('hardhearted', 'benevolent')",0.006408766,-0.08802392,1.6442301,1.537722,0.5103865,0.4180836,-0.0923029
27,-0.21101041,-0.16825451,"('hardhearted', 'softhearted')",-0.51810664,-0.37821278,1.0807787,0.98127174,0.1172206,0.1449348,0.0277142
28,-1.0007238,-1.1867212,"('disloyal', 'loyal')",-0.808154,-1.0316285,1.0172747,0.9150312,-0.2638677,-0.4344395,-0.1705718
29,-0.59293467,-0.5478291,"('unfair', 'fair')",-0.029809654,0.011268016,-0.45979637,-0.5352541,-0.3608469,-0.3572718,0.0035751
30,-0.24294603,-0.21187845,"('intolerant', 'tolerant')",-0.66319895,-0.6411455,0.5987853,0.5506591,-0.1024532,-0.1007883,0.0016649
