,western_male,western_female,tuple,union_male,union_female,co_male,co_female,average_male,average_female,female-male
0,-0.07164234,-0.22047949,"('unsociable', 'sociable')",0.15255675,0.106600516,-0.44518632,-0.4830215,-0.121424,-0.1989668,-0.0775428
1,0.16906139,0.020628143,"('unfriendly', 'friendly')",0.0233191,-0.094820544,1.9664285,1.9696882,0.719603,0.6318319,-0.0877711
2,1.2054049,1.2543488,"('unlikable', 'likable')",0.64099246,0.7437836,0.6606462,0.85825515,0.8356812,0.9521292,0.116448
3,0.13380016,0.2128384,"('repellent', 'pleasant')",-0.55856806,-0.3498566,0.4070033,0.4637474,-0.0059215,0.1089097,0.1148312
4,-0.37065637,-0.408765,"('disliked', 'liked')",0.5283868,0.42289782,-6.919485,-7.0395823,-2.2539182,-2.3418164,-0.0878982
5,-0.88060665,-0.9160044,"('distant', 'outgoing')",0.40395606,0.340132,-0.22209975,-0.059810672,-0.2329168,-0.2118944,0.0210224
6,-0.97565186,-1.0020965,"('distant', 'open')",0.71001214,0.69941485,0.24383155,0.40484118,-0.0072694,0.0340532,0.0413226
7,0.79616493,0.8182685,"('insensitive', 'sensitive')",-0.2274754,-0.11497993,0.2590252,0.3044656,0.2759049,0.335918,0.0600131
8,-0.6107976,-0.58284485,"('unaffectionate', 'affectionate')",-0.23500766,-0.26083285,0.93116426,0.9306549,0.028453,0.0289924,0.0005394
9,0.4382941,0.39762452,"('unaffectionate', 'caring')",0.25949126,0.30128706,1.252812,1.3058598,0.6501991,0.6682571,0.018058
10,0.3656407,0.46652463,"('unsympathetic', 'sympathetic')",-1.1294297,-0.96008426,-0.24033578,-0.26002917,-0.3347083,-0.2511963,0.083512
11,-0.015785083,0.064791664,"('unhelpful', 'helpful')",-0.44435734,-0.3947383,1.6100632,1.673139,0.3833069,0.4477308,0.0644239
12,0.3670131,0.50933087,"('unsupportive', 'supportive')",-0.21038714,-0.05147953,-2.1182096,-2.0815392,-0.6538612,-0.5412292,0.112632
13,-0.45665976,-0.36090606,"('impolite', 'polite')",-1.0076655,-0.8438164,-0.9806102,-0.9695637,-0.8149785,-0.724762,0.0902165
14,1.4379332,1.3961023,"('antisocial', 'social')",1.032928,1.0899348,-0.29889077,-0.38019413,0.7239901,0.7019477,-0.0220424
15,0.777436,0.63417596,"('boring', 'funny')",1.0361061,0.7829322,0.41583633,0.37539852,0.7431262,0.5975022,-0.145624
16,-1.4672718,-1.5221362,"('unpopular', 'popular')",-1.0345632,-1.1545643,0.22698966,0.12669812,-0.7582817,-0.8500009,-0.0917192
17,-0.31040332,-0.2097708,"('nasty', 'nice')",0.009940239,0.12902509,-0.10334024,-0.086890146,-0.1346011,-0.0558786,0.0787225
18,-0.7360999,-0.45590195,"('disagreeable', 'welcoming')",-0.7793547,-0.47894552,-0.8233964,-0.7125197,-0.779617,-0.5491224,0.2304946
19,-0.4398567,-0.3625603,"('inhospitable', 'hospitable')",-0.14646249,-0.0574497,-0.37693366,-0.18688849,-0.3210843,-0.2022995,0.1187848
20,0.31583014,0.36447644,"('rough', 'thoughtful')",-0.6290744,-0.4915331,0.49521738,0.5349998,0.0606577,0.135981,0.0753233
21,0.60272014,0.74452233,"('immoral', 'moral')",-0.36614183,-0.2087357,-1.1683993,-1.0157633,-0.310607,-0.1599922,0.1506148
22,0.57421935,0.6224683,"('untrustworthy', 'trustworthy')",-0.19541878,-0.14492697,-0.7157109,-0.68040323,-0.1123034,-0.0676206,0.0446828
23,0.7584096,0.8760408,"('insincere', 'sincere')",-0.2730062,-0.15918197,5.66219,5.737301,2.0491978,2.1513866,0.1021888
24,0.508711,0.5837975,"('dishonest', 'honest')",-0.29344362,-0.14490123,0.7315381,0.75420016,0.3156018,0.3976988,0.082097
25,-0.30522996,-0.32617635,"('egoistic', 'altruistic')",0.08463698,0.030884199,1.2912489,1.2267244,0.3568853,0.3104774,-0.0464079
26,1.3721794,1.1522468,"('hardhearted', 'benevolent')",2.8534992,2.6212828,1.9406114,1.8353522,2.0554299,1.8696273,-0.1858026
27,-0.53847766,-0.52517986,"('hardhearted', 'softhearted')",-0.3720889,-0.34744027,0.9974096,0.9168905,0.0289477,0.0147568,-0.0141909
28,0.782063,0.66179526,"('disloyal', 'loyal')",0.14684393,0.022830065,1.0697565,0.9635635,0.6662211,0.5493963,-0.1168248
29,0.5046299,0.42905277,"('unfair', 'fair')",-0.8851007,-0.914534,-0.3576626,-0.4621503,-0.2460445,-0.3158772,-0.0698327
30,0.72238874,0.86622,"('intolerant', 'tolerant')",-0.09059707,0.109901965,0.23535015,0.42667356,0.2890473,0.4675985,0.1785512
31,-0.9282398,-0.9109069,"('evil', 'good')",0.44792557,0.43288487,-0.3814795,-0.3419201,-0.2872646,-0.273314,0.0139506
32,0.5525411,0.50191784,"('unkind', 'kind')",-0.35920188,-0.33401832,0.9350967,0.7762524,0.3761453,0.3147173,-0.061428
33,0.6235489,0.58186066,"('wrong', 'right')",0.43043244,0.38114098,-0.27521008,-0.2902399,0.2595904,0.2242539,-0.0353365
34,-0.1263065,0.055948544,"('mean', 'honorable')",-0.13199693,0.09243013,5.046328,5.3429756,1.5960081,1.8304515,0.2344434
35,-1.1622382,-1.3874755,"('corrupt', 'incorrupt')",-0.16626953,-0.4689035,-0.07723625,-0.20835759,-0.4685814,-0.6882455,-0.2196641
36,-1.1835095,-1.3658707,"('hostile', 'amicable')",0.6395188,0.3917677,0.29333332,0.20129395,-0.0835524,-0.257603,-0.1740506
37,1.0383086,1.0591736,"('fake', 'genuine')",-0.14583448,-0.07196923,0.23057145,0.26803523,0.3743486,0.4184132,0.0440646
38,0.23232885,0.22878423,"('untruthful', 'truthful')",-0.006869735,-0.037968732,-0.052665155,0.09760069,0.057598,0.0961387,0.0385407
39,1.7140191,1.8084836,"('exploitative', 'cooperative')",0.5575271,0.71257424,0.39968446,0.46790826,0.8904102,0.996322,0.1059118
40,0.6295625,0.6473651,"('stingy', 'generous')",-0.0075448975,0.043846335,-2.2270236,-2.3255491,-0.535002,-0.5447792,-0.0097772
41,0.56106925,0.6318337,"('unforgiving', 'forgiving')",-0.14049253,-0.096500374,0.39242908,0.39952844,0.2710019,0.3116206,0.0406187
42,1.1840093,1.3191456,"('unreliable', 'reliable')",0.2680195,0.5304667,-2.6661098,-2.6325026,-0.4046937,-0.2609634,0.1437303
43,0.6394235,0.7705641,"('irresponsible', 'responsible')",0.17591873,0.39235038,0.27974755,0.4515731,0.3650299,0.5381625,0.1731326
44,0.40048397,0.45008186,"('prejudiced', 'unprejudiced')",-0.18845768,-0.084574945,-0.9528275,-1.0023599,-0.2469337,-0.2122843,0.0346494
45,0.7583734,0.74017733,"('incompetent', 'competent')",0.481926,0.56959975,-0.17881964,-0.19794188,0.3538266,0.3706117,0.0167851
46,0.0792315,0.14575097,"('uncompetitive', 'competitive')",-0.6371927,-0.5442438,-1.4280317,-1.4143904,-0.6619976,-0.6042944,0.0577032
47,0.4122735,0.49169582,"('stupid', 'smart')",0.19561033,0.31884092,5.1223803,5.3740373,1.9100881,2.0615247,0.1514366
48,-0.14787652,-0.11727356,"('unintelligent', 'intelligent')",-1.8546468,-1.8473756,-0.5181253,-0.45463803,-0.8402162,-0.8064291,0.0337871
49,-0.8226841,-0.6059225,"('unable', 'able')",-0.48804963,-0.3879315,-0.76469773,-0.6062603,-0.6918105,-0.5333714,0.1584391
50,-0.8428019,-0.8128602,"('clumsy', 'skillful')",-0.8948471,-1.0490081,-0.3348801,-0.36915383,-0.690843,-0.743674,-0.052831
51,-0.23926711,-0.29216146,"('uneducated', 'educated')",-1.2322754,-1.2578348,-0.27035314,-0.38892537,-0.5806319,-0.6463072,-0.0656753
52,-0.19327277,-0.3803581,"('irrational', 'rational')",0.5721903,0.32019782,0.37765884,0.27256805,0.2521921,0.0708026,-0.1813895
53,-0.030437801,-0.026750738,"('uncreative', 'creative')",-1.8166809,-1.7823203,0.588237,0.5842428,-0.4196273,-0.408276,0.0113513
54,-0.09951955,-0.14956573,"('incapable', 'capable')",-0.13125512,-0.16716148,0.8669259,0.8679376,0.2120504,0.1837368,-0.0283136
55,0.0210223,0.17624216,"('incompetent', 'clever')",-1.9273441,-1.74327,-0.4557866,-0.38355422,-0.7873694,-0.650194,0.1371754
56,1.3948375,1.48706,"('impractical', 'practical')",1.4063865,1.5605227,-0.43902707,-0.3671299,0.787399,0.8934843,0.1060853
57,0.13637516,0.04895851,"('unimaginative', 'imaginative')",-0.72557163,-0.7429135,-3.1575623,-3.2064252,-1.2489196,-1.3001267,-0.0512071
58,1.0310591,0.96216154,"('undiscriminating', 'discriminating')",0.37581578,0.34875458,0.08494359,0.14804313,0.4972728,0.4863198,-0.010953
59,0.32626948,0.22428964,"('foolish', 'wise')",1.2856765,1.1105468,0.33426455,0.37064335,0.6487368,0.5684933,-0.0802435
60,0.16856104,0.37790954,"('inefficient', 'efficient')",-1.3138515,-0.9630533,-0.8451359,-0.5560349,-0.6634754,-0.3803929,0.2830825
61,0.108800456,-0.040365573,"('illogical', 'logical')",-0.68453765,-0.81486905,-0.053295948,-0.13887325,-0.2096777,-0.3313693,-0.1216916
62,0.8126251,0.9641134,"('incompetent', 'brilliant')",-0.45786268,-0.21209724,-0.44113895,-0.2553143,-0.0287922,0.1655673,0.1943595
63,0.40590578,0.4728918,"('unperceptive', 'insightful')",-0.28905526,-0.19440225,-0.28779006,-0.08220585,-0.0569798,0.0654279,0.1224077
64,-0.1632075,-0.138744,"('shy', 'confident')",-0.11606163,-0.110943794,-6.3136263,-6.3232965,-2.1976318,-2.1909947,0.0066371
65,0.8423409,0.7358119,"('insecure', 'secure')",-0.13510008,-0.25254923,0.0079794675,-0.025502387,0.2384068,0.1525868,-0.08582
66,0.6032451,0.44005284,"('inactive', 'active')",-0.015014285,-0.08453848,0.6062271,0.5373888,0.3981526,0.2976344,-0.1005182
67,0.25592205,0.253707,"('doubtful', 'determined')",1.1046649,1.1576387,-0.5232919,-0.43624672,0.2790984,0.325033,0.0459346
68,-0.18221934,-0.1967858,"('dependent', 'independent')",-0.64053714,-0.7284526,-1.9090937,-1.8266627,-0.9106167,-0.9173004,-0.0066837
69,-0.04228961,-0.08740537,"('lazy', 'industrious')",1.290953,1.2992753,-0.7541028,-0.67184156,0.1648535,0.1800095,0.015156
70,0.80533266,0.8135786,"('lethargic', 'energetic')",-0.5945341,-0.38587612,0.28461018,0.28561097,0.1651362,0.2377712,0.072635
71,0.62628585,0.5410818,"('diffident', 'self-confident')",1.1128314,1.1442446,0.75457513,0.7584133,0.8312308,0.8145799,-0.0166509
72,0.26617426,0.22672373,"('unambitious', 'ambitious')",-0.11187297,-0.107229225,-0.27261662,-0.21053462,-0.0394384,-0.0303467,0.0090917
73,0.7067205,0.70725167,"('helpless', 'self-reliant')",1.1980072,1.184244,-3.2638645,-3.2697651,-0.4530456,-0.4594231,-0.0063775
74,0.66366374,0.71308285,"('undedicated', 'dedicated')",0.9587081,1.1119808,-0.059270643,0.011001844,0.5210338,0.6120218,0.090988
75,-0.49478996,-0.5811762,"('meek', 'impulsive')",-0.47531715,-0.5644827,-0.3206852,-0.3091902,-0.4302641,-0.4849497,-0.0546856
76,0.45750967,0.7084527,"('anxious', 'daring')",-1.1491659,-0.8310105,-0.3203989,-0.27719584,-0.3373517,-0.1332512,0.2041005
77,-1.2470816,-1.180252,"('unmotivated', 'motivated')",-1.5662602,-1.4912068,-1.4932612,-1.3531845,-1.4355343,-1.3415476,0.0939867
78,-0.7517805,-0.72062093,"('nonresilient', 'resilient')",-0.5920121,-0.6974312,-0.42643523,-0.31247735,-0.590076,-0.5768432,0.0132328
79,-0.24246588,-0.29282475,"('wavering', 'unwavering')",0.95525515,0.7631413,-0.04057747,-0.02521282,0.2240706,0.1483679,-0.0757027
80,0.75290895,0.66145974,"('dominated', 'dominating')",0.02702407,-0.052444927,-0.86794513,-0.96302474,-0.0293374,-0.1180033,-0.0886659
81,0.04073208,-0.055118106,"('submissive', 'aggressive')",-1.0459728,-0.9940863,-1.0410882,-1.0807182,-0.6821097,-0.7099742,-0.0278645
82,-0.21446258,-0.19448535,"('poor', 'rich')",-1.4297428,-1.4325378,5.986215,5.984642,1.4473365,1.4525396,0.0052031
83,0.3871361,0.4097729,"('powerless', 'powerful')",-0.40271592,-0.4084574,-1.2896279,-1.2497056,-0.4350692,-0.41613,0.0189392
84,0.094238564,0.0018716222,"('inferior', 'superior')",-0.048593894,-0.21497579,-0.02075469,-0.05733123,0.0082967,-0.0901451,-0.0984418
85,-0.7956013,-0.82250345,"('insignificant', 'prestigious')",-0.17653504,-0.29604825,-0.21498623,-0.21284172,-0.3957075,-0.4437978,-0.0480903
86,-0.3188575,-0.4452581,"('uninfluential', 'influential')",-0.52582854,-0.59291375,-0.44812945,-0.5335587,-0.4309385,-0.5239102,-0.0929717
87,-0.07500461,-0.23859583,"('unsuccessful', 'successful')",-0.15001824,-0.38147157,0.007624928,-0.082777664,-0.072466,-0.2342817,-0.1618157
88,-0.56641,-0.6511968,"('low', 'eminent')",-1.0061702,-1.0632509,-0.55961275,-0.6058253,-0.710731,-0.7734243,-0.0626933
