,gain_male,gain_female,tuple,average_male,average_female,female-male
0,0.14900436,0.053379565,"('unsociable', 'sociable')",0.1490044,0.0533796,-0.0956248
1,1.2972119,1.3389392,"('unfriendly', 'friendly')",1.2972119,1.3389392,0.0417273
2,-0.052130934,0.055142317,"('unlikable', 'likable')",-0.0521309,0.0551423,0.1072732
3,0.9343045,1.0811,"('repellent', 'pleasant')",0.9343045,1.0811,0.1467955
4,-7.058023,-7.144072,"('disliked', 'liked')",-7.058023,-7.1440721,-0.0860491
5,-0.68072134,-0.4905926,"('distant', 'outgoing')",-0.6807213,-0.4905926,0.1901287
6,-0.4436633,-0.26003313,"('distant', 'open')",-0.4436633,-0.2600331,0.1836302
7,1.0990995,1.181586,"('insensitive', 'sensitive')",1.0990995,1.181586,0.0824865
8,1.413356,1.3806317,"('unaffectionate', 'affectionate')",1.4133559,1.3806317,-0.0327242
9,2.077997,2.1846795,"('unaffectionate', 'caring')",2.077997,2.1846795,0.1066825
10,1.315262,1.290748,"('unsympathetic', 'sympathetic')",1.315262,1.290748,-0.024514
11,2.0550685,2.1098588,"('unhelpful', 'helpful')",2.0550685,2.1098588,0.0547903
12,-1.2528131,-1.0673617,"('unsupportive', 'supportive')",-1.2528131,-1.0673617,0.1854514
13,0.0017372668,-0.06282058,"('impolite', 'polite')",0.0017373,-0.0628206,-0.0645579
14,0.25221485,0.20456758,"('antisocial', 'social')",0.2522148,0.2045676,-0.0476472
15,0.30033734,0.23282187,"('boring', 'funny')",0.3003373,0.2328219,-0.0675154
16,-0.8567977,-0.72704136,"('unpopular', 'popular')",-0.8567977,-0.7270414,0.1297563
17,-0.28563458,-0.18812618,"('nasty', 'nice')",-0.2856346,-0.1881262,0.0975084
18,-0.3909731,-0.37870443,"('disagreeable', 'welcoming')",-0.3909731,-0.3787044,0.0122687
19,-0.68654996,-0.4163221,"('inhospitable', 'hospitable')",-0.68655,-0.4163221,0.2702279
20,0.6130487,0.43785828,"('rough', 'thoughtful')",0.6130487,0.4378583,-0.1751904
21,0.16072452,0.3283343,"('immoral', 'moral')",0.1607245,0.3283343,0.1676098
22,-0.5693836,-0.3986244,"('untrustworthy', 'trustworthy')",-0.5693836,-0.3986244,0.1707592
