,dupont_male,dupont_female,tuple,de_male,de_female,nemours_male,nemours_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.514118,-0.61672217,"('unsociable', 'sociable')",0.1880227,-0.05351097,-1.7869639,-1.9636416,-0.6426144,-0.8480029,-0.6889184,-0.8704695,-0.1815511
1,1.2899904,1.227538,"('unfriendly', 'friendly')",-0.94143075,-1.0432706,-0.23782638,-0.2717919,1.383971,1.3329602,0.3736761,0.3113589,-0.0623172
2,0.470377,0.4706047,"('unlikable', 'likable')",1.6130434,1.6726369,1.1039057,1.1538253,0.822775,0.96277833,1.0025253,1.0649613,0.062436
3,-0.92094463,-0.85413045,"('repellent', 'pleasant')",-0.6440812,-0.6464158,-1.17684,-1.1378773,0.32496586,0.32353723,-0.6042249,-0.5787215,0.0255034
4,-0.51937205,-0.59485537,"('disliked', 'liked')",-0.022341864,0.04865477,0.36260894,0.3561443,-6.0067234,-6.0109997,-1.5464571,-1.550264,-0.0038069
5,0.987037,0.9358553,"('distant', 'outgoing')",-0.023324583,0.04847709,1.1762143,1.1890738,-0.07192397,-0.014049355,0.5170007,0.5398392,0.0228385
6,0.8968718,0.86966336,"('distant', 'open')",-0.0064199977,0.06504645,1.2584726,1.2621033,0.38723418,0.44451067,0.6340396,0.660331,0.0262914
7,-0.79661906,-0.7737692,"('insensitive', 'sensitive')",-0.79552275,-0.8501039,-2.5445693,-2.5955377,0.015157459,-0.014054585,-1.0303885,-1.0583664,-0.0279779
8,1.4515551,1.3948761,"('unaffectionate', 'affectionate')",0.26614118,0.2879228,0.70919657,0.6701377,0.64490676,0.64476967,0.7679499,0.7494265,-0.0185234
9,1.4857208,1.4462725,"('unaffectionate', 'caring')",-0.49182135,-0.5752239,-0.11381472,-0.18810499,1.0093498,1.0017791,0.4723586,0.4211807,-0.0511779
10,-0.3862348,-0.40741673,"('unsympathetic', 'sympathetic')",-0.96835095,-1.0554785,-2.6012514,-2.6852264,-0.32205904,-0.45866928,-1.0694741,-1.1516978,-0.0822237
11,-1.0217131,-1.0175114,"('unhelpful', 'helpful')",0.0043731704,-0.0672517,-1.1799606,-1.2078027,1.770721,1.7712483,-0.1066449,-0.1303294,-0.0236845
12,0.49197447,0.5225693,"('unsupportive', 'supportive')",-0.19477418,-0.048617188,-0.99017817,-1.0373921,-1.858126,-1.82809,-0.637776,-0.5978825,0.0398935
13,-1.4350125,-1.4828736,"('impolite', 'polite')",-0.74976,-0.8156751,-1.8271858,-1.888587,-0.73011416,-0.79392517,-1.185518,-1.2452652,-0.0597472
14,-0.38258094,-0.4362955,"('antisocial', 'social')",0.22919579,0.2530805,-2.3281178,-2.3765159,-0.56035924,-0.6690753,-0.7604656,-0.8072016,-0.046736
15,-0.17892197,-0.26538712,"('boring', 'funny')",-0.10338078,-0.13113303,-0.23176236,-0.19633764,0.49013597,0.50201076,-0.0059823,-0.0227118,-0.0167295
16,-0.08483003,-0.09615863,"('unpopular', 'popular')",0.38722134,0.40467244,1.0616297,1.0522889,0.8416588,0.7739588,0.5514199,0.5336903,-0.0177296
17,-0.8238158,-0.7933574,"('nasty', 'nice')",-0.17631665,-0.13684103,-0.27087772,-0.20770268,-0.20582408,-0.16805516,-0.3692086,-0.3264891,0.0427195
18,-0.38443524,-0.39436296,"('disagreeable', 'welcoming')",-0.1335934,-0.07745555,-0.21118455,-0.24327238,-0.5594355,-0.57033,-0.3221622,-0.3213552,0.000807
19,-0.28283763,-0.241941,"('inhospitable', 'hospitable')",-0.5211826,-0.44044256,-0.060179748,0.031662665,-0.1890028,-0.06593089,-0.2633007,-0.1791629,0.0841378
20,1.100138,1.1295124,"('rough', 'thoughtful')",1.1024351,1.1869463,0.29398945,0.28700763,1.5246073,1.4434265,1.0052924,1.0117232,0.0064308
21,-0.6779374,-0.7212406,"('immoral', 'moral')",0.10629703,-0.019193241,-2.1511645,-2.1771703,-0.7421702,-0.86733603,-0.8662438,-0.946235,-0.0799912
22,-0.7209636,-0.79364544,"('untrustworthy', 'trustworthy')",0.14621302,0.14497419,-1.0165498,-1.0877593,-0.88983214,-0.9706974,-0.6202831,-0.676782,-0.0564989
23,-0.008244939,-0.047520068,"('insincere', 'sincere')",-0.6620646,-0.8598281,-1.6583024,-1.7102259,5.042315,4.9516444,0.6784258,0.5835176,-0.0949082
24,-0.56193936,-0.6040951,"('dishonest', 'honest')",-1.1941472,-1.2336729,-1.4318792,-1.526246,0.63040924,0.5696547,-0.6393892,-0.6985898,-0.0592006
25,1.9683176,1.9386952,"('egoistic', 'altruistic')",0.4215027,0.34255975,0.8499738,0.8245995,1.5258886,1.5142798,1.1914207,1.1550336,-0.0363871
26,1.6049011,1.5696592,"('hardhearted', 'benevolent')",-0.4471825,-0.37318194,0.11646815,0.09625385,1.4285632,1.3726459,0.6756875,0.6663443,-0.0093432
27,-0.642339,-0.6326704,"('hardhearted', 'softhearted')",-0.44835678,-0.32462394,-0.42337558,-0.47122073,0.9240718,0.873009,-0.1474999,-0.1388765,0.0086234
28,0.5589819,0.41649526,"('disloyal', 'loyal')",-0.55804825,-0.68824565,-0.9265991,-1.1145844,0.78579056,0.65779936,-0.0349687,-0.1821339,-0.1471652
29,-0.673505,-0.7167708,"('unfair', 'fair')",0.4637521,0.46674088,0.26883048,0.2627681,-0.5002111,-0.6068823,-0.1102834,-0.148536,-0.0382526
30,-0.5801745,-0.6036979,"('intolerant', 'tolerant')",-1.2441332,-1.2501515,-2.0495946,-2.1074321,1.129125,1.0308225,-0.6861943,-0.7326148,-0.0464205
31,0.54263896,0.6545576,"('evil', 'good')",-0.42382202,-0.32624477,1.407408,1.5318867,-1.0332465,-1.0013946,0.1232446,0.2147012,0.0914566
32,0.43788737,0.37879702,"('unkind', 'kind')",0.04544137,-0.024485648,-0.9323484,-0.9971699,0.9588786,0.8267452,0.1274647,0.0459717,-0.081493
33,1.0443956,0.9622338,"('wrong', 'right')",0.19347109,0.24825336,1.4492513,1.3867365,-0.3047996,-0.28885022,0.5955796,0.5770934,-0.0184862
34,0.22742483,0.33190826,"('mean', 'honorable')",-0.54572976,-0.5324172,-0.3789783,-0.2869618,5.6284666,5.697268,1.2327958,1.3024493,0.0696535
35,0.087426424,-0.008833537,"('corrupt', 'incorrupt')",-0.22056426,-0.085810795,2.8579826,2.8883865,0.10324915,0.052409492,0.7070234,0.7115379,0.0045145
36,0.44969198,0.45035347,"('hostile', 'amicable')",-0.83831537,-0.8656446,1.4042225,1.3977708,0.32643527,0.1873658,0.3355086,0.2924614,-0.0430472
37,-0.3029282,-0.31593975,"('fake', 'genuine')",-0.30382574,-0.17763428,-0.44973826,-0.42951328,0.16909057,0.21373883,-0.2218504,-0.1773371,0.0445133
38,0.27472156,0.23801315,"('untruthful', 'truthful')",-0.52599216,-0.52866876,-0.17121567,-0.21332139,0.07313412,0.0928471,-0.087338,-0.1027825,-0.0154445
39,0.35102174,0.41270304,"('exploitative', 'cooperative')",0.7248235,0.78436244,-0.27531797,-0.225856,0.23161763,0.2460989,0.2580362,0.3043271,0.0462909
40,0.7340945,0.65238315,"('stingy', 'generous')",0.83470905,0.7312751,0.41889885,0.25072145,-1.5023416,-1.6490058,0.1213402,-0.0036565,-0.1249967
41,0.04261909,0.057178035,"('unforgiving', 'forgiving')",0.6424369,0.545703,-0.44524667,-0.49902537,-0.18563479,-0.28393975,0.0135436,-0.045021,-0.0585646
42,-0.036354557,-0.044782452,"('unreliable', 'reliable')",0.8591106,1.1264147,-0.44904652,-0.4139628,-3.1992166,-3.0788205,-0.7063768,-0.6027877,0.1035891
43,-0.44955093,-0.4121669,"('irresponsible', 'responsible')",0.39817217,0.48590553,-1.7837144,-1.7597331,0.36879048,0.40728992,-0.3665757,-0.3196761,0.0468996
44,-1.1883903,-1.1728035,"('prejudiced', 'unprejudiced')",0.16236487,0.2133981,0.47371405,0.4956635,-1.3517233,-1.2904886,-0.4760087,-0.4385576,0.0374511
45,-1.3204718,-1.3130747,"('incompetent', 'competent')",-0.21738602,-0.29257914,-1.9058652,-1.94133,-0.36418587,-0.44067857,-0.9519772,-0.9969156,-0.0449384
46,-0.8091748,-0.79088557,"('uncompetitive', 'competitive')",-0.09597941,-0.14143926,-2.8366382,-2.9621794,-0.6794066,-0.80468833,-1.1052997,-1.1747981,-0.0694984
47,0.3435262,0.39759195,"('stupid', 'smart')",-0.061165087,-0.009175688,0.18365294,0.25423285,5.0591063,5.141771,1.3812801,1.446105,0.0648249
48,-0.76646054,-0.80919737,"('unintelligent', 'intelligent')",-0.86621386,-1.0098476,-1.7498057,-1.8382672,0.53724176,0.42792267,-0.7113096,-0.8073474,-0.0960378
49,-0.28364316,-0.20817165,"('unable', 'able')",-0.15099293,0.122640595,-0.91703814,-0.83313185,0.016219534,0.11096692,-0.3338637,-0.201924,0.1319397
50,-0.5522362,-0.5517183,"('clumsy', 'skillful')",0.6739304,0.9237331,0.7009673,0.79335165,0.2164917,0.2506141,0.2597883,0.3539951,0.0942068
51,-0.58013016,-0.635168,"('uneducated', 'educated')",0.5343363,0.49515334,-1.2660059,-1.3118834,-0.0914453,-0.18623495,-0.3508113,-0.4095333,-0.058722
52,-0.06362502,-0.18228513,"('irrational', 'rational')",0.74961823,0.5692468,1.1328347,1.0944533,0.47531462,0.41124496,0.5735356,0.473165,-0.1003706
53,1.4915587,1.3989792,"('uncreative', 'creative')",0.47428828,0.44938636,-0.010515591,-0.07785061,0.838522,0.7894491,0.6984634,0.639991,-0.0584724
54,0.7655356,0.7225852,"('incapable', 'capable')",0.3618035,0.28714818,0.43140444,0.36020437,1.2084111,1.2694483,0.6917887,0.6598465,-0.0319422
55,-0.3787931,-0.37931228,"('incompetent', 'clever')",0.4492482,0.29797214,-1.98017,-2.0785444,0.08638494,-0.04375076,-0.4558325,-0.5509088,-0.0950763
56,0.7538057,0.71220505,"('impractical', 'practical')",1.0727805,1.0621802,-1.1402828,-1.1415323,-0.15031779,-0.19695173,0.1339964,0.1089753,-0.0250211
