,cameron_male,cameron_female,tuple,international_male,international_female,corp_male,corp_female,average_male,average_female,female-male
0,1.1400005,1.117084,"('unsociable', 'sociable')",-0.41308036,-0.49644664,-0.51505005,-0.6031545,0.0706234,0.0058276,-0.0647958
1,1.1153517,1.0225563,"('unfriendly', 'friendly')",0.3516866,0.19840983,1.3179442,1.2026476,0.9283275,0.8078712,-0.1204563
2,1.989539,2.0320644,"('unlikable', 'likable')",1.5861431,1.6525961,0.8085977,0.8336401,1.4614266,1.5061002,0.0446736
3,-0.6103295,-0.43720338,"('repellent', 'pleasant')",-0.6623419,-0.59884244,0.7580996,0.784164,-0.1715239,-0.0839606,0.0875633
4,-0.012329161,-0.097265504,"('disliked', 'liked')",0.30377576,0.24740717,-6.5627294,-6.778909,-2.0904276,-2.2095892,-0.1191616
5,0.15666968,0.1131155,"('distant', 'outgoing')",0.55111325,0.5411828,-0.38849044,-0.43660864,0.1064308,0.0725632,-0.0338676
6,-0.030801192,-0.070362374,"('distant', 'open')",0.4168135,0.37491214,-0.35890532,-0.42854506,0.0090357,-0.0413318,-0.0503675
7,1.0370778,1.0546558,"('insensitive', 'sensitive')",-0.2929671,-0.35060853,0.3166257,0.32586783,0.3535788,0.343305,-0.0102738
8,1.7484931,1.7311357,"('unaffectionate', 'affectionate')",0.19309203,0.0843399,0.50826,0.4397926,0.816615,0.751756,-0.064859
9,2.8075986,2.7678375,"('unaffectionate', 'caring')",0.35794532,0.25381154,1.0010808,0.9818713,1.388875,1.3345068,-0.0543682
10,0.21012512,0.23949103,"('unsympathetic', 'sympathetic')",-1.6123745,-1.6418551,-0.9697604,-0.9951475,-0.7906699,-0.7991706,-0.0085007
11,0.28598255,0.3306082,"('unhelpful', 'helpful')",-0.29095638,-0.29424906,1.4506855,1.4918065,0.4819039,0.5093885,0.0274846
12,2.9155116,3.0023954,"('unsupportive', 'supportive')",0.06013166,0.109234095,-2.1018796,-2.1184094,0.2912545,0.3310734,0.0398189
13,-0.042924125,-0.026655965,"('impolite', 'polite')",0.22455578,0.2465012,-1.2104155,-1.1676604,-0.3429279,-0.3159384,0.0269895
14,0.899781,0.93153834,"('antisocial', 'social')",0.5975837,0.62215257,0.09887278,0.029286116,0.5320792,0.527659,-0.0044202
15,0.54455155,0.40328288,"('boring', 'funny')",0.56050074,0.47134107,0.02579761,0.004268877,0.3769499,0.2929643,-0.0839856
16,-1.8390993,-1.8306496,"('unpopular', 'popular')",0.23946252,0.19216716,0.26988858,0.15126279,-0.4432494,-0.4957399,-0.0524905
17,-0.184019,-0.15346713,"('nasty', 'nice')",-1.132301,-1.1036565,-0.57210946,-0.49845552,-0.6294765,-0.5851931,0.0442834
