,sidestream_male,sidestream_female,tuple,average_male,average_female,female-male
0,-0.3015903,-0.33901283,"('unsociable', 'sociable')",-0.3015903,-0.3390128,-0.0374225
1,0.5676221,0.5834233,"('unfriendly', 'friendly')",0.5676221,0.5834233,0.0158012
2,0.06602212,0.104151726,"('unlikable', 'likable')",0.0660221,0.1041517,0.0381296
3,-0.41634512,-0.29321158,"('repellent', 'pleasant')",-0.4163451,-0.2932116,0.1231335
4,-4.31668,-4.37993,"('disliked', 'liked')",-4.31668,-4.37993,-0.06325
5,-0.35867107,-0.31376502,"('distant', 'outgoing')",-0.3586711,-0.313765,0.0449061
6,-0.07332302,0.05054506,"('distant', 'open')",-0.073323,0.0505451,0.1238681
7,0.32736754,0.39463446,"('insensitive', 'sensitive')",0.3273675,0.3946345,0.067267
8,0.33393404,0.2958579,"('unaffectionate', 'affectionate')",0.333934,0.2958579,-0.0380761
9,0.5443982,0.5496428,"('unaffectionate', 'caring')",0.5443982,0.5496428,0.0052446
10,-0.6474704,-0.52395475,"('unsympathetic', 'sympathetic')",-0.6474704,-0.5239547,0.1235157
11,1.1831615,1.2275798,"('unhelpful', 'helpful')",1.1831615,1.2275798,0.0444183
12,-0.89501417,-0.7536613,"('unsupportive', 'supportive')",-0.8950142,-0.7536613,0.1413529
13,-0.33028418,-0.37689704,"('impolite', 'polite')",-0.3302842,-0.376897,-0.0466128
14,0.07793008,0.08149107,"('antisocial', 'social')",0.0779301,0.0814911,0.003561
15,0.56834066,0.5221663,"('boring', 'funny')",0.5683407,0.5221663,-0.0461744
16,-0.53414744,-0.5698802,"('unpopular', 'popular')",-0.5341474,-0.5698802,-0.0357328
17,-0.36180446,-0.28601885,"('nasty', 'nice')",-0.3618045,-0.2860188,0.0757857
18,-0.622715,-0.60777193,"('disagreeable', 'welcoming')",-0.622715,-0.6077719,0.0149431
19,-0.4666398,-0.38724536,"('inhospitable', 'hospitable')",-0.4666398,-0.3872454,0.0793944
20,0.24233179,0.26800022,"('rough', 'thoughtful')",0.2423318,0.2680002,0.0256684
21,-0.35001612,-0.3121332,"('immoral', 'moral')",-0.3500161,-0.3121332,0.0378829
22,0.19823793,0.27233857,"('untrustworthy', 'trustworthy')",0.1982379,0.2723386,0.0741007
23,3.255621,3.3512495,"('insincere', 'sincere')",3.255621,3.3512495,0.0956285
24,0.81334114,0.8363216,"('dishonest', 'honest')",0.8133411,0.8363216,0.0229805
25,0.61375856,0.5462456,"('egoistic', 'altruistic')",0.6137586,0.5462456,-0.067513
26,0.22736491,0.19336313,"('hardhearted', 'benevolent')",0.2273649,0.1933631,-0.0340018
27,0.8704693,0.8284073,"('hardhearted', 'softhearted')",0.8704693,0.8284073,-0.042062
28,0.28991008,0.20348942,"('disloyal', 'loyal')",0.2899101,0.2034894,-0.0864207
29,-0.2745348,-0.2807703,"('unfair', 'fair')",-0.2745348,-0.2807703,-0.0062355
30,0.92181426,0.91337955,"('intolerant', 'tolerant')",0.9218143,0.9133795,-0.0084348
31,-0.686569,-0.5665656,"('evil', 'good')",-0.686569,-0.5665656,0.1200034
32,0.39986828,0.3562562,"('unkind', 'kind')",0.3998683,0.3562562,-0.0436121
33,0.18089336,0.09747024,"('wrong', 'right')",0.1808934,0.0974702,-0.0834232
34,2.9077046,3.1000144,"('mean', 'honorable')",2.9077046,3.1000144,0.1923098
35,-0.24891883,-0.33047602,"('corrupt', 'incorrupt')",-0.2489188,-0.330476,-0.0815572
36,-0.34513417,-0.35264882,"('hostile', 'amicable')",-0.3451342,-0.3526488,-0.0075146
37,0.47940683,0.5792456,"('fake', 'genuine')",0.4794068,0.5792456,0.0998388
38,0.28647226,0.3097381,"('untruthful', 'truthful')",0.2864723,0.3097381,0.0232658
39,0.79157835,0.7747588,"('exploitative', 'cooperative')",0.7915784,0.7747588,-0.0168196
40,-1.4008234,-1.3755263,"('stingy', 'generous')",-1.4008234,-1.3755263,0.0252971
41,0.1698521,0.2662145,"('unforgiving', 'forgiving')",0.1698521,0.2662145,0.0963624
42,-1.385628,-1.2714937,"('unreliable', 'reliable')",-1.385628,-1.2714937,0.1141343
43,0.51253957,0.65772164,"('irresponsible', 'responsible')",0.5125396,0.6577216,0.145182
44,-0.35313356,-0.35149485,"('prejudiced', 'unprejudiced')",-0.3531336,-0.3514948,0.0016388
45,-0.29608425,-0.098767444,"('incompetent', 'competent')",-0.2960843,-0.0987674,0.1973169
46,-0.601528,-0.5645195,"('uncompetitive', 'competitive')",-0.601528,-0.5645195,0.0370085
47,3.2936194,3.3486645,"('stupid', 'smart')",3.2936194,3.3486645,0.0550451
48,-0.12072417,-0.09651299,"('unintelligent', 'intelligent')",-0.1207242,-0.096513,0.0242112
49,-0.21561615,-0.11887443,"('unable', 'able')",-0.2156162,-0.1188744,0.0967418
50,-0.11177577,-0.11634998,"('clumsy', 'skillful')",-0.1117758,-0.11635,-0.0045742
51,-0.75613546,-0.7815704,"('uneducated', 'educated')",-0.7561355,-0.7815704,-0.0254349
52,-0.5296582,-0.6840776,"('irrational', 'rational')",-0.5296582,-0.6840776,-0.1544194
53,-0.38006184,-0.41448992,"('uncreative', 'creative')",-0.3800618,-0.4144899,-0.0344281
54,0.26649255,0.27288237,"('incapable', 'capable')",0.2664925,0.2728824,0.0063899
55,0.5245215,0.6035932,"('incompetent', 'clever')",0.5245215,0.6035932,0.0790717
56,0.58060104,0.63983655,"('impractical', 'practical')",0.580601,0.6398365,0.0592355
57,-2.084953,-2.0445707,"('unimaginative', 'imaginative')",-2.0849531,-2.0445707,0.0403824
58,-0.2042336,-0.15015571,"('undiscriminating', 'discriminating')",-0.2042336,-0.1501557,0.0540779
59,0.02436141,0.004820397,"('foolish', 'wise')",0.0243614,0.0048204,-0.019541
60,0.64978194,0.6823903,"('inefficient', 'efficient')",0.6497819,0.6823903,0.0326084
61,0.4423593,0.32914314,"('illogical', 'logical')",0.4423593,0.3291431,-0.1132162
62,-0.0599726,0.07129435,"('incompetent', 'brilliant')",-0.0599726,0.0712944,0.131267
63,0.14804147,0.2753567,"('unperceptive', 'insightful')",0.1480415,0.2753567,0.1273152
64,-3.9486647,-4.0123944,"('shy', 'confident')",-3.9486647,-4.0123944,-0.0637297
65,0.15251254,0.11240356,"('insecure', 'secure')",0.1525125,0.1124036,-0.0401089
66,-0.74438494,-0.71320504,"('inactive', 'active')",-0.7443849,-0.713205,0.0311799
67,0.26123738,0.2501012,"('doubtful', 'determined')",0.2612374,0.2501012,-0.0111362
68,0.004549699,-0.067561075,"('dependent', 'independent')",0.0045497,-0.0675611,-0.0721108
69,-0.60593176,-0.60263747,"('lazy', 'industrious')",-0.6059318,-0.6026375,0.0032943
70,0.3694538,0.45951906,"('lethargic', 'energetic')",0.3694538,0.4595191,0.0900653
71,0.6450555,0.6551084,"('diffident', 'self-confident')",0.6450555,0.6551084,0.0100529
72,-0.60843605,-0.63478696,"('unambitious', 'ambitious')",-0.608436,-0.634787,-0.026351
