,intel_male,intel_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6193083,-0.7512027,"('unsociable', 'sociable')",-0.103718415,-0.16990158,-0.3615133,-0.4605522,-0.0990389
1,0.47451898,0.29265785,"('unfriendly', 'friendly')",0.6095819,0.35898328,0.5420504,0.3258206,-0.2162298
2,0.16053292,0.23489814,"('unlikable', 'likable')",0.47774982,0.3685684,0.3191414,0.3017333,-0.0174081
3,-0.47940624,-0.43763533,"('repellent', 'pleasant')",0.75089604,0.76040506,0.1357449,0.1613849,0.02564
4,-0.6044725,-0.6816273,"('disliked', 'liked')",-6.583605,-7.0177555,-3.5940387,-3.8496914,-0.2556527
5,0.3777051,0.40946764,"('distant', 'outgoing')",-1.2394917,-1.3451359,-0.4308933,-0.4678341,-0.0369408
6,0.3059427,0.24993461,"('distant', 'open')",-1.1583533,-1.3007276,-0.4262053,-0.5253965,-0.0991912
7,-0.42939448,-0.4333559,"('insensitive', 'sensitive')",0.13064282,0.162806,-0.1493758,-0.1352749,0.0141009
8,0.42060724,0.26580745,"('unaffectionate', 'affectionate')",-0.10311632,-0.21895419,0.1587455,0.0234266,-0.1353189
9,0.8709285,0.7904811,"('unaffectionate', 'caring')",0.39615834,0.34616065,0.6335434,0.5683209,-0.0652225
10,-0.67848706,-0.7896607,"('unsympathetic', 'sympathetic')",-0.5600128,-0.46523526,-0.6192499,-0.627448,-0.0081981
11,-0.19561754,-0.14322919,"('unhelpful', 'helpful')",1.6380302,1.6896372,0.7212063,0.773204,0.0519977
12,0.00053661875,0.04311429,"('unsupportive', 'supportive')",-2.3037808,-2.3494887,-1.1516221,-1.1531873,-0.0015652
13,-0.93072623,-0.95867115,"('impolite', 'polite')",-1.0179876,-0.9685849,-0.9743569,-0.9636281,0.0107288
14,0.096135125,0.05615194,"('antisocial', 'social')",0.17634279,0.105740964,0.136239,0.0809465,-0.0552925
15,0.48529518,0.38594928,"('boring', 'funny')",-0.24581614,-0.35970694,0.1197395,0.0131212,-0.1066183
16,-0.54001176,-0.66748226,"('unpopular', 'popular')",0.463157,0.31071147,-0.0384274,-0.1783854,-0.139958
17,-0.7374754,-0.6861421,"('nasty', 'nice')",-0.7671654,-0.71359146,-0.7523204,-0.6998668,0.0524536
