,pool_male,pool_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,2.19611,2.1345823,"('unsociable', 'sociable')",0.16926582,0.1322679,1.1826879,1.1334251,-0.0492628
1,0.22166568,0.15493071,"('unfriendly', 'friendly')",1.2728758,1.2429998,0.7472707,0.6989653,-0.0483054
2,1.3730203,1.3422086,"('unlikable', 'likable')",0.45196995,0.41442168,0.9124951,0.8783152,-0.0341799
3,0.9524157,1.1692449,"('repellent', 'pleasant')",0.984577,1.0751852,0.9684963,1.122215,0.1537187
4,-1.3303477,-1.2973875,"('disliked', 'liked')",-7.631338,-7.652414,-4.4808431,-4.4749007,0.0059424
5,-0.9497856,-0.93900126,"('distant', 'outgoing')",-0.5783091,-0.5374435,-0.7640474,-0.7382224,0.025825
6,-0.6852831,-0.7132074,"('distant', 'open')",-0.28923404,-0.2789314,-0.4872586,-0.4960694,-0.0088108
7,2.3602033,2.4462466,"('insensitive', 'sensitive')",0.98877674,1.0924847,1.67449,1.7693657,0.0948757
8,-0.020219455,-0.13435051,"('unaffectionate', 'affectionate')",0.99694026,0.8897236,0.4883604,0.3776866,-0.1106738
9,1.1028373,1.0470825,"('unaffectionate', 'caring')",1.5416437,1.6249306,1.3222406,1.3360066,0.013766
10,0.9338776,0.7903068,"('unsympathetic', 'sympathetic')",0.10761049,0.17529057,0.520744,0.4827987,-0.0379453
11,0.86198735,0.9486822,"('unhelpful', 'helpful')",1.9341009,2.1428158,1.3980441,1.5457489,0.1477048
12,1.5232987,1.5153457,"('unsupportive', 'supportive')",-1.8217477,-1.7476141,-0.1492245,-0.1161342,0.0330903
13,0.89711744,0.7610133,"('impolite', 'polite')",-0.65192467,-0.47072315,0.1225964,0.1451451,0.0225487
14,3.3299446,3.308012,"('antisocial', 'social')",0.28969684,0.1893324,1.8098208,1.7486722,-0.0611486
15,0.29454353,0.15791894,"('boring', 'funny')",-0.00199477,-0.07301269,0.1462744,0.0424531,-0.1038213
16,-1.0322087,-0.8624119,"('unpopular', 'popular')",-0.22068986,-0.15485266,-0.6264493,-0.5086323,0.117817
17,0.33156097,0.4812094,"('nasty', 'nice')",-0.39143607,-0.3167035,-0.0299376,0.0822529,0.1121905
18,0.27091724,0.34601563,"('disagreeable', 'welcoming')",-0.6974383,-0.6456735,-0.2132605,-0.1498289,0.0634316
19,-1.6798875,-1.6990361,"('inhospitable', 'hospitable')",-0.621164,-0.5914384,-1.1505258,-1.1452372,0.0052886
20,0.39548415,0.5257926,"('rough', 'thoughtful')",0.5446877,0.44221076,0.4700859,0.4840017,0.0139158
21,1.0136341,1.0452572,"('immoral', 'moral')",-0.18725272,0.020047382,0.4131907,0.5326523,0.1194616
22,0.32934865,0.32478288,"('untrustworthy', 'trustworthy')",-0.44097865,-0.36632985,-0.055815,-0.0207735,0.0350415
23,1.6471499,1.7094231,"('insincere', 'sincere')",6.5145593,6.697671,4.0808544,4.203547,0.1226926
24,0.16029434,0.22579016,"('dishonest', 'honest')",0.9157781,1.0436339,0.5380362,0.634712,0.0966758
25,0.11408295,0.21962684,"('egoistic', 'altruistic')",1.2554318,1.1515812,0.6847574,0.685604,0.0008466
26,1.896666,1.6287283,"('hardhearted', 'benevolent')",1.7837625,1.4724152,1.8402143,1.5505717,-0.2896426
27,0.6776946,0.65384215,"('hardhearted', 'softhearted')",1.4808625,1.4339885,1.0792786,1.0439153,-0.0353633
28,0.029525284,-0.038660724,"('disloyal', 'loyal')",1.413574,1.3862375,0.7215496,0.6737884,-0.0477612
29,-0.10629537,-0.050309483,"('unfair', 'fair')",-0.4448366,-0.6267775,-0.275566,-0.3385435,-0.0629775
30,1.9773091,1.976852,"('intolerant', 'tolerant')",0.8984998,0.9883288,1.4379045,1.4825904,0.0446859
31,-2.1114726,-2.0175126,"('evil', 'good')",-1.2725394,-1.3878875,-1.692006,-1.7027,-0.010694
32,0.8903769,0.8734774,"('unkind', 'kind')",1.2998761,1.1547747,1.0951265,1.0141261,-0.0810004
33,0.6139948,0.51213485,"('wrong', 'right')",-0.078758046,-0.159369,0.2676184,0.1763829,-0.0912355
34,-0.1522302,0.004321512,"('mean', 'honorable')",5.215041,5.5412455,2.5314054,2.7727835,0.2413781
35,-2.9683988,-3.0236135,"('corrupt', 'incorrupt')",-0.71504533,-0.92281824,-1.841722,-1.9732158,-0.1314938
36,-1.8872634,-1.9444134,"('hostile', 'amicable')",-0.76307195,-0.8792894,-1.3251677,-1.4118514,-0.0866837
37,-0.5168045,-0.5837341,"('fake', 'genuine')",0.53409976,0.5394474,0.0086476,-0.0221433,-0.0307909
38,0.48368034,0.43593815,"('untruthful', 'truthful')",-0.1919237,0.0076358803,0.1458783,0.221787,0.0759087
39,1.2551614,1.384289,"('exploitative', 'cooperative')",0.43257463,0.45286357,0.843868,0.9185763,0.0747083
40,0.70220274,0.7755072,"('stingy', 'generous')",-2.037416,-2.0541742,-0.6676066,-0.6393335,0.0282731
41,1.7526029,1.6298482,"('unforgiving', 'forgiving')",0.028274085,-0.056564607,0.8904385,0.7866418,-0.1037967
42,0.9884924,0.9648485,"('unreliable', 'reliable')",-3.119912,-3.0852592,-1.0657097,-1.0602053,0.0055044
43,1.2658924,1.2059052,"('irresponsible', 'responsible')",0.89806867,0.94747555,1.0819805,1.0766904,-0.0052901
44,-1.4694886,-1.5389241,"('prejudiced', 'unprejudiced')",-1.5801351,-1.6930513,-1.5248119,-1.6159878,-0.0911759
45,1.2924073,1.2752072,"('incompetent', 'competent')",0.22641398,0.20395575,0.7594106,0.7395815,-0.0198291
46,1.9385824,1.8753283,"('uncompetitive', 'competitive')",-1.0748239,-0.98957866,0.4318793,0.4428748,0.0109955
47,0.49509576,0.50073165,"('stupid', 'smart')",5.6749907,5.833221,3.0850432,3.1669762,0.081933
48,0.42120117,0.42806348,"('unintelligent', 'intelligent')",0.6354824,0.7220512,0.5283418,0.5750573,0.0467155
49,-0.42632648,-0.37753057,"('unable', 'able')",-0.45928574,-0.25590768,-0.4428061,-0.3167191,0.126087
50,-0.95627785,-0.96603537,"('clumsy', 'skillful')",0.004850846,-0.06667011,-0.4757135,-0.5163527,-0.0406392
