,intercontinentalexchange_male,intercontinentalexchange_female,tuple,grp_male,grp_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1106185,-1.245525,"('unsociable', 'sociable')",-0.11300127,-0.26960975,-0.11669704,-0.31746134,-0.4467723,-0.6108654,-0.1640931
1,-1.4904764,-1.6039811,"('unfriendly', 'friendly')",-1.2935055,-1.3684158,1.6219407,1.5237043,-0.387347,-0.4828975,-0.0955505
2,0.8629621,0.972392,"('unlikable', 'likable')",1.1952933,1.3374839,1.0906531,1.262907,1.0496362,1.1909277,0.1412915
3,-0.69209564,-0.6404053,"('repellent', 'pleasant')",0.19374974,0.26586536,0.30450517,0.33401686,-0.0646136,-0.0135077,0.0511059
4,-0.43595096,-0.46690223,"('disliked', 'liked')",-0.5139956,-0.48634747,-5.59157,-5.591686,-2.1805054,-2.1816451,-0.0011397
5,-0.77063674,-0.6524913,"('distant', 'outgoing')",-1.6771581,-1.5588717,-0.43082184,-0.3380827,-0.9595389,-0.8498153,0.1097236
6,-0.5687193,-0.47100422,"('distant', 'open')",-1.9770344,-1.8440485,-0.09560228,-0.007814048,-0.880452,-0.7742889,0.1061631
7,-0.21011858,-0.1806204,"('insensitive', 'sensitive')",-0.07274933,-0.067386076,0.24537466,0.28844652,-0.0124977,0.01348,0.0259777
8,-1.6697589,-1.6982315,"('unaffectionate', 'affectionate')",-1.7479887,-1.7469616,0.5129062,0.49720117,-0.9682805,-0.9826639,-0.0143834
9,-1.5527458,-1.5855149,"('unaffectionate', 'caring')",-1.2877208,-1.2993726,1.1663084,1.1603959,-0.5580527,-0.5748305,-0.0167778
10,-1.9154705,-1.9222027,"('unsympathetic', 'sympathetic')",-0.44808906,-0.48831347,-0.08516286,-0.16477038,-0.8162408,-0.8584289,-0.0421881
11,-0.33563957,-0.3070975,"('unhelpful', 'helpful')",0.4349145,0.4446045,2.3851268,2.3926873,0.8281339,0.8433981,0.0152642
12,-1.0567105,-0.9076572,"('unsupportive', 'supportive')",-0.67306495,-0.5939252,-1.779787,-1.7225564,-1.1698542,-1.0747129,0.0951413
13,0.13329868,0.08982238,"('impolite', 'polite')",0.431261,0.42274022,-0.23778647,-0.25554383,0.1089244,0.0856729,-0.0232515
14,-0.06427981,-0.075537674,"('antisocial', 'social')",1.1241722,1.0749733,-0.31115028,-0.38980862,0.2495807,0.203209,-0.0463717
15,0.93122256,0.8436626,"('boring', 'funny')",0.7015679,0.71735847,0.8170201,0.8325601,0.8166035,0.7978604,-0.0187431
16,-0.05571304,-0.13803774,"('unpopular', 'popular')",-0.22655636,-0.22565201,0.8337534,0.86014986,0.183828,0.1654867,-0.0183413
17,-0.35192585,-0.24651603,"('nasty', 'nice')",-0.19210674,-0.08137271,-0.28699443,-0.3183505,-0.277009,-0.2154131,0.0615959
18,-0.26522827,-0.18503514,"('disagreeable', 'welcoming')",-1.2357997,-1.139995,-0.32032147,-0.3123204,-0.6071165,-0.5457835,0.061333
19,-1.2968909,-1.2349133,"('inhospitable', 'hospitable')",-1.0117656,-0.909917,-0.109444365,0.035353452,-0.8060336,-0.7031589,0.1028747
20,0.5179526,0.5094278,"('rough', 'thoughtful')",-0.0068533868,-0.09058141,0.9399812,0.83869004,0.4836935,0.4191788,-0.0645147
21,-0.5258233,-0.6039613,"('immoral', 'moral')",1.2166162,1.1931577,-0.5694644,-0.6141237,0.0404428,-0.0083091,-0.0487519
22,-0.3181065,-0.3990463,"('untrustworthy', 'trustworthy')",0.589552,0.50528437,-0.8179308,-0.8954205,-0.1821618,-0.2630608,-0.080899
23,-0.6310885,-0.68301976,"('insincere', 'sincere')",0.4016387,0.35776147,5.666795,5.5079165,1.8124483,1.7275527,-0.0848956
24,-1.0864365,-1.0679808,"('dishonest', 'honest')",-0.24706519,-0.2286021,0.8753484,0.8557234,-0.1527178,-0.1469531,0.0057647
25,-0.069853224,-0.18650791,"('egoistic', 'altruistic')",-0.4253526,-0.4480399,1.4195069,1.3566047,0.3081004,0.2406856,-0.0674148
26,0.44205368,0.3857054,"('hardhearted', 'benevolent')",0.1326667,0.08305102,1.8295064,1.7619694,0.8014089,0.7435753,-0.0578336
27,-1.1920007,-1.0348743,"('hardhearted', 'softhearted')",-0.81066793,-0.77928025,0.8519076,0.8228079,-0.383587,-0.3304489,0.0531381
28,-1.1474459,-1.3270081,"('disloyal', 'loyal')",-0.9295789,-1.067928,1.1479871,0.96429056,-0.3096793,-0.4768818,-0.1672025
29,-0.49514675,-0.5295314,"('unfair', 'fair')",-0.41469935,-0.5011802,-0.7334209,-0.8894447,-0.5477556,-0.6400521,-0.0922965
30,0.07372962,0.08688983,"('intolerant', 'tolerant')",1.3080448,1.295419,1.4603573,1.5376165,0.9473772,0.9733084,0.0259312
31,-0.065130785,0.00053547136,"('evil', 'good')",-1.5622485,-1.4417976,-1.1633734,-1.1874732,-0.9302509,-0.8762451,0.0540058
32,-0.05768682,-0.12441796,"('unkind', 'kind')",1.1308686,1.0350188,1.6010844,1.4911023,0.891422,0.8005677,-0.0908543
33,0.5282788,0.41656485,"('wrong', 'right')",0.048354924,-0.005213447,-0.7869693,-0.829566,-0.0701119,-0.1394049,-0.069293
