,time_male,time_female,tuple,warner_male,warner_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.85225755,-0.9591603,"('unsociable', 'sociable')",-0.76495737,-0.86047494,-0.4303361,-0.61366117,-0.682517,-0.8110988,-0.1285818
1,0.60497344,0.44012353,"('unfriendly', 'friendly')",2.1503487,1.8625281,2.0225368,1.8381817,1.5926196,1.3802778,-0.2123418
2,0.8534402,0.8984342,"('unlikable', 'likable')",0.78649884,0.89623517,0.7370982,0.81510407,0.7923458,0.8699245,0.0775787
3,-1.3991387,-1.2399824,"('repellent', 'pleasant')",-1.6098629,-1.4594712,0.077006966,0.12026256,-0.9773316,-0.8597303,0.1176013
4,-0.17097625,-0.27145293,"('disliked', 'liked')",0.3164271,0.24498132,-6.114114,-6.2402954,-1.9895542,-2.0889223,-0.0993681
5,0.13884604,0.096039936,"('distant', 'outgoing')",1.0371995,1.0350887,-0.09130475,-0.10308498,0.3615803,0.3426812,-0.0188991
6,0.31159493,0.2386585,"('distant', 'open')",1.4526417,1.4304299,0.5556823,0.52432334,0.7733064,0.7311373,-0.0421691
7,0.56910425,0.5316825,"('insensitive', 'sensitive')",-0.56948245,-0.58876544,0.54349977,0.5655746,0.1810405,0.1694972,-0.0115433
8,0.7210305,0.6567742,"('unaffectionate', 'affectionate')",1.2979718,1.2808397,0.5598706,0.52035767,0.8596244,0.8193239,-0.0403005
9,1.2768309,1.2358038,"('unaffectionate', 'caring')",1.4085186,1.3708436,1.0019773,0.97808063,1.229109,1.1949094,-0.0341996
10,-1.0740138,-1.1407157,"('unsympathetic', 'sympathetic')",-1.858901,-1.8976164,-0.4529317,-0.54477394,-1.1286155,-1.1943687,-0.0657532
11,-0.8822713,-0.810373,"('unhelpful', 'helpful')",-1.4027073,-1.3326267,1.5092783,1.546985,-0.2585668,-0.1986715,0.0598953
12,0.12232901,0.11132923,"('unsupportive', 'supportive')",0.15438634,0.23687273,-1.680943,-1.7006102,-0.4680759,-0.4508027,0.0172732
13,-0.26113433,-0.3193131,"('impolite', 'polite')",-2.1592917,-2.2858124,-0.483998,-0.5194266,-0.9681414,-1.0415173,-0.0733759
14,0.6773714,0.64331955,"('antisocial', 'social')",-1.2747281,-1.2948053,-0.6520473,-0.661686,-0.416468,-0.4377239,-0.0212559
15,1.2754241,1.204238,"('boring', 'funny')",1.5679424,1.3868,0.33880788,0.31250906,1.0607248,0.9678491,-0.0928757
16,-0.46046892,-0.53748226,"('unpopular', 'popular')",-0.26405436,-0.257814,0.58149153,0.554389,-0.0476773,-0.0803024,-0.0326251
17,-0.05551552,-0.051147602,"('nasty', 'nice')",-0.22750323,-0.14399646,-0.7736489,-0.70164865,-0.3522226,-0.2989309,0.0532917
18,-0.74371636,-0.79399556,"('disagreeable', 'welcoming')",-0.26947102,-0.3062268,-0.17798582,-0.25218585,-0.3970577,-0.4508027,-0.053745
19,-0.011835225,-0.019213684,"('inhospitable', 'hospitable')",0.1985745,0.17712766,-0.08154149,-0.026504032,0.0350659,0.0438033,0.0087374
20,0.2343604,0.19455075,"('rough', 'thoughtful')",-0.64986366,-0.6704694,1.5906663,1.5142714,0.391721,0.3461176,-0.0456034
21,0.5852759,0.4988471,"('immoral', 'moral')",-1.8515576,-1.8690044,-0.74260664,-0.7978467,-0.6696294,-0.722668,-0.0530386
22,-1.0185676,-1.1152127,"('untrustworthy', 'trustworthy')",-1.132492,-1.2316514,-0.8822222,-1.029846,-1.0110939,-1.1255701,-0.1144762
23,-0.53339285,-0.5432464,"('insincere', 'sincere')",-0.77053094,-0.8719517,5.218349,5.126966,1.3048084,1.237256,-0.0675524
24,0.53038585,0.52017146,"('dishonest', 'honest')",-0.62055755,-0.6723781,0.8237658,0.69290006,0.2445314,0.1802311,-0.0643003
25,0.89754385,0.88057387,"('egoistic', 'altruistic')",1.4209449,1.3910527,1.7256949,1.699329,1.3480612,1.3236518,-0.0244094
26,1.1377673,1.0457609,"('hardhearted', 'benevolent')",1.802647,1.6368222,1.8563284,1.7520918,1.5989143,1.4782249,-0.1206894
27,0.27050656,0.26782888,"('hardhearted', 'softhearted')",0.09025507,0.11346339,1.3650603,1.2885146,0.575274,0.5566023,-0.0186717
28,0.90772045,0.7158359,"('disloyal', 'loyal')",0.31802246,0.098630436,0.89069235,0.70548797,0.7054784,0.5066514,-0.198827
29,0.07804623,0.054920133,"('unfair', 'fair')",0.69251585,0.58523864,-0.23391336,-0.361153,0.1788829,0.0930019,-0.085881
30,-0.24173915,-0.27293402,"('intolerant', 'tolerant')",-0.19070652,-0.19084662,1.1070789,1.00661,0.2248778,0.1809431,-0.0439347
31,0.47049552,0.51321554,"('evil', 'good')",1.5529867,1.5343665,-1.0104278,-1.0831184,0.3376848,0.3214879,-0.0161969
32,0.42085588,0.41869897,"('unkind', 'kind')",-0.1954608,-0.27626756,0.7284076,0.60366726,0.3179342,0.2486995,-0.0692347
33,1.132787,1.0070356,"('wrong', 'right')",1.2038753,0.9720957,-0.3917451,-0.41488346,0.6483057,0.5214159,-0.1268898
34,0.3053648,0.360234,"('mean', 'honorable')",0.513693,0.649203,5.582158,5.6462336,2.1337387,2.2185569,0.0848182
35,1.0858899,0.95336545,"('corrupt', 'incorrupt')",1.8834707,1.7627732,0.1457822,0.043894205,1.0383809,0.920011,-0.1183699
36,1.6620122,1.4539952,"('hostile', 'amicable')",2.3781438,2.1356814,0.5881192,0.38755253,1.5427583,1.325743,-0.2170153
37,0.17618974,0.13302751,"('fake', 'genuine')",-0.24355772,-0.28607357,0.39007917,0.3633428,0.1075704,0.0700989,-0.0374715
38,-0.1559495,-0.19372807,"('untruthful', 'truthful')",-0.39756662,-0.40745646,0.07361088,0.057653088,-0.1599684,-0.1811772,-0.0212088
39,0.7183398,0.76033616,"('exploitative', 'cooperative')",0.44877744,0.47788215,0.06762821,0.094775,0.4115818,0.4443311,0.0327493
40,0.41599482,0.3194237,"('stingy', 'generous')",0.057270892,-0.078095555,-1.2619088,-1.4027295,-0.262881,-0.3871338,-0.1242528
41,-0.88403606,-0.9978035,"('unforgiving', 'forgiving')",-0.0024036653,-0.17626849,0.09335309,-0.07641875,-0.2643622,-0.4168303,-0.1524681
42,0.59171426,0.5853087,"('unreliable', 'reliable')",0.044574067,0.09158795,-2.5273206,-2.4511755,-0.6303441,-0.5914263,0.0389178
43,-0.9044616,-0.8646978,"('irresponsible', 'responsible')",-1.2089821,-1.0966672,0.57121956,0.5662873,-0.5140748,-0.4650259,0.0490489
44,-0.83651537,-0.7459232,"('prejudiced', 'unprejudiced')",-1.2163076,-1.0828092,-1.277978,-1.1811117,-1.110267,-1.0032814,0.1069856
45,-1.8162196,-1.9446881,"('incompetent', 'competent')",-2.1276627,-2.1689153,-0.49848005,-0.62147063,-1.4807874,-1.578358,-0.0975706
46,-1.7982017,-1.818504,"('uncompetitive', 'competitive')",-2.128238,-2.0409553,-0.57271147,-0.64360255,-1.4997171,-1.5010206,-0.0013035
47,0.5312618,0.56341624,"('stupid', 'smart')",-0.0025504865,0.00080841035,4.83792,4.8617744,1.7888772,1.8086664,0.0197892
48,0.8001754,0.75232637,"('unintelligent', 'intelligent')",-0.16799536,-0.17376918,0.6577778,0.6234482,0.429986,0.4006685,-0.0293175
