,screw_male,screw_female,tuple,average_male,average_female,female-male
0,-0.3328097,-0.3737526,"('unsociable', 'sociable')",-0.3328097,-0.3737526,-0.0409429
1,1.4329724,1.4495542,"('unfriendly', 'friendly')",1.4329724,1.4495542,0.0165818
2,-0.10215132,-0.03192637,"('unlikable', 'likable')",-0.1021513,-0.0319264,0.0702249
3,0.57843816,0.57999694,"('repellent', 'pleasant')",0.5784382,0.5799969,0.0015587
4,-7.569225,-7.680885,"('disliked', 'liked')",-7.5692248,-7.6808848,-0.11166
5,-0.325921,-0.28941533,"('distant', 'outgoing')",-0.325921,-0.2894153,0.0365057
6,0.11022656,0.102239594,"('distant', 'open')",0.1102266,0.1022396,-0.007987
7,0.738712,0.8445809,"('insensitive', 'sensitive')",0.738712,0.8445809,0.1058689
8,1.2716835,1.2298645,"('unaffectionate', 'affectionate')",1.2716835,1.2298645,-0.041819
9,1.5839151,1.6535925,"('unaffectionate', 'caring')",1.5839151,1.6535925,0.0696774
10,1.001644,0.99264264,"('unsympathetic', 'sympathetic')",1.001644,0.9926426,-0.0090014
11,1.601278,1.6459112,"('unhelpful', 'helpful')",1.6012779,1.6459112,0.0446333
12,-1.6608472,-1.6731648,"('unsupportive', 'supportive')",-1.6608472,-1.6731648,-0.0123176
13,-0.2783972,-0.28530616,"('impolite', 'polite')",-0.2783972,-0.2853062,-0.006909
14,0.15019405,0.073664375,"('antisocial', 'social')",0.150194,0.0736644,-0.0765296
15,0.02533395,-0.05230864,"('boring', 'funny')",0.025334,-0.0523086,-0.0776426
16,-0.48424098,-0.39765412,"('unpopular', 'popular')",-0.484241,-0.3976541,0.0865869
17,-0.58278906,-0.53103775,"('nasty', 'nice')",-0.5827891,-0.5310377,0.0517514
18,-0.026932068,-0.10678567,"('disagreeable', 'welcoming')",-0.0269321,-0.1067857,-0.0798536
19,-0.5996657,-0.60847163,"('inhospitable', 'hospitable')",-0.5996657,-0.6084716,-0.0088059
20,0.84577894,0.79746133,"('rough', 'thoughtful')",0.8457789,0.7974613,-0.0483176
21,-0.3681002,-0.30962294,"('immoral', 'moral')",-0.3681002,-0.3096229,0.0584773
22,-0.6362057,-0.68782914,"('untrustworthy', 'trustworthy')",-0.6362057,-0.6878291,-0.0516234
23,6.4841266,6.554739,"('insincere', 'sincere')",6.4841266,6.554739,0.0706124
24,1.6145501,1.5299995,"('dishonest', 'honest')",1.6145501,1.5299995,-0.0845506
25,0.82525015,0.80069226,"('egoistic', 'altruistic')",0.8252501,0.8006923,-0.0245578
26,0.78292066,0.73461175,"('hardhearted', 'benevolent')",0.7829207,0.7346117,-0.048309
27,1.6955112,1.5769936,"('hardhearted', 'softhearted')",1.6955112,1.5769936,-0.1185176
28,1.1772989,1.1846819,"('disloyal', 'loyal')",1.1772989,1.1846819,0.007383
29,-0.6545523,-0.7391207,"('unfair', 'fair')",-0.6545523,-0.7391207,-0.0845684
30,0.8676579,0.84556097,"('intolerant', 'tolerant')",0.8676579,0.845561,-0.0220969
31,-1.2909858,-1.2695733,"('evil', 'good')",-1.2909858,-1.2695733,0.0214125
32,1.0874958,1.0794097,"('unkind', 'kind')",1.0874958,1.0794097,-0.0080861
33,-0.50291765,-0.5133133,"('wrong', 'right')",-0.5029176,-0.5133133,-0.0103957
34,4.7375784,4.886163,"('mean', 'honorable')",4.7375784,4.8861632,0.1485848
35,-0.710323,-0.8906239,"('corrupt', 'incorrupt')",-0.710323,-0.8906239,-0.1803009
36,-0.6767707,-0.72942966,"('hostile', 'amicable')",-0.6767707,-0.7294297,-0.052659
37,0.92556894,0.91201705,"('fake', 'genuine')",0.9255689,0.912017,-0.0135519
38,-0.10990178,-0.04758905,"('untruthful', 'truthful')",-0.1099018,-0.047589,0.0623128
39,0.34611547,0.28955472,"('exploitative', 'cooperative')",0.3461155,0.2895547,-0.0565608
40,-1.3218492,-1.5201173,"('stingy', 'generous')",-1.3218492,-1.5201173,-0.1982681
