,heating_male,heating_female,tuple,average_male,average_female,female-male
0,-0.25480378,-0.3038366,"('unsociable', 'sociable')",-0.2548038,-0.3038366,-0.0490328
1,1.9580015,1.9158031,"('unfriendly', 'friendly')",1.9580015,1.9158031,-0.0421984
2,-0.021765511,-0.025664095,"('unlikable', 'likable')",-0.0217655,-0.0256641,-0.0038986
3,-0.07051001,0.08446256,"('repellent', 'pleasant')",-0.07051,0.0844626,0.1549726
4,-7.860447,-7.975093,"('disliked', 'liked')",-7.8604469,-7.9750929,-0.114646
5,-0.13152778,-0.15666884,"('distant', 'outgoing')",-0.1315278,-0.1566688,-0.025141
6,0.49454674,0.41228658,"('distant', 'open')",0.4945467,0.4122866,-0.0822601
7,1.0279669,1.097803,"('insensitive', 'sensitive')",1.0279669,1.097803,0.0698361
8,1.4528537,1.2921604,"('unaffectionate', 'affectionate')",1.4528537,1.2921604,-0.1606933
9,1.86668,1.7889106,"('unaffectionate', 'caring')",1.86668,1.7889106,-0.0777694
10,0.44586235,0.5022716,"('unsympathetic', 'sympathetic')",0.4458624,0.5022716,0.0564092
11,1.3860463,1.4766918,"('unhelpful', 'helpful')",1.3860463,1.4766918,0.0906455
12,-1.835872,-1.8897687,"('unsupportive', 'supportive')",-1.8358721,-1.8897687,-0.0538966
13,-0.44464716,-0.39438027,"('impolite', 'polite')",-0.4446472,-0.3943803,0.0502669
14,-0.13359475,-0.15432121,"('antisocial', 'social')",-0.1335948,-0.1543212,-0.0207264
15,0.23416604,0.18823683,"('boring', 'funny')",0.234166,0.1882368,-0.0459292
16,-0.41629243,-0.4319126,"('unpopular', 'popular')",-0.4162924,-0.4319126,-0.0156202
17,0.0252694,0.029944561,"('nasty', 'nice')",0.0252694,0.0299446,0.0046752
18,-0.50553834,-0.5515312,"('disagreeable', 'welcoming')",-0.5055383,-0.5515312,-0.0459929
19,-0.38654444,-0.4293232,"('inhospitable', 'hospitable')",-0.3865444,-0.4293232,-0.0427788
20,0.98876196,0.9755098,"('rough', 'thoughtful')",0.988762,0.9755098,-0.0132522
21,-0.8806231,-0.7591402,"('immoral', 'moral')",-0.8806231,-0.7591402,0.1214829
22,-1.0546721,-1.0206298,"('untrustworthy', 'trustworthy')",-1.0546721,-1.0206298,0.0340423
23,6.5937424,6.6721764,"('insincere', 'sincere')",6.5937424,6.6721764,0.078434
24,1.4134846,1.3285896,"('dishonest', 'honest')",1.4134846,1.3285896,-0.084895
25,0.95357907,0.8647995,"('egoistic', 'altruistic')",0.9535791,0.8647995,-0.0887796
26,1.760727,1.6014355,"('hardhearted', 'benevolent')",1.760727,1.6014355,-0.1592915
27,1.757863,1.5836746,"('hardhearted', 'softhearted')",1.757863,1.5836746,-0.1741884
28,1.2386259,1.1554246,"('disloyal', 'loyal')",1.2386259,1.1554246,-0.0832013
29,-0.46859372,-0.61308694,"('unfair', 'fair')",-0.4685937,-0.6130869,-0.1444932
30,0.8785731,0.93620646,"('intolerant', 'tolerant')",0.8785731,0.9362065,0.0576334
31,-1.0535736,-1.0746225,"('evil', 'good')",-1.0535736,-1.0746225,-0.0210489
32,1.0695038,0.9903681,"('unkind', 'kind')",1.0695038,0.9903681,-0.0791357
33,0.06467195,-0.06992799,"('wrong', 'right')",0.0646719,-0.069928,-0.1345999
34,5.3705606,5.502378,"('mean', 'honorable')",5.3705606,5.502378,0.1318174
35,-0.2647069,-0.48860097,"('corrupt', 'incorrupt')",-0.2647069,-0.488601,-0.2238941
36,-0.398394,-0.5351907,"('hostile', 'amicable')",-0.398394,-0.5351907,-0.1367967
37,0.9507339,0.932126,"('fake', 'genuine')",0.9507339,0.932126,-0.0186079
38,0.07945215,0.062296085,"('untruthful', 'truthful')",0.0794521,0.0622961,-0.017156
39,0.14386047,0.16593069,"('exploitative', 'cooperative')",0.1438605,0.1659307,0.0220702
40,-1.5538654,-1.6838509,"('stingy', 'generous')",-1.5538654,-1.6838509,-0.1299855
41,-0.17054181,-0.20807059,"('unforgiving', 'forgiving')",-0.1705418,-0.2080706,-0.0375288
42,-3.205914,-3.1476738,"('unreliable', 'reliable')",-3.205914,-3.1476738,0.0582402
43,0.79467946,0.8390966,"('irresponsible', 'responsible')",0.7946795,0.8390966,0.0444171
44,-1.5727453,-1.53773,"('prejudiced', 'unprejudiced')",-1.5727453,-1.53773,0.0350153
45,-0.09112468,-0.095317446,"('incompetent', 'competent')",-0.0911247,-0.0953174,-0.0041927
46,-1.3870922,-1.3676791,"('uncompetitive', 'competitive')",-1.3870922,-1.3676791,0.0194131
47,5.8687267,5.9587317,"('stupid', 'smart')",5.8687267,5.9587317,0.090005
48,0.79042447,0.7993539,"('unintelligent', 'intelligent')",0.7904245,0.7993539,0.0089294
49,-0.19013387,-0.10221325,"('unable', 'able')",-0.1901339,-0.1022132,0.0879207
50,-0.4523005,-0.4980719,"('clumsy', 'skillful')",-0.4523005,-0.4980719,-0.0457714
51,-0.064169325,-0.07617569,"('uneducated', 'educated')",-0.0641693,-0.0761757,-0.0120064
52,0.10176694,-0.12339936,"('irrational', 'rational')",0.1017669,-0.1233994,-0.2251663
53,0.44572157,0.39915416,"('uncreative', 'creative')",0.4457216,0.3991542,-0.0465674
54,1.2716435,1.2783169,"('incapable', 'capable')",1.2716435,1.2783169,0.0066734
55,0.21640754,0.31546265,"('incompetent', 'clever')",0.2164075,0.3154626,0.0990551
56,0.37021074,0.3964956,"('impractical', 'practical')",0.3702107,0.3964956,0.0262849
57,-2.9668922,-2.9197404,"('unimaginative', 'imaginative')",-2.9668922,-2.9197404,0.0471518
58,0.38645953,0.4263665,"('undiscriminating', 'discriminating')",0.3864595,0.4263665,0.039907
59,0.105353594,-0.003694186,"('foolish', 'wise')",0.1053536,-0.0036942,-0.1090478
60,0.4069086,0.56659687,"('inefficient', 'efficient')",0.4069086,0.5665969,0.1596883
61,0.6178148,0.5101862,"('illogical', 'logical')",0.6178148,0.5101862,-0.1076286
62,0.12836455,0.22913428,"('incompetent', 'brilliant')",0.1283645,0.2291343,0.1007698
