,cooper_male,cooper_female,tuple,industries_male,industries_female,plc_male,plc_female,average_male,average_female,female-male
0,0.35858282,0.18786235,"('unsociable', 'sociable')",-0.36568782,-0.45518926,-0.58358496,-0.7434095,-0.1968967,-0.3369122,-0.1400155
1,0.065766826,0.13861789,"('unfriendly', 'friendly')",-0.09206463,-0.17698833,2.383344,2.2829447,0.785682,0.7481914,-0.0374906
2,0.8168556,0.9248663,"('unlikable', 'likable')",-0.17407052,-0.122592315,0.27636117,0.3283259,0.3063821,0.3768666,0.0704845
3,0.18967667,0.34781146,"('repellent', 'pleasant')",-0.35460058,-0.28440958,-0.2148525,-0.15996554,-0.1265921,-0.0321879,0.0944042
4,-0.09114036,-0.13564143,"('disliked', 'liked')",0.528042,0.488063,-4.8205886,-5.0494714,-1.461229,-1.5656832,-0.1044542
5,-0.42854416,-0.30311695,"('distant', 'outgoing')",0.23238748,0.2629871,0.48261052,0.42175213,0.0954846,0.1272074,0.0317228
6,-0.7532989,-0.57865363,"('distant', 'open')",-0.26931688,-0.27136266,0.47085857,0.3854671,-0.1839191,-0.1548497,0.0290694
7,0.5087287,0.40439713,"('insensitive', 'sensitive')",-0.19698453,-0.18898971,0.49252373,0.4695095,0.2680893,0.2283056,-0.0397837
8,0.5902684,0.65987366,"('unaffectionate', 'affectionate')",0.1775547,0.08672758,1.1472394,1.0206169,0.6383542,0.5890727,-0.0492815
9,0.93506104,0.90371615,"('unaffectionate', 'caring')",0.12942982,0.0536294,1.3990821,1.3008051,0.821191,0.7527169,-0.0684741
10,0.2267929,0.17003995,"('unsympathetic', 'sympathetic')",-0.72779626,-0.7908217,-0.6321438,-0.6493824,-0.3777157,-0.423388,-0.0456723
11,-0.07978411,-0.19284934,"('unhelpful', 'helpful')",0.08187181,-0.014226062,1.118122,1.0957543,0.3734032,0.2962263,-0.0771769
12,0.59978914,0.6148158,"('unsupportive', 'supportive')",0.14744446,0.133111,-1.3418823,-1.4297687,-0.1982162,-0.2272806,-0.0290644
13,-0.733566,-0.9389069,"('impolite', 'polite')",-0.3363347,-0.36567724,-0.78109086,-0.8717044,-0.6169972,-0.7254295,-0.1084323
14,1.5400888,1.427924,"('antisocial', 'social')",0.9196144,0.9077592,0.35753363,0.3319121,0.939079,0.8891985,-0.0498805
15,0.97733134,0.8194417,"('boring', 'funny')",0.0363952,-0.09674162,0.13368912,0.069003716,0.3824719,0.2639013,-0.1185706
16,-1.2380974,-1.1038784,"('unpopular', 'popular')",-0.26447427,-0.21471801,0.3202886,0.24506402,-0.3940944,-0.3578441,0.0362503
