,intuitive_male,intuitive_female,tuple,surgical_male,surgical_female,inc_male,inc_female,average_male,average_female,female-male
0,0.24209632,0.10326199,"('unsociable', 'sociable')",1.2727991,1.2882257,-0.15616214,-0.24801467,0.4529111,0.3811576,-0.0717535
1,-0.9940518,-0.8992642,"('unfriendly', 'friendly')",0.5494635,0.36034578,1.7669586,1.5748614,0.4407901,0.3453143,-0.0954758
2,0.18588263,0.2146061,"('unlikable', 'likable')",0.37532517,0.42648116,0.43473116,0.50319767,0.3319796,0.3814283,0.0494487
3,0.015883971,0.17839716,"('repellent', 'pleasant')",-1.0422883,-0.8431946,0.087648615,0.21559176,-0.3129186,-0.1497352,0.1631834
4,-1.5528048,-1.4545223,"('disliked', 'liked')",-0.756423,-0.7159226,-6.016627,-6.0763817,-2.7752851,-2.7489421,0.026343
5,-1.3376445,-1.2027594,"('distant', 'outgoing')",-0.55045056,-0.6296483,-0.17137359,-0.18144564,-0.6864895,-0.6712844,0.0152051
6,-1.4161649,-1.2344074,"('distant', 'open')",-0.34112445,-0.46052146,0.4249766,0.3859683,-0.4441042,-0.4363202,0.007784
7,1.1257051,1.1643825,"('insensitive', 'sensitive')",0.08189654,0.16079204,0.53013843,0.5438633,0.5792467,0.6230126,0.0437659
8,-0.68716043,-0.6213555,"('unaffectionate', 'affectionate')",0.16366929,0.018598946,0.71627843,0.5586258,0.0642624,-0.0147102,-0.0789726
9,0.6265769,0.7387029,"('unaffectionate', 'caring')",0.8435485,0.7487803,1.3359075,1.2662904,0.9353443,0.9179246,-0.0174197
10,1.7361649,1.7725768,"('unsympathetic', 'sympathetic')",0.14477065,0.23307279,-0.32521114,-0.35725087,0.5185748,0.5494662,0.0308914
11,1.4826472,1.5200258,"('unhelpful', 'helpful')",0.38573238,0.4663973,1.7245474,1.7397524,1.1976423,1.2420585,0.0444162
12,1.7355742,1.9386985,"('unsupportive', 'supportive')",1.6528127,1.7856386,-1.4259763,-1.4138064,0.6541369,0.7701769,0.11604
13,0.80886775,0.63560283,"('impolite', 'polite')",1.3053367,1.3043349,-0.041122124,-0.056882355,0.6910274,0.6276851,-0.0633423
14,0.52576584,0.38808274,"('antisocial', 'social')",1.0538595,1.1771982,-0.49853593,-0.4691035,0.3603632,0.3653925,0.0050293
15,0.7415898,0.65766656,"('boring', 'funny')",0.7305627,0.6095909,0.50027585,0.4548216,0.6574761,0.5740263,-0.0834498
16,-1.216382,-1.1275057,"('unpopular', 'popular')",-1.2457237,-1.1621672,0.4086322,0.46356758,-0.6844912,-0.6087017,0.0757895
17,-0.48291692,-0.39668804,"('nasty', 'nice')",-1.3802507,-1.286368,-0.6127802,-0.6061168,-0.825316,-0.7630576,0.0622584
18,-0.62510705,-0.57673824,"('disagreeable', 'welcoming')",0.4227231,0.4925096,-0.070826784,-0.15669742,-0.0910702,-0.0803087,0.0107615
19,-0.36788905,-0.31172267,"('inhospitable', 'hospitable')",-0.13805015,-0.23176889,0.15350272,0.1323929,-0.1174788,-0.1370329,-0.0195541
20,1.1436816,1.1371503,"('rough', 'thoughtful')",-0.2200178,-0.1519688,0.97845095,0.944564,0.6340383,0.6432485,0.0092102
21,1.5415608,1.4668796,"('immoral', 'moral')",1.0768452,1.152259,-0.7385129,-0.6734735,0.626631,0.6485551,0.0219241
22,0.65382206,0.655524,"('untrustworthy', 'trustworthy')",0.035543136,0.025996218,-0.8520554,-0.88663894,-0.0542301,-0.0683729,-0.0141428
