,transocean_male,transocean_female,tuple,ltd_male,ltd_female,average_male,average_female,female-male
59,0.17008798,0.11080046,"('foolish', 'wise')",0.29274055,0.23734517,0.2314143,0.1740728,-0.0573415
60,-0.85564166,-0.7363091,"('inefficient', 'efficient')",-0.51996493,-0.29995334,-0.6878033,-0.5181313,0.169672
61,-0.7047854,-0.7589235,"('illogical', 'logical')",0.17430608,-0.06791172,-0.2652397,-0.4134176,-0.1481779
62,-0.93814236,-0.8089803,"('incompetent', 'brilliant')",0.0663049,0.17232047,-0.4359187,-0.3183299,0.1175888
63,-1.0895759,-1.050445,"('unperceptive', 'insightful')",0.6287988,0.68219626,-0.2303886,-0.1841244,0.0462642
64,-0.112908214,-0.13195175,"('shy', 'confident')",-4.615843,-4.415527,-2.3643756,-2.2737393,0.0906363
65,-0.9046016,-0.88399655,"('insecure', 'secure')",0.184796,0.30055,-0.3599028,-0.2917233,0.0681795
66,0.2834725,0.23792668,"('inactive', 'active')",1.1915303,1.0767809,0.7375014,0.6573538,-0.0801476
67,0.19522294,0.23262495,"('doubtful', 'determined')",-0.9909002,-0.9095538,-0.3978387,-0.3384644,0.0593743
68,-0.96073496,-0.9997368,"('dependent', 'independent')",-0.69542265,-0.68460035,-0.8280788,-0.8421686,-0.0140898
69,2.5040474,2.4206402,"('lazy', 'industrious')",-0.05516181,-0.12759148,1.2244428,1.1465244,-0.0779184
70,-0.8893218,-0.8314458,"('lethargic', 'energetic')",0.6365279,0.7693131,-0.126397,-0.0310664,0.0953306
71,0.82985806,0.8082351,"('diffident', 'self-confident')",0.45146272,0.36752027,0.6406604,0.5878777,-0.0527827
72,-0.38093457,-0.38322726,"('unambitious', 'ambitious')",-0.047803536,-0.014732905,-0.2143691,-0.1989801,0.015389
73,0.85023427,0.8139443,"('helpless', 'self-reliant')",-2.0881248,-2.038238,-0.6189452,-0.6121469,0.0067983
74,-0.7418106,-0.718694,"('undedicated', 'dedicated')",0.5312767,0.4369345,-0.105267,-0.1408797,-0.0356127
75,0.8967931,0.87407494,"('meek', 'impulsive')",-0.08745576,0.009486222,0.4046687,0.4417806,0.0371119
76,-0.38576934,-0.27307472,"('anxious', 'daring')",-0.24730444,-0.14511941,-0.3165369,-0.2090971,0.1074398
77,-0.54987895,-0.52762824,"('unmotivated', 'motivated')",-0.79873693,-0.688695,-0.6743079,-0.6081616,0.0661463
78,-0.7821566,-0.78198844,"('nonresilient', 'resilient')",-0.0011871271,-0.032722466,-0.3916719,-0.4073555,-0.0156836
79,0.3594889,0.27229398,"('wavering', 'unwavering')",-0.01229283,-0.073893115,0.173598,0.0992004,-0.0743976
80,0.19902688,0.23905699,"('dominated', 'dominating')",-0.69429994,-0.5548473,-0.2476365,-0.1578951,0.0897414
81,-0.8527885,-0.85773003,"('submissive', 'aggressive')",-0.9784223,-0.80077046,-0.9156054,-0.8292502,0.0863552
82,-0.9414107,-0.92109954,"('poor', 'rich')",4.425631,4.3698244,1.7421101,1.7243624,-0.0177477
83,0.2569958,0.28704968,"('powerless', 'powerful')",-1.2750717,-1.2186406,-0.509038,-0.4657955,0.0432425
84,0.1194825,0.08995008,"('inferior', 'superior')",0.38720715,0.34023845,0.2533448,0.2150943,-0.0382505
85,0.3487904,0.27527925,"('insignificant', 'prestigious')",0.44972405,0.25802207,0.3992572,0.2666507,-0.1326065
86,-2.1456563,-2.1840916,"('uninfluential', 'influential')",0.07334104,0.032560214,-1.0361576,-1.0757657,-0.0396081
87,0.22303924,0.18717532,"('unsuccessful', 'successful')",0.9933693,0.95247775,0.6082042,0.5698265,-0.0383777
88,-0.4235326,-0.48872137,"('low', 'eminent')",-0.36919725,-0.3634107,-0.3963649,-0.426066,-0.0297011
