,severity_male,severity_female,tuple,average_male,average_female,female-male
0,0.21875407,0.14195631,"('unsociable', 'sociable')",0.2187541,0.1419563,-0.0767978
1,0.84285605,0.72180724,"('unfriendly', 'friendly')",0.842856,0.7218072,-0.1210488
2,0.042335603,0.1646075,"('unlikable', 'likable')",0.0423356,0.1646075,0.1222719
3,0.76635164,0.86938936,"('repellent', 'pleasant')",0.7663516,0.8693894,0.1030378
4,-7.013088,-7.266115,"('disliked', 'liked')",-7.0130882,-7.2661152,-0.253027
5,-0.73906136,-0.73692185,"('distant', 'outgoing')",-0.7390614,-0.7369218,0.0021396
6,-0.16654906,-0.27908763,"('distant', 'open')",-0.1665491,-0.2790876,-0.1125385
7,1.1827445,1.1674882,"('insensitive', 'sensitive')",1.1827445,1.1674882,-0.0152563
8,0.77508426,0.61206627,"('unaffectionate', 'affectionate')",0.7750843,0.6120663,-0.163018
9,1.2288107,1.2278521,"('unaffectionate', 'caring')",1.2288107,1.2278521,-0.0009586
10,1.340093,1.3507272,"('unsympathetic', 'sympathetic')",1.340093,1.3507272,0.0106342
11,1.6738063,1.6950634,"('unhelpful', 'helpful')",1.6738063,1.6950634,0.0212571
12,-1.5395895,-1.5785158,"('unsupportive', 'supportive')",-1.5395895,-1.5785158,-0.0389263
13,0.09231996,0.17710926,"('impolite', 'polite')",0.09232,0.1771093,0.0847893
14,0.1266657,0.13974491,"('antisocial', 'social')",0.1266657,0.1397449,0.0130792
15,0.03134681,-0.038998246,"('boring', 'funny')",0.0313468,-0.0389982,-0.070345
16,-0.4160813,-0.44784087,"('unpopular', 'popular')",-0.4160813,-0.4478409,-0.0317596
17,-0.086080305,-0.15906158,"('nasty', 'nice')",-0.0860803,-0.1590616,-0.0729813
18,-0.5256179,-0.47347346,"('disagreeable', 'welcoming')",-0.5256179,-0.4734735,0.0521444
19,-1.055537,-1.1323942,"('inhospitable', 'hospitable')",-1.055537,-1.1323942,-0.0768572
20,0.8931338,0.8466107,"('rough', 'thoughtful')",0.8931338,0.8466107,-0.0465231
21,-0.12094379,0.09215057,"('immoral', 'moral')",-0.1209438,0.0921506,0.2130944
22,-0.13559647,-0.13071056,"('untrustworthy', 'trustworthy')",-0.1355965,-0.1307106,0.0048859
23,5.5835605,5.7434964,"('insincere', 'sincere')",5.5835605,5.7434964,0.1599359
24,1.3317991,1.3502254,"('dishonest', 'honest')",1.3317991,1.3502254,0.0184263
25,0.3427385,0.31089628,"('egoistic', 'altruistic')",0.3427385,0.3108963,-0.0318422
26,0.7987407,0.54298115,"('hardhearted', 'benevolent')",0.7987407,0.5429811,-0.2557596
27,1.6073371,1.3801683,"('hardhearted', 'softhearted')",1.6073371,1.3801683,-0.2271688
28,1.0912583,1.0105458,"('disloyal', 'loyal')",1.0912583,1.0105458,-0.0807125
29,-0.54206014,-0.6865335,"('unfair', 'fair')",-0.5420601,-0.6865335,-0.1444734
30,0.71448135,0.84263915,"('intolerant', 'tolerant')",0.7144814,0.8426391,0.1281577
31,-1.3777006,-1.5150071,"('evil', 'good')",-1.3777006,-1.5150071,-0.1373065
32,1.2475873,1.0800437,"('unkind', 'kind')",1.2475873,1.0800437,-0.1675436
33,-0.44268647,-0.5003228,"('wrong', 'right')",-0.4426865,-0.5003228,-0.0576363
34,3.9904509,4.20724,"('mean', 'honorable')",3.9904509,4.2072401,0.2167892
35,-0.9690204,-1.3038726,"('corrupt', 'incorrupt')",-0.9690204,-1.3038726,-0.3348522
36,-0.824532,-0.97113043,"('hostile', 'amicable')",-0.824532,-0.9711304,-0.1465984
37,0.9830085,0.9450989,"('fake', 'genuine')",0.9830085,0.9450989,-0.0379096
38,-0.5614272,-0.48202842,"('untruthful', 'truthful')",-0.5614272,-0.4820284,0.0793988
39,0.22945099,0.3031607,"('exploitative', 'cooperative')",0.229451,0.3031607,0.0737097
40,-1.130295,-1.3412529,"('stingy', 'generous')",-1.130295,-1.3412529,-0.2109579
41,0.39170384,0.36826986,"('unforgiving', 'forgiving')",0.3917038,0.3682699,-0.0234339
42,-1.4428865,-1.5201896,"('unreliable', 'reliable')",-1.4428865,-1.5201896,-0.0773031
43,1.0472949,1.2386388,"('irresponsible', 'responsible')",1.0472949,1.2386388,0.1913439
44,-0.6971069,-0.7056373,"('prejudiced', 'unprejudiced')",-0.6971069,-0.7056373,-0.0085304
45,0.54289794,0.37899908,"('incompetent', 'competent')",0.5428979,0.3789991,-0.1638988
46,-0.09327242,-0.01987769,"('uncompetitive', 'competitive')",-0.0932724,-0.0198777,0.0733947
47,4.5383067,4.731026,"('stupid', 'smart')",4.5383067,4.7310262,0.1927195
48,0.31184566,0.3025194,"('unintelligent', 'intelligent')",0.3118457,0.3025194,-0.0093263
49,-0.43393028,-0.24930796,"('unable', 'able')",-0.4339303,-0.249308,0.1846223
50,-0.1922329,-0.28922004,"('clumsy', 'skillful')",-0.1922329,-0.28922,-0.0969871
51,0.05969347,-0.0016746521,"('uneducated', 'educated')",0.0596935,-0.0016747,-0.0613682
52,-0.46093073,-0.7512413,"('irrational', 'rational')",-0.4609307,-0.7512413,-0.2903106
53,-0.060830995,-0.18432496,"('uncreative', 'creative')",-0.060831,-0.184325,-0.123494
54,0.67222697,0.68333876,"('incapable', 'capable')",0.672227,0.6833388,0.0111118
55,0.8566998,0.936857,"('incompetent', 'clever')",0.8566998,0.936857,0.0801572
56,0.6101643,0.6871295,"('impractical', 'practical')",0.6101643,0.6871295,0.0769652
57,-1.9363031,-2.1174612,"('unimaginative', 'imaginative')",-1.9363031,-2.1174612,-0.1811581
58,0.30717432,0.21739729,"('undiscriminating', 'discriminating')",0.3071743,0.2173973,-0.089777
59,-0.1642685,-0.26548186,"('foolish', 'wise')",-0.1642685,-0.2654819,-0.1012134
60,0.56546354,0.8820606,"('inefficient', 'efficient')",0.5654635,0.8820606,0.3165971
61,0.20809898,0.0738062,"('illogical', 'logical')",0.208099,0.0738062,-0.1342928
62,0.72656155,0.84890527,"('incompetent', 'brilliant')",0.7265615,0.8489053,0.1223438
