,constellation_male,constellation_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,female-male
0,0.05688165,-0.029451797,"('unsociable', 'sociable')",1.0955294,0.88668954,-0.5483671,-0.68552434,0.201348,0.0572378,-0.1441102
1,-0.21956955,-0.37707737,"('unfriendly', 'friendly')",0.24076812,0.2319974,1.7126411,1.6425046,0.5779466,0.4991415,-0.0788051
2,0.23274764,0.29106227,"('unlikable', 'likable')",0.92027766,0.9934494,0.61408126,0.74380964,0.5890355,0.6761071,0.0870716
3,-0.6579222,-0.5263663,"('repellent', 'pleasant')",-0.585444,-0.42201895,-0.41366,-0.36448684,-0.5523421,-0.437624,0.1147181
4,-1.6609131,-1.7908357,"('disliked', 'liked')",-0.28699228,-0.20692322,-5.8661447,-5.964638,-2.6046834,-2.6541324,-0.049449
5,-1.2905577,-1.2899168,"('distant', 'outgoing')",-0.4309611,-0.27389652,-0.097279385,-0.04468364,-0.6062661,-0.5361656,0.0701005
6,-1.8243395,-1.8411232,"('distant', 'open')",-0.95955324,-0.7934902,0.52011395,0.5257257,-0.7545929,-0.7029626,0.0516303
7,0.7227608,0.7310423,"('insensitive', 'sensitive')",0.43976307,0.40374368,0.29873207,0.27062672,0.4870853,0.4684709,-0.0186144
8,-0.25829,-0.35290596,"('unaffectionate', 'affectionate')",-0.5704496,-0.49997813,0.83060044,0.7538668,0.0006203,-0.0330058,-0.0336261
9,0.35316405,0.2812131,"('unaffectionate', 'caring')",0.1644,0.15176523,0.9411831,0.9058264,0.486249,0.4462682,-0.0399808
10,0.82370585,0.87348425,"('unsympathetic', 'sympathetic')",0.16866696,0.12182611,-0.78648317,-0.8724804,0.0686299,0.0409433,-0.0276866
11,0.5143494,0.59973717,"('unhelpful', 'helpful')",0.3389107,0.351076,1.3956914,1.4617702,0.7496505,0.8041945,0.054544
12,0.4011947,0.5223427,"('unsupportive', 'supportive')",0.5877398,0.77474153,-1.8256375,-1.7962223,-0.278901,-0.1663794,0.1125216
13,0.031446494,0.038134716,"('impolite', 'polite')",0.7381575,0.6553409,-0.6978692,-0.73236716,0.0239116,-0.0129639,-0.0368755
14,0.397289,0.45391136,"('antisocial', 'social')",1.0655406,0.93649215,-0.7884304,-0.8241308,0.2247997,0.1887576,-0.0360421
15,0.5096558,0.3449852,"('boring', 'funny')",0.4810662,0.38364726,0.7305028,0.6657966,0.5737416,0.4648097,-0.1089319
16,-1.847707,-1.9211099,"('unpopular', 'popular')",-0.6600609,-0.48532173,0.39063576,0.44910026,-0.7057107,-0.6524438,0.0532669
17,-0.6948802,-0.68680036,"('nasty', 'nice')",-0.7496768,-0.58713293,-0.71131516,-0.6318102,-0.718624,-0.6352478,0.0833762
