,shack_male,shack_female,tuple,average_male,average_female,female-male
0,0.11008783,0.019844186,"('unsociable', 'sociable')",0.1100878,0.0198442,-0.0902436
1,1.0395812,1.1170719,"('unfriendly', 'friendly')",1.0395812,1.1170719,0.0774907
2,0.26136282,0.44538435,"('unlikable', 'likable')",0.2613628,0.4453844,0.1840216
3,0.5710382,0.69260037,"('repellent', 'pleasant')",0.5710382,0.6926004,0.1215622
4,-7.4271684,-7.3607516,"('disliked', 'liked')",-7.4271684,-7.3607516,0.0664168
5,-0.4947971,-0.3359197,"('distant', 'outgoing')",-0.4947971,-0.3359197,0.1588774
6,-0.067601755,0.07073994,"('distant', 'open')",-0.0676018,0.0707399,0.1383417
7,1.2832267,1.3456539,"('insensitive', 'sensitive')",1.2832267,1.3456539,0.0624272
8,1.2717824,1.2061799,"('unaffectionate', 'affectionate')",1.2717824,1.2061799,-0.0656025
9,1.602514,1.6506672,"('unaffectionate', 'caring')",1.602514,1.6506672,0.0481532
10,1.1911871,1.1382229,"('unsympathetic', 'sympathetic')",1.1911871,1.1382229,-0.0529642
11,1.9092324,1.9286078,"('unhelpful', 'helpful')",1.9092324,1.9286078,0.0193754
12,-1.2774429,-1.242687,"('unsupportive', 'supportive')",-1.2774429,-1.242687,0.0347559
13,0.10617167,0.0787383,"('impolite', 'polite')",0.1061717,0.0787383,-0.0274334
14,0.31817728,0.27673987,"('antisocial', 'social')",0.3181773,0.2767399,-0.0414374
15,0.19581746,0.27432847,"('boring', 'funny')",0.1958175,0.2743285,0.078511
16,-0.5753942,-0.38687366,"('unpopular', 'popular')",-0.5753942,-0.3868737,0.1885205
17,-0.19433604,-0.18804818,"('nasty', 'nice')",-0.194336,-0.1880482,0.0062878
18,-0.5537666,-0.4233183,"('disagreeable', 'welcoming')",-0.5537666,-0.4233183,0.1304483
19,-0.52620536,-0.42759416,"('inhospitable', 'hospitable')",-0.5262054,-0.4275942,0.0986112
20,0.44184893,0.38020605,"('rough', 'thoughtful')",0.4418489,0.380206,-0.0616429
21,-0.214778,-0.09377706,"('immoral', 'moral')",-0.214778,-0.0937771,0.1210009
22,-0.14544314,-0.15011482,"('untrustworthy', 'trustworthy')",-0.1454431,-0.1501148,-0.0046717
23,6.5186076,6.6490645,"('insincere', 'sincere')",6.5186076,6.6490645,0.1304569
24,1.8288068,1.8625977,"('dishonest', 'honest')",1.8288068,1.8625977,0.0337909
25,0.40928915,0.43933773,"('egoistic', 'altruistic')",0.4092892,0.4393377,0.0300485
26,0.373186,0.21792069,"('hardhearted', 'benevolent')",0.373186,0.2179207,-0.1552653
27,1.4270314,1.3664817,"('hardhearted', 'softhearted')",1.4270314,1.3664817,-0.0605497
28,1.2017019,1.1554974,"('disloyal', 'loyal')",1.2017019,1.1554974,-0.0462045
29,-0.23535034,-0.28472722,"('unfair', 'fair')",-0.2353503,-0.2847272,-0.0493769
30,1.1938716,1.1365583,"('intolerant', 'tolerant')",1.1938716,1.1365583,-0.0573133
31,-1.376246,-1.2013404,"('evil', 'good')",-1.376246,-1.2013404,0.1749056
32,1.3416874,1.220332,"('unkind', 'kind')",1.3416874,1.220332,-0.1213554
33,-0.7223315,-0.6550467,"('wrong', 'right')",-0.7223315,-0.6550467,0.0672848
34,4.4301033,4.7097363,"('mean', 'honorable')",4.4301033,4.7097363,0.279633
35,-0.7161534,-0.80158323,"('corrupt', 'incorrupt')",-0.7161534,-0.8015832,-0.0854298
36,-0.6118341,-0.6524429,"('hostile', 'amicable')",-0.6118341,-0.6524429,-0.0406088
37,0.83140415,0.8309769,"('fake', 'genuine')",0.8314041,0.8309769,-0.0004272
38,-0.12736516,-0.11565091,"('untruthful', 'truthful')",-0.1273652,-0.1156509,0.0117143
39,0.29189262,0.29990178,"('exploitative', 'cooperative')",0.2918926,0.2999018,0.0080092
40,-1.5062926,-1.5125474,"('stingy', 'generous')",-1.5062926,-1.5125474,-0.0062548
41,-0.06401326,-0.18681848,"('unforgiving', 'forgiving')",-0.0640133,-0.1868185,-0.1228052
42,-1.9374094,-1.9352405,"('unreliable', 'reliable')",-1.9374094,-1.9352405,0.0021689
43,1.3644253,1.3802803,"('irresponsible', 'responsible')",1.3644253,1.3802803,0.015855
44,-1.1286428,-1.230762,"('prejudiced', 'unprejudiced')",-1.1286428,-1.230762,-0.1021192
45,0.38265827,0.39459383,"('incompetent', 'competent')",0.3826583,0.3945938,0.0119355
46,-0.5601478,-0.5932711,"('uncompetitive', 'competitive')",-0.5601478,-0.5932711,-0.0331233
47,5.498174,5.7163243,"('stupid', 'smart')",5.4981742,5.7163243,0.2181501
48,0.8839678,0.8591088,"('unintelligent', 'intelligent')",0.8839678,0.8591088,-0.024859
49,-0.33517212,-0.08956298,"('unable', 'able')",-0.3351721,-0.089563,0.2456091
50,-0.33945638,-0.246816,"('clumsy', 'skillful')",-0.3394564,-0.246816,0.0926404
51,0.49743626,0.46719387,"('uneducated', 'educated')",0.4974363,0.4671939,-0.0302424
52,-0.5313992,-0.4945071,"('irrational', 'rational')",-0.5313992,-0.4945071,0.0368921
53,0.14974298,0.2953182,"('uncreative', 'creative')",0.149743,0.2953182,0.1455752
54,1.13059,1.2525512,"('incapable', 'capable')",1.13059,1.2525512,0.1219612
55,0.87403417,0.9317227,"('incompetent', 'clever')",0.8740342,0.9317227,0.0576885
56,0.8663731,0.9752274,"('impractical', 'practical')",0.8663731,0.9752274,0.1088543
57,-2.7510414,-2.7641873,"('unimaginative', 'imaginative')",-2.7510414,-2.7641873,-0.0131459
58,-0.31119496,-0.37811375,"('undiscriminating', 'discriminating')",-0.311195,-0.3781137,-0.0669187
59,-0.038081653,0.109258085,"('foolish', 'wise')",-0.0380817,0.1092581,0.1473398
60,0.47397345,0.5893858,"('inefficient', 'efficient')",0.4739735,0.5893858,0.1154123
61,0.51328564,0.43633884,"('illogical', 'logical')",0.5132856,0.4363388,-0.0769468
62,1.1618919,1.3297882,"('incompetent', 'brilliant')",1.1618919,1.3297882,0.1678963
63,0.6489912,0.74215627,"('unperceptive', 'insightful')",0.6489912,0.7421563,0.0931651
64,-5.9973707,-5.9769516,"('shy', 'confident')",-5.9973707,-5.9769516,0.0204191
65,0.91376007,0.90172416,"('insecure', 'secure')",0.9137601,0.9017242,-0.0120359
66,-0.043273598,-0.13388021,"('inactive', 'active')",-0.0432736,-0.1338802,-0.0906066
67,-0.63529307,-0.5409264,"('doubtful', 'determined')",-0.6352931,-0.5409264,0.0943667
68,-0.70300645,-0.54171354,"('dependent', 'independent')",-0.7030064,-0.5417135,0.1612929
69,-1.7125789,-1.5919307,"('lazy', 'industrious')",-1.7125789,-1.5919307,0.1206482
70,1.4460435,1.3774822,"('lethargic', 'energetic')",1.4460435,1.3774822,-0.0685613
71,0.50065565,0.6541633,"('diffident', 'self-confident')",0.5006557,0.6541633,0.1535076
72,0.60890096,0.65076214,"('unambitious', 'ambitious')",0.608901,0.6507621,0.0418611
73,-3.2236545,-3.1181867,"('helpless', 'self-reliant')",-3.2236545,-3.1181867,0.1054678
74,0.0061354823,-0.02508983,"('undedicated', 'dedicated')",0.0061355,-0.0250898,-0.0312253
75,-1.050883,-1.0328252,"('meek', 'impulsive')",-1.0508831,-1.0328252,0.0180579
76,0.9824295,0.88739836,"('anxious', 'daring')",0.9824295,0.8873984,-0.0950311
77,-1.0897799,-1.0138402,"('unmotivated', 'motivated')",-1.0897799,-1.0138402,0.0759397
78,-0.3914494,-0.31856743,"('nonresilient', 'resilient')",-0.3914494,-0.3185674,0.072882
79,-0.0064488184,0.0032211868,"('wavering', 'unwavering')",-0.0064488,0.0032212,0.00967
