,citrix_male,citrix_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.7517932,-0.7626022,"('unsociable', 'sociable')",0.114437446,0.070558906,-0.6479417,-0.80893975,-0.4284325,-0.5003277,-0.0718952
1,0.15471545,0.10424091,"('unfriendly', 'friendly')",0.647019,0.4285942,2.2125359,2.1099734,1.0047568,0.8809361,-0.1238207
2,0.62426245,0.67868847,"('unlikable', 'likable')",0.84322923,0.9310784,0.45540458,0.54990464,0.6409654,0.7198905,0.0789251
3,-1.1594117,-0.91631716,"('repellent', 'pleasant')",0.8245987,1.0588511,0.10444057,0.11863376,-0.0767908,0.0870559,0.1638467
4,0.3720286,0.34900084,"('disliked', 'liked')",-0.936042,-1.04097,-6.2715645,-6.376759,-2.278526,-2.3562428,-0.0777168
5,0.5964496,0.56091785,"('distant', 'outgoing')",-0.98461396,-1.0521542,0.037152376,0.070537366,-0.117004,-0.140233,-0.023229
6,0.3905684,0.34359476,"('distant', 'open')",-1.4447931,-1.5606138,0.6389312,0.6872748,-0.1384312,-0.1765814,-0.0381502
7,-0.41955134,-0.2609719,"('insensitive', 'sensitive')",0.35793296,0.50683427,0.67640865,0.67112976,0.2049301,0.305664,0.1007339
8,0.023001023,-0.10363642,"('unaffectionate', 'affectionate')",-0.60512644,-0.7272445,1.178684,1.0748882,0.1988529,0.0813358,-0.1175171
9,0.17982394,0.0827288,"('unaffectionate', 'caring')",-0.07534112,-0.19035257,1.4460208,1.3888615,0.5168345,0.4270792,-0.0897553
10,-1.7399634,-1.5809449,"('unsympathetic', 'sympathetic')",-0.67941076,-0.54691356,-0.70845795,-0.7747609,-1.0426107,-0.9675398,0.0750709
11,-0.4694615,-0.45481026,"('unhelpful', 'helpful')",0.6282907,0.73484933,1.3132224,1.3736948,0.4906839,0.5512446,0.0605607
12,0.3482502,0.48569897,"('unsupportive', 'supportive')",0.4355789,0.5537311,-1.8129839,-1.8714345,-0.3430516,-0.2773348,0.0657168
13,-1.2107761,-1.2386223,"('impolite', 'polite')",-0.086632736,-0.024544992,-0.46456373,-0.47569898,-0.5873242,-0.5796221,0.0077021
14,0.045893654,0.21416408,"('antisocial', 'social')",0.9137361,1.0548675,-0.763514,-0.8268525,0.0653719,0.147393,0.0820211
15,0.38123384,0.20368555,"('boring', 'funny')",-1.006806,-1.0907854,0.59051025,0.5638328,-0.0116873,-0.1077557,-0.0960684
16,0.17423081,0.20401968,"('unpopular', 'popular')",-0.25674883,-0.18893975,0.56562555,0.64393127,0.1610358,0.2196704,0.0586346
17,0.11233929,0.20550019,"('nasty', 'nice')",-0.47399867,-0.4237333,-0.4773767,-0.43103743,-0.2796787,-0.2164235,0.0632552
18,0.09266988,0.16073692,"('disagreeable', 'welcoming')",-0.19513059,-0.13298088,-0.2502177,-0.24793524,-0.1175595,-0.0733931,0.0441664
19,-0.25318825,-0.31608462,"('inhospitable', 'hospitable')",-0.9710912,-1.0145427,0.3915105,0.50634944,-0.2775896,-0.2747593,0.0028303
20,0.25259694,0.3467973,"('rough', 'thoughtful')",0.6862166,0.7929876,1.0859519,1.0098879,0.6749218,0.7165576,0.0416358
21,-0.8980983,-0.85106367,"('immoral', 'moral')",0.7442418,0.8022006,-0.9610909,-0.9395536,-0.3716491,-0.3294722,0.0421769
22,-0.03850028,-0.007248193,"('untrustworthy', 'trustworthy')",0.4680135,0.44013166,-0.72067326,-0.80624634,-0.0970533,-0.1244543,-0.027401
23,-1.3897866,-1.2621528,"('insincere', 'sincere')",0.79239815,0.8873071,5.4703183,5.4360366,1.62431,1.6870637,0.0627537
24,-0.19744876,-0.10652601,"('dishonest', 'honest')",-1.3927941,-1.4225165,0.7854078,0.68671787,-0.2682784,-0.2807749,-0.0124965
25,0.7001846,0.62964565,"('egoistic', 'altruistic')",0.9822663,0.901012,1.9282918,1.8825543,1.2035809,1.1377373,-0.0658436
26,1.5975316,1.5168159,"('hardhearted', 'benevolent')",0.4563685,0.38965434,1.827912,1.7029022,1.2939374,1.2031242,-0.0908132
27,0.43095168,0.4544874,"('hardhearted', 'softhearted')",0.27415767,0.28788042,1.6938641,1.5602556,0.7996578,0.7675412,-0.0321166
28,-0.15879683,-0.16855648,"('disloyal', 'loyal')",0.09324986,0.08557757,1.085517,0.9764272,0.33999,0.2978161,-0.0421739
29,0.25511009,0.19757046,"('unfair', 'fair')",-0.18380916,-0.2298212,-0.038446687,-0.19695708,0.0109514,-0.0764026,-0.087354
30,-0.112543985,-0.061377205,"('intolerant', 'tolerant')",1.0226843,1.036091,0.75714374,0.7114537,0.5557613,0.5620558,0.0062945
31,0.13524275,0.13706644,"('evil', 'good')",-0.643167,-0.7452501,-0.20447734,-0.3120408,-0.2374672,-0.3067415,-0.0692743
