,united_male,united_female,tuple,states_male,states_female,steel_male,steel_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.7725824,-0.8721888,"('unsociable', 'sociable')",-1.2994053,-1.5253681,-0.7418861,-0.8171628,-0.69332147,-0.73770356,-0.8767988,-0.9881058,-0.111307
1,-0.77507913,-0.7975634,"('unfriendly', 'friendly')",-0.884712,-1.0041438,1.3070717,1.288523,0.46855953,0.33340445,0.02896,-0.044945,-0.073905
2,0.7475805,0.7725301,"('unlikable', 'likable')",0.8935932,0.86144936,0.7187935,0.7722079,0.42927,0.4443164,0.6973093,0.7126259,0.0153166
3,-0.5143474,-0.39380175,"('repellent', 'pleasant')",-0.49192834,-0.38940132,-0.99351794,-0.8244582,0.6800896,0.73912823,-0.329926,-0.2171333,0.1127927
4,-0.08178505,-0.15567544,"('disliked', 'liked')",0.71697533,0.67368007,0.07963187,-0.03664027,-5.5297904,-5.4327264,-1.203742,-1.2378405,-0.0340985
5,0.061948277,0.15774125,"('distant', 'outgoing')",-0.24679315,-0.23067988,0.2070021,0.1763938,-1.0512697,-1.0984997,-0.2572781,-0.2487611,0.008517
6,0.30943233,0.423555,"('distant', 'open')",-0.06070405,-0.0022002328,0.21261786,0.24192134,-1.1530097,-1.2127492,-0.1729159,-0.1373683,0.0355476
7,-0.11144261,-0.14826213,"('insensitive', 'sensitive')",-0.42292058,-0.49981415,0.08535871,0.17292906,-0.13158181,-0.10741516,-0.1451466,-0.1456406,-0.000494
8,-1.4869039,-1.4367509,"('unaffectionate', 'affectionate')",-0.7825946,-0.7940796,0.9107543,0.9603294,-0.19950102,-0.28389576,-0.3895613,-0.3885992,0.0009621
9,-0.54475224,-0.51324165,"('unaffectionate', 'caring')",-0.6018746,-0.6801555,0.92051554,0.9595292,0.24463262,0.20011155,0.0046303,-0.0084391,-0.0130694
10,-0.28269643,-0.30058867,"('unsympathetic', 'sympathetic')",-0.86882037,-0.96814346,-1.2494969,-1.1847982,-0.89378333,-0.8505151,-0.8236993,-0.8260114,-0.0023121
11,0.38482547,0.37039167,"('unhelpful', 'helpful')",-0.3649817,-0.47996897,-1.0925745,-1.0917015,1.3713595,1.3590325,0.0746572,0.0394384,-0.0352188
12,0.6942365,0.8117158,"('unsupportive', 'supportive')",0.6471229,0.68713236,0.72743183,0.82393616,-1.9896437,-1.8458563,0.0197869,0.119232,0.0994451
13,-0.52687395,-0.62973976,"('impolite', 'polite')",-0.9848574,-1.1337847,-0.75398207,-0.74113494,-1.0660878,-1.0650277,-0.8329504,-0.8924218,-0.0594714
14,-0.21484305,-0.2463637,"('antisocial', 'social')",0.042701393,-0.062358707,0.4441446,0.49561676,0.28286463,0.23729494,0.1387169,0.1060473,-0.0326696
15,-0.42218375,-0.554894,"('boring', 'funny')",0.452119,0.39514846,0.25005865,0.15215932,-0.2004658,-0.29456872,0.019882,-0.0755387,-0.0954207
16,-0.18870997,-0.18447477,"('unpopular', 'popular')",-0.057528377,-0.06631808,-0.2477971,-0.30694276,0.33904076,0.1806083,-0.0387487,-0.0942818,-0.0555331
17,-0.10937987,-0.011394534,"('nasty', 'nice')",-0.07842028,0.016150884,-0.73294765,-0.6730761,-0.4472643,-0.38731307,-0.342003,-0.2639082,0.0780948
18,-0.09143845,0.023449913,"('disagreeable', 'welcoming')",0.30330542,0.39152917,-1.3455199,-1.2418075,-1.8127973,-1.8379078,-0.7366126,-0.6661841,0.0704285
19,-0.15993716,-0.05880943,"('inhospitable', 'hospitable')",0.20238452,0.30976218,-0.3974419,-0.35338587,-0.9859583,-0.95886576,-0.3352382,-0.2653247,0.0699135
20,-0.20451576,-0.20979485,"('rough', 'thoughtful')",0.22616228,0.22849867,-0.61700916,-0.51175815,0.0810801,0.09383097,-0.1285706,-0.0998058,0.0287648
21,0.019945383,-0.077769175,"('immoral', 'moral')",-0.22207147,-0.36896363,0.39607677,0.35419777,-0.4700606,-0.46140924,-0.0690275,-0.1384861,-0.0694586
22,-0.5498787,-0.645094,"('untrustworthy', 'trustworthy')",-0.3153156,-0.37699562,-1.2304739,-1.2087429,-1.2175031,-1.2171174,-0.8282928,-0.8619875,-0.0336947
23,-0.057326354,-0.040697917,"('insincere', 'sincere')",-0.8954146,-0.9746835,-0.5874165,-0.50691015,4.337768,4.0979905,0.6994026,0.6439247,-0.0554779
24,0.17409286,0.09960168,"('dishonest', 'honest')",0.056640938,-0.040481295,0.8101332,0.8605008,0.022401903,0.04873869,0.2658172,0.24209,-0.0237272
25,-0.29902017,-0.31956285,"('egoistic', 'altruistic')",0.24913603,0.17248675,1.9264803,1.88445,1.1961597,1.1992425,0.768189,0.7341541,-0.0340349
26,0.033739284,-0.062022462,"('hardhearted', 'benevolent')",0.4908908,0.3981245,1.5502106,1.5418203,1.5871276,1.5518667,0.9154921,0.8574473,-0.0580448
27,-0.3591127,-0.28982127,"('hardhearted', 'softhearted')",0.20517153,0.21157724,-1.18483,-1.0356185,-0.51755947,-0.5690845,-0.4640827,-0.4207368,0.0433459
28,0.7823261,0.5597804,"('disloyal', 'loyal')",0.47056064,0.14309847,-0.17101288,-0.3623789,0.6427339,0.48982906,0.4311519,0.2075823,-0.2235696
29,-0.69807833,-0.8387264,"('unfair', 'fair')",-0.6943867,-0.7108946,-0.24370793,-0.23996347,-0.41790983,-0.5086517,-0.5135207,-0.574559,-0.0610383
30,-0.4625518,-0.47006553,"('intolerant', 'tolerant')",-0.29538515,-0.38343668,-0.84594524,-0.79961884,-0.3689552,-0.4410132,-0.4932094,-0.5235335,-0.0303241
31,-0.2725334,-0.08698837,"('evil', 'good')",0.65502757,0.8405661,0.4659427,0.6049551,-1.0812025,-1.1017524,-0.0581914,0.0641951,0.1223865
32,0.093852125,-0.04842099,"('unkind', 'kind')",-0.288828,-0.46589512,0.23574701,0.21043362,0.3600468,0.26213583,0.1002045,-0.0104367,-0.1106412
33,0.7510508,0.6836698,"('wrong', 'right')",0.33597872,0.26002952,1.495387,1.4423742,-0.7418255,-0.76769084,0.4601477,0.4045957,-0.055552
34,-0.30096868,-0.10891685,"('mean', 'honorable')",-0.82147473,-0.7010901,-0.0675697,0.08529371,4.13782,4.101686,0.7369516,0.8442432,0.1072916
35,-0.46816516,-0.5532341,"('corrupt', 'incorrupt')",0.38170588,0.32156986,0.21880022,0.120584026,-0.58022046,-0.7574243,-0.1119699,-0.2171261,-0.1051562
36,-1.235488,-1.1660564,"('hostile', 'amicable')",-0.6713019,-0.64862025,0.09446802,0.07365068,-0.80773205,-0.9802959,-0.6550135,-0.6803305,-0.025317
37,-0.5464259,-0.55960625,"('fake', 'genuine')",-0.26076046,-0.21088304,0.015418379,0.085570075,-0.5057775,-0.5116232,-0.3243864,-0.2991356,0.0252508
38,0.09208107,0.08952369,"('untruthful', 'truthful')",-0.106475726,-0.16501552,-0.05991014,-0.06563607,-0.26638034,-0.25022042,-0.0851713,-0.0978371,-0.0126658
39,0.5804396,0.53116816,"('exploitative', 'cooperative')",0.95964557,0.90898013,0.78186315,0.8995512,-0.09030152,0.02390081,0.5579117,0.5909001,0.0329884
40,0.57396245,0.6533112,"('stingy', 'generous')",1.3809849,1.4294324,0.44670787,0.44163153,-2.0391603,-1.9808424,0.0906237,0.1358832,0.0452595
41,-0.45902625,-0.38297752,"('unforgiving', 'forgiving')",-0.40535176,-0.45567304,-0.6663223,-0.6563353,-0.27149302,-0.33139876,-0.4505483,-0.4565961,-0.0060478
42,1.3121808,1.2491115,"('unreliable', 'reliable')",1.3877968,1.4197959,-0.006131109,0.03785503,-2.6142392,-2.4603648,0.0199018,0.0615994,0.0416976
43,-0.69048756,-0.67638975,"('irresponsible', 'responsible')",-1.0959599,-1.0722263,-0.8663417,-0.7577026,-0.38416183,-0.35841158,-0.7592378,-0.7161825,0.0430553
44,0.010309552,0.048441835,"('prejudiced', 'unprejudiced')",-0.07846014,0.05429414,-1.2208441,-1.1144271,-1.5444046,-1.5125672,-0.7083498,-0.6310645,0.0772853
45,-1.6546406,-1.6834954,"('incompetent', 'competent')",-0.7721151,-0.8151017,-1.4660183,-1.3380988,-0.7578186,-0.7768862,-1.1626482,-1.1533955,0.0092527
46,-0.30547404,-0.31097522,"('uncompetitive', 'competitive')",-0.75884175,-0.82581055,-0.802262,-0.79340196,-0.8692672,-0.8850644,-0.6839613,-0.703813,-0.0198517
47,-0.04913178,0.058121897,"('stupid', 'smart')",-0.40284494,-0.3024423,0.6662896,0.78597826,3.8409717,3.8111806,1.0138211,1.0882096,0.0743885
48,-0.42679477,-0.5111688,"('unintelligent', 'intelligent')",-0.021289773,-0.15539207,-0.14537503,-0.13779625,0.35527343,0.34635112,-0.0595465,-0.1145015,-0.054955
49,-1.2680471,-1.283597,"('unable', 'able')",-1.196389,-1.2007904,-1.138562,-0.9980029,-0.8275166,-0.80458266,-1.1076287,-1.0717432,0.0358855
50,0.25690302,0.2096005,"('clumsy', 'skillful')",0.566672,0.5733517,0.1810678,0.13553445,-0.24049583,-0.36861673,0.1910368,0.1374675,-0.0535693
51,0.28865376,0.096318156,"('uneducated', 'educated')",0.6469627,0.46448827,-0.08414895,-0.16277991,0.3208378,0.2518956,0.2930763,0.1624805,-0.1305958
52,0.4215383,0.33763003,"('irrational', 'rational')",0.3013601,0.25656492,1.6276431,1.4370635,-0.2346474,-0.31894177,0.5289736,0.4280791,-0.1008945
53,-0.50708735,-0.568639,"('uncreative', 'creative')",-0.77330816,-0.894865,1.3001333,1.2643894,-0.11225573,-0.27026695,-0.0231295,-0.1173454,-0.0942159
