,brook_male,brook_female,tuple,average_male,average_female,female-male
0,0.9476248,0.8743747,"('unsociable', 'sociable')",0.9476248,0.8743747,-0.0732501
1,0.72017425,0.7754854,"('unfriendly', 'friendly')",0.7201743,0.7754854,0.0553111
2,0.021864027,0.10900167,"('unlikable', 'likable')",0.021864,0.1090017,0.0871377
3,0.6671372,0.72717744,"('repellent', 'pleasant')",0.6671372,0.7271774,0.0600402
4,-6.403803,-6.684443,"('disliked', 'liked')",-6.4038029,-6.684443,-0.2806401
5,-1.3269255,-1.1643889,"('distant', 'outgoing')",-1.3269255,-1.1643889,0.1625366
6,-0.50877017,-0.41409734,"('distant', 'open')",-0.5087702,-0.4140973,0.0946729
7,1.6788639,1.6121336,"('insensitive', 'sensitive')",1.6788639,1.6121336,-0.0667303
8,0.8263189,0.7545197,"('unaffectionate', 'affectionate')",0.8263189,0.7545197,-0.0717992
9,1.5762491,1.6040841,"('unaffectionate', 'caring')",1.5762491,1.6040841,0.027835
10,1.2855346,1.2339759,"('unsympathetic', 'sympathetic')",1.2855346,1.2339759,-0.0515587
11,1.7547587,1.9176792,"('unhelpful', 'helpful')",1.7547587,1.9176792,0.1629205
12,-1.211426,-1.3014534,"('unsupportive', 'supportive')",-1.211426,-1.3014534,-0.0900274
13,0.17749526,0.21667834,"('impolite', 'polite')",0.1774953,0.2166783,0.039183
14,0.5640904,0.5859213,"('antisocial', 'social')",0.5640904,0.5859213,0.0218309
15,0.4038543,0.3929894,"('boring', 'funny')",0.4038543,0.3929894,-0.0108649
16,-0.27252135,-0.33599275,"('unpopular', 'popular')",-0.2725213,-0.3359928,-0.0634715
17,-0.29407877,-0.2175716,"('nasty', 'nice')",-0.2940788,-0.2175716,0.0765072
18,-1.1088004,-1.0497245,"('disagreeable', 'welcoming')",-1.1088004,-1.0497245,0.0590759
19,-1.1041702,-0.9872985,"('inhospitable', 'hospitable')",-1.1041702,-0.9872985,0.1168717
20,0.6798711,0.61265826,"('rough', 'thoughtful')",0.6798711,0.6126583,-0.0672128
21,0.07499857,0.21309806,"('immoral', 'moral')",0.0749986,0.2130981,0.1380995
22,0.03698181,0.0103828795,"('untrustworthy', 'trustworthy')",0.0369818,0.0103829,-0.0265989
23,5.429303,5.686552,"('insincere', 'sincere')",5.4293032,5.686552,0.2572488
24,1.5323197,1.5291537,"('dishonest', 'honest')",1.5323197,1.5291537,-0.003166
25,0.2758606,0.1855073,"('egoistic', 'altruistic')",0.2758606,0.1855073,-0.0903533
26,1.2968647,1.1702915,"('hardhearted', 'benevolent')",1.2968647,1.1702915,-0.1265732
27,1.2893876,1.1333604,"('hardhearted', 'softhearted')",1.2893876,1.1333604,-0.1560272
28,0.90364724,0.9606938,"('disloyal', 'loyal')",0.9036472,0.9606938,0.0570466
29,-0.20802769,-0.2907153,"('unfair', 'fair')",-0.2080277,-0.2907153,-0.0826876
30,0.9128979,1.0445869,"('intolerant', 'tolerant')",0.9128979,1.0445869,0.131689
31,-2.0545635,-2.0272672,"('evil', 'good')",-2.0545635,-2.0272672,0.0272963
32,1.1439567,1.0606391,"('unkind', 'kind')",1.1439567,1.0606391,-0.0833176
33,-0.33407304,-0.39081722,"('wrong', 'right')",-0.334073,-0.3908172,-0.0567442
34,4.1776056,4.5316024,"('mean', 'honorable')",4.1776056,4.5316024,0.3539968
35,-0.94122994,-1.167102,"('corrupt', 'incorrupt')",-0.9412299,-1.167102,-0.2258721
36,-0.6132805,-0.68232733,"('hostile', 'amicable')",-0.6132805,-0.6823273,-0.0690468
37,0.57610625,0.5641158,"('fake', 'genuine')",0.5761063,0.5641158,-0.0119905
38,-0.18705723,-0.058684878,"('untruthful', 'truthful')",-0.1870572,-0.0586849,0.1283723
39,0.8087915,0.8766672,"('exploitative', 'cooperative')",0.8087915,0.8766672,0.0678757
40,-1.4706234,-1.7173355,"('stingy', 'generous')",-1.4706234,-1.7173355,-0.2467121
41,0.43817583,0.48714057,"('unforgiving', 'forgiving')",0.4381758,0.4871406,0.0489648
42,-1.8527683,-1.9970354,"('unreliable', 'reliable')",-1.8527683,-1.9970354,-0.1442671
43,1.103254,1.2440904,"('irresponsible', 'responsible')",1.103254,1.2440904,0.1408364
44,-1.3021694,-1.2582148,"('prejudiced', 'unprejudiced')",-1.3021694,-1.2582148,0.0439546
45,1.1622795,1.0115802,"('incompetent', 'competent')",1.1622795,1.0115802,-0.1506993
46,0.5826728,0.44900984,"('uncompetitive', 'competitive')",0.5826728,0.4490098,-0.133663
47,4.547338,4.854997,"('stupid', 'smart')",4.547338,4.8549972,0.3076592
48,0.8677964,0.8345033,"('unintelligent', 'intelligent')",0.8677964,0.8345033,-0.0332931
49,-0.32365632,-0.19615492,"('unable', 'able')",-0.3236563,-0.1961549,0.1275014
50,-0.7060471,-0.72214127,"('clumsy', 'skillful')",-0.7060471,-0.7221413,-0.0160942
51,0.36959517,0.30637488,"('uneducated', 'educated')",0.3695952,0.3063749,-0.0632203
52,-0.39031127,-0.52192277,"('irrational', 'rational')",-0.3903113,-0.5219228,-0.1316115
53,0.074056946,-0.015540708,"('uncreative', 'creative')",0.0740569,-0.0155407,-0.0895976
54,0.7751781,0.8396339,"('incapable', 'capable')",0.7751781,0.8396339,0.0644558
55,1.2999848,1.284103,"('incompetent', 'clever')",1.2999848,1.284103,-0.0158818
56,0.7764483,0.7905785,"('impractical', 'practical')",0.7764483,0.7905785,0.0141302
57,-1.4456677,-1.6646688,"('unimaginative', 'imaginative')",-1.4456677,-1.6646688,-0.2190011
58,0.22242701,0.19356105,"('undiscriminating', 'discriminating')",0.222427,0.193561,-0.028866
59,-0.26459688,-0.19761853,"('foolish', 'wise')",-0.2645969,-0.1976185,0.0669784
60,0.82570577,0.9460546,"('inefficient', 'efficient')",0.8257058,0.9460546,0.1203488
61,1.168447,1.0590597,"('illogical', 'logical')",1.168447,1.0590597,-0.1093873
62,1.1917878,1.269969,"('incompetent', 'brilliant')",1.1917878,1.269969,0.0781812
63,0.63234043,0.69400567,"('unperceptive', 'insightful')",0.6323404,0.6940057,0.0616653
64,-5.171667,-5.3231387,"('shy', 'confident')",-5.1716671,-5.3231387,-0.1514716
65,0.5447042,0.5844212,"('insecure', 'secure')",0.5447042,0.5844212,0.039717
66,0.6478183,0.49356753,"('inactive', 'active')",0.6478183,0.4935675,-0.1542508
67,-0.70827305,-0.60657984,"('doubtful', 'determined')",-0.7082731,-0.6065798,0.1016933
68,-1.0159237,-0.9422432,"('dependent', 'independent')",-1.0159237,-0.9422432,0.0736805
69,-1.8693235,-1.9046494,"('lazy', 'industrious')",-1.8693235,-1.9046494,-0.0353259
70,1.8366593,1.7401011,"('lethargic', 'energetic')",1.8366593,1.7401011,-0.0965582
71,1.0932322,1.0681887,"('diffident', 'self-confident')",1.0932322,1.0681887,-0.0250435
72,0.47614402,0.4573783,"('unambitious', 'ambitious')",0.476144,0.4573783,-0.0187657
73,-2.9058466,-2.9277241,"('helpless', 'self-reliant')",-2.9058466,-2.9277241,-0.0218775
74,0.4942001,0.2894418,"('undedicated', 'dedicated')",0.4942001,0.2894418,-0.2047583
75,-1.0644639,-1.0411185,"('meek', 'impulsive')",-1.0644639,-1.0411185,0.0233454
76,0.5705968,0.62733316,"('anxious', 'daring')",0.5705968,0.6273332,0.0567364
77,-0.4425832,-0.30844152,"('unmotivated', 'motivated')",-0.4425832,-0.3084415,0.1341417
78,-0.24305587,-0.33005297,"('nonresilient', 'resilient')",-0.2430559,-0.330053,-0.0869971
79,-0.87037426,-0.7703475,"('wavering', 'unwavering')",-0.8703743,-0.7703475,0.1000268
80,0.3294289,0.15589544,"('dominated', 'dominating')",0.3294289,0.1558954,-0.1735335
81,-0.0025028363,0.027234767,"('submissive', 'aggressive')",-0.0025028,0.0272348,0.0297376
82,5.455696,5.5746856,"('poor', 'rich')",5.4556961,5.5746856,0.1189895
83,-0.21597984,-0.23232478,"('powerless', 'powerful')",-0.2159798,-0.2323248,-0.016345
84,0.29939362,0.27150473,"('inferior', 'superior')",0.2993936,0.2715047,-0.0278889
85,-1.281196,-1.2303089,"('insignificant', 'prestigious')",-1.281196,-1.2303089,0.0508871
86,0.9840728,0.78034115,"('uninfluential', 'influential')",0.9840728,0.7803411,-0.2037317
87,0.5572936,0.41198453,"('unsuccessful', 'successful')",0.5572936,0.4119845,-0.1453091
88,-0.36866915,-0.41170686,"('low', 'eminent')",-0.3686692,-0.4117069,-0.0430377
