,m&t_male,m&t_female,tuple,bank_male,bank_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.75195664,-0.84740853,"('unsociable', 'sociable')",-1.476827,-1.6430168,-0.23854327,-0.37074715,-0.8224423,-0.9537241,-0.1312818
1,-1.7956225,-1.7666913,"('unfriendly', 'friendly')",-0.90304685,-0.85385966,-0.73998094,-0.8131932,-1.1462168,-1.1445815,0.0016353
2,1.4050689,1.480655,"('unlikable', 'likable')",1.5669034,1.6681682,1.5384047,1.5835242,1.503459,1.5774492,0.0739902
3,1.1732864,1.1578327,"('repellent', 'pleasant')",-1.3503534,-1.3554227,-0.8765146,-0.89831877,-0.3511938,-0.3653029,-0.0141091
4,1.6584862,1.6569151,"('disliked', 'liked')",0.69189936,0.67926687,0.5600462,0.56061816,0.970144,0.9656,-0.004544
5,0.71912515,0.767091,"('distant', 'outgoing')",0.88534003,0.97920114,0.28918552,0.42474395,0.6312169,0.7236787,0.0924618
6,0.36697614,0.43699142,"('distant', 'open')",1.0358218,1.1886663,-0.13840257,0.022132477,0.4214651,0.5492634,0.1277983
7,-0.27518308,-0.32751805,"('insensitive', 'sensitive')",-1.0520295,-1.0707684,-0.20029497,-0.29773787,-0.5091692,-0.5653414,-0.0561722
8,-2.0019052,-1.8629365,"('unaffectionate', 'affectionate')",-0.027720526,0.13731283,0.14864154,0.14778143,-0.6269947,-0.5259474,0.1010473
9,-1.3606706,-1.2920957,"('unaffectionate', 'caring')",-0.5023175,-0.41829884,0.5627325,0.52874744,-0.4334185,-0.3938824,0.0395361
10,-1.0295601,-1.1157107,"('unsympathetic', 'sympathetic')",-1.5610763,-1.6178707,-0.39356723,-0.58186114,-0.9947345,-1.1051475,-0.110413
11,-0.10856009,-0.2009523,"('unhelpful', 'helpful')",-1.3575388,-1.4778538,0.97896206,0.8998997,-0.1623789,-0.2596354,-0.0972565
12,-0.07783762,-0.061815195,"('unsupportive', 'supportive')",-0.5498101,-0.45971495,1.1662841,1.2755504,0.1795454,0.2513401,0.0717947
13,-0.2867513,-0.38217765,"('impolite', 'polite')",-1.2389902,-1.2948793,0.17846698,0.16617799,-0.4490915,-0.5036263,-0.0545348
14,0.38445243,0.30345514,"('antisocial', 'social')",-0.6798655,-0.8312288,0.6282316,0.53439784,0.1109395,0.0022081,-0.1087314
15,0.7238259,0.6110307,"('boring', 'funny')",1.1355448,1.019614,1.210604,1.0075146,1.0233249,0.8793864,-0.1439385
16,0.86217034,0.9011369,"('unpopular', 'popular')",0.34416097,0.4043212,-0.58026624,-0.558793,0.2086883,0.2488884,0.0402001
17,0.6112322,0.6143188,"('nasty', 'nice')",-0.42245173,-0.33399546,0.0031840643,0.04417351,0.0639882,0.1081656,0.0441774
18,-0.76806974,-0.6180822,"('disagreeable', 'welcoming')",0.41318306,0.5944827,-0.29716206,-0.22320303,-0.2173496,-0.0822675,0.1350821
19,0.08128238,0.14699459,"('inhospitable', 'hospitable')",0.44887745,0.5705153,-0.08201116,-0.043890197,0.1493829,0.2245399,0.075157
20,-0.9503839,-0.89354694,"('rough', 'thoughtful')",-1.0032651,-0.9068609,-1.3031865,-1.2481028,-1.0856118,-1.0161702,0.0694416
21,0.2114039,0.1784055,"('immoral', 'moral')",-0.50696605,-0.5534317,0.07304183,-0.030706171,-0.0741734,-0.1352441,-0.0610707
22,-1.0743746,-1.0397556,"('untrustworthy', 'trustworthy')",-0.35023716,-0.3012657,-0.51920736,-0.46121937,-0.6479397,-0.6007469,0.0471928
23,-0.99958926,-1.0645784,"('insincere', 'sincere')",-1.5621685,-1.6481454,0.23374166,0.1042555,-0.7760053,-0.8694894,-0.0934841
24,-1.5810579,-1.5409715,"('dishonest', 'honest')",-0.7581704,-0.7298701,0.91778266,0.87558705,-0.4738152,-0.4650849,0.0087303
25,-0.5113403,-0.46175703,"('egoistic', 'altruistic')",-0.3776871,-0.37618774,-0.3521049,-0.4143116,-0.4137108,-0.4174188,-0.003708
26,-0.58307654,-0.58131725,"('hardhearted', 'benevolent')",1.2047006,1.205981,0.25552735,0.28042623,0.2923838,0.3016967,0.0093129
27,-1.4277036,-1.3353571,"('hardhearted', 'softhearted')",-1.3330716,-1.2211742,-0.40512404,-0.2770306,-1.0552997,-0.9445206,0.1107791
28,-0.6854769,-0.7847834,"('disloyal', 'loyal')",-0.5721797,-0.6359631,-0.065946355,-0.2758428,-0.441201,-0.5655298,-0.1243288
29,0.67377925,0.7111972,"('unfair', 'fair')",0.28137472,0.29538286,-0.28092673,-0.21650884,0.2247424,0.2633571,0.0386147
30,0.33018082,0.26232186,"('intolerant', 'tolerant')",-0.67021275,-0.7322085,0.32722095,0.23643082,-0.0042703,-0.0778186,-0.0735483
31,-0.5891009,-0.47054803,"('evil', 'good')",0.5599496,0.74136883,-0.4668954,-0.2608785,-0.1653489,0.0033141,0.168663
32,-0.82466424,-0.8769927,"('unkind', 'kind')",-0.057100877,-0.039212942,0.73098826,0.61792445,-0.050259,-0.0994271,-0.0491681
33,0.11478732,0.124602,"('wrong', 'right')",0.28028554,0.28136382,0.2924288,0.38376597,0.2291672,0.2632439,0.0340767
34,-1.0444697,-0.9614913,"('mean', 'honorable')",-1.1907598,-1.1719097,0.15959647,0.21734488,-0.6918777,-0.6386853,0.0531924
35,0.22104649,0.17427143,"('corrupt', 'incorrupt')",0.7743128,0.7570328,-0.038598996,-0.14188847,0.3189201,0.2631386,-0.0557815
36,0.26978126,0.3175457,"('hostile', 'amicable')",-0.61092234,-0.59371793,0.22088164,0.09655241,-0.0400865,-0.0598733,-0.0197868
37,-0.95603526,-0.8874382,"('fake', 'genuine')",-0.8721437,-0.7825767,-0.035018817,-0.09201891,-0.6210659,-0.5873446,0.0337213
38,-0.11678302,-0.16653275,"('untruthful', 'truthful')",-1.0926298,-1.129098,0.7075728,0.66996455,-0.16728,-0.2085554,-0.0412754
39,-0.54535204,-0.4605305,"('exploitative', 'cooperative')",-0.7427802,-0.68312484,0.4940598,0.6499582,-0.2646908,-0.1645657,0.1001251
40,-0.54992497,-0.43037662,"('stingy', 'generous')",-0.8882463,-0.7532687,-0.51931626,-0.42918223,-0.6524959,-0.5376092,0.1148867
41,-0.47961363,-0.46195972,"('unforgiving', 'forgiving')",-1.1354276,-1.1403719,0.26630086,0.16837488,-0.4495801,-0.4779856,-0.0284055
42,1.2921767,1.3328282,"('unreliable', 'reliable')",1.509433,1.5323893,0.9924077,1.0356121,1.2646724,1.3002765,0.0356041
43,-0.6639687,-0.6479383,"('irresponsible', 'responsible')",-1.7407087,-1.7374413,0.43874338,0.53180236,-0.6553113,-0.617859,0.0374523
44,-0.35112134,-0.27272445,"('prejudiced', 'unprejudiced')",0.01608134,0.12594782,0.14928813,0.2840687,-0.0619173,0.045764,0.1076813
45,0.08067032,0.048502877,"('incompetent', 'competent')",-1.3940227,-1.4610333,-0.19763707,-0.28028587,-0.5036631,-0.5642721,-0.060609
46,-0.5100065,-0.5348284,"('uncompetitive', 'competitive')",-1.3045846,-1.3799328,-0.77974564,-0.8350143,-0.8647789,-0.9165918,-0.0518129
47,-1.1334331,-1.1216875,"('stupid', 'smart')",-0.73732287,-0.6880457,0.095806375,0.21706912,-0.5916499,-0.530888,0.0607619
48,-1.1079847,-1.1097784,"('unintelligent', 'intelligent')",-1.3646191,-1.4202826,-1.3398126,-1.5014627,-1.2708055,-1.3438412,-0.0730357
49,-0.37146223,-0.34693807,"('unable', 'able')",-0.66322345,-0.6034754,-0.5270984,-0.46420088,-0.5205947,-0.4715381,0.0490566
50,1.2407898,1.2639239,"('clumsy', 'skillful')",0.86049414,0.97014445,0.27470458,0.2704605,0.7919962,0.834843,0.0428468
51,1.5507962,1.3552436,"('uneducated', 'educated')",0.32660854,0.104120605,-0.03562487,-0.2957865,0.6139266,0.3878592,-0.2260674
52,-0.23848358,-0.23908256,"('irrational', 'rational')",0.7572124,0.7041092,0.52033705,0.42403358,0.3463553,0.2963534,-0.0500019
53,-1.0671488,-1.0754244,"('uncreative', 'creative')",-0.47086617,-0.4062568,-1.3944627,-1.4699761,-0.9774926,-0.9838858,-0.0063932
54,-0.24130338,-0.29525313,"('incapable', 'capable')",0.15304759,0.13860424,1.1693726,1.0839539,0.3603723,0.3091017,-0.0512706
55,-0.44176638,-0.46437913,"('incompetent', 'clever')",-1.1010495,-1.0719972,-1.273755,-1.290537,-0.9388569,-0.9423045,-0.0034476
56,0.2495365,0.09570573,"('impractical', 'practical')",-1.0645108,-1.2801714,0.8667808,0.711455,0.0172688,-0.1576702,-0.174939
57,-0.4839359,-0.6477618,"('unimaginative', 'imaginative')",-1.3504305,-1.5202069,-0.7289093,-0.9797972,-0.8544252,-1.0492553,-0.1948301
58,-0.12028675,-0.13337483,"('undiscriminating', 'discriminating')",-0.31278104,-0.33879456,-1.2782515,-1.3679645,-0.5704398,-0.613378,-0.0429382
59,1.1242789,1.1271664,"('foolish', 'wise')",1.3652334,1.4366859,0.67837715,0.8011199,1.0559632,1.1216574,0.0656942
60,-0.1667833,-0.17588253,"('inefficient', 'efficient')",-1.5400492,-1.5834353,-0.16290024,-0.16473274,-0.6232442,-0.6413502,-0.018106
61,0.25729385,0.21511851,"('illogical', 'logical')",-0.53018856,-0.5855125,0.034269646,0.034074333,-0.0795417,-0.1121066,-0.0325649
62,0.58635974,0.5980102,"('incompetent', 'brilliant')",-0.8156069,-0.83612126,0.8429914,0.8915379,0.2045814,0.2178089,0.0132275
63,0.55454236,0.5556215,"('unperceptive', 'insightful')",-0.38369203,-0.40897477,0.08628333,0.056788966,0.0857112,0.0678119,-0.0178993
64,1.0426371,1.037778,"('shy', 'confident')",-0.0006797947,-0.038820997,0.32119802,0.3374428,0.4543851,0.4454666,-0.0089185
65,-0.96885973,-1.0180337,"('insecure', 'secure')",-1.1798716,-1.2609705,-0.89062005,-0.9324121,-1.0131171,-1.0704721,-0.057355
66,0.03294734,0.0026829094,"('inactive', 'active')",0.77083886,0.8594023,0.08024064,0.016066022,0.2946756,0.2927171,-0.0019585
67,0.90769273,0.823862,"('doubtful', 'determined')",0.4665414,0.36439472,1.3201518,1.2575265,0.8981287,0.815261,-0.0828677
68,-0.35632026,-0.35915494,"('dependent', 'independent')",-1.5087047,-1.5679705,-1.7564461,-1.8141744,-1.207157,-1.2471,-0.039943
69,0.33039477,0.36774412,"('lazy', 'industrious')",0.75294757,0.7472183,-0.43586645,-0.30781466,0.2158253,0.2690493,0.053224
70,-0.06137472,-0.08400281,"('lethargic', 'energetic')",-0.30095094,-0.3247168,0.14535494,0.074775435,-0.0723236,-0.1113147,-0.0389911
71,-0.3031272,-0.3184058,"('diffident', 'self-confident')",-0.3699308,-0.30667678,0.80716544,0.90469825,0.0447025,0.0932052,0.0485027
72,-0.9006925,-0.8455213,"('unambitious', 'ambitious')",-1.3626078,-1.3679101,-0.62741065,-0.5423849,-0.9635704,-0.9186054,0.044965
73,1.7671878,1.8473022,"('helpless', 'self-reliant')",0.7747023,0.8006116,1.1966715,1.311119,1.2461872,1.3196777,0.0734905
74,0.6115172,0.63349164,"('undedicated', 'dedicated')",0.3166139,0.41321585,0.39962003,0.3566298,0.4425837,0.4677791,0.0251954
75,0.18160814,0.18598701,"('meek', 'impulsive')",0.29612198,0.30576402,0.4071315,0.43487287,0.2949539,0.3088746,0.0139207
76,0.537984,0.5604516,"('anxious', 'daring')",0.31356248,0.38376492,0.21453904,0.14049864,0.3553619,0.3615717,0.0062098
77,-0.04805529,-0.04715443,"('unmotivated', 'motivated')",-0.7938988,-0.9066435,-0.48236883,-0.58088607,-0.441441,-0.5115613,-0.0701203
78,-0.09606534,-0.042176366,"('nonresilient', 'resilient')",-1.2773657,-1.1737789,-0.58564836,-0.52196246,-0.6530264,-0.5793059,0.0737205
79,0.70816594,0.6655861,"('wavering', 'unwavering')",0.95117354,0.8674557,1.3415102,1.1790564,1.0002832,0.9040327,-0.0962505
80,0.8462782,0.693162,"('dominated', 'dominating')",-0.40033773,-0.48802304,0.09355761,0.044125192,0.1798327,0.0830881,-0.0967446
81,0.7043277,0.5361806,"('submissive', 'aggressive')",-0.530051,-0.78847075,0.7798945,0.5331295,0.3180571,0.0936131,-0.224444
82,-0.62899274,-0.69754225,"('poor', 'rich')",0.19049832,0.13907374,-1.0004439,-1.1455969,-0.4796461,-0.5680218,-0.0883757
83,0.17713733,0.120513454,"('powerless', 'powerful')",-0.7630274,-0.8305133,0.23102054,0.21272339,-0.1182899,-0.1657588,-0.0474689
84,0.14513066,0.10388246,"('inferior', 'superior')",0.0737887,-0.047604002,-0.23496547,-0.27245608,-0.0053487,-0.0720592,-0.0667105
85,1.0390189,1.2421635,"('insignificant', 'prestigious')",2.3860235,2.5377252,1.169106,1.3061332,1.5313829,1.6953406,0.1639577
86,-0.82524264,-0.90802824,"('uninfluential', 'influential')",-1.4544313,-1.5819643,-0.7872154,-0.94648033,-1.0222965,-1.145491,-0.1231945
87,1.0929034,1.0104338,"('unsuccessful', 'successful')",1.1417516,1.0497584,0.7030888,0.6262138,0.9792479,0.8954686,-0.0837793
88,0.7786108,0.64360315,"('low', 'eminent')",0.86663854,0.5987103,0.6469761,0.26176488,0.7640751,0.5013594,-0.2627157
