,trimble_male,trimble_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.9386716,-1.1747048,"('unsociable', 'sociable')",-0.31762332,-0.501334,-0.6281475,-0.8380194,-0.2098719
1,-0.24216887,-0.5372218,"('unfriendly', 'friendly')",2.2493017,2.1369526,1.0035664,0.7998654,-0.203701
2,-0.13057655,-0.20959914,"('unlikable', 'likable')",0.14497608,0.21898697,0.0071998,0.0046939,-0.0025059
3,-0.8406318,-0.5357303,"('repellent', 'pleasant')",-0.052188456,0.12360365,-0.4464101,-0.2060633,0.2403468
4,0.22337005,0.1426158,"('disliked', 'liked')",-6.102116,-6.241399,-2.939373,-3.0493915,-0.1100185
5,0.20599148,0.014608711,"('distant', 'outgoing')",0.14815131,0.21192,0.1770714,0.1132644,-0.063807
6,0.13517469,-0.07481301,"('distant', 'open')",0.47527906,0.5385329,0.3052269,0.23186,-0.0733669
7,0.14202827,0.22042601,"('insensitive', 'sensitive')",0.80008733,0.9673201,0.4710578,0.593873,0.1228152
8,-0.9379014,-1.0813637,"('unaffectionate', 'affectionate')",1.3325305,1.1877683,0.1973146,0.0532023,-0.1441123
9,-0.80705714,-0.8826975,"('unaffectionate', 'caring')",1.4397252,1.4340234,0.316334,0.2756629,-0.0406711
10,-0.35787463,-0.4258108,"('unsympathetic', 'sympathetic')",-0.23502159,-0.39245623,-0.2964481,-0.4091335,-0.1126854
11,-1.0159792,-0.8601266,"('unhelpful', 'helpful')",1.6331632,1.7964119,0.308592,0.4681426,0.1595506
12,-0.09644477,-0.034871157,"('unsupportive', 'supportive')",-1.3478125,-1.3986332,-0.7221286,-0.7167522,0.0053764
13,-0.17485777,-0.36406994,"('impolite', 'polite')",-0.63445413,-0.7002172,-0.4046559,-0.5321436,-0.1274877
14,-0.6264044,-0.55929697,"('antisocial', 'social')",-0.55965376,-0.59320915,-0.5930291,-0.5762531,0.016776
15,-0.38447142,-0.60400605,"('boring', 'funny')",0.57448936,0.54051673,0.095009,-0.0317447,-0.1267537
16,-0.58568627,-0.5328231,"('unpopular', 'popular')",0.19934289,0.31249887,-0.1931717,-0.1101621,0.0830096
17,-0.055722326,-0.068548575,"('nasty', 'nice')",-0.14390324,-0.09352851,-0.0998128,-0.0810385,0.0187743
18,-0.48127085,-0.546569,"('disagreeable', 'welcoming')",-0.1862933,-0.18761784,-0.3337821,-0.3670934,-0.0333113
19,-0.37522486,-0.58595604,"('inhospitable', 'hospitable')",0.37557232,0.36264044,0.0001737,-0.1116578,-0.1118315
20,-0.076194555,-0.019083597,"('rough', 'thoughtful')",0.98146635,0.93973476,0.4526359,0.4603256,0.0076897
21,-0.6449354,-0.62596595,"('immoral', 'moral')",-0.6131361,-0.59392947,-0.6290358,-0.6099477,0.0190881
22,0.53727514,0.4925366,"('untrustworthy', 'trustworthy')",-0.94103557,-0.8733531,-0.2018802,-0.1904083,0.0114719
23,-0.41467726,-0.36515462,"('insincere', 'sincere')",5.8320837,6.1633415,2.7087033,2.8990934,0.1903901
24,0.12600549,0.053157654,"('dishonest', 'honest')",0.9537114,0.9965394,0.5398585,0.5248485,-0.01501
25,0.139853,0.06561575,"('egoistic', 'altruistic')",1.7765982,1.728404,0.9582256,0.8970099,-0.0612157
26,-0.10520161,-0.469046,"('hardhearted', 'benevolent')",1.7881153,1.4486613,0.8414568,0.4898077,-0.3516491
27,0.54915875,0.5657724,"('hardhearted', 'softhearted')",1.8861302,1.7536666,1.2176445,1.1597195,-0.057925
28,-0.47813964,-0.4426469,"('disloyal', 'loyal')",1.1736381,1.1460612,0.3477492,0.3517072,0.003958
29,0.30062982,0.28598684,"('unfair', 'fair')",-0.18068951,-0.35871375,0.0599702,-0.0363635,-0.0963337
30,0.3109643,0.25893635,"('intolerant', 'tolerant')",1.1727672,1.1400299,0.7418658,0.6994832,-0.0423826
31,-0.058854945,-0.1666465,"('evil', 'good')",-0.51829857,-0.62126803,-0.2885768,-0.3939573,-0.1053805
32,0.06049913,-0.05404472,"('unkind', 'kind')",0.94572294,0.7229882,0.503111,0.3344717,-0.1686393
33,0.79281527,0.6092175,"('wrong', 'right')",-0.2984369,-0.3567316,0.2471892,0.126243,-0.1209462
34,-0.076288365,0.027403336,"('mean', 'honorable')",5.7569957,6.1394267,2.8403537,3.083415,0.2430613
35,0.7409488,0.70446074,"('corrupt', 'incorrupt')",-0.021196546,-0.17035925,0.3598761,0.2670507,-0.0928254
36,-0.43403307,-0.6579678,"('hostile', 'amicable')",0.13896027,-0.07317499,-0.1475364,-0.3655714,-0.218035
37,0.5502259,0.5271851,"('fake', 'genuine')",0.80927014,0.810892,0.6797481,0.6690385,-0.0107096
38,-0.114562534,-0.03432153,"('untruthful', 'truthful')",0.108798094,0.22247195,-0.0028822,0.0940752,0.0969574
39,0.5060536,0.55923206,"('exploitative', 'cooperative')",0.020298839,0.025818449,0.2631762,0.2925253,0.0293491
40,0.09482111,0.111616075,"('stingy', 'generous')",-1.0747252,-1.1595116,-0.489952,-0.5239477,-0.0339957
41,0.51691467,0.4134399,"('unforgiving', 'forgiving')",0.044091806,-0.16677454,0.2805032,0.1233327,-0.1571705
42,0.5382508,0.5404038,"('unreliable', 'reliable')",-3.4617548,-3.4142714,-1.4617519,-1.4369338,0.0248181
43,-0.5068286,-0.5655988,"('irresponsible', 'responsible')",0.65006167,0.6238513,0.0716165,0.0291263,-0.0424902
44,-0.332855,-0.4082563,"('prejudiced', 'unprejudiced')",-1.981408,-1.9972318,-1.1571314,-1.202744,-0.0456126
45,-0.13915692,-0.22915995,"('incompetent', 'competent')",0.09854669,0.13280661,-0.0203051,-0.0481767,-0.0278716
46,-0.63434434,-0.6401254,"('uncompetitive', 'competitive')",-0.6818251,-0.81825095,-0.6580848,-0.7291882,-0.0711034
47,0.25643066,0.29981032,"('stupid', 'smart')",5.034333,5.421681,2.6453819,2.8607457,0.2153638
48,-0.87482387,-0.8402446,"('unintelligent', 'intelligent')",0.67998433,0.63607764,-0.0974198,-0.1020835,-0.0046637
49,-0.47319582,-0.2222303,"('unable', 'able')",-0.15811965,0.091137305,-0.3156577,-0.0655465,0.2501112
50,0.0060167927,0.1001606,"('clumsy', 'skillful')",0.06930588,0.121693894,0.0376613,0.1109272,0.0732659
51,-0.47602838,-0.6358268,"('uneducated', 'educated')",0.49983245,0.37829766,0.011902,-0.1287646,-0.1406666
52,0.31203663,0.094134174,"('irrational', 'rational')",0.4966548,0.36349207,0.4043457,0.2288131,-0.1755326
53,-0.8340589,-0.8976646,"('uncreative', 'creative')",0.7263805,0.70871013,-0.0538392,-0.0944772,-0.040638
54,-0.32815677,-0.54574466,"('incapable', 'capable')",0.97788954,1.0821227,0.3248664,0.268189,-0.0566774
55,-0.6425317,-0.5389259,"('incompetent', 'clever')",0.019937858,0.051481616,-0.3112969,-0.2437221,0.0675748
56,0.34211615,0.3305904,"('impractical', 'practical')",-0.28142852,-0.15321013,0.0303438,0.0886901,0.0583463
57,-1.1069837,-1.2855308,"('unimaginative', 'imaginative')",-2.3650408,-2.6207433,-1.7360122,-1.953137,-0.2171248
58,0.42124945,0.39392787,"('undiscriminating', 'discriminating')",0.33560127,0.287565,0.3784254,0.3407464,-0.037679
59,0.5382012,0.5523114,"('foolish', 'wise')",0.5541533,0.64681387,0.5461773,0.5995626,0.0533853
60,-0.2892374,-0.1610226,"('inefficient', 'efficient')",-0.17555152,0.01234868,-0.2323945,-0.074337,0.1580575
61,-0.047385372,-0.24687137,"('illogical', 'logical')",0.4435141,0.2484092,0.1980644,0.0007689,-0.1972955
62,-0.10433363,0.1342532,"('incompetent', 'brilliant')",0.22594596,0.5908912,0.0608062,0.3625722,0.301766
63,-0.153651,-0.12036074,"('unperceptive', 'insightful')",1.040959,1.1486492,0.443654,0.5141442,0.0704902
64,-0.3841328,-0.51109785,"('shy', 'confident')",-6.923382,-7.0959616,-3.6537573,-3.8035297,-0.1497724
65,-0.25439376,-0.30157512,"('insecure', 'secure')",-0.9489625,-0.83975077,-0.6016781,-0.570663,0.0310151
66,-0.68286514,-0.9021213,"('inactive', 'active')",0.42927897,0.25547606,-0.1267931,-0.3233226,-0.1965295
67,-0.10678933,-0.20911732,"('doubtful', 'determined')",-0.75736403,-0.8644827,-0.4320767,-0.5368,-0.1047233
68,0.1804576,0.2214805,"('dependent', 'independent')",-0.31696662,-0.27152032,-0.0682545,-0.0250199,0.0432346
69,0.41558358,0.336459,"('lazy', 'industrious')",-0.42975885,-0.52545106,-0.0070876,-0.094496,-0.0874084
70,0.06834357,0.121483624,"('lethargic', 'energetic')",0.32329637,0.3925792,0.19582,0.2570314,0.0612114
71,0.3733898,0.29218572,"('diffident', 'self-confident')",0.68840367,0.6737997,0.5308967,0.4829927,-0.047904
72,-0.8778827,-0.78597224,"('unambitious', 'ambitious')",-0.7580771,-0.6696189,-0.8179799,-0.7277956,0.0901843
73,0.6047397,0.65023893,"('helpless', 'self-reliant')",-2.7234268,-2.627054,-1.0593436,-0.9884075,0.0709361
74,0.27940786,0.24144813,"('undedicated', 'dedicated')",0.25024232,0.072640315,0.2648251,0.1570442,-0.1077809
75,-0.79051775,-0.8161554,"('meek', 'impulsive')",-0.70122766,-0.6337662,-0.7458727,-0.7249608,0.0209119
76,-0.20542932,-0.14387877,"('anxious', 'daring')",-0.13830562,-0.0026766695,-0.1718675,-0.0732777,0.0985898
77,-1.4440366,-1.3312151,"('unmotivated', 'motivated')",-1.4290223,-1.2869611,-1.4365294,-1.3090881,0.1274413
78,-0.46338874,-0.3614959,"('nonresilient', 'resilient')",0.3364029,0.3807408,-0.0634929,0.0096224,0.0731153
79,-0.8149523,-1.053021,"('wavering', 'unwavering')",0.21883939,0.22310597,-0.2980565,-0.4149575,-0.116901
80,0.540545,0.6638121,"('dominated', 'dominating')",-1.475043,-1.4057336,-0.467249,-0.3709607,0.0962883
81,-0.6210674,-0.65096194,"('submissive', 'aggressive')",-1.0072085,-0.9326079,-0.8141379,-0.7917849,0.022353
82,-0.3585431,-0.42005852,"('poor', 'rich')",5.842492,6.277826,2.7419746,2.9288836,0.186909
83,-0.6324885,-0.6228303,"('powerless', 'powerful')",-1.0403461,-1.1287215,-0.8364173,-0.8757759,-0.0393586
84,0.3588415,0.24262263,"('inferior', 'superior')",0.9554921,0.9546887,0.6571668,0.5986557,-0.0585111
85,0.03260084,-0.1821567,"('insignificant', 'prestigious')",0.62455916,0.52806985,0.32858,0.1729566,-0.1556234
86,-1.039603,-1.3023397,"('uninfluential', 'influential')",0.28983402,-0.046781957,-0.3748845,-0.6745608,-0.2996763
87,0.4268712,0.2768646,"('unsuccessful', 'successful')",0.84726554,0.9603968,0.6370684,0.6186307,-0.0184377
88,-0.5995398,-0.72194636,"('low', 'eminent')",0.1951397,0.16569686,-0.2022001,-0.2781247,-0.0759246
