,nvr_male,nvr_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.041440457,-0.09454372,"('unsociable', 'sociable')",0.13518791,-0.034351494,0.0883142,-0.0644476,-0.1527618
1,-1.2498171,-1.3552837,"('unfriendly', 'friendly')",1.4792767,1.3696746,0.1147298,0.0071954,-0.1075344
2,0.41945422,0.3559753,"('unlikable', 'likable')",0.73017883,0.701409,0.5748165,0.5286921,-0.0461244
3,0.47739714,0.6000497,"('repellent', 'pleasant')",0.6144383,0.67369694,0.5459177,0.6368733,0.0909556
4,-0.69748175,-0.8043406,"('disliked', 'liked')",-6.259072,-6.337228,-3.4782767,-3.5707841,-0.0925074
5,-1.647386,-1.5499316,"('distant', 'outgoing')",-0.6246562,-0.5584637,-1.1360211,-1.0541977,0.0818234
6,-1.8419361,-1.7415963,"('distant', 'open')",-0.43597236,-0.36193112,-1.1389543,-1.0517638,0.0871905
7,0.2535659,0.24599084,"('insensitive', 'sensitive')",0.8242824,0.8012306,0.5389242,0.5236107,-0.0153135
8,-0.9741107,-1.0097885,"('unaffectionate', 'affectionate')",0.6340622,0.51004875,-0.1700243,-0.2498699,-0.0798456
9,-0.68428576,-0.75300634,"('unaffectionate', 'caring')",0.99698126,0.9067497,0.1563478,0.0768717,-0.0794761
10,-0.084664956,-0.14904301,"('unsympathetic', 'sympathetic')",-0.3250311,-0.38001326,-0.204848,-0.2645281,-0.0596801
11,0.6878672,0.65219575,"('unhelpful', 'helpful')",2.0584414,2.0700226,1.3731543,1.3611091,-0.0120452
12,-0.14191929,-0.05915368,"('unsupportive', 'supportive')",-1.6872355,-1.6534742,-0.9145774,-0.8563139,0.0582635
13,0.5094433,0.34048578,"('impolite', 'polite')",-0.14286804,-0.21386825,0.1832876,0.0633088,-0.1199788
14,0.879045,0.8293097,"('antisocial', 'social')",0.25881532,0.09224981,0.5689301,0.4607798,-0.1081503
15,0.55986345,0.43909854,"('boring', 'funny')",0.643904,0.58500695,0.6018837,0.5120528,-0.0898309
16,-0.7833278,-0.84290797,"('unpopular', 'popular')",0.40029126,0.4663784,-0.1915183,-0.1882648,0.0032535
17,-0.569119,-0.53620696,"('nasty', 'nice')",-0.4725414,-0.48304313,-0.5208302,-0.5096251,0.0112051
18,-0.6759582,-0.6394073,"('disagreeable', 'welcoming')",-0.37271056,-0.4036366,-0.5243344,-0.5215219,0.0028125
19,-0.91084516,-0.9311282,"('inhospitable', 'hospitable')",-0.2489026,-0.20379013,-0.5798739,-0.5674592,0.0124147
20,0.4086734,0.40641603,"('rough', 'thoughtful')",1.0825106,1.0354129,0.745592,0.7209145,-0.0246775
21,0.46559647,0.4085713,"('immoral', 'moral')",0.16917941,0.16666092,0.3173879,0.2876161,-0.0297718
22,0.49101222,0.36550274,"('untrustworthy', 'trustworthy')",-0.32156652,-0.42945653,0.0847228,-0.0319769,-0.1166997
23,0.51623577,0.47221002,"('insincere', 'sincere')",6.1642494,6.0968266,3.3402426,3.2845182,-0.0557244
24,0.100604504,0.04683339,"('dishonest', 'honest')",0.85948485,0.7717797,0.4800447,0.4093066,-0.0707381
25,-0.9345764,-0.94948256,"('egoistic', 'altruistic')",1.2616401,1.2921886,0.1635318,0.171353,0.0078212
26,0.2452004,0.036748074,"('hardhearted', 'benevolent')",1.5023656,1.3408763,0.873783,0.6888122,-0.1849708
27,0.010388492,0.04534979,"('hardhearted', 'softhearted')",1.1171684,1.0581472,0.5637785,0.5517485,-0.01203
28,-0.18601654,-0.31536034,"('disloyal', 'loyal')",1.1542861,0.96411616,0.4841348,0.3243779,-0.1597569
29,-0.19510487,-0.19399886,"('unfair', 'fair')",-0.37204632,-0.5220332,-0.2835756,-0.358016,-0.0744404
30,1.4755795,1.345712,"('intolerant', 'tolerant')",1.7064457,1.6127925,1.5910126,1.4792522,-0.1117604
31,-1.7471795,-1.6790017,"('evil', 'good')",-1.2291602,-1.2360169,-1.4881699,-1.4575093,0.0306606
32,0.556505,0.35512313,"('unkind', 'kind')",1.4350127,1.1380891,0.9957589,0.7466061,-0.2491528
33,-0.021923114,-0.104749285,"('wrong', 'right')",-0.55772066,-0.7150961,-0.2898219,-0.4099227,-0.1201008
34,-0.30112734,-0.09024097,"('mean', 'honorable')",5.8811836,6.184233,2.7900281,3.0469961,0.256968
35,-1.4460124,-1.5438888,"('corrupt', 'incorrupt')",-0.62169665,-0.711316,-1.0338545,-1.1276023,-0.0937478
36,-1.8917781,-1.9998481,"('hostile', 'amicable')",-0.33221054,-0.45569438,-1.1119943,-1.2277713,-0.115777
37,0.22200856,0.13040935,"('fake', 'genuine')",0.44090718,0.40865842,0.3314579,0.2695339,-0.061924
38,-0.71876854,-0.73077255,"('untruthful', 'truthful')",0.08598833,0.11541546,-0.3163901,-0.3076786,0.0087115
39,0.8539635,0.9228194,"('exploitative', 'cooperative')",0.35542658,0.2742487,0.604695,0.598534,-0.006161
40,0.22994947,0.2025508,"('stingy', 'generous')",-1.3771967,-1.4257549,-0.5736236,-0.6116021,-0.0379785
41,-0.28684533,-0.31690395,"('unforgiving', 'forgiving')",0.3168556,0.17986041,0.0150051,-0.0685218,-0.0835269
42,-0.114750005,-0.074365094,"('unreliable', 'reliable')",-3.2672353,-3.2657921,-1.6909926,-1.6700786,0.020914
43,0.60812724,0.6934229,"('irresponsible', 'responsible')",1.0019901,0.96858186,0.8050587,0.8310024,0.0259437
44,0.499623,0.5281567,"('prejudiced', 'unprejudiced')",-1.4109216,-1.3845204,-0.4556493,-0.4281819,0.0274674
45,0.5830956,0.5633825,"('incompetent', 'competent')",0.17110932,0.16379495,0.3771025,0.3635887,-0.0135138
46,0.2979392,0.24477667,"('uncompetitive', 'competitive')",-0.11414106,-0.17248967,0.0918991,0.0361435,-0.0557556
47,0.29239172,0.3671142,"('stupid', 'smart')",5.3137918,5.461239,2.8030918,2.9141765,0.1110847
48,-0.07545717,-0.044089906,"('unintelligent', 'intelligent')",0.7846085,0.8213492,0.3545757,0.3886296,0.0340539
49,-0.24852833,-0.10796511,"('unable', 'able')",-0.0010143891,0.11700037,-0.1247714,0.0045176,0.129289
50,-0.3502779,-0.39795804,"('clumsy', 'skillful')",-0.014968067,-0.01518634,-0.182623,-0.2065722,-0.0239492
51,0.13095416,-0.09042284,"('uneducated', 'educated')",1.192326,1.0697769,0.66164,0.489677,-0.171963
52,-0.44893914,-0.6033781,"('irrational', 'rational')",-0.03887005,-0.1620407,-0.2439046,-0.3827094,-0.1388048
53,-1.0615699,-1.1016078,"('uncreative', 'creative')",0.68433505,0.6399169,-0.1886174,-0.2308455,-0.0422281
54,-0.6691561,-0.75812364,"('incapable', 'capable')",1.1138127,1.0726646,0.2223283,0.1572705,-0.0650578
55,1.2126178,1.2393874,"('incompetent', 'clever')",0.5822376,0.59316164,0.8974277,0.9162745,0.0188468
56,1.2423412,1.1750542,"('impractical', 'practical')",0.09628935,0.047105443,0.6693153,0.6110798,-0.0582355
57,-0.1704206,-0.2964124,"('unimaginative', 'imaginative')",-2.3916845,-2.4855573,-1.2810526,-1.3909849,-0.1099323
58,0.14389816,0.06880121,"('undiscriminating', 'discriminating')",0.36869195,0.31440476,0.2562951,0.191603,-0.0646921
59,-0.2722805,-0.22962418,"('foolish', 'wise')",0.1695182,0.14961635,-0.0513812,-0.0400039,0.0113773
60,1.3229016,1.4911625,"('inefficient', 'efficient')",0.29276118,0.46911117,0.8078314,0.9801369,0.1723055
61,0.38681918,0.27220604,"('illogical', 'logical')",0.66974807,0.51318413,0.5282836,0.3926951,-0.1355885
62,1.2977111,1.4035432,"('incompetent', 'brilliant')",0.73481464,0.8584843,1.0162629,1.1310138,0.1147509
63,-0.36979967,-0.33046216,"('unperceptive', 'insightful')",1.2944869,1.3896211,0.4623436,0.5295795,0.0672359
64,0.027424954,0.029910278,"('shy', 'confident')",-6.403661,-6.421553,-3.188118,-3.1958215,-0.0077035
