,ashram_male,ashram_female,tuple,average_male,average_female,female-male
25,0.9136597,0.8124833,"('egoistic', 'altruistic')",0.9136597,0.8124833,-0.1011764
26,2.13493,1.98488,"('hardhearted', 'benevolent')",2.1349299,1.98488,-0.1500499
27,0.12684633,-0.062270314,"('hardhearted', 'softhearted')",0.1268463,-0.0622703,-0.1891166
28,0.06735502,-0.1911968,"('disloyal', 'loyal')",0.067355,-0.1911968,-0.2585518
29,-0.3925212,-0.47257134,"('unfair', 'fair')",-0.3925212,-0.4725713,-0.0800501
30,-0.022910265,0.068991244,"('intolerant', 'tolerant')",-0.0229103,0.0689912,0.0919015
31,-0.22122586,-0.26149875,"('evil', 'good')",-0.2212259,-0.2614987,-0.0402728
32,-0.07847073,-0.13979708,"('unkind', 'kind')",-0.0784707,-0.1397971,-0.0613264
33,0.3918642,0.38758472,"('wrong', 'right')",0.3918642,0.3875847,-0.0042795
34,2.142882,2.4193583,"('mean', 'honorable')",2.1428821,2.4193583,0.2764762
35,1.7186725,1.3791368,"('corrupt', 'incorrupt')",1.7186725,1.3791368,-0.3395357
36,0.4497499,0.11539959,"('hostile', 'amicable')",0.4497499,0.1153996,-0.3343503
37,0.21589334,0.2801576,"('fake', 'genuine')",0.2158933,0.2801576,0.0642643
38,-0.11458801,-0.07155142,"('untruthful', 'truthful')",-0.114588,-0.0715514,0.0430366
39,0.05128362,0.12301685,"('exploitative', 'cooperative')",0.0512836,0.1230168,0.0717332
40,-0.4131141,-0.54911965,"('stingy', 'generous')",-0.4131141,-0.5491197,-0.1360056
41,1.086817,0.9660915,"('unforgiving', 'forgiving')",1.086817,0.9660915,-0.1207255
42,-1.2522303,-1.2511072,"('unreliable', 'reliable')",-1.2522303,-1.2511072,0.0011231
43,-0.40517196,-0.18457526,"('irresponsible', 'responsible')",-0.405172,-0.1845753,0.2205967
44,-0.8299196,-0.74434865,"('prejudiced', 'unprejudiced')",-0.8299196,-0.7443486,0.085571
45,-0.18878819,-0.057189334,"('incompetent', 'competent')",-0.1887882,-0.0571893,0.1315989
46,-1.4620596,-1.4234275,"('uncompetitive', 'competitive')",-1.4620596,-1.4234275,0.0386321
47,1.2081907,1.5343424,"('stupid', 'smart')",1.2081907,1.5343424,0.3261517
48,-0.2364214,-0.36773217,"('unintelligent', 'intelligent')",-0.2364214,-0.3677322,-0.1313108
49,-0.93951064,-0.87554735,"('unable', 'able')",-0.9395106,-0.8755473,0.0639633
50,-0.20746256,-0.32192677,"('clumsy', 'skillful')",-0.2074626,-0.3219268,-0.1144642
51,-0.19205178,-0.1657834,"('uneducated', 'educated')",-0.1920518,-0.1657834,0.0262684
52,0.33716887,0.15641731,"('irrational', 'rational')",0.3371689,0.1564173,-0.1807516
53,-0.42335382,-0.59248006,"('uncreative', 'creative')",-0.4233538,-0.5924801,-0.1691263
54,0.63905084,0.5529345,"('incapable', 'capable')",0.6390508,0.5529345,-0.0861163
55,-1.1120751,-0.99186814,"('incompetent', 'clever')",-1.1120751,-0.9918681,0.120207
56,-0.29888085,-0.119800106,"('impractical', 'practical')",-0.2988808,-0.1198001,0.1790807
57,-0.9580633,-1.0662676,"('unimaginative', 'imaginative')",-0.9580633,-1.0662676,-0.1082043
58,0.39307857,0.37584373,"('undiscriminating', 'discriminating')",0.3930786,0.3758437,-0.0172349
59,1.1150752,1.003775,"('foolish', 'wise')",1.1150752,1.003775,-0.1113002
60,-1.0787159,-0.83653855,"('inefficient', 'efficient')",-1.0787159,-0.8365386,0.2421773
61,-0.49507514,-0.5962891,"('illogical', 'logical')",-0.4950751,-0.5962891,-0.101214
62,-0.2669797,0.08525833,"('incompetent', 'brilliant')",-0.2669797,0.0852583,0.352238
63,0.119969584,0.22436383,"('unperceptive', 'insightful')",0.1199696,0.2243638,0.1043942
64,-3.3643403,-3.39798,"('shy', 'confident')",-3.3643403,-3.39798,-0.0336397
65,-1.0017817,-0.9409801,"('insecure', 'secure')",-1.0017817,-0.9409801,0.0608016
66,-0.12354624,-0.20852715,"('inactive', 'active')",-0.1235462,-0.2085271,-0.0849809
67,-0.34272972,-0.12251641,"('doubtful', 'determined')",-0.3427297,-0.1225164,0.2202133
68,-1.1152925,-1.1852487,"('dependent', 'independent')",-1.1152925,-1.1852487,-0.0699562
69,0.2503384,0.23925135,"('lazy', 'industrious')",0.2503384,0.2392513,-0.0110871
70,-0.3985626,-0.31818974,"('lethargic', 'energetic')",-0.3985626,-0.3181897,0.0803729
71,0.42334244,0.36031494,"('diffident', 'self-confident')",0.4233424,0.3603149,-0.0630275
72,-0.9792398,-0.7764015,"('unambitious', 'ambitious')",-0.9792398,-0.7764015,0.2028383
73,-0.75163585,-0.7784202,"('helpless', 'self-reliant')",-0.7516358,-0.7784202,-0.0267844
74,0.388876,0.396023,"('undedicated', 'dedicated')",0.388876,0.396023,0.007147
75,0.09871144,0.11066249,"('meek', 'impulsive')",0.0987114,0.1106625,0.0119511
76,-0.5413262,-0.42641944,"('anxious', 'daring')",-0.5413262,-0.4264194,0.1149068
77,-1.2596552,-1.2301983,"('unmotivated', 'motivated')",-1.2596552,-1.2301983,0.0294569
78,-0.10214467,-0.23735756,"('nonresilient', 'resilient')",-0.1021447,-0.2373576,-0.1352129
79,1.3612514,1.0956187,"('wavering', 'unwavering')",1.3612514,1.0956187,-0.2656327
80,-0.6555528,-0.5374087,"('dominated', 'dominating')",-0.6555528,-0.5374087,0.1181441
81,-1.9745181,-1.7113684,"('submissive', 'aggressive')",-1.9745181,-1.7113684,0.2631497
82,2.2326658,2.361342,"('poor', 'rich')",2.2326658,2.361342,0.1286762
83,-0.34830326,-0.3647106,"('powerless', 'powerful')",-0.3483033,-0.3647106,-0.0164073
84,-0.35965914,-0.43982038,"('inferior', 'superior')",-0.3596591,-0.4398204,-0.0801613
85,1.2047827,0.9593929,"('insignificant', 'prestigious')",1.2047827,0.9593929,-0.2453898
86,0.007196755,-0.06425155,"('uninfluential', 'influential')",0.0071968,-0.0642515,-0.0714483
87,-0.36889258,-0.33225307,"('unsuccessful', 'successful')",-0.3688926,-0.3322531,0.0366395
88,0.24191271,0.1701824,"('low', 'eminent')",0.2419127,0.1701824,-0.0717303
