,xcel_male,xcel_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.4592149,-1.5697454,"('unsociable', 'sociable')",0.67353207,0.5160919,-0.5698942,-0.76610744,-0.451859,-0.606587,-0.154728
1,-1.7993469,-1.7570946,"('unfriendly', 'friendly')",-0.24088725,-0.3618966,1.4238006,1.3597937,-0.2054778,-0.2530658,-0.047588
2,0.42117044,0.45637274,"('unlikable', 'likable')",1.369841,1.3345265,0.8539845,0.9567626,0.8816653,0.9158873,0.034222
3,-0.3065,-0.16150399,"('repellent', 'pleasant')",0.30708525,0.37162137,0.11825755,0.112370834,0.0396143,0.1074961,0.0678818
4,-0.22055762,-0.22235793,"('disliked', 'liked')",-0.034408342,-0.13848452,-5.975602,-6.059165,-2.076856,-2.1400026,-0.0631466
5,-0.9007678,-0.81157595,"('distant', 'outgoing')",-0.77478296,-0.6922388,-0.25628334,-0.16636145,-0.6439447,-0.5567254,0.0872193
6,-0.9471167,-0.80997735,"('distant', 'open')",-1.5211607,-1.4767246,-0.029036326,0.06098263,-0.8324379,-0.7419064,0.0905315
7,-0.2504845,-0.22118312,"('insensitive', 'sensitive')",0.9545523,0.97320485,0.16884337,0.16753985,0.2909704,0.3065205,0.0155501
8,-1.1919115,-1.0861048,"('unaffectionate', 'affectionate')",-1.3867568,-1.4514786,0.26467443,0.29515696,-0.7713312,-0.7474755,0.0238557
9,-1.1031975,-1.0070492,"('unaffectionate', 'caring')",-0.11903818,-0.14761338,0.8273858,0.871796,-0.1316166,-0.0942889,0.0373277
10,-1.195135,-1.1614913,"('unsympathetic', 'sympathetic')",0.152687,0.07160259,-0.7215269,-0.8303996,-0.5879916,-0.6400961,-0.0521045
11,-0.43878895,-0.45266998,"('unhelpful', 'helpful')",1.0083928,1.0377362,2.0058281,2.0655947,0.8584774,0.8835537,0.0250763
12,-0.7589299,-0.622474,"('unsupportive', 'supportive')",0.47542766,0.55709153,-2.056637,-2.019569,-0.7800465,-0.6949838,0.0850627
13,-0.6682931,-0.7873551,"('impolite', 'polite')",0.5610497,0.59043676,-0.31690043,-0.36779794,-0.1413813,-0.1882388,-0.0468575
14,-0.67805004,-0.69235456,"('antisocial', 'social')",1.4712732,1.457844,-0.73569787,-0.8357154,0.0191751,-0.0234087,-0.0425838
15,0.20731336,0.08770792,"('boring', 'funny')",-0.18637823,-0.24918672,0.4341214,0.4234513,0.1516855,0.0873242,-0.0643613
16,-0.30559164,-0.2070184,"('unpopular', 'popular')",-0.5527811,-0.5987864,0.823492,0.7986215,-0.0116269,-0.0023945,0.0092324
17,-0.016346259,0.020786736,"('nasty', 'nice')",-0.7466724,-0.67183524,-0.4141459,-0.37842652,-0.3923882,-0.3431583,0.0492299
18,-0.14415789,-0.021113783,"('disagreeable', 'welcoming')",-0.9326944,-0.90592825,-0.66312385,-0.63178355,-0.5799921,-0.5196085,0.0603836
19,-1.4225773,-1.366719,"('inhospitable', 'hospitable')",-1.4225925,-1.4195836,-0.2786319,-0.14781103,-1.0412672,-0.9780378,0.0632294
20,-0.34172958,-0.24783804,"('rough', 'thoughtful')",0.25212643,0.24946256,0.69097376,0.6451689,0.2004569,0.2155978,0.0151409
21,-0.28266677,-0.4219051,"('immoral', 'moral')",1.9018108,1.8153392,-0.54459155,-0.62193733,0.3581841,0.2571656,-0.1010185
22,-0.5197993,-0.55150086,"('untrustworthy', 'trustworthy')",-0.44180164,-0.5416021,-0.9425501,-0.9962019,-0.634717,-0.696435,-0.061718
23,-0.8224955,-0.85661167,"('insincere', 'sincere')",0.6582051,0.5925003,5.5663424,5.5146675,1.800684,1.7501853,-0.0504987
24,-0.20092279,-0.16131993,"('dishonest', 'honest')",0.74601924,0.7414393,0.6297755,0.6368757,0.391624,0.405665,0.014041
25,-0.7948462,-0.75184786,"('egoistic', 'altruistic')",-0.04008031,-0.09421331,1.4054158,1.3471992,0.1901631,0.167046,-0.0231171
26,-0.27557907,-0.2684688,"('hardhearted', 'benevolent')",0.21438874,0.18391028,1.3982356,1.3007957,0.4456817,0.4054124,-0.0402693
27,0.11237103,0.2837822,"('hardhearted', 'softhearted')",0.30824918,0.38937062,1.0383686,0.988811,0.4863296,0.5539879,0.0676583
28,-0.63165116,-0.7148466,"('disloyal', 'loyal')",-0.050947294,-0.24346584,0.76631683,0.6453144,0.0279061,-0.1043327,-0.1322388
29,-0.55134577,-0.60539275,"('unfair', 'fair')",-0.73162997,-0.7159523,-0.4930159,-0.5633961,-0.5919972,-0.6282471,-0.0362499
30,0.70498264,0.7070727,"('intolerant', 'tolerant')",1.7120779,1.6525558,1.2202907,1.1494235,1.2124503,1.1696839,-0.0427664
31,-0.97507,-0.82845193,"('evil', 'good')",-2.1937492,-2.141871,-1.2975669,-1.2547345,-1.4887953,-1.4083525,0.0804428
32,0.025603961,0.016077826,"('unkind', 'kind')",0.709921,0.6943909,1.0522918,0.92648315,0.5959389,0.5456506,-0.0502883
33,-0.052533135,-0.07068432,"('wrong', 'right')",0.23860876,0.1964266,-0.6174704,-0.6298723,-0.1437983,-0.1680433,-0.024245
34,-0.64022326,-0.5007902,"('mean', 'honorable')",0.35560092,0.43040112,5.750496,5.943306,1.8219579,1.9576389,0.135681
35,-0.5011411,-0.48827168,"('corrupt', 'incorrupt')",-1.643098,-1.6628525,-0.12638365,-0.18462889,-0.7568742,-0.7785844,-0.0217102
36,-0.64337075,-0.6326351,"('hostile', 'amicable')",-1.8950164,-2.0742266,0.111336485,-0.03672306,-0.8090169,-0.9145283,-0.1055114
37,-0.98246884,-0.9446587,"('fake', 'genuine')",0.1565808,0.11149373,-0.031829685,0.0020793602,-0.2859059,-0.2770285,0.0088774
38,-1.2132472,-1.1447618,"('untruthful', 'truthful')",-0.011110909,-0.04108986,0.071308315,0.13938268,-0.3843499,-0.348823,0.0355269
39,0.58979344,0.53964293,"('exploitative', 'cooperative')",0.26374173,0.36747965,-0.1446361,-0.14025113,0.2362997,0.2556238,0.0193241
40,-0.24709925,-0.17692247,"('stingy', 'generous')",-0.2510643,-0.26582196,-2.1197443,-2.220773,-0.8726359,-0.8878392,-0.0152033
41,-1.0783538,-1.0467845,"('unforgiving', 'forgiving')",-0.16591923,-0.24426405,-0.14688367,-0.23605867,-0.4637189,-0.5090357,-0.0453168
42,0.30973154,0.4279098,"('unreliable', 'reliable')",0.29443252,0.3108694,-3.112175,-3.010406,-0.8360036,-0.757209,0.0787946
