,pall_male,pall_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.4476018,-0.544275,"('unsociable', 'sociable')",0.14503016,-0.030834954,-0.1512858,-0.287555,-0.1362692
1,-1.0644913,-1.1822495,"('unfriendly', 'friendly')",1.317997,1.0641048,0.1267529,-0.0590724,-0.1858253
2,0.3504338,0.33269718,"('unlikable', 'likable')",0.6349904,0.5933363,0.4927121,0.4630167,-0.0296954
3,-0.43724048,-0.40497655,"('repellent', 'pleasant')",0.6084728,0.66820997,0.0856162,0.1316167,0.0460005
4,-0.66399544,-0.6824812,"('disliked', 'liked')",-6.347945,-6.4181643,-3.5059702,-3.5503228,-0.0443526
5,-0.8890729,-0.86035156,"('distant', 'outgoing')",-0.51057845,-0.60565406,-0.6998256,-0.7330028,-0.0331772
6,-0.8122454,-0.7791363,"('distant', 'open')",-0.49250695,-0.6453297,-0.6523762,-0.712233,-0.0598568
7,-0.34725237,-0.370502,"('insensitive', 'sensitive')",0.22535025,0.22032408,-0.0609511,-0.075089,-0.0141379
8,-0.4859036,-0.5506311,"('unaffectionate', 'affectionate')",0.8113773,0.6824084,0.1627368,0.0658886,-0.0968482
9,-0.9947393,-1.0744915,"('unaffectionate', 'caring')",0.93915176,0.8359935,-0.0277938,-0.119249,-0.0914552
10,-1.0908904,-1.125105,"('unsympathetic', 'sympathetic')",-0.7014174,-0.726622,-0.8961539,-0.9258635,-0.0297096
11,-1.1023685,-1.1184655,"('unhelpful', 'helpful')",1.075859,1.1426448,-0.0132548,0.0120896,0.0253444
12,-1.0075982,-0.9727658,"('unsupportive', 'supportive')",-2.1975071,-2.2397184,-1.6025527,-1.6062422,-0.0036895
13,-0.4287536,-0.45436156,"('impolite', 'polite')",-1.0380837,-1.0108163,-0.7334186,-0.7325889,0.0008297
14,0.8828411,0.8721708,"('antisocial', 'social')",0.4242138,0.3781294,0.6535274,0.6251501,-0.0283773
15,-0.26483685,-0.35362718,"('boring', 'funny')",0.16499111,0.10898095,-0.0499229,-0.1223231,-0.0724002
16,-0.5743705,-0.58507526,"('unpopular', 'popular')",0.38735193,0.30183637,-0.0935093,-0.1416194,-0.0481101
17,-0.55094033,-0.5264919,"('nasty', 'nice')",-0.52126735,-0.46516237,-0.5361038,-0.4958271,0.0402767
18,0.03484483,0.057103336,"('disagreeable', 'welcoming')",-0.4852784,-0.64036804,-0.2252168,-0.2916324,-0.0664156
19,-1.0890745,-1.1194121,"('inhospitable', 'hospitable')",-0.6746284,-0.7372005,-0.8818514,-0.9283063,-0.0464549
20,-0.40454537,-0.3918976,"('rough', 'thoughtful')",0.9804315,0.99126804,0.2879431,0.2996852,0.0117421
21,-0.06550147,-0.038944777,"('immoral', 'moral')",-0.36970484,-0.33381262,-0.2176031,-0.1863787,0.0312244
22,0.30086735,0.3207714,"('untrustworthy', 'trustworthy')",-0.8576083,-0.9085252,-0.2783705,-0.2938769,-0.0155064
23,-0.8119385,-0.9005937,"('insincere', 'sincere')",5.057623,4.9809184,2.1228423,2.0401623,-0.08268
24,-0.46612364,-0.509615,"('dishonest', 'honest')",0.35097647,0.3100842,-0.0575736,-0.0997654,-0.0421918
25,0.48092133,0.41529387,"('egoistic', 'altruistic')",1.3800322,1.3163165,0.9304768,0.8658051,-0.0646717
26,0.72486246,0.68729264,"('hardhearted', 'benevolent')",1.8574073,1.754706,1.2911348,1.2209994,-0.0701354
27,-0.29379997,-0.31492564,"('hardhearted', 'softhearted')",1.1784583,1.0306388,0.4423292,0.3578566,-0.0844726
28,-0.6822548,-0.7660035,"('disloyal', 'loyal')",1.0345149,0.9330332,0.1761301,0.0835149,-0.0926152
29,-0.5374523,-0.59742135,"('unfair', 'fair')",-0.43228167,-0.5870491,-0.484867,-0.5922352,-0.1073682
30,0.1108897,0.08579118,"('intolerant', 'tolerant')",1.0918329,1.0680493,0.6013613,0.5769203,-0.024441
31,-1.0727152,-0.97667927,"('evil', 'good')",-0.3714618,-0.54121953,-0.7220885,-0.7589494,-0.0368609
32,-0.14084369,-0.2580133,"('unkind', 'kind')",0.3894738,0.24831116,0.1243151,-0.0048511,-0.1291662
33,0.05876268,0.005553052,"('wrong', 'right')",-0.68208325,-0.73363155,-0.3116603,-0.3640392,-0.0523789
34,-0.6050933,-0.5151128,"('mean', 'honorable')",5.038987,5.1544714,2.2169468,2.3196793,0.1027325
35,0.7581169,0.7188922,"('corrupt', 'incorrupt')",-0.026044685,-0.111817725,0.3660361,0.3035372,-0.0624989
36,-0.59063715,-0.6066682,"('hostile', 'amicable')",0.014762426,-0.20867467,-0.2879374,-0.4076714,-0.119734
37,0.32459012,0.31256598,"('fake', 'genuine')",0.022091974,0.030690875,0.1733411,0.1716284,-0.0017127
38,-0.87903696,-0.9361055,"('untruthful', 'truthful')",-0.5572765,-0.53976333,-0.7181567,-0.7379344,-0.0197777
39,1.3828105,1.3916137,"('exploitative', 'cooperative')",0.07239954,0.14327064,0.727605,0.7674422,0.0398372
40,-0.01213341,-0.026634088,"('stingy', 'generous')",-1.570373,-1.6935167,-0.7912532,-0.8600754,-0.0688222
41,-0.07326771,-0.05640406,"('unforgiving', 'forgiving')",0.31295004,0.14452636,0.1198412,0.0440612,-0.07578
42,-0.077231094,-0.05125402,"('unreliable', 'reliable')",-3.4104402,-3.43674,-1.7438357,-1.743997,-0.0001613
43,-1.0754681,-1.0533646,"('irresponsible', 'responsible')",0.20077041,0.19955361,-0.4373488,-0.4269055,0.0104433
44,0.35545203,0.41854268,"('prejudiced', 'unprejudiced')",-1.5451628,-1.5164889,-0.5948554,-0.5489731,0.0458823
45,-0.89344877,-0.8548154,"('incompetent', 'competent')",0.14336863,0.06581081,-0.3750401,-0.3945023,-0.0194622
46,-0.29357132,-0.28760976,"('uncompetitive', 'competitive')",-0.8579553,-0.80096257,-0.5757633,-0.5442861,0.0314772
47,0.23766692,0.2871439,"('stupid', 'smart')",5.023332,5.0890117,2.6304996,2.6880777,0.0575781
48,-0.6318265,-0.5986244,"('unintelligent', 'intelligent')",0.8438103,0.90468115,0.1059919,0.1530284,0.0470365
49,0.11501475,0.18279111,"('unable', 'able')",-0.19323833,-0.14732069,-0.0391118,0.0177352,0.056847
50,-0.47304434,-0.4678742,"('clumsy', 'skillful')",-0.24718216,-0.36077428,-0.3601133,-0.4143242,-0.0542109
51,-0.7909598,-0.89881706,"('uneducated', 'educated')",0.04402973,-0.025592431,-0.373465,-0.4622048,-0.0887398
52,-0.5556705,-0.6248538,"('irrational', 'rational')",0.15775007,-0.03317359,-0.1989602,-0.3290137,-0.1300535
53,-1.0954775,-1.1860611,"('uncreative', 'creative')",0.032718245,-0.10876986,-0.5313796,-0.6474155,-0.1160359
54,-0.93832827,-1.0016428,"('incapable', 'capable')",0.3626359,0.31585774,-0.2878462,-0.3428925,-0.0550463
55,-0.4347912,-0.38112262,"('incompetent', 'clever')",0.4109268,0.4447975,-0.0119322,0.0318374,0.0437696
56,0.3313297,0.26003096,"('impractical', 'practical')",-0.5556207,-0.56223416,-0.1121455,-0.1511016,-0.0389561
57,-1.1703492,-1.2078683,"('unimaginative', 'imaginative')",-3.0388997,-3.0656433,-2.1046245,-2.1367559,-0.0321314
58,-0.19943342,-0.22942266,"('undiscriminating', 'discriminating')",0.33616132,0.23888922,0.0683639,0.0047333,-0.0636306
59,0.13701698,0.14626847,"('foolish', 'wise')",-0.0075287707,-0.026199955,0.0647441,0.0600343,-0.0047098
60,-0.24896426,-0.23746192,"('inefficient', 'efficient')",-0.22627535,-0.07737665,-0.2376198,-0.1574193,0.0802005
61,-0.2864448,-0.4603192,"('illogical', 'logical')",0.53740376,0.34934717,0.1254795,-0.055486,-0.1809655
62,-0.20743376,-0.18549834,"('incompetent', 'brilliant')",0.26939574,0.38603348,0.030981,0.1002676,0.0692866
63,-1.0519086,-1.0494707,"('unperceptive', 'insightful')",0.25111833,0.26943666,-0.4003952,-0.390017,0.0103782
64,-0.8451247,-0.84580034,"('shy', 'confident')",-6.3673563,-6.3697605,-3.6062405,-3.6077805,-0.00154
65,-0.09243597,-0.08304699,"('insecure', 'secure')",-0.46998918,-0.38069683,-0.2812126,-0.2318719,0.0493407
66,-0.35794282,-0.41727293,"('inactive', 'active')",0.16358095,0.12433067,-0.0971809,-0.1464711,-0.0492902
67,-0.07912359,-0.07842526,"('doubtful', 'determined')",-0.2510225,-0.26893505,-0.165073,-0.1736802,-0.0086072
68,-0.572138,-0.54494643,"('dependent', 'independent')",-0.7832851,-0.8218619,-0.6777115,-0.6834042,-0.0056927
69,0.23267922,0.20917848,"('lazy', 'industrious')",-0.32989064,-0.33923507,-0.0486057,-0.0650283,-0.0164226
70,-0.74086297,-0.7647545,"('lethargic', 'energetic')",-0.12716648,-0.11408652,-0.4340147,-0.4394205,-0.0054058
71,-0.77314717,-0.81765234,"('diffident', 'self-confident')",0.36137807,0.28242254,-0.2058845,-0.2676149,-0.0617304
72,-0.76567036,-0.74032205,"('unambitious', 'ambitious')",-0.57781273,-0.5584224,-0.6717415,-0.6493722,0.0223693
73,0.6444863,0.6412073,"('helpless', 'self-reliant')",-2.7845726,-2.7683964,-1.0700431,-1.0635946,0.0064485
74,-0.43541032,-0.46931598,"('undedicated', 'dedicated')",-0.28861198,-0.42689627,-0.3620111,-0.4481061,-0.086095
75,-0.118461564,-0.08513115,"('meek', 'impulsive')",-0.5658148,-0.49340847,-0.3421382,-0.2892698,0.0528684
76,0.52000564,0.53624856,"('anxious', 'daring')",-0.59148496,-0.45502114,-0.0357397,0.0406137,0.0763534
