,dynegy_male,dynegy_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1443032,-1.3369331,"('unsociable', 'sociable')",-0.73094493,-0.9144662,-0.9376241,-1.1256996,-0.1880755
1,-1.3400944,-1.4480368,"('unfriendly', 'friendly')",2.1016142,2.0502784,0.3807599,0.3011208,-0.0796391
2,0.28815332,0.28839082,"('unlikable', 'likable')",0.4679804,0.4698177,0.3780669,0.3791043,0.0010374
3,-0.46168002,-0.39709723,"('repellent', 'pleasant')",0.09818153,0.1883881,-0.1817493,-0.1043546,0.0773947
4,0.056022346,0.027278755,"('disliked', 'liked')",-5.9781313,-5.996771,-2.9610546,-2.984746,-0.0236914
5,0.21518002,0.3577052,"('distant', 'outgoing')",0.33244002,0.44469035,0.27381,0.4011978,0.1273878
6,-0.17731854,-0.0018839538,"('distant', 'open')",0.6130548,0.70785,0.2178681,0.352983,0.1351149
7,-1.116309,-1.0691557,"('insensitive', 'sensitive')",0.39618358,0.49036014,-0.3600627,-0.2893978,0.0706649
8,-0.9761629,-1.0108782,"('unaffectionate', 'affectionate')",1.1159648,1.0599554,0.0699009,0.0245386,-0.0453623
9,-1.5285364,-1.5345523,"('unaffectionate', 'caring')",1.1478407,1.1957667,-0.1903479,-0.1693928,0.0209551
10,-2.4471452,-2.5548217,"('unsympathetic', 'sympathetic')",-1.0920023,-1.0861541,-1.7695737,-1.820488,-0.0509143
11,-0.36500335,-0.41970733,"('unhelpful', 'helpful')",1.318225,1.4566401,0.4766108,0.5184664,0.0418556
12,-0.7641787,-0.7183191,"('unsupportive', 'supportive')",-1.7759196,-1.6898859,-1.2700491,-1.2041025,0.0659466
13,-1.2286756,-1.3313637,"('impolite', 'polite')",-0.9234042,-0.93751794,-1.0760399,-1.1344408,-0.0584009
14,-0.24142669,-0.305793,"('antisocial', 'social')",-0.85499847,-0.96927017,-0.5482126,-0.6375316,-0.089319
15,0.30660722,0.22650918,"('boring', 'funny')",0.68636245,0.60068125,0.4964848,0.4135952,-0.0828896
16,-0.01619022,0.04489966,"('unpopular', 'popular')",0.5570706,0.6289176,0.2704402,0.3369086,0.0664684
17,-0.2677155,-0.16995074,"('nasty', 'nice')",-0.3028729,-0.2685328,-0.2852942,-0.2192418,0.0660524
18,-0.41986153,-0.43417633,"('disagreeable', 'welcoming')",-0.16893476,-0.17300692,-0.2943981,-0.3035916,-0.0091935
19,-0.19732428,-0.08584163,"('inhospitable', 'hospitable')",0.3464271,0.41817093,0.0745514,0.1661647,0.0916133
20,0.09374942,0.11509703,"('rough', 'thoughtful')",0.90308905,0.88669926,0.4984192,0.5008981,0.0024789
21,-0.55846924,-0.7122182,"('immoral', 'moral')",-0.78987,-0.81250226,-0.6741697,-0.7623602,-0.0881905
22,-0.60662615,-0.6544046,"('untrustworthy', 'trustworthy')",-1.0530504,-1.0827442,-0.8298383,-0.8685744,-0.0387361
23,-1.0571802,-1.1223152,"('insincere', 'sincere')",5.470391,5.533675,2.2066054,2.2056799,-0.0009255
24,-1.1783277,-1.281726,"('dishonest', 'honest')",0.45980725,0.45132288,-0.3592602,-0.4152015,-0.0559413
25,-0.70960337,-0.6685998,"('egoistic', 'altruistic')",1.7442942,1.6738404,0.5173454,0.5026203,-0.0147251
26,-0.20023564,-0.3560399,"('hardhearted', 'benevolent')",1.7534063,1.5531737,0.7765853,0.5985669,-0.1780184
27,-0.33816558,-0.25928447,"('hardhearted', 'softhearted')",1.7716596,1.684496,0.716747,0.7126058,-0.0041412
28,-1.1025666,-1.2578057,"('disloyal', 'loyal')",0.60301054,0.5384804,-0.249778,-0.3596627,-0.1098847
29,-0.05756872,-0.04063591,"('unfair', 'fair')",-0.38889912,-0.5742452,-0.2232339,-0.3074405,-0.0842066
30,-0.08987455,-0.23513313,"('intolerant', 'tolerant')",0.9112804,0.8413995,0.4107029,0.3031332,-0.1075697
31,-0.25973332,-0.22291614,"('evil', 'good')",-0.32146466,-0.393525,-0.290599,-0.3082206,-0.0176216
32,-0.6844425,-0.8097352,"('unkind', 'kind')",0.653698,0.44856322,-0.0153722,-0.180586,-0.1652138
33,-0.04992484,-0.08688178,"('wrong', 'right')",-0.1889863,-0.25564435,-0.1194556,-0.1712631,-0.0518075
34,-0.24978197,-0.1082062,"('mean', 'honorable')",5.8528337,6.0764294,2.8015258,2.9841115,0.1825857
35,-0.1049581,-0.037136838,"('corrupt', 'incorrupt')",0.2367017,0.11266383,0.0658718,0.0377635,-0.0281083
36,-0.87538916,-0.8998013,"('hostile', 'amicable')",0.42973325,0.20149484,-0.222828,-0.3491532,-0.1263252
37,-0.32109463,-0.28770262,"('fake', 'genuine')",0.13444361,0.15434313,-0.0933255,-0.0666797,0.0266458
38,-0.9850697,-0.96475255,"('untruthful', 'truthful')",0.115495585,0.27070644,-0.4347871,-0.3470231,0.087764
39,0.6836578,0.6420091,"('exploitative', 'cooperative')",0.22977163,0.1534215,0.4567147,0.3977153,-0.0589994
40,-0.17684993,-0.20971902,"('stingy', 'generous')",-1.344553,-1.3803889,-0.7607015,-0.795054,-0.0343525
41,-0.42055815,-0.5450294,"('unforgiving', 'forgiving')",0.10212139,-0.04887384,-0.1592184,-0.2969516,-0.1377332
42,-0.18748486,-0.08309148,"('unreliable', 'reliable')",-3.5689018,-3.4706798,-1.8781934,-1.7768856,0.1013078
43,-0.99953216,-1.0383079,"('irresponsible', 'responsible')",0.11111316,0.11264683,-0.4442095,-0.4628305,-0.018621
44,0.7604599,0.7654298,"('prejudiced', 'unprejudiced')",-1.7071239,-1.7500986,-0.473332,-0.4923344,-0.0190024
45,-1.1026546,-1.1819277,"('incompetent', 'competent')",-0.5717515,-0.5713236,-0.837203,-0.8766257,-0.0394227
46,-0.81091493,-0.89935315,"('uncompetitive', 'competitive')",-1.1296912,-1.174893,-0.9703031,-1.0371231,-0.06682
47,-0.23255764,-0.13000922,"('stupid', 'smart')",5.192401,5.339755,2.4799216,2.6048729,0.1249513
48,-0.8755039,-1.0894253,"('unintelligent', 'intelligent')",0.6025546,0.5657687,-0.1364746,-0.2618283,-0.1253537
49,-0.20031756,-0.06233339,"('unable', 'able')",0.09117922,0.2452181,-0.0545692,0.0914424,0.1460116
50,0.31624418,0.43992335,"('clumsy', 'skillful')",0.31549972,0.36778915,0.315872,0.4038562,0.0879842
51,-0.6629971,-0.8537267,"('uneducated', 'educated')",0.5320251,0.44894674,-0.065486,-0.20239,-0.136904
52,0.58700174,0.42196268,"('irrational', 'rational')",0.8060396,0.57087743,0.6965207,0.4964201,-0.2001006
53,-1.6072476,-1.5613866,"('uncreative', 'creative')",0.60636836,0.618725,-0.5004396,-0.4713308,0.0291088
54,-0.94429624,-0.92953193,"('incapable', 'capable')",1.2021447,1.2774003,0.1289243,0.1739342,0.0450099
55,-0.28229997,-0.40787137,"('incompetent', 'clever')",-0.40072334,-0.40293723,-0.3415117,-0.4054043,-0.0638926
56,-0.2811259,-0.32300603,"('impractical', 'practical')",-0.68978536,-0.6288612,-0.4854556,-0.4759336,0.009522
57,-1.4385564,-1.6078048,"('unimaginative', 'imaginative')",-2.7134974,-2.7746675,-2.0760269,-2.191236,-0.1152091
58,-0.070663884,-0.10885136,"('undiscriminating', 'discriminating')",0.16925448,0.14966755,0.0492953,0.0204081,-0.0288872
59,0.17574504,0.19181344,"('foolish', 'wise')",0.6692232,0.66567445,0.4224841,0.428744,0.0062599
60,-0.31995612,-0.37513778,"('inefficient', 'efficient')",-0.6151115,-0.48441976,-0.4675338,-0.4297788,0.037755
61,-0.78421605,-0.92190784,"('illogical', 'logical')",0.18985358,-0.0070720706,-0.2971812,-0.46449,-0.1673088
62,-0.31203496,-0.2440433,"('incompetent', 'brilliant')",-0.05317065,0.24473234,-0.1826028,0.0003445,0.1829473
63,-0.60467136,-0.61975336,"('unperceptive', 'insightful')",0.92119175,1.0567994,0.1582602,0.218523,0.0602628
