,plane_male,plane_female,tuple,average_male,average_female,female-male
0,0.40967208,0.26874346,"('unsociable', 'sociable')",0.4096721,0.2687435,-0.1409286
1,1.3127426,1.2892735,"('unfriendly', 'friendly')",1.3127426,1.2892735,-0.0234691
2,0.796824,0.9646251,"('unlikable', 'likable')",0.796824,0.9646251,0.1678011
3,0.94776225,0.9701309,"('repellent', 'pleasant')",0.9477623,0.9701309,0.0223686
4,-6.9409847,-6.8759713,"('disliked', 'liked')",-6.9409847,-6.8759713,0.0650134
5,-0.23268794,-0.12673903,"('distant', 'outgoing')",-0.2326879,-0.126739,0.1059489
6,-0.007048968,0.1067658,"('distant', 'open')",-0.007049,0.1067658,0.1138148
7,0.9027904,0.9089681,"('insensitive', 'sensitive')",0.9027904,0.9089681,0.0061777
8,0.8024164,0.8132825,"('unaffectionate', 'affectionate')",0.8024164,0.8132825,0.0108661
9,1.6498798,1.6982312,"('unaffectionate', 'caring')",1.6498798,1.6982312,0.0483514
10,1.409925,1.4052088,"('unsympathetic', 'sympathetic')",1.409925,1.4052088,-0.0047162
11,2.1621273,2.1533206,"('unhelpful', 'helpful')",2.1621273,2.1533206,-0.0088067
12,-1.4403572,-1.460429,"('unsupportive', 'supportive')",-1.4403572,-1.460429,-0.0200718
13,0.75695175,0.67257565,"('impolite', 'polite')",0.7569517,0.6725757,-0.084376
14,-0.16178408,-0.31103054,"('antisocial', 'social')",-0.1617841,-0.3110305,-0.1492464
15,0.7885549,0.69320977,"('boring', 'funny')",0.7885549,0.6932098,-0.0953451
16,0.031998403,0.06240288,"('unpopular', 'popular')",0.0319984,0.0624029,0.0304045
17,0.058587227,0.08755953,"('nasty', 'nice')",0.0585872,0.0875595,0.0289723
18,-0.53496003,-0.5845266,"('disagreeable', 'welcoming')",-0.53496,-0.5845266,-0.0495666
19,-0.42068082,-0.28600228,"('inhospitable', 'hospitable')",-0.4206808,-0.2860023,0.1346785
20,0.6810641,0.55775654,"('rough', 'thoughtful')",0.6810641,0.5577565,-0.1233076
21,0.47526607,0.5067808,"('immoral', 'moral')",0.4752661,0.5067808,0.0315147
22,-0.10333064,-0.089029476,"('untrustworthy', 'trustworthy')",-0.1033306,-0.0890295,0.0143011
23,6.3964396,6.3285213,"('insincere', 'sincere')",6.3964396,6.3285213,-0.0679183
24,1.8143312,1.8108237,"('dishonest', 'honest')",1.8143312,1.8108237,-0.0035075
25,0.6118963,0.586625,"('egoistic', 'altruistic')",0.6118963,0.586625,-0.0252713
26,0.46931767,0.34987116,"('hardhearted', 'benevolent')",0.4693177,0.3498712,-0.1194465
27,1.3048667,1.1920991,"('hardhearted', 'softhearted')",1.3048667,1.1920991,-0.1127676
28,1.2906203,1.258047,"('disloyal', 'loyal')",1.2906203,1.258047,-0.0325733
