,alexandria_male,alexandria_female,tuple,real_male,real_female,est_male,est_female,equities_male,equities_female,inc_male,inc_female,average_male,average_female,female-male
0,0.83214754,0.6681088,"('unsociable', 'sociable')",1.4879949,1.38741,1.4469557,1.3591788,-1.3617184,-1.4478799,-0.089704715,-0.15979633,0.463135,0.3614043,-0.1017307
1,-0.7973268,-0.767327,"('unfriendly', 'friendly')",-1.4882956,-1.462405,-1.1639249,-1.095671,-1.345515,-1.3963168,1.7885691,1.6437992,-0.6012986,-0.6155841,-0.0142855
2,1.1624486,1.206714,"('unlikable', 'likable')",1.3463666,1.4171757,1.6358069,1.7024827,0.65078866,0.77267885,0.5118787,0.5648982,1.061458,1.1327898,0.0713318
3,0.66613543,0.7958592,"('repellent', 'pleasant')",0.21913955,0.23547508,0.46530867,0.53633493,-0.55176383,-0.5228492,0.6577595,0.68561035,0.2913159,0.3460861,0.0547702
4,-1.2497689,-1.1879714,"('disliked', 'liked')",-1.027254,-0.9555824,-1.9539701,-1.9785393,0.25432348,0.30288684,-6.2040873,-6.2277274,-2.0361513,-2.0093868,0.0267645
5,-1.3985386,-1.3297946,"('distant', 'outgoing')",-2.2889044,-2.1492448,-1.7325515,-1.6218889,0.14507933,0.21515289,-0.34832346,-0.32136908,-1.1246477,-1.0414289,0.0832188
6,-1.3376751,-1.2981986,"('distant', 'open')",-2.4031808,-2.2823799,-1.3631203,-1.2576094,0.040141486,0.06933578,-0.09083828,-0.11158612,-1.0309346,-0.9760876,0.054847
7,0.7048671,0.7714142,"('insensitive', 'sensitive')",0.26179987,0.20090139,0.82789093,0.79124874,-0.9601259,-0.93448836,1.0959831,1.106954,0.386083,0.387206,0.001123
8,0.070040576,0.057480242,"('unaffectionate', 'affectionate')",-1.4012433,-1.3402593,-1.3569497,-1.3650179,-1.8732231,-1.9069594,0.6569043,0.51457834,-0.7808943,-0.8080357,-0.0271414
9,0.5860107,0.6156021,"('unaffectionate', 'caring')",-0.524436,-0.5144474,-1.1526743,-1.165687,-1.7130287,-1.730868,1.1885989,1.1394498,-0.3231059,-0.3311901,-0.0080842
