,accelerant_male,accelerant_female,tuple,average_male,average_female,female-male
0,-0.8634569,-0.8833123,"('unsociable', 'sociable')",-0.8634569,-0.8833123,-0.0198554
1,-0.6998808,-0.74786943,"('unfriendly', 'friendly')",-0.6998808,-0.7478694,-0.0479886
2,0.70406044,0.68912387,"('unlikable', 'likable')",0.7040604,0.6891239,-0.0149365
3,-1.3196664,-1.2156683,"('repellent', 'pleasant')",-1.3196664,-1.2156683,0.1039981
4,-1.9834229,-1.9671351,"('disliked', 'liked')",-1.9834229,-1.9671351,0.0162878
5,-0.25323862,-0.26420674,"('distant', 'outgoing')",-0.2532386,-0.2642067,-0.0109681
6,-0.36888996,-0.3881623,"('distant', 'open')",-0.36889,-0.3881623,-0.0192723
7,-0.11057725,-0.101456545,"('insensitive', 'sensitive')",-0.1105772,-0.1014565,0.0091207
8,-0.36583152,-0.45652848,"('unaffectionate', 'affectionate')",-0.3658315,-0.4565285,-0.090697
9,-0.54591143,-0.5644363,"('unaffectionate', 'caring')",-0.5459114,-0.5644363,-0.0185249
10,-1.3540629,-1.3155997,"('unsympathetic', 'sympathetic')",-1.3540629,-1.3155997,0.0384632
11,-0.25752702,-0.17263164,"('unhelpful', 'helpful')",-0.257527,-0.1726316,0.0848954
12,-1.2345881,-1.1106377,"('unsupportive', 'supportive')",-1.2345881,-1.1106377,0.1239504
13,-0.94119537,-0.9505792,"('impolite', 'polite')",-0.9411954,-0.9505792,-0.0093838
14,-0.32973543,-0.36712775,"('antisocial', 'social')",-0.3297354,-0.3671277,-0.0373923
15,0.589777,0.4724922,"('boring', 'funny')",0.589777,0.4724922,-0.1172848
16,0.18612882,0.20494565,"('unpopular', 'popular')",0.1861288,0.2049457,0.0188169
17,-0.4403375,-0.38438472,"('nasty', 'nice')",-0.4403375,-0.3843847,0.0559528
18,-0.260395,-0.1836022,"('disagreeable', 'welcoming')",-0.260395,-0.1836022,0.0767928
19,-1.254484,-1.1771504,"('inhospitable', 'hospitable')",-1.2544841,-1.1771504,0.0773337
20,0.75667846,0.76421434,"('rough', 'thoughtful')",0.7566785,0.7642143,0.0075358
21,-0.6412269,-0.51672983,"('immoral', 'moral')",-0.6412269,-0.5167298,0.1244971
22,-0.49266312,-0.5418189,"('untrustworthy', 'trustworthy')",-0.4926631,-0.5418189,-0.0491558
23,0.8677689,0.8826568,"('insincere', 'sincere')",0.8677689,0.8826568,0.0148879
24,-0.37441185,-0.45154208,"('dishonest', 'honest')",-0.3744119,-0.4515421,-0.0771302
25,0.7860099,0.76791453,"('egoistic', 'altruistic')",0.7860099,0.7679145,-0.0180954
26,1.0501305,0.9048638,"('hardhearted', 'benevolent')",1.0501305,0.9048638,-0.1452667
27,1.0952079,1.0685351,"('hardhearted', 'softhearted')",1.0952079,1.0685351,-0.0266728
28,-0.2889265,-0.34141684,"('disloyal', 'loyal')",-0.2889265,-0.3414168,-0.0524903
29,-0.5476193,-0.6068932,"('unfair', 'fair')",-0.5476193,-0.6068932,-0.0592739
30,-0.2150053,-0.20220986,"('intolerant', 'tolerant')",-0.2150053,-0.2022099,0.0127954
31,-0.34408543,-0.27624914,"('evil', 'good')",-0.3440854,-0.2762491,0.0678363
32,0.46370906,0.42366987,"('unkind', 'kind')",0.4637091,0.4236699,-0.0400392
33,-0.110565454,-0.17416424,"('wrong', 'right')",-0.1105655,-0.1741642,-0.0635987
34,1.8654461,2.0536156,"('mean', 'honorable')",1.8654461,2.0536156,0.1881695
35,1.005847,0.8987708,"('corrupt', 'incorrupt')",1.005847,0.8987708,-0.1070762
36,-0.13775349,-0.17220944,"('hostile', 'amicable')",-0.1377535,-0.1722094,-0.0344559
37,0.1686379,0.16071212,"('fake', 'genuine')",0.1686379,0.1607121,-0.0079258
38,-0.077825904,-0.09341179,"('untruthful', 'truthful')",-0.0778259,-0.0934118,-0.0155859
39,0.58793485,0.57650214,"('exploitative', 'cooperative')",0.5879349,0.5765021,-0.0114328
40,-0.5853921,-0.56977046,"('stingy', 'generous')",-0.5853921,-0.5697705,0.0156216
41,-0.18825503,-0.13355212,"('unforgiving', 'forgiving')",-0.188255,-0.1335521,0.0547029
42,-1.0215142,-0.928714,"('unreliable', 'reliable')",-1.0215142,-0.928714,0.0928002
43,-0.041444454,-0.01461976,"('irresponsible', 'responsible')",-0.0414445,-0.0146198,0.0268247
44,0.6787815,0.6664773,"('prejudiced', 'unprejudiced')",0.6787815,0.6664773,-0.0123042
45,-0.53424805,-0.45477697,"('incompetent', 'competent')",-0.5342481,-0.454777,0.0794711
46,-0.8691592,-0.77734166,"('uncompetitive', 'competitive')",-0.8691592,-0.7773417,0.0918175
47,1.7050811,1.7353266,"('stupid', 'smart')",1.7050811,1.7353266,0.0302455
48,0.04829696,0.13622783,"('unintelligent', 'intelligent')",0.048297,0.1362278,0.0879308
49,0.52178055,0.708196,"('unable', 'able')",0.5217806,0.708196,0.1864154
50,0.94785434,0.95114607,"('clumsy', 'skillful')",0.9478543,0.9511461,0.0032918
51,-0.6428728,-0.6920962,"('uneducated', 'educated')",-0.6428728,-0.6920962,-0.0492234
52,-0.31604594,-0.47585374,"('irrational', 'rational')",-0.3160459,-0.4758537,-0.1598078
53,-1.2304795,-1.2525887,"('uncreative', 'creative')",-1.2304795,-1.2525887,-0.0221092
54,0.16394642,0.101356044,"('incapable', 'capable')",0.1639464,0.101356,-0.0625904
55,-0.16033575,-0.11521087,"('incompetent', 'clever')",-0.1603357,-0.1152109,0.0451248
56,-0.75588745,-0.72412294,"('impractical', 'practical')",-0.7558874,-0.7241229,0.0317645
57,-1.7143437,-1.6546466,"('unimaginative', 'imaginative')",-1.7143437,-1.6546466,0.0596971
58,0.22408916,0.22119096,"('undiscriminating', 'discriminating')",0.2240892,0.221191,-0.0028982
59,0.17159235,0.09700864,"('foolish', 'wise')",0.1715924,0.0970086,-0.0745838
60,0.25880465,0.39097297,"('inefficient', 'efficient')",0.2588046,0.390973,0.1321684
61,-0.12962507,-0.22370273,"('illogical', 'logical')",-0.1296251,-0.2237027,-0.0940776
62,0.09956334,0.19510268,"('incompetent', 'brilliant')",0.0995633,0.1951027,0.0955394
63,-0.57208997,-0.45690432,"('unperceptive', 'insightful')",-0.57209,-0.4569043,0.1151857
