,type_male,type_female,tuple,average_male,average_female,female-male
0,0.1099031,0.01760985,"('unsociable', 'sociable')",0.1099031,0.0176098,-0.0922933
1,1.3070984,1.3327249,"('unfriendly', 'friendly')",1.3070984,1.3327249,0.0256265
2,0.108950734,0.29078105,"('unlikable', 'likable')",0.1089507,0.2907811,0.1818304
3,0.67613316,0.7036305,"('repellent', 'pleasant')",0.6761332,0.7036305,0.0274973
4,-7.705049,-7.626497,"('disliked', 'liked')",-7.705049,-7.6264968,0.0785522
5,-0.71950155,-0.6877326,"('distant', 'outgoing')",-0.7195016,-0.6877326,0.031769
6,-0.21150857,-0.22124735,"('distant', 'open')",-0.2115086,-0.2212473,-0.0097387
7,1.4683603,1.4146138,"('insensitive', 'sensitive')",1.4683603,1.4146138,-0.0537465
8,1.1582205,1.1260355,"('unaffectionate', 'affectionate')",1.1582205,1.1260355,-0.032185
9,1.4163324,1.4296557,"('unaffectionate', 'caring')",1.4163324,1.4296557,0.0133233
10,1.4458644,1.3072596,"('unsympathetic', 'sympathetic')",1.4458644,1.3072596,-0.1386048
11,2.0825179,2.0793746,"('unhelpful', 'helpful')",2.0825179,2.0793746,-0.0031433
12,-1.3707112,-1.3362045,"('unsupportive', 'supportive')",-1.3707112,-1.3362045,0.0345067
13,0.05684018,0.08267486,"('impolite', 'polite')",0.0568402,0.0826749,0.0258347
14,-0.040789388,-0.040117096,"('antisocial', 'social')",-0.0407894,-0.0401171,0.0006723
15,0.054427616,0.090435766,"('boring', 'funny')",0.0544276,0.0904358,0.0360082
16,-0.8430484,-0.6991266,"('unpopular', 'popular')",-0.8430484,-0.6991266,0.1439218
17,-0.23856363,-0.29181495,"('nasty', 'nice')",-0.2385636,-0.291815,-0.0532514
18,-0.7602171,-0.71775866,"('disagreeable', 'welcoming')",-0.7602171,-0.7177587,0.0424584
19,-0.39635256,-0.4544799,"('inhospitable', 'hospitable')",-0.3963526,-0.4544799,-0.0581273
20,0.8120116,0.64015305,"('rough', 'thoughtful')",0.8120116,0.6401531,-0.1718585
21,0.01892163,0.15668836,"('immoral', 'moral')",0.0189216,0.1566884,0.1377668
22,-0.07213679,-0.01262822,"('untrustworthy', 'trustworthy')",-0.0721368,-0.0126282,0.0595086
23,6.7869673,6.77911,"('insincere', 'sincere')",6.7869673,6.77911,-0.0078573
24,1.7854635,1.6986909,"('dishonest', 'honest')",1.7854635,1.6986909,-0.0867726
25,0.3894905,0.42402294,"('egoistic', 'altruistic')",0.3894905,0.4240229,0.0345324
26,0.72523725,0.5877809,"('hardhearted', 'benevolent')",0.7252373,0.5877809,-0.1374564
27,1.7192254,1.5409323,"('hardhearted', 'softhearted')",1.7192254,1.5409323,-0.1782931
28,1.429469,1.2136422,"('disloyal', 'loyal')",1.429469,1.2136422,-0.2158268
29,-0.38160947,-0.616208,"('unfair', 'fair')",-0.3816095,-0.616208,-0.2345985
30,1.2560743,1.3078598,"('intolerant', 'tolerant')",1.2560743,1.3078598,0.0517855
31,-1.5113794,-1.540163,"('evil', 'good')",-1.5113794,-1.540163,-0.0287836
32,1.5003831,1.375484,"('unkind', 'kind')",1.5003831,1.375484,-0.1248991
33,-1.0123862,-0.9224071,"('wrong', 'right')",-1.0123862,-0.9224071,0.0899791
34,4.5176983,4.718452,"('mean', 'honorable')",4.5176983,4.718452,0.2007537
35,-0.9220262,-1.2529012,"('corrupt', 'incorrupt')",-0.9220262,-1.2529012,-0.330875
36,-0.7225236,-0.8654314,"('hostile', 'amicable')",-0.7225236,-0.8654314,-0.1429078
37,0.75360626,0.6057261,"('fake', 'genuine')",0.7536063,0.6057261,-0.1478802
38,-0.2130692,-0.1348976,"('untruthful', 'truthful')",-0.2130692,-0.1348976,0.0781716
39,-0.27335545,-0.27965617,"('exploitative', 'cooperative')",-0.2733555,-0.2796562,-0.0063007
40,-1.145421,-1.2860574,"('stingy', 'generous')",-1.145421,-1.2860574,-0.1406364
41,0.16694266,0.04987866,"('unforgiving', 'forgiving')",0.1669427,0.0498787,-0.117064
