,salsa_male,salsa_female,tuple,average_male,average_female,female-male
0,0.4144538,0.31680945,"('unsociable', 'sociable')",0.4144538,0.3168094,-0.0976444
1,1.2453518,1.2333053,"('unfriendly', 'friendly')",1.2453518,1.2333053,-0.0120465
2,0.827101,0.93085015,"('unlikable', 'likable')",0.827101,0.9308501,0.1037491
3,1.1874994,1.3368074,"('repellent', 'pleasant')",1.1874994,1.3368074,0.149308
4,-6.876848,-6.8595867,"('disliked', 'liked')",-6.8768482,-6.8595867,0.0172615
5,-0.24645047,-0.14320269,"('distant', 'outgoing')",-0.2464505,-0.1432027,0.1032478
6,-0.21809196,-0.092218,"('distant', 'open')",-0.218092,-0.092218,0.125874
7,1.6526798,1.6627253,"('insensitive', 'sensitive')",1.6526798,1.6627253,0.0100455
8,0.9066375,0.8965604,"('unaffectionate', 'affectionate')",0.9066375,0.8965604,-0.0100771
9,1.3093312,1.3648063,"('unaffectionate', 'caring')",1.3093312,1.3648063,0.0554751
10,1.7179949,1.692272,"('unsympathetic', 'sympathetic')",1.7179949,1.6922719,-0.025723
11,2.1598985,2.1420622,"('unhelpful', 'helpful')",2.1598985,2.1420622,-0.0178363
12,-0.7837432,-0.7809798,"('unsupportive', 'supportive')",-0.7837432,-0.7809798,0.0027634
13,0.51196176,0.44169885,"('impolite', 'polite')",0.5119618,0.4416988,-0.070263
14,0.5409217,0.40641376,"('antisocial', 'social')",0.5409217,0.4064138,-0.1345079
15,0.24549256,0.2732396,"('boring', 'funny')",0.2454926,0.2732396,0.027747
16,-0.40074143,-0.26862982,"('unpopular', 'popular')",-0.4007414,-0.2686298,0.1321116
17,0.023867637,0.06641886,"('nasty', 'nice')",0.0238676,0.0664189,0.0425513
18,-0.038809594,-0.04111478,"('disagreeable', 'welcoming')",-0.0388096,-0.0411148,-0.0023052
19,-0.2911655,-0.22182085,"('inhospitable', 'hospitable')",-0.2911655,-0.2218208,0.0693447
20,0.8164004,0.74961007,"('rough', 'thoughtful')",0.8164004,0.7496101,-0.0667903
21,0.66341645,0.6892366,"('immoral', 'moral')",0.6634164,0.6892366,0.0258202
22,0.36265346,0.26286957,"('untrustworthy', 'trustworthy')",0.3626535,0.2628696,-0.0997839
23,6.829251,6.8740597,"('insincere', 'sincere')",6.8292508,6.8740597,0.0448089
24,2.3446124,2.3430767,"('dishonest', 'honest')",2.3446124,2.3430767,-0.0015357
25,0.34774405,0.275132,"('egoistic', 'altruistic')",0.347744,0.275132,-0.072612
26,-0.042303633,-0.04771837,"('hardhearted', 'benevolent')",-0.0423036,-0.0477184,-0.0054148
27,1.4311978,1.3829293,"('hardhearted', 'softhearted')",1.4311978,1.3829293,-0.0482685
28,1.2103201,1.2154053,"('disloyal', 'loyal')",1.2103201,1.2154053,0.0050852
29,-0.349741,-0.4176783,"('unfair', 'fair')",-0.349741,-0.4176783,-0.0679373
30,1.3365532,1.1889678,"('intolerant', 'tolerant')",1.3365532,1.1889678,-0.1475854
31,-1.4428802,-1.3647544,"('evil', 'good')",-1.4428802,-1.3647544,0.0781258
32,1.3667077,1.3042012,"('unkind', 'kind')",1.3667077,1.3042012,-0.0625065
33,-0.6846449,-0.6490591,"('wrong', 'right')",-0.6846449,-0.6490591,0.0355858
34,4.502858,4.703322,"('mean', 'honorable')",4.5028582,4.7033219,0.2004637
35,-1.2584311,-1.2719978,"('corrupt', 'incorrupt')",-1.2584311,-1.2719978,-0.0135667
36,-1.2227231,-1.1983821,"('hostile', 'amicable')",-1.2227231,-1.1983821,0.024341
37,0.9743629,0.9835455,"('fake', 'genuine')",0.9743629,0.9835455,0.0091826
38,0.19978969,0.09674555,"('untruthful', 'truthful')",0.1997897,0.0967456,-0.1030441
39,0.21821728,0.21616445,"('exploitative', 'cooperative')",0.2182173,0.2161645,-0.0020528
40,-0.8751476,-0.89409304,"('stingy', 'generous')",-0.8751476,-0.894093,-0.0189454
41,0.031581707,-0.035832454,"('unforgiving', 'forgiving')",0.0315817,-0.0358325,-0.0674142
42,-1.2323456,-1.2749661,"('unreliable', 'reliable')",-1.2323456,-1.2749661,-0.0426205
43,1.6572156,1.5608065,"('irresponsible', 'responsible')",1.6572156,1.5608065,-0.0964091
44,-1.2942996,-1.442068,"('prejudiced', 'unprejudiced')",-1.2942996,-1.442068,-0.1477684
45,0.8563191,0.9205222,"('incompetent', 'competent')",0.8563191,0.9205222,0.0642031
46,0.07489105,0.06660141,"('uncompetitive', 'competitive')",0.0748911,0.0666014,-0.0082897
47,5.472904,5.6651716,"('stupid', 'smart')",5.4729042,5.6651716,0.1922674
48,1.1424572,1.0961971,"('unintelligent', 'intelligent')",1.1424572,1.0961971,-0.0462601
49,0.41813728,0.5742785,"('unable', 'able')",0.4181373,0.5742785,0.1561412
50,0.3775878,0.5156557,"('clumsy', 'skillful')",0.3775878,0.5156557,0.1380679
51,1.0897425,1.0571324,"('uneducated', 'educated')",1.0897425,1.0571324,-0.0326101
52,-0.63818413,-0.5351034,"('irrational', 'rational')",-0.6381841,-0.5351034,0.1030807
53,0.49437726,0.5077124,"('uncreative', 'creative')",0.4943773,0.5077124,0.0133351
54,1.2917084,1.4100251,"('incapable', 'capable')",1.2917084,1.4100251,0.1183167
55,1.5308557,1.4762167,"('incompetent', 'clever')",1.5308557,1.4762167,-0.054639
56,1.0710721,1.0494106,"('impractical', 'practical')",1.0710721,1.0494106,-0.0216615
57,-2.2642937,-2.2110934,"('unimaginative', 'imaginative')",-2.2642937,-2.2110934,0.0532003
58,0.03857103,0.04898727,"('undiscriminating', 'discriminating')",0.038571,0.0489873,0.0104163
59,-0.011321563,0.1774778,"('foolish', 'wise')",-0.0113216,0.1774778,0.1887994
60,1.1751555,1.1041874,"('inefficient', 'efficient')",1.1751555,1.1041874,-0.0709681
61,0.57523793,0.520938,"('illogical', 'logical')",0.5752379,0.520938,-0.0542999
62,2.099984,2.1167579,"('incompetent', 'brilliant')",2.0999839,2.1167579,0.016774
63,1.4739555,1.5601317,"('unperceptive', 'insightful')",1.4739555,1.5601317,0.0861762
64,-4.903088,-4.97326,"('shy', 'confident')",-4.9030881,-4.9732599,-0.0701718
65,1.5726471,1.4640348,"('insecure', 'secure')",1.5726471,1.4640348,-0.1086123
66,-0.04181024,0.026689455,"('inactive', 'active')",-0.0418102,0.0266895,0.0684997
67,-0.7833825,-0.749118,"('doubtful', 'determined')",-0.7833825,-0.749118,0.0342645
68,-0.032119695,0.008724283,"('dependent', 'independent')",-0.0321197,0.0087243,0.040844
69,-1.7043852,-1.6733981,"('lazy', 'industrious')",-1.7043852,-1.6733981,0.0309871
70,2.0148187,2.0061755,"('lethargic', 'energetic')",2.0148187,2.0061755,-0.0086432
71,0.61405486,0.7643695,"('diffident', 'self-confident')",0.6140549,0.7643695,0.1503146
72,1.0336714,1.0349226,"('unambitious', 'ambitious')",1.0336714,1.0349226,0.0012512
73,-2.8666475,-2.8071249,"('helpless', 'self-reliant')",-2.8666475,-2.8071249,0.0595226
74,0.37468818,0.33032674,"('undedicated', 'dedicated')",0.3746882,0.3303267,-0.0443615
75,-0.90826946,-0.8048936,"('meek', 'impulsive')",-0.9082695,-0.8048936,0.1033759
76,1.2977877,1.2138095,"('anxious', 'daring')",1.2977877,1.2138095,-0.0839782
77,-0.64454037,-0.6600107,"('unmotivated', 'motivated')",-0.6445404,-0.6600107,-0.0154703
78,-0.16824603,-0.1651356,"('nonresilient', 'resilient')",-0.168246,-0.1651356,0.0031104
79,-0.23250729,-0.10744796,"('wavering', 'unwavering')",-0.2325073,-0.107448,0.1250593
80,0.4197648,0.32645586,"('dominated', 'dominating')",0.4197648,0.3264559,-0.0933089
81,0.66878164,0.62666434,"('submissive', 'aggressive')",0.6687816,0.6266643,-0.0421173
82,6.1820073,6.4927793,"('poor', 'rich')",6.1820073,6.4927793,0.310772
83,-0.19971988,-0.28565842,"('powerless', 'powerful')",-0.1997199,-0.2856584,-0.0859385
84,-0.16120553,-0.09801862,"('inferior', 'superior')",-0.1612055,-0.0980186,0.0631869
85,-1.594652,-1.5166793,"('insignificant', 'prestigious')",-1.5946521,-1.5166793,0.0779728
86,0.8592728,0.8683353,"('uninfluential', 'influential')",0.8592728,0.8683353,0.0090625
87,0.36590266,0.56897384,"('unsuccessful', 'successful')",0.3659027,0.5689738,0.2030711
88,0.122623496,0.2540912,"('low', 'eminent')",0.1226235,0.2540912,0.1314677
