,statistics_male,statistics_female,tuple,average_male,average_female,female-male
0,-0.2046996,-0.42100623,"('unsociable', 'sociable')",-0.2046996,-0.4210062,-0.2163066
1,1.6113476,1.5835235,"('unfriendly', 'friendly')",1.6113476,1.5835235,-0.0278241
2,0.7022183,0.75243634,"('unlikable', 'likable')",0.7022183,0.7524363,0.050218
3,0.02069485,0.10965218,"('repellent', 'pleasant')",0.0206949,0.1096522,0.0889573
4,-6.441806,-6.656699,"('disliked', 'liked')",-6.4418058,-6.6566992,-0.2148934
5,-0.2465797,-0.09962469,"('distant', 'outgoing')",-0.2465797,-0.0996247,0.146955
6,-0.25428358,-0.012338787,"('distant', 'open')",-0.2542836,-0.0123388,0.2419448
7,0.48570445,0.42427453,"('insensitive', 'sensitive')",0.4857045,0.4242745,-0.06143
8,1.2101318,1.2318534,"('unaffectionate', 'affectionate')",1.2101318,1.2318534,0.0217216
9,2.0038557,2.0625558,"('unaffectionate', 'caring')",2.0038557,2.0625558,0.0587001
10,-0.008877344,0.01433618,"('unsympathetic', 'sympathetic')",-0.0088773,0.0143362,0.0232135
11,2.0561132,2.0426955,"('unhelpful', 'helpful')",2.0561132,2.0426955,-0.0134177
12,-1.151496,-1.2798114,"('unsupportive', 'supportive')",-1.1514961,-1.2798114,-0.1283153
13,-0.40299216,-0.5716818,"('impolite', 'polite')",-0.4029922,-0.5716818,-0.1686896
14,0.20000379,0.07157191,"('antisocial', 'social')",0.2000038,0.0715719,-0.1284319
15,0.0925498,-0.030798323,"('boring', 'funny')",0.0925498,-0.0307983,-0.1233481
16,-0.06132561,-0.09181556,"('unpopular', 'popular')",-0.0613256,-0.0918156,-0.03049
17,0.18332984,0.19603884,"('nasty', 'nice')",0.1833298,0.1960388,0.012709
18,-0.6695608,-0.6927822,"('disagreeable', 'welcoming')",-0.6695608,-0.6927822,-0.0232214
19,-0.46469975,-0.42228103,"('inhospitable', 'hospitable')",-0.4646997,-0.422281,0.0424187
20,0.7252662,0.779588,"('rough', 'thoughtful')",0.7252662,0.779588,0.0543218
21,-0.03989567,-0.06373014,"('immoral', 'moral')",-0.0398957,-0.0637301,-0.0238344
