,antelope_male,antelope_female,tuple,average_male,average_female,female-male
0,-0.5928099,-0.76396394,"('unsociable', 'sociable')",-0.5928099,-0.7639639,-0.171154
1,-1.5692059,-1.6509705,"('unfriendly', 'friendly')",-1.5692059,-1.6509705,-0.0817646
2,-0.2023174,-0.19838008,"('unlikable', 'likable')",-0.2023174,-0.1983801,0.0039373
3,-0.22654861,-0.15715492,"('repellent', 'pleasant')",-0.2265486,-0.1571549,0.0693937
4,-1.9281335,-1.9395874,"('disliked', 'liked')",-1.9281335,-1.9395874,-0.0114539
5,-0.5204609,-0.50498813,"('distant', 'outgoing')",-0.5204609,-0.5049881,0.0154728
6,-0.78288114,-0.73093206,"('distant', 'open')",-0.7828811,-0.7309321,0.051949
7,-0.16760723,-0.18768567,"('insensitive', 'sensitive')",-0.1676072,-0.1876857,-0.0200785
8,-0.19862095,-0.23194502,"('unaffectionate', 'affectionate')",-0.1986209,-0.231945,-0.0333241
9,-0.13725719,-0.17680785,"('unaffectionate', 'caring')",-0.1372572,-0.1768079,-0.0395507
10,-1.2361493,-1.2121407,"('unsympathetic', 'sympathetic')",-1.2361493,-1.2121407,0.0240086
11,0.21793365,0.23258282,"('unhelpful', 'helpful')",0.2179337,0.2325828,0.0146491
12,-1.2643014,-1.2440583,"('unsupportive', 'supportive')",-1.2643014,-1.2440583,0.0202431
13,-0.15527062,-0.3044232,"('impolite', 'polite')",-0.1552706,-0.3044232,-0.1491526
14,-0.22345984,-0.36888808,"('antisocial', 'social')",-0.2234598,-0.3688881,-0.1454283
15,0.3134825,0.24990466,"('boring', 'funny')",0.3134825,0.2499047,-0.0635778
16,-0.28840384,-0.3089274,"('unpopular', 'popular')",-0.2884038,-0.3089274,-0.0205236
17,-0.14312541,-0.122455835,"('nasty', 'nice')",-0.1431254,-0.1224558,0.0206696
18,-0.73809975,-0.82104874,"('disagreeable', 'welcoming')",-0.7380998,-0.8210487,-0.0829489
19,-1.41046,-1.2957693,"('inhospitable', 'hospitable')",-1.41046,-1.2957693,0.1146907
20,-0.09349251,-0.0520203,"('rough', 'thoughtful')",-0.0934925,-0.0520203,0.0414722
21,-0.0028993879,0.011690214,"('immoral', 'moral')",-0.0028994,0.0116902,0.0145896
22,-0.4111793,-0.44182816,"('untrustworthy', 'trustworthy')",-0.4111793,-0.4418282,-0.0306489
23,1.2095916,1.1071824,"('insincere', 'sincere')",1.2095916,1.1071824,-0.1024092
24,-0.2022245,-0.29979596,"('dishonest', 'honest')",-0.2022245,-0.299796,-0.0975715
25,0.36380026,0.25025085,"('egoistic', 'altruistic')",0.3638003,0.2502508,-0.1135495
26,-0.7254506,-0.88503665,"('hardhearted', 'benevolent')",-0.7254506,-0.8850366,-0.159586
27,0.16542074,0.11298481,"('hardhearted', 'softhearted')",0.1654207,0.1129848,-0.0524359
28,0.03301806,-0.070066795,"('disloyal', 'loyal')",0.0330181,-0.0700668,-0.1030849
29,-0.41932482,-0.45052832,"('unfair', 'fair')",-0.4193248,-0.4505283,-0.0312035
30,0.0064773187,-0.062218055,"('intolerant', 'tolerant')",0.0064773,-0.0622181,-0.0686954
31,-1.1851635,-1.0422891,"('evil', 'good')",-1.1851635,-1.0422891,0.1428744
32,0.36362106,0.17640293,"('unkind', 'kind')",0.3636211,0.1764029,-0.1872182
33,-0.10080455,-0.13090263,"('wrong', 'right')",-0.1008046,-0.1309026,-0.030098
34,1.2171289,1.3410467,"('mean', 'honorable')",1.2171289,1.3410467,0.1239178
