,bio_male,bio_female,tuple,techne_male,techne_female,corp_male,corp_female,average_male,average_female,female-male
0,0.37425807,0.20829378,"('unsociable', 'sociable')",0.040399186,0.0037778579,-0.11508234,-0.27362627,0.0998583,-0.0205182,-0.1203765
1,-0.19033834,-0.27706146,"('unfriendly', 'friendly')",-1.8458234,-1.9801401,0.78274846,0.6865825,-0.4178044,-0.5235397,-0.1057353
2,0.95494586,0.89839566,"('unlikable', 'likable')",0.9499736,0.9114623,1.0684716,1.041414,0.9911304,0.950424,-0.0407064
3,-1.376531,-1.3770629,"('repellent', 'pleasant')",-0.5092928,-0.47284973,0.9536183,0.96871704,-0.3107351,-0.2937319,0.0170032
4,-0.29844573,-0.35151172,"('disliked', 'liked')",0.047009803,0.0020003878,-6.462657,-6.6979265,-2.2380309,-2.3491459,-0.111115
5,-0.4313587,-0.38907462,"('distant', 'outgoing')",-1.5702454,-1.5744246,-1.1428041,-1.1645778,-1.0481361,-1.0426923,0.0054438
6,-0.71327055,-0.72948605,"('distant', 'open')",-1.953661,-1.9830588,-1.1869437,-1.2066516,-1.2846251,-1.3063989,-0.0217738
7,-0.42781904,-0.5146211,"('insensitive', 'sensitive')",-0.7870915,-0.75519884,0.3760615,0.3925246,-0.2796163,-0.2924318,-0.0128155
8,0.010174174,-0.034061663,"('unaffectionate', 'affectionate')",-1.411293,-1.5113834,0.11115328,0.07066873,-0.4299885,-0.4915921,-0.0616036
9,0.31928244,0.26492283,"('unaffectionate', 'caring')",-1.8167198,-1.8937495,0.5910965,0.60261077,-0.3021136,-0.3420719,-0.0399583
10,-0.999073,-1.1798714,"('unsympathetic', 'sympathetic')",-1.2176408,-1.2245458,-0.52359706,-0.5027892,-0.913437,-0.9690688,-0.0556318
11,0.13368651,0.118045665,"('unhelpful', 'helpful')",0.36680335,0.3593711,1.5900072,1.645429,0.6968323,0.7076152,0.0107829
12,0.9802586,0.9615236,"('unsupportive', 'supportive')",-0.48176643,-0.4525832,-2.106405,-2.1321573,-0.535971,-0.5410723,-0.0051013
13,0.008822126,-0.014813557,"('impolite', 'polite')",-0.25613832,-0.1624519,-0.88833445,-0.85082906,-0.3785502,-0.3426982,0.035852
14,0.4342562,0.37205073,"('antisocial', 'social')",1.1643213,1.1892283,0.5804223,0.43456066,0.7263333,0.6652799,-0.0610534
15,0.4036546,0.3513933,"('boring', 'funny')",0.66663563,0.56230766,0.32326865,0.26473647,0.4645196,0.3928125,-0.0717071
16,-0.17504463,-0.27125567,"('unpopular', 'popular')",-0.4154118,-0.5074558,0.41073257,0.3085486,-0.059908,-0.156721,-0.096813
17,0.2206456,0.19869809,"('nasty', 'nice')",-0.24192296,-0.23749194,-0.4120196,-0.40061757,-0.1444323,-0.1464705,-0.0020382
18,0.4587918,0.3559276,"('disagreeable', 'welcoming')",-0.8578041,-0.87013763,-0.32487032,-0.44828343,-0.2412942,-0.3208312,-0.079537
19,-0.9004293,-0.986568,"('inhospitable', 'hospitable')",-0.7192666,-0.8038864,-0.8794224,-0.8229982,-0.8330394,-0.8711509,-0.0381115
20,0.43222985,0.42575002,"('rough', 'thoughtful')",0.9023792,0.9088398,0.8894042,0.81890905,0.7413378,0.717833,-0.0235048
21,0.55377144,0.4125438,"('immoral', 'moral')",0.67207223,0.66276217,0.015947316,0.023309113,0.4139303,0.366205,-0.0477253
22,-0.23384863,-0.34525144,"('untrustworthy', 'trustworthy')",-0.13354759,-0.16944426,-0.66275495,-0.7807987,-0.3433837,-0.4318314,-0.0884477
23,-0.11796818,-0.27635917,"('insincere', 'sincere')",-1.1186502,-1.2093415,5.40807,5.479668,1.3904839,1.3313225,-0.0591614
24,-0.16626903,-0.23495218,"('dishonest', 'honest')",-1.7599856,-1.8115195,0.47094494,0.446828,-0.4851032,-0.5332145,-0.0481113
25,0.7576536,0.79169756,"('egoistic', 'altruistic')",-0.5787223,-0.62924457,1.1525798,1.1241274,0.443837,0.4288601,-0.0149769
26,0.6109177,0.5110106,"('hardhearted', 'benevolent')",0.12685029,0.012966666,1.8740046,1.7992091,0.8705908,0.7743955,-0.0961953
27,-0.35155547,-0.23657379,"('hardhearted', 'softhearted')",-1.2546612,-1.2363497,0.96203756,0.9138826,-0.2147264,-0.186347,0.0283794
28,0.16627772,0.017409664,"('disloyal', 'loyal')",-0.65836316,-0.7874345,1.003731,0.9442073,0.1705485,0.0580608,-0.1124877
29,-0.22873494,-0.3021407,"('unfair', 'fair')",-0.26789352,-0.33784875,-0.4055226,-0.59690917,-0.300717,-0.4122996,-0.1115826
30,0.3352003,0.22699139,"('intolerant', 'tolerant')",-0.3932711,-0.42853075,1.083232,1.0228152,0.3417204,0.2737586,-0.0679618
31,-0.6478697,-0.56946343,"('evil', 'good')",-0.64348876,-0.67102545,-1.0578554,-1.1840885,-0.7830713,-0.8081924,-0.0251211
32,0.6226621,0.5357617,"('unkind', 'kind')",0.18576911,0.1421245,0.65351534,0.53746134,0.4873155,0.4051158,-0.0821997
33,0.5192443,0.47275075,"('wrong', 'right')",-0.42335686,-0.4987083,-0.86641544,-0.92467356,-0.2568427,-0.316877,-0.0600343
34,-0.09377138,-0.071225695,"('mean', 'honorable')",0.029827781,0.07619206,5.204877,5.454924,1.7136445,1.8199635,0.106319
35,-0.20092282,-0.16445932,"('corrupt', 'incorrupt')",-0.4968259,-0.60899,-0.48539737,-0.5379882,-0.394382,-0.4371458,-0.0427638
36,-1.1544083,-1.2642397,"('hostile', 'amicable')",-0.49636644,-0.6727405,-0.3141369,-0.44153962,-0.6549705,-0.7928399,-0.1378694
37,-0.17100137,-0.24606542,"('fake', 'genuine')",-0.0461741,-0.06561377,-0.1740541,-0.19321893,-0.1304099,-0.1682994,-0.0378895
38,-0.071417086,-0.041908525,"('untruthful', 'truthful')",-0.70122147,-0.7304264,-0.5633209,-0.4830724,-0.4453198,-0.4184691,0.0268507
39,0.80975956,0.8000146,"('exploitative', 'cooperative')",-0.09151714,-0.04175257,0.4227631,0.47906905,0.3803352,0.4124437,0.0321085
40,0.6174211,0.52290326,"('stingy', 'generous')",-0.8569408,-0.8648335,-1.8341169,-2.0167153,-0.6912122,-0.7862151,-0.0950029
41,0.48110342,0.31937218,"('unforgiving', 'forgiving')",-0.97127485,-0.99432963,0.27275762,0.13050033,-0.0724713,-0.1814857,-0.1090144
42,0.36520857,0.22988513,"('unreliable', 'reliable')",0.40165508,0.41825777,-3.0370283,-3.1306238,-0.7567216,-0.8274937,-0.0707721
43,0.22431298,0.18792884,"('irresponsible', 'responsible')",-0.753801,-0.7084551,0.3006048,0.31821007,-0.0762944,-0.0674387,0.0088557
44,-0.24609697,-0.16927157,"('prejudiced', 'unprejudiced')",0.91392475,0.9528364,-1.3297516,-1.3609478,-0.2206413,-0.192461,0.0281803
45,-0.5933185,-0.78584605,"('incompetent', 'competent')",-0.7887272,-0.8405601,0.075487256,-0.04394691,-0.4355195,-0.5567844,-0.1212649
46,-0.889936,-0.9909445,"('uncompetitive', 'competitive')",-0.6919741,-0.7019226,-0.7522089,-0.7647956,-0.7780397,-0.8192209,-0.0411812
47,0.8067007,0.79875743,"('stupid', 'smart')",0.58470297,0.6718975,5.27954,5.4702125,2.2236479,2.3136225,0.0899746
48,1.9884229,1.8920324,"('unintelligent', 'intelligent')",0.3465354,0.35081846,0.97505206,0.98640996,1.1033368,1.0764202,-0.0269166
49,0.73820704,0.7499505,"('unable', 'able')",0.5543323,0.60123754,-0.25183108,-0.22686931,0.3469028,0.3747729,0.0278701
50,0.2530196,0.16794151,"('clumsy', 'skillful')",0.8782863,0.8087394,-0.18633136,-0.28308445,0.3149915,0.2311988,-0.0837927
51,0.018196397,-0.0843565,"('uneducated', 'educated')",0.3713271,0.34354788,0.51585186,0.45374018,0.3017918,0.2376439,-0.0641479
52,0.91079164,0.7745954,"('irrational', 'rational')",-0.6488519,-0.78321236,0.17369527,0.030921074,0.1452117,0.0074347,-0.137777
