,orion_male,orion_female,tuple,office_male,office_female,reit_male,reit_female,inc_male,inc_female,average_male,average_female,female-male
0,0.16005029,-0.028548377,"('unsociable', 'sociable')",1.6957717,1.5945739,0.9190606,0.69199955,0.26325566,0.10012005,0.7595345,0.5895363,-0.1699982
1,-1.1087159,-1.2123128,"('unfriendly', 'friendly')",-2.054349,-2.0942814,-1.1039475,-1.0648309,1.3087846,1.2419693,-0.739557,-0.782364,-0.042807
2,1.0217171,1.0445396,"('unlikable', 'likable')",0.73915064,0.8521799,1.0598482,1.1822399,0.6226862,0.75154084,0.8608505,0.9576251,0.0967746
3,1.0150602,1.1319197,"('repellent', 'pleasant')",1.0353734,1.0613606,0.733172,0.7257332,0.6477901,0.6856224,0.8578489,0.901159,0.0433101
4,-0.777788,-0.79351175,"('disliked', 'liked')",-2.3564992,-2.2715588,-0.8614873,-0.7805751,-6.825832,-6.814314,-2.7054017,-2.6649899,0.0404118
5,-2.1407874,-2.1005528,"('distant', 'outgoing')",-3.053926,-2.84335,-2.1019874,-1.8800182,-1.2623831,-1.0844632,-2.139771,-1.9770961,0.1626749
6,-1.8733137,-1.783728,"('distant', 'open')",-3.0368392,-2.8592913,-2.6403012,-2.3592126,-0.723459,-0.5314029,-2.0684783,-1.8834087,0.1850696
7,1.1384021,1.1804174,"('insensitive', 'sensitive')",1.374141,1.3861607,1.0333577,1.0868446,1.0613558,1.1002128,1.1518142,1.1884089,0.0365947
8,-0.15285507,-0.17935215,"('unaffectionate', 'affectionate')",-1.9506595,-2.0519884,-1.8324196,-1.7398456,0.33169633,0.33738247,-0.9010595,-0.9084509,-0.0073914
9,0.6014832,0.56760925,"('unaffectionate', 'caring')",-0.7744949,-0.8067694,-1.2161705,-1.1511291,0.91632366,0.98082256,-0.1182146,-0.1023667,0.0158479
10,0.9503302,0.91299343,"('unsympathetic', 'sympathetic')",1.6584046,1.5741065,0.50857913,0.39977637,0.62594277,0.56139916,0.9358141,0.8620689,-0.0737452
11,0.5424284,0.51598036,"('unhelpful', 'helpful')",1.791024,1.7443296,0.74831855,0.769107,2.5731297,2.5911376,1.4137251,1.4051387,-0.0085864
12,0.26297504,0.38031188,"('unsupportive', 'supportive')",0.8321823,1.0356334,-0.73600173,-0.52312803,-2.0450335,-1.9226518,-0.4214694,-0.2574586,0.1640108
13,0.3806936,0.24035996,"('impolite', 'polite')",2.6450489,2.6241195,1.33217,1.1885264,0.40934724,0.3332721,1.1918149,1.0965695,-0.0952454
14,0.9145142,0.8396892,"('antisocial', 'social')",2.9785922,3.021246,1.6205969,1.541285,-0.031202856,-0.053156532,1.3706251,1.337266,-0.0333591
15,-0.013830438,-0.12505145,"('boring', 'funny')",-0.30099702,-0.25979117,0.5630874,0.5494348,0.14017141,0.15526584,0.0971078,0.0799645,-0.0171433
16,-1.2817612,-1.3337271,"('unpopular', 'popular')",-1.6077441,-1.5914289,0.034620613,0.048637412,0.4095885,0.46207318,-0.6113241,-0.6036114,0.0077127
17,-0.6905074,-0.60503936,"('nasty', 'nice')",-0.29867038,-0.13105173,0.6785812,0.85670173,-0.6773538,-0.6574707,-0.2469876,-0.134215,0.1127726
18,-0.06932762,-0.058701806,"('disagreeable', 'welcoming')",-0.28258353,-0.1895752,-0.74314183,-0.5476097,-0.521583,-0.45319793,-0.404159,-0.3122711,0.0918879
