,tapestry_male,tapestry_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.29893163,0.16868088,"('unsociable', 'sociable')",-0.17464623,-0.24979143,0.0621427,-0.0405553,-0.102698
1,0.04753395,0.0309276,"('unfriendly', 'friendly')",1.8473216,1.7437207,0.9474278,0.8873242,-0.0601036
2,-0.39211476,-0.42401102,"('unlikable', 'likable')",0.27222055,0.31684434,-0.0599471,-0.0535833,0.0063638
3,0.06562766,0.23961124,"('repellent', 'pleasant')",-0.0440384,0.052166317,0.0107946,0.1458888,0.1350942
4,-1.7302461,-1.778429,"('disliked', 'liked')",-6.441254,-6.5363975,-4.0857501,-4.1574135,-0.0716634
5,-1.4219568,-1.4695802,"('distant', 'outgoing')",-0.16488534,-0.25186127,-0.793421,-0.8607208,-0.0672998
6,-1.1740996,-1.1920933,"('distant', 'open')",0.33754045,0.24421841,-0.4182796,-0.4739374,-0.0556578
7,1.3520854,1.403953,"('insensitive', 'sensitive')",0.5284784,0.57858,0.9402819,0.9912665,0.0509846
8,0.303492,0.28989697,"('unaffectionate', 'affectionate')",1.1568291,0.9829974,0.7301606,0.6364472,-0.0937134
9,0.7227459,0.7339197,"('unaffectionate', 'caring')",0.97058487,0.8988933,0.8466654,0.8164065,-0.0302589
10,1.1076825,1.1984999,"('unsympathetic', 'sympathetic')",-0.64802825,-0.60721064,0.2298271,0.2956446,0.0658175
11,-0.12911682,-0.017064165,"('unhelpful', 'helpful')",1.3267844,1.4223745,0.5988338,0.7026551,0.1038213
12,1.0930936,1.1200954,"('unsupportive', 'supportive')",-1.9135921,-1.9095988,-0.4102492,-0.3947517,0.0154975
13,0.235148,0.056073386,"('impolite', 'polite')",-0.7867297,-0.77117074,-0.2757908,-0.3575487,-0.0817579
14,2.0624087,1.9652659,"('antisocial', 'social')",-0.34645447,-0.34897217,0.8579771,0.8081468,-0.0498303
15,0.5458814,0.46056858,"('boring', 'funny')",0.48004133,0.38744864,0.5129614,0.4240086,-0.0889528
16,-1.4248548,-1.3605441,"('unpopular', 'popular')",0.18199906,0.26655895,-0.6214278,-0.5469925,0.0744353
17,-0.47137544,-0.47726494,"('nasty', 'nice')",-0.4018378,-0.43546715,-0.4366066,-0.4563661,-0.0197595
18,-1.1579359,-1.1163934,"('disagreeable', 'welcoming')",-0.2857057,-0.33450118,-0.7218208,-0.7254473,-0.0036265
19,-1.4128311,-1.4269615,"('inhospitable', 'hospitable')",0.0025962815,0.04810779,-0.7051174,-0.6894269,0.0156905
20,1.3505107,1.3738505,"('rough', 'thoughtful')",1.1980133,1.1409526,1.274262,1.2574015,-0.0168605
21,1.000622,1.0106671,"('immoral', 'moral')",-0.7188498,-0.5774349,0.1408861,0.2166161,0.07573
22,0.6902602,0.5552926,"('untrustworthy', 'trustworthy')",-0.514622,-0.6022916,0.0878191,-0.0234995,-0.1113186
23,1.107644,1.200136,"('insincere', 'sincere')",5.3749976,5.3613753,3.2413208,3.2807555,0.0394347
24,0.9488458,0.8823625,"('dishonest', 'honest')",0.70440894,0.6192236,0.8266274,0.750793,-0.0758344
25,0.7286322,0.7593577,"('egoistic', 'altruistic')",1.8109727,1.713753,1.2698025,1.2365553,-0.0332472
26,1.4981178,1.3796219,"('hardhearted', 'benevolent')",1.8245375,1.8062512,1.6613276,1.5929365,-0.0683911
27,1.0564355,1.0183797,"('hardhearted', 'softhearted')",1.6396865,1.4315321,1.348061,1.2249559,-0.1231051
28,0.85310066,0.8498153,"('disloyal', 'loyal')",1.0787569,1.0170214,0.9659288,0.9334184,-0.0325104
29,-0.16714533,-0.303614,"('unfair', 'fair')",-0.16224568,-0.35824147,-0.1646955,-0.3309277,-0.1662322
30,1.0781335,1.0661135,"('intolerant', 'tolerant')",1.1181929,1.1246341,1.0981631,1.0953739,-0.0027892
31,-1.6644549,-1.623477,"('evil', 'good')",-0.54960036,-0.6579029,-1.1070276,-1.14069,-0.0336624
32,0.5998486,0.5969559,"('unkind', 'kind')",0.54697096,0.46170032,0.5734098,0.5293281,-0.0440817
33,-0.084266745,-0.21205744,"('wrong', 'right')",-0.43484575,-0.49575913,-0.2595562,-0.3539083,-0.0943521
34,0.5238612,0.6257525,"('mean', 'honorable')",5.5017104,5.6724167,3.0127859,3.1490846,0.1362987
35,-0.96437764,-1.1049715,"('corrupt', 'incorrupt')",0.26889658,0.08612927,-0.3477405,-0.5094211,-0.1616806
36,-1.0994405,-1.0939105,"('hostile', 'amicable')",0.501582,0.35705602,-0.2989292,-0.3684272,-0.069498
37,-0.15485996,-0.1433477,"('fake', 'genuine')",0.35700673,0.36461896,0.1010734,0.1106356,0.0095622
38,-0.42873856,-0.4461074,"('untruthful', 'truthful')",-0.5011245,-0.44650373,-0.4649315,-0.4463056,0.0186259
39,1.9577512,1.9037217,"('exploitative', 'cooperative')",0.24350485,0.19009525,1.100628,1.0469085,-0.0537195
40,-0.06782745,-0.029091321,"('stingy', 'generous')",-1.5590129,-1.6721051,-0.8134202,-0.8505982,-0.037178
41,0.033787034,0.073912114,"('unforgiving', 'forgiving')",-0.14704686,-0.20243087,-0.0566299,-0.0642594,-0.0076295
42,0.25494507,0.38290602,"('unreliable', 'reliable')",-3.2366352,-3.1775773,-1.4908451,-1.3973356,0.0935095
43,0.9131577,0.94169575,"('irresponsible', 'responsible')",0.31711295,0.32166582,0.6151353,0.6316808,0.0165455
44,-1.4820337,-1.5390693,"('prejudiced', 'unprejudiced')",-1.263789,-1.3098098,-1.3729115,-1.4244395,-0.051528
45,-0.10208155,-0.03376183,"('incompetent', 'competent')",-0.26529616,-0.22933516,-0.1836888,-0.1315485,0.0521403
46,0.3459731,0.3907658,"('uncompetitive', 'competitive')",-0.6887335,-0.65672404,-0.1713802,-0.1329791,0.0384011
47,0.5089054,0.49096632,"('stupid', 'smart')",5.4032345,5.58201,2.9560699,3.0364881,0.0804182
48,1.461407,1.5019683,"('unintelligent', 'intelligent')",0.62002474,0.65273976,1.0407158,1.077354,0.0366382
