,philip_male,philip_female,tuple,morris_male,morris_female,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,0.29107675,-0.04343758,"('unsociable', 'sociable')",0.0980615,-0.043578587,-0.42033875,-0.6058043,-0.43711823,-0.5795767,-0.1170797,-0.3180993,-0.2010196
1,-0.26223716,-0.38951963,"('unfriendly', 'friendly')",1.8316461,1.8727525,-0.11120092,-0.12011982,1.448973,1.3175354,0.7267952,0.6701621,-0.0566331
2,1.3999935,1.2635012,"('unlikable', 'likable')",1.2067792,1.1256537,1.6657684,1.6714689,0.70903724,0.8081742,1.2453946,1.2171994,-0.0281952
3,-0.6002857,-0.64535105,"('repellent', 'pleasant')",-1.526412,-1.5037456,-0.21663184,-0.30189934,0.049818434,0.05248904,-0.5733778,-0.5996267,-0.0262489
4,-0.5910298,-0.67451453,"('disliked', 'liked')",0.2533308,0.21250558,-0.23078232,-0.25436398,-6.1040497,-6.1552987,-1.6681328,-1.7179179,-0.0497851
5,-0.8606896,-0.7710339,"('distant', 'outgoing')",0.95143956,0.9558094,-0.24092123,-0.16332805,-0.37583256,-0.34890443,-0.131501,-0.0818642,0.0496368
6,-0.86526525,-0.7659894,"('distant', 'open')",0.97891945,1.0618591,-0.52842456,-0.40557835,0.042981364,0.0417248,-0.0929473,-0.016996,0.0759513
7,-0.3400324,-0.5557886,"('insensitive', 'sensitive')",-0.92127466,-0.90357,-0.5926919,-0.6845046,0.44395745,0.39895082,-0.3525104,-0.4362281,-0.0837177
8,0.26653928,0.27530968,"('unaffectionate', 'affectionate')",1.7294129,1.7709057,-0.23074569,-0.2215026,0.19994952,0.12524791,0.491289,0.4874902,-0.0037988
9,-0.028742217,-0.17386004,"('unaffectionate', 'caring')",1.137828,1.1387504,0.17577587,0.1399085,0.8115839,0.7410589,0.5241114,0.4614644,-0.062647
10,-0.668155,-1.1102728,"('unsympathetic', 'sympathetic')",-1.5690931,-1.6378719,-1.2892615,-1.3983066,-0.4994102,-0.6058987,-1.00648,-1.1880875,-0.1816075
11,-0.52045447,-0.6956535,"('unhelpful', 'helpful')",-1.2939832,-1.3664306,-0.1613805,-0.2726494,2.1360543,2.05172,0.040059,-0.0707534,-0.1108124
12,0.3081738,0.26611552,"('unsupportive', 'supportive')",0.5859356,0.63276935,-0.060244888,0.081419475,-1.5281576,-1.5074269,-0.1735733,-0.1317806,0.0417927
13,0.07330674,-0.12693301,"('impolite', 'polite')",-0.91592234,-1.068198,0.45896283,0.36044094,-0.23620291,-0.28145492,-0.1549639,-0.2790362,-0.1240723
14,0.1041546,-0.023877438,"('antisocial', 'social')",-0.71707225,-0.8414772,0.60946625,0.46506214,-0.48671496,-0.5342924,-0.1225416,-0.2336462,-0.1111046
15,0.40787777,0.3341373,"('boring', 'funny')",0.8150974,0.820875,-0.2461442,-0.26289207,0.3017858,0.3094411,0.3196542,0.3003903,-0.0192639
16,-0.5132061,-0.52734566,"('unpopular', 'popular')",-0.011049759,0.020822946,0.30425444,0.286015,0.40649003,0.3147906,0.0466221,0.0235707,-0.0230514
17,-0.91580606,-0.8734776,"('nasty', 'nice')",0.43120265,0.49385104,-1.6643145,-1.6122221,-0.9230658,-0.8417735,-0.767996,-0.7084055,0.0595905
18,-0.6996832,-0.6999583,"('disagreeable', 'welcoming')",0.15254481,0.15831646,0.46840236,0.5231664,-0.6785753,-0.76158327,-0.1893278,-0.1950147,-0.0056869
19,-0.5137822,-0.48729783,"('inhospitable', 'hospitable')",-0.0040116087,0.0013293056,-0.91582763,-0.8816025,-0.1960837,-0.14769793,-0.4074263,-0.3788173,0.028609
20,0.5352087,0.5523614,"('rough', 'thoughtful')",0.6844106,0.7176244,0.354534,0.28252056,1.0581764,1.0027181,0.6580824,0.6388061,-0.0192763
21,0.5329718,0.2842902,"('immoral', 'moral')",-1.0184004,-1.1518372,-0.12415755,-0.2178435,-0.92215425,-0.9712011,-0.3829351,-0.5141479,-0.1312128
22,-0.4991568,-0.72857684,"('untrustworthy', 'trustworthy')",-1.006103,-1.1549437,-0.6090067,-0.67307866,-1.0943044,-1.1596369,-0.8021427,-0.929059,-0.1269163
23,-0.5708027,-0.84833115,"('insincere', 'sincere')",-0.9663375,-1.0215516,-0.45078453,-0.5937213,5.436925,5.26709,0.8622501,0.7008715,-0.1613786
24,-0.25586787,-0.42761314,"('dishonest', 'honest')",-0.9076821,-1.0197763,-0.6415621,-0.69968295,0.54470074,0.42368612,-0.3151028,-0.4308465,-0.1157437
25,0.006656818,0.12439192,"('egoistic', 'altruistic')",1.0040004,1.0223374,0.33769828,0.4138499,1.0829691,1.1332431,0.6078311,0.6734556,0.0656245
26,-0.25908333,-0.21902928,"('hardhearted', 'benevolent')",2.088131,2.096525,1.0925324,1.0904821,1.6169013,1.50908,1.1346203,1.1192645,-0.0153558
27,-0.5721037,-0.52306706,"('hardhearted', 'softhearted')",0.9114946,0.94010586,-0.3730038,-0.3360766,0.89238286,0.8035715,0.2146925,0.2211334,0.0064409
28,-0.52728504,-0.82695985,"('disloyal', 'loyal')",-0.50110877,-0.62777364,-0.6540663,-0.84352225,0.78538543,0.5743478,-0.2242687,-0.430977,-0.2067083
29,-0.9498029,-0.8784572,"('unfair', 'fair')",-0.28928572,-0.31623894,-1.1595412,-1.1482947,-0.64390236,-0.72304857,-0.760633,-0.7665099,-0.0058769
