,civilian_male,civilian_female,tuple,average_male,average_female,female-male
0,0.6002615,0.48521736,"('unsociable', 'sociable')",0.6002615,0.4852174,-0.1150441
1,0.3385049,0.6329951,"('unfriendly', 'friendly')",0.3385049,0.6329951,0.2944902
2,0.297783,0.2889016,"('unlikable', 'likable')",0.297783,0.2889016,-0.0088814
3,0.7437986,0.8821891,"('repellent', 'pleasant')",0.7437986,0.8821891,0.1383905
4,-7.22339,-7.3004785,"('disliked', 'liked')",-7.2233901,-7.3004785,-0.0770884
5,-1.628612,-1.2110759,"('distant', 'outgoing')",-1.628612,-1.2110759,0.4175361
6,-1.5474106,-1.0683912,"('distant', 'open')",-1.5474106,-1.0683912,0.4790194
7,1.4776846,1.4519506,"('insensitive', 'sensitive')",1.4776846,1.4519506,-0.025734
8,0.68904245,0.8719231,"('unaffectionate', 'affectionate')",0.6890424,0.8719231,0.1828807
9,1.8356997,2.1606944,"('unaffectionate', 'caring')",1.8356997,2.1606944,0.3249947
10,1.4365417,1.3538867,"('unsympathetic', 'sympathetic')",1.4365417,1.3538867,-0.082655
11,2.6801057,2.5196733,"('unhelpful', 'helpful')",2.6801057,2.5196733,-0.1604324
12,-0.87271476,-0.8350506,"('unsupportive', 'supportive')",-0.8727148,-0.8350506,0.0376642
13,0.565783,0.2912647,"('impolite', 'polite')",0.565783,0.2912647,-0.2745183
14,1.3060089,1.0045545,"('antisocial', 'social')",1.3060089,1.0045545,-0.3014544
15,-0.11494747,-0.2074041,"('boring', 'funny')",-0.1149475,-0.2074041,-0.0924566
16,-0.859892,-0.8141175,"('unpopular', 'popular')",-0.859892,-0.8141175,0.0457745
17,-0.31415275,-0.29946208,"('nasty', 'nice')",-0.3141527,-0.2994621,0.0146906
18,-0.54070556,-0.38163057,"('disagreeable', 'welcoming')",-0.5407056,-0.3816306,0.159075
19,-0.9046936,-0.71761405,"('inhospitable', 'hospitable')",-0.9046936,-0.7176141,0.1870795
