,republic_male,republic_female,tuple,services_male,services_female,inc_male,inc_female,average_male,average_female,female-male
0,1.3156106,1.2098384,"('unsociable', 'sociable')",1.012103,0.8372658,-0.22651401,-0.3797993,0.7003998,0.5557683,-0.1446315
1,-0.47221795,-0.38179547,"('unfriendly', 'friendly')",0.09015569,0.06737022,1.8143907,1.7647244,0.4774428,0.483433,0.0059902
2,0.53132206,0.6745838,"('unlikable', 'likable')",1.491999,1.6751206,0.6244573,0.74626976,0.8825928,1.0319913,0.1493985
3,0.80520916,0.9637335,"('repellent', 'pleasant')",0.48000216,0.59155744,0.33946437,0.394774,0.5415586,0.6500216,0.108463
4,-1.6151345,-1.6947788,"('disliked', 'liked')",-0.41060168,-0.5158791,-6.014746,-6.101,-2.6801608,-2.7705526,-0.0903918
5,-1.1384588,-1.0991558,"('distant', 'outgoing')",-0.4134048,-0.3470961,-0.047104534,-0.011001376,-0.5329894,-0.4857511,0.0472383
6,-1.5903248,-1.4695921,"('distant', 'open')",-0.9101149,-0.780808,0.6799909,0.71379966,-0.6068163,-0.5122001,0.0946162
7,0.9529943,0.9909763,"('insensitive', 'sensitive')",0.7261083,0.8182672,0.80976635,0.80895877,0.829623,0.8727341,0.0431111
8,-0.43404278,-0.34257838,"('unaffectionate', 'affectionate')",-0.46299177,-0.34472397,0.92533404,0.8891764,0.0094332,0.0672914,0.0578582
9,0.46402484,0.5358864,"('unaffectionate', 'caring')",0.5346252,0.6039748,1.1065714,1.1013458,0.7017405,0.747069,0.0453285
10,1.4477568,1.4857926,"('unsympathetic', 'sympathetic')",0.5180881,0.5753512,-0.3783864,-0.4411066,0.5291528,0.5400124,0.0108596
11,1.0854754,1.1156291,"('unhelpful', 'helpful')",1.3273327,1.3919193,1.412067,1.4725039,1.2749585,1.3266841,0.0517256
12,1.0509834,1.1492013,"('unsupportive', 'supportive')",1.2706736,1.4829781,-1.8917959,-1.9142487,0.1432871,0.2393102,0.0960231
13,0.65504926,0.5780752,"('impolite', 'polite')",0.5476954,0.56322575,-0.43864816,-0.5224336,0.2546989,0.2062891,-0.0484098
14,2.6024466,2.5215626,"('antisocial', 'social')",1.9143695,1.810707,-0.41744497,-0.5234152,1.366457,1.2696182,-0.0968388
15,-0.01718957,-0.16199325,"('boring', 'funny')",-0.34039134,-0.43816248,0.46151227,0.4040543,0.0346438,-0.0653671,-0.1000109
16,-2.2726443,-2.2226338,"('unpopular', 'popular')",-0.5716597,-0.49550566,0.49102235,0.5289375,-0.7844272,-0.7297339,0.0546933
17,-0.26717782,-0.19577062,"('nasty', 'nice')",0.3398187,0.40820497,-0.3731853,-0.30407715,-0.1001815,-0.0305476,0.0696339
18,0.36188728,0.4713115,"('disagreeable', 'welcoming')",0.61034024,0.82488346,-0.21755551,-0.20676392,0.2515573,0.3631437,0.1115864
19,-0.520931,-0.40955213,"('inhospitable', 'hospitable')",-0.31471026,-0.23269755,0.026804714,0.176017,-0.2696122,-0.1554109,0.1142013
20,0.41082823,0.47193256,"('rough', 'thoughtful')",0.5871324,0.6784073,1.0030425,1.0267736,0.667001,0.7257045,0.0587035
21,1.4533918,1.4845375,"('immoral', 'moral')",1.4364151,1.4251212,-0.7548623,-0.7289023,0.7116481,0.7269188,0.0152707
22,1.1215097,1.105907,"('untrustworthy', 'trustworthy')",0.8140318,0.8288043,-0.5337831,-0.5872408,0.4672528,0.4491568,-0.018096
23,1.9319927,1.96269,"('insincere', 'sincere')",1.4609551,1.4324832,5.3135448,5.244221,2.9021641,2.8797983,-0.0223658
24,1.1452478,1.1529508,"('dishonest', 'honest')",0.52806354,0.55764747,0.7690512,0.71166134,0.8141208,0.8074199,-0.0067009
25,-0.649259,-0.605575,"('egoistic', 'altruistic')",0.91494995,0.951762,1.6455951,1.6581024,0.6370954,0.6680965,0.0310011
26,1.4415506,1.4509233,"('hardhearted', 'benevolent')",1.8245175,1.840999,1.9308355,1.8549826,1.7323011,1.715635,-0.0166661
27,-0.8051256,-0.69538045,"('hardhearted', 'softhearted')",0.8080286,0.9419162,1.623539,1.5579536,0.5421473,0.6014965,0.0593492
28,1.0589678,0.98493344,"('disloyal', 'loyal')",0.77244216,0.5957312,1.1506356,1.0561188,0.9940152,0.8789279,-0.1150873
29,-0.5632119,-0.5864667,"('unfair', 'fair')",-0.15093663,-0.23576294,-0.27804706,-0.36044422,-0.3307319,-0.3942246,-0.0634927
30,2.3462687,2.3498282,"('intolerant', 'tolerant')",1.4889507,1.5146466,1.0062605,0.97233814,1.6138266,1.612271,-0.0015556
31,-2.5459838,-2.3849127,"('evil', 'good')",-1.3465064,-1.3279171,-0.5071771,-0.5112532,-1.4665558,-1.4080276,0.0585282
32,1.3115523,1.2962532,"('unkind', 'kind')",1.1892745,1.2171016,1.009573,0.8814591,1.1701333,1.1316047,-0.0385286
33,-0.12350359,-0.14912929,"('wrong', 'right')",0.6201051,0.6819433,-0.25714245,-0.31449327,0.0798197,0.0727736,-0.0070461
34,0.41044706,0.6346396,"('mean', 'honorable')",0.38513452,0.5067466,5.709878,5.9165964,2.1684866,2.3526608,0.1841742
35,-2.1426404,-2.2515848,"('corrupt', 'incorrupt')",-1.436748,-1.5486023,0.070907295,-0.04040355,-1.1694937,-1.2801969,-0.1107032
36,-2.5813036,-2.4865682,"('hostile', 'amicable')",-1.9155483,-1.9894301,0.451768,0.36858106,-1.3483613,-1.369139,-0.0207777
37,0.124994814,0.17447796,"('fake', 'genuine')",0.6838235,0.7632608,0.592889,0.6400669,0.4672358,0.5259353,0.0586995
38,0.55877525,0.5788862,"('untruthful', 'truthful')",-0.22617799,-0.2202459,-0.32713085,-0.3025651,0.0018221,0.0186917,0.0168696
39,2.1462688,2.1667583,"('exploitative', 'cooperative')",1.3053722,1.3243716,0.09414507,0.08422097,1.1819287,1.1917836,0.0098549
40,-0.2119159,-0.23639339,"('stingy', 'generous')",0.6920325,0.72726583,-1.2008854,-1.284464,-0.2402563,-0.2645305,-0.0242742
41,0.27926448,0.33204767,"('unforgiving', 'forgiving')",0.9286406,0.9944606,0.43988103,0.3085825,0.549262,0.5450303,-0.0042317
42,1.2533294,1.3754803,"('unreliable', 'reliable')",1.3951075,1.6512208,-2.396574,-2.3028038,0.0839543,0.2412991,0.1573448
43,1.4751695,1.5831268,"('irresponsible', 'responsible')",1.0614707,1.2423577,0.26946336,0.2928398,0.9353678,1.0394414,0.1040736
44,-1.2287837,-1.1996492,"('prejudiced', 'unprejudiced')",-0.22102533,-0.16065526,-1.3203,-1.2626708,-0.9233697,-0.8743251,0.0490446
45,0.35420904,0.38531563,"('incompetent', 'competent')",1.6279627,1.625415,0.042551324,-0.072779685,0.6749077,0.6459836,-0.0289241
46,1.1298652,1.18962,"('uncompetitive', 'competitive')",1.1102266,1.1995817,-0.6954779,-0.71565545,0.5148713,0.5578487,0.0429774
47,0.4473654,0.49564037,"('stupid', 'smart')",1.6246684,1.6626402,5.6248536,5.693293,2.5656292,2.6171913,0.0515621
