,macys_male,macys_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.2906527,0.25814304,"('unsociable', 'sociable')",-0.5216743,-0.7220696,-0.1155108,-0.2319633,-0.1164525
1,0.55763096,0.950337,"('unfriendly', 'friendly')",1.7477624,1.7173418,1.1526967,1.3338394,0.1811427
2,0.73491484,0.811309,"('unlikable', 'likable')",0.92268586,1.0237645,0.8288003,0.9175367,0.0887364
3,-0.7073685,-0.71379197,"('repellent', 'pleasant')",0.2890818,0.33451015,-0.2091433,-0.1896409,0.0195024
4,-0.47349703,-0.4599191,"('disliked', 'liked')",-6.561583,-6.574586,-3.51754,-3.5172524,0.0002876
5,-0.055628017,0.19675328,"('distant', 'outgoing')",-0.4309018,-0.34787738,-0.2432649,-0.0755621,0.1677028
6,-0.20271656,0.16351244,"('distant', 'open')",0.24707839,0.35604158,0.0221809,0.259777,0.2375961
7,-0.020571005,0.097759455,"('insensitive', 'sensitive')",0.36937517,0.31916937,0.1744021,0.2084644,0.0340623
8,-0.06593292,0.09722595,"('unaffectionate', 'affectionate')",0.75098854,0.69174993,0.3425278,0.3944879,0.0519601
9,0.2071083,0.4169529,"('unaffectionate', 'caring')",0.90654826,0.95537865,0.5568283,0.6861658,0.1293375
10,-0.14196336,-0.04810231,"('unsympathetic', 'sympathetic')",-0.15130542,-0.24541818,-0.1466344,-0.1467602,-0.0001258
11,-0.17285588,-0.19135657,"('unhelpful', 'helpful')",2.008851,2.0563104,0.9179976,0.9324769,0.0144793
12,0.70475805,0.96965903,"('unsupportive', 'supportive')",-1.9048043,-1.8540215,-0.6000232,-0.4421813,0.1578419
13,0.6484395,0.5897339,"('impolite', 'polite')",-0.35411412,-0.43880925,0.1471627,0.0754623,-0.0717004
14,-0.025059659,-0.2398647,"('antisocial', 'social')",-0.88384455,-1.0198032,-0.4544521,-0.6298339,-0.1753818
15,0.38359022,0.43808815,"('boring', 'funny')",0.387883,0.38855612,0.3857366,0.4133222,0.0275856
16,-0.48822433,-0.35134536,"('unpopular', 'popular')",0.6122556,0.64994025,0.0620156,0.1492974,0.0872818
17,-0.519834,-0.36596417,"('nasty', 'nice')",-0.5481641,-0.4909341,-0.5339991,-0.4284492,0.1055499
18,-0.6998824,-0.58826345,"('disagreeable', 'welcoming')",-0.55113316,-0.52924275,-0.6255078,-0.5587531,0.0667547
19,0.34906638,0.5653987,"('inhospitable', 'hospitable')",0.17963845,0.30155054,0.2643524,0.4334746,0.1691222
20,0.298269,0.33889228,"('rough', 'thoughtful')",1.2354121,1.1985166,0.7668406,0.7687044,0.0018638
21,0.7305529,0.67917913,"('immoral', 'moral')",-0.49576578,-0.527024,0.1173936,0.0760776,-0.041316
22,-0.40595245,-0.5128593,"('untrustworthy', 'trustworthy')",-1.0487279,-1.1761267,-0.7273402,-0.844493,-0.1171528
23,0.5390154,0.6263458,"('insincere', 'sincere')",6.0012374,5.8814816,3.2701263,3.2539136,-0.0162127
24,0.39146882,0.36426327,"('dishonest', 'honest')",1.1370883,1.0760341,0.7642785,0.7201487,-0.0441298
25,0.16982344,0.24893802,"('egoistic', 'altruistic')",1.029797,0.9988828,0.5998102,0.6239104,0.0241002
26,1.1580642,1.2586422,"('hardhearted', 'benevolent')",1.5222198,1.3960314,1.340142,1.3273368,-0.0128052
27,0.36898518,0.50601393,"('hardhearted', 'softhearted')",1.4479452,1.3742548,0.9084652,0.9401344,0.0316692
28,-0.026028013,-0.052302577,"('disloyal', 'loyal')",1.1800388,1.102187,0.5770054,0.5249422,-0.0520632
29,-0.6849144,-0.68468463,"('unfair', 'fair')",-0.42435005,-0.5531466,-0.5546322,-0.6189156,-0.0642834
30,0.561975,0.48960632,"('intolerant', 'tolerant')",1.0250945,0.94279253,0.7935348,0.7161994,-0.0773354
31,-0.94567025,-0.70675606,"('evil', 'good')",-1.1624217,-1.1989002,-1.0540459,-0.9528282,0.1012177
32,0.5945032,0.6545587,"('unkind', 'kind')",1.0768875,0.8586535,0.8356954,0.7566061,-0.0790893
33,0.83789396,0.84018475,"('wrong', 'right')",-0.58502007,-0.6421364,0.1264369,0.0990242,-0.0274127
34,0.69330597,1.0236957,"('mean', 'honorable')",6.414858,6.585524,3.5540819,3.8046098,0.2505279
35,0.22826986,0.2646982,"('corrupt', 'incorrupt')",-0.18272424,-0.27822098,0.0227728,-0.0067614,-0.0295342
